nlive,niter,nc,eff,logl,logwt,logvol,logz,logzerr,h,delta_logz,time_elapsed,logfeh,logdust,logNpix,tau
2.0000e+03,6.1000e+01,2.0000e+00,1.6442e+01,-1.0551e+06,-1.0551e+06,-2.0300e-01,-inf,1.4820e-01,6.5998e+00,9.2740e+05,2.8863e+02,1.7552e-01,-1.4927e+00,3.5290e+00,6.5587e+00
2.0000e+03,6.2000e+01,1.0000e+00,1.6667e+01,-1.0542e+06,-1.0542e+06,-2.0632e-01,-inf,1.4824e-01,6.6033e+00,9.2734e+05,2.9269e+02,4.8041e-01,-1.2120e+00,3.1420e+00,2.5831e+00
2.0000e+03,6.3000e+01,1.0000e+00,1.6890e+01,-1.0527e+06,-1.0527e+06,-2.0965e-01,-inf,1.4827e-01,6.6065e+00,9.2645e+05,2.9684e+02,-1.3457e+00,-5.6003e-02,3.6485e+00,6.6739e+00
2.0000e+03,6.4000e+01,1.0000e+00,1.7112e+01,-1.0515e+06,-1.0515e+06,-2.1298e-01,-inf,1.4831e-01,6.6100e+00,9.2495e+05,3.0083e+02,1.9422e-02,-1.5887e+00,3.5218e+00,7.9737e+00
2.0000e+03,6.5000e+01,1.0000e+00,1.7333e+01,-1.0515e+06,-1.0515e+06,-2.1631e-01,-inf,1.4835e-01,6.6132e+00,9.2376e+05,3.0486e+02,4.2891e-01,-1.9659e+00,3.0297e+00,2.2640e+00
2.0000e+03,6.6000e+01,1.0000e+00,1.7553e+01,-1.0508e+06,-1.0508e+06,-2.1963e-01,-inf,1.4839e-01,6.6165e+00,9.2373e+05,3.0888e+02,-8.3549e-01,-8.6533e-01,3.0989e+00,1.8274e+00
2.0000e+03,6.7000e+01,1.0000e+00,1.7772e+01,-1.0507e+06,-1.0507e+06,-2.2296e-01,-inf,1.4842e-01,6.6199e+00,9.2312e+05,3.1295e+02,6.4929e-02,-1.3654e+00,3.4549e+00,5.5680e+00
2.0000e+03,6.8000e+01,1.0000e+00,1.7989e+01,-1.0503e+06,-1.0503e+06,-2.2629e-01,-inf,1.4846e-01,6.6232e+00,9.2294e+05,3.1703e+02,4.9726e-01,-1.3494e+00,3.5508e+00,6.5034e+00
2.0000e+03,6.9000e+01,1.0000e+00,1.8206e+01,-1.0497e+06,-1.0497e+06,-2.2962e-01,-inf,1.4850e-01,6.6267e+00,9.2257e+05,3.2107e+02,-2.5445e-01,-1.0126e+00,3.5216e+00,7.4089e+00
2.0000e+03,7.0000e+01,1.0000e+00,1.8421e+01,-1.0496e+06,-1.0496e+06,-2.3295e-01,-inf,1.4854e-01,6.6299e+00,9.2195e+05,3.2511e+02,-7.6560e-01,-1.5351e+00,3.3552e+00,7.5403e+00
2.0000e+03,7.1000e+01,1.0000e+00,1.8635e+01,-1.0488e+06,-1.0488e+06,-2.3627e-01,-inf,1.4857e-01,6.6331e+00,9.2186e+05,3.2913e+02,8.1048e-02,-1.5837e-02,3.8764e+00,8.1277e+00
2.0000e+03,7.2000e+01,1.0000e+00,1.8848e+01,-1.0484e+06,-1.0484e+06,-2.3960e-01,-inf,1.4861e-01,6.6365e+00,9.2111e+05,3.3318e+02,-9.8869e-01,-1.7834e+00,3.3285e+00,8.0423e+00
2.0000e+03,7.3000e+01,2.0000e+00,1.9010e+01,-1.0465e+06,-1.0465e+06,-2.4293e-01,-inf,1.4865e-01,6.6398e+00,9.2072e+05,3.4126e+02,-6.1209e-01,-1.5047e-01,3.0143e+00,1.7337e+00
2.0000e+03,7.4000e+01,3.0000e+00,1.9121e+01,-1.0464e+06,-1.0464e+06,-2.4626e-01,-inf,1.4868e-01,6.6432e+00,9.1878e+05,3.5337e+02,-1.2935e+00,-1.0294e+00,3.0240e+00,1.8181e+00
2.0000e+03,7.5000e+01,1.0000e+00,1.9330e+01,-1.0462e+06,-1.0462e+06,-2.4958e-01,-inf,1.4872e-01,6.6466e+00,9.1871e+05,3.5740e+02,-1.1887e+00,-8.0943e-03,3.6691e+00,8.2337e+00
2.0000e+03,7.6000e+01,1.0000e+00,1.9537e+01,-1.0431e+06,-1.0431e+06,-2.5291e-01,-inf,1.4876e-01,6.6498e+00,9.1844e+05,3.6143e+02,-7.4297e-01,-1.0778e+00,3.3356e+00,7.4840e+00
2.0000e+03,7.7000e+01,1.0000e+00,1.9744e+01,-1.0394e+06,-1.0394e+06,-2.5624e-01,-inf,1.4880e-01,6.6531e+00,9.1534e+05,3.6567e+02,-1.2521e+00,-1.7612e+00,3.2156e+00,6.2857e+00
2.0000e+03,7.8000e+01,1.0000e+00,1.9949e+01,-1.0392e+06,-1.0392e+06,-2.5957e-01,-inf,1.4883e-01,6.6565e+00,9.1168e+05,3.6971e+02,1.9797e-01,-1.7731e-01,3.6997e+00,8.8051e+00
2.0000e+03,7.9000e+01,1.0000e+00,2.0153e+01,-1.0388e+06,-1.0388e+06,-2.6290e-01,-inf,1.4887e-01,6.6599e+00,9.1147e+05,3.7372e+02,-1.3316e+00,-3.4807e-01,3.1443e+00,3.2010e+00
2.0000e+03,8.0000e+01,2.0000e+00,2.0305e+01,-1.0383e+06,-1.0384e+06,-2.6622e-01,-inf,1.4891e-01,6.6632e+00,9.1109e+05,3.8196e+02,8.3529e-02,-8.6692e-01,3.4823e+00,9.7744e+00
2.0000e+03,8.1000e+01,1.0000e+00,2.0506e+01,-1.0373e+06,-1.0373e+06,-2.6955e-01,-inf,1.4894e-01,6.6664e+00,9.1063e+05,3.8598e+02,4.7309e-01,-4.2159e-01,2.8430e+00,2.4246e+00
2.0000e+03,8.2000e+01,1.0000e+00,2.0707e+01,-1.0370e+06,-1.0370e+06,-2.7288e-01,-inf,1.4898e-01,6.6698e+00,9.0954e+05,3.8998e+02,-4.9383e-01,-1.9725e+00,3.3185e+00,8.9438e+00
2.0000e+03,8.3000e+01,2.0000e+00,2.0854e+01,-1.0358e+06,-1.0358e+06,-2.7621e-01,-inf,1.4902e-01,6.6732e+00,9.0925e+05,3.9815e+02,-2.9133e-01,-1.7938e+00,3.4071e+00,9.5100e+00
2.0000e+03,8.4000e+01,1.0000e+00,2.1053e+01,-1.0343e+06,-1.0343e+06,-2.7953e-01,-inf,1.4906e-01,6.6765e+00,9.0810e+05,4.0217e+02,-4.4947e-01,-1.4277e+00,2.9759e+00,1.8127e+00
2.0000e+03,8.5000e+01,1.0000e+00,2.1250e+01,-1.0322e+06,-1.0322e+06,-2.8286e-01,-inf,1.4909e-01,6.6797e+00,9.0661e+05,4.0616e+02,3.8012e-01,-2.3949e-01,2.3744e+00,1.1558e+00
2.0000e+03,8.6000e+01,4.0000e+00,2.1287e+01,-1.0318e+06,-1.0318e+06,-2.8619e-01,-inf,1.4913e-01,6.6831e+00,9.0448e+05,4.2246e+02,2.1060e-01,-1.7764e-01,3.6297e+00,9.6889e+00
2.0000e+03,8.7000e+01,1.0000e+00,2.1481e+01,-1.0317e+06,-1.0317e+06,-2.8952e-01,-inf,1.4917e-01,6.6865e+00,9.0407e+05,4.2652e+02,2.2786e-01,-2.0246e-01,3.5511e+00,6.8758e+00
2.0000e+03,8.8000e+01,1.0000e+00,2.1675e+01,-1.0295e+06,-1.0295e+06,-2.9285e-01,-inf,1.4921e-01,6.6898e+00,9.0394e+05,4.3053e+02,-2.3155e-02,-5.8001e-02,1.7381e+00,1.3832e+00
2.0000e+03,8.9000e+01,1.0000e+00,2.1867e+01,-1.0293e+06,-1.0293e+06,-2.9617e-01,-inf,1.4924e-01,6.6931e+00,9.0179e+05,4.3457e+02,3.4233e-02,-5.8377e-01,3.3906e+00,6.0198e+00
2.0000e+03,9.0000e+01,1.0000e+00,2.2059e+01,-1.0291e+06,-1.0291e+06,-2.9950e-01,-inf,1.4928e-01,6.6964e+00,9.0161e+05,4.3861e+02,-7.6876e-01,-3.9679e-01,3.3482e+00,7.3122e+00
