niter,nc,eff,logl,logwt,logvol,logz,logzerr,h,delta_logz,time_elapsed,logfeh_mean,logdust_med,logSFH0,logSFH1,logSFH2,logSFH3,logSFH4,dmod
1.7000e+01,1.0000e+00,3.2819e+00,-1.6483e+05,-1.6484e+05,-3.3966e-02,-1.6484e+05,1.1777e-01,6.9417e+00,1.3191e+05,1.0789e+03,9.3637e-02,-6.1185e-02,7.2790e-01,1.9204e+00,3.4990e+00,3.9275e+00,4.4936e+00,2.9096e+01
1.8000e+01,1.0000e+00,3.4682e+00,-1.6482e+05,-1.6483e+05,-3.5964e-02,-1.6483e+05,1.1755e-01,6.9164e+00,1.3188e+05,1.0812e+03,-3.1003e-01,-4.9316e-01,6.0281e-01,1.3804e+00,2.6101e+00,4.5483e+00,4.8839e+00,2.9613e+01
1.9000e+01,1.0000e+00,3.6538e+00,-1.6481e+05,-1.6482e+05,-3.7962e-02,-1.6482e+05,1.1779e-01,6.9445e+00,1.3187e+05,1.0836e+03,6.1197e-02,-4.7538e-01,8.1521e-01,1.7226e+00,2.8837e+00,4.9725e+00,5.0838e+00,2.9949e+01
2.0000e+01,1.0000e+00,3.8388e+00,-1.6480e+05,-1.6481e+05,-3.9960e-02,-1.6481e+05,1.1782e-01,6.9476e+00,1.3186e+05,1.0859e+03,-4.8130e-01,-1.1627e-01,1.3879e+00,2.3166e+00,3.1634e+00,3.6283e+00,5.8919e+00,2.5066e+01
2.1000e+01,1.0000e+00,4.0230e+00,-1.6479e+05,-1.6480e+05,-4.1958e-02,-1.6480e+05,1.1768e-01,6.9317e+00,1.3185e+05,1.0882e+03,-9.8159e-02,-7.2853e-01,3.0255e-01,2.5204e+00,2.9167e+00,3.1925e+00,5.4505e+00,2.9942e+01
2.2000e+01,1.0000e+00,4.2065e+00,-1.6478e+05,-1.6478e+05,-4.3956e-02,-1.6478e+05,1.1785e-01,6.9517e+00,1.3184e+05,1.0901e+03,-2.5275e-01,-4.9703e-01,4.5748e-01,2.4806e+00,3.0082e+00,3.1221e+00,5.1704e+00,2.9561e+01
2.3000e+01,1.0000e+00,4.3893e+00,-1.6474e+05,-1.6475e+05,-4.5954e-02,-1.6475e+05,1.1787e-01,6.9537e+00,1.3183e+05,1.0920e+03,8.9433e-02,-1.9313e-03,3.3915e-01,1.3516e+00,2.9341e+00,4.3154e+00,4.1000e+00,2.8549e+01
2.4000e+01,1.0000e+00,4.5714e+00,-1.6462e+05,-1.6462e+05,-4.7952e-02,-1.6462e+05,1.1789e-01,6.9557e+00,1.3179e+05,1.0943e+03,-3.2778e-02,-5.8704e-01,9.5981e-01,1.3394e+00,3.6126e+00,4.4542e+00,4.1105e+00,2.9435e+01
2.5000e+01,1.0000e+00,4.7529e+00,-1.6456e+05,-1.6457e+05,-4.9950e-02,-1.6457e+05,1.1790e-01,6.9577e+00,1.3167e+05,1.0966e+03,-3.0628e-01,-8.4192e-02,1.2984e+00,2.3821e+00,2.5218e+00,3.7859e+00,4.6001e+00,2.9894e+01
2.6000e+01,1.0000e+00,4.9336e+00,-1.6456e+05,-1.6456e+05,-5.1948e-02,-1.6456e+05,1.1736e-01,6.8939e+00,1.3161e+05,1.0989e+03,-2.9706e-01,-4.7770e-01,4.3034e-01,2.6935e+00,3.6444e+00,4.2427e+00,5.9245e+00,2.5894e+01
2.7000e+01,1.0000e+00,5.1136e+00,-1.6455e+05,-1.6455e+05,-5.3946e-02,-1.6455e+05,1.1794e-01,6.9615e+00,1.3161e+05,1.1009e+03,-6.5808e-02,-1.1339e-03,5.2218e-01,2.3796e+00,3.0591e+00,3.3284e+00,4.7373e+00,2.8816e+01
2.8000e+01,1.0000e+00,5.2930e+00,-1.6452e+05,-1.6453e+05,-5.5944e-02,-1.6453e+05,1.1796e-01,6.9637e+00,1.3160e+05,1.1032e+03,9.0256e-02,-5.4013e-01,2.5331e-01,2.8070e+00,2.5375e+00,4.1949e+00,5.4038e+00,2.9414e+01
2.9000e+01,1.0000e+00,5.4717e+00,-1.6451e+05,-1.6451e+05,-5.7942e-02,-1.6451e+05,1.1797e-01,6.9657e+00,1.3157e+05,1.1055e+03,2.3106e-01,-2.7305e-01,1.2275e+00,1.9275e+00,2.6147e+00,3.2623e+00,5.4708e+00,2.9636e+01
3.0000e+01,1.0000e+00,5.6497e+00,-1.6449e+05,-1.6450e+05,-5.9940e-02,-1.6450e+05,1.1799e-01,6.9675e+00,1.3156e+05,1.1075e+03,-2.5773e-01,-8.7518e-01,5.7246e-01,1.4274e+00,2.8023e+00,4.8259e+00,4.1442e+00,2.9265e+01
3.1000e+01,1.0000e+00,5.8271e+00,-1.6449e+05,-1.6449e+05,-6.1938e-02,-1.6449e+05,1.1769e-01,6.9326e+00,1.3154e+05,1.1094e+03,2.9843e-02,-9.6826e-01,7.1257e-01,2.0083e+00,3.0400e+00,3.2846e+00,4.3998e+00,2.9063e+01
3.2000e+01,1.0000e+00,6.0038e+00,-1.6448e+05,-1.6449e+05,-6.3936e-02,-1.6449e+05,1.1801e-01,6.9699e+00,1.3154e+05,1.1114e+03,-1.4432e-01,-9.4892e-01,7.8511e-01,2.3157e+00,3.0680e+00,3.8414e+00,5.6548e+00,2.5163e+01
3.3000e+01,1.0000e+00,6.1798e+00,-1.6447e+05,-1.6448e+05,-6.5934e-02,-1.6448e+05,1.1723e-01,6.8778e+00,1.3153e+05,1.1133e+03,7.9702e-02,-1.6785e-01,3.6730e-01,3.1540e+00,2.1578e+00,4.4208e+00,4.1638e+00,2.8734e+01
3.4000e+01,3.0000e+00,6.3315e+00,-1.6447e+05,-1.6448e+05,-6.7932e-02,-1.6448e+05,1.1578e-01,6.7093e+00,1.3152e+05,1.1199e+03,5.3817e-02,-2.9000e-02,7.2579e-01,1.3514e+00,2.3719e+00,3.1986e+00,5.3465e+00,2.9174e+01
3.5000e+01,1.0000e+00,6.5056e+00,-1.6446e+05,-1.6447e+05,-6.9930e-02,-1.6447e+05,1.1806e-01,6.9759e+00,1.3152e+05,1.1219e+03,-3.7140e-01,-2.6291e-01,4.8775e-01,2.0055e+00,3.0849e+00,3.3148e+00,5.5403e+00,2.9728e+01
3.6000e+01,1.0000e+00,6.6790e+00,-1.6444e+05,-1.6444e+05,-7.1928e-02,-1.6444e+05,1.1809e-01,6.9797e+00,1.3151e+05,1.1238e+03,-4.3960e-01,-7.4393e-01,6.3670e-01,2.9610e+00,3.6378e+00,4.5546e+00,5.0384e+00,2.9588e+01
3.7000e+01,3.0000e+00,6.8266e+00,-1.6442e+05,-1.6442e+05,-7.3926e-02,-1.6442e+05,1.1811e-01,6.9817e+00,1.3149e+05,1.1300e+03,-9.8389e-02,-5.5520e-01,2.7791e-01,2.4782e+00,3.8059e+00,5.0438e+00,5.7956e+00,2.5923e+01
3.8000e+01,1.0000e+00,6.9982e+00,-1.6440e+05,-1.6441e+05,-7.5924e-02,-1.6441e+05,1.1812e-01,6.9837e+00,1.3147e+05,1.1323e+03,-2.1905e-01,-9.3693e-01,1.0916e+00,2.7057e+00,3.4123e+00,3.4973e+00,5.6613e+00,2.5144e+01
3.9000e+01,1.0000e+00,7.1691e+00,-1.6437e+05,-1.6438e+05,-7.7922e-02,-1.6438e+05,1.1814e-01,6.9857e+00,1.3145e+05,1.1346e+03,-1.2478e-01,-8.8531e-01,6.7265e-01,1.3286e+00,3.7218e+00,3.4778e+00,5.5961e+00,2.9928e+01
4.0000e+01,1.0000e+00,7.3394e+00,-1.6437e+05,-1.6438e+05,-7.9920e-02,-1.6438e+05,1.1395e-01,6.4986e+00,1.3142e+05,1.1367e+03,-4.5597e-01,-8.5521e-01,6.7592e-01,2.9346e+00,3.1915e+00,4.4046e+00,5.6673e+00,2.5631e+01
4.1000e+01,1.0000e+00,7.5092e+00,-1.6437e+05,-1.6437e+05,-8.1918e-02,-1.6437e+05,1.1738e-01,6.8962e+00,1.3142e+05,1.1386e+03,6.6913e-02,-3.2547e-01,6.9550e-01,2.1475e+00,3.6118e+00,5.0290e+00,4.5734e+00,2.9171e+01
4.2000e+01,1.0000e+00,7.6782e+00,-1.6434e+05,-1.6435e+05,-8.3916e-02,-1.6435e+05,1.1819e-01,6.9917e+00,1.3142e+05,1.1405e+03,-3.3069e-01,-6.3729e-01,1.0582e+00,3.1555e+00,3.0350e+00,3.4821e+00,5.1285e+00,2.9669e+01
4.3000e+01,1.0000e+00,7.8467e+00,-1.6432e+05,-1.6432e+05,-8.5914e-02,-1.6432e+05,1.1821e-01,6.9937e+00,1.3140e+05,1.1424e+03,1.1376e-01,-7.0468e-01,3.1089e-01,1.5203e+00,2.5678e+00,3.9419e+00,4.6586e+00,2.8311e+01
4.4000e+01,1.0000e+00,8.0146e+00,-1.6431e+05,-1.6432e+05,-8.7912e-02,-1.6432e+05,1.1787e-01,6.9531e+00,1.3137e+05,1.1447e+03,-3.9690e-01,-3.0425e-01,1.3747e+00,1.9418e+00,3.3924e+00,4.7791e+00,5.7748e+00,2.5536e+01
4.5000e+01,2.0000e+00,8.1670e+00,-1.6428e+05,-1.6429e+05,-8.9910e-02,-1.6429e+05,1.1824e-01,6.9977e+00,1.3136e+05,1.1490e+03,-1.2779e-01,-4.0901e-01,1.1173e+00,2.5458e+00,2.0262e+00,4.0154e+00,4.4839e+00,2.9417e+01
4.6000e+01,2.0000e+00,8.3183e+00,-1.6428e+05,-1.6429e+05,-9.1908e-02,-1.6429e+05,1.0909e-01,5.9562e+00,1.3133e+05,1.1530e+03,7.0061e-02,-1.6740e-01,1.3536e+00,2.3539e+00,3.0522e+00,3.1589e+00,5.9137e+00,2.5354e+01
4.7000e+01,1.0000e+00,8.4838e+00,-1.6419e+05,-1.6420e+05,-9.3906e-02,-1.6420e+05,1.1828e-01,7.0017e+00,1.3133e+05,1.1549e+03,2.3813e-01,-3.8946e-01,1.5371e+00,2.5751e+00,2.9809e+00,3.4801e+00,5.8975e+00,2.5480e+01
4.8000e+01,1.0000e+00,8.6486e+00,-1.6419e+05,-1.6419e+05,-9.5904e-02,-1.6419e+05,1.1826e-01,6.9997e+00,1.3125e+05,1.1572e+03,-3.9940e-01,-1.7716e-02,5.4144e-01,2.9077e+00,3.2313e+00,3.9168e+00,4.3701e+00,2.8868e+01
4.9000e+01,1.0000e+00,8.8129e+00,-1.6417e+05,-1.6417e+05,-9.7902e-02,-1.6417e+05,1.1831e-01,7.0057e+00,1.3124e+05,1.1591e+03,7.6989e-02,-9.9977e-01,8.3508e-01,2.6572e+00,2.0580e+00,4.1559e+00,5.7247e+00,2.9819e+01
5.0000e+01,1.0000e+00,8.9767e+00,-1.6417e+05,-1.6417e+05,-9.9900e-02,-1.6417e+05,1.0889e-01,5.9345e+00,1.3122e+05,1.1610e+03,1.7741e-01,-2.5408e-01,9.3061e-01,1.2849e+00,3.1988e+00,4.6609e+00,5.7888e+00,2.5547e+01
5.1000e+01,1.0000e+00,9.1398e+00,-1.6415e+05,-1.6416e+05,-1.0190e-01,-1.6416e+05,1.1834e-01,7.0096e+00,1.3122e+05,1.1633e+03,2.3290e-01,-3.8115e-01,1.2007e+00,1.7090e+00,3.0360e+00,4.3918e+00,5.7960e+00,2.9866e+01
5.2000e+01,1.0000e+00,9.3023e+00,-1.6409e+05,-1.6409e+05,-1.0390e-01,-1.6409e+05,1.1836e-01,7.0117e+00,1.3120e+05,1.1653e+03,-1.7278e-01,-7.9752e-01,1.1215e+00,2.7505e+00,2.0683e+00,4.1320e+00,5.6228e+00,2.9968e+01
5.3000e+01,1.0000e+00,9.4643e+00,-1.6409e+05,-1.6409e+05,-1.0589e-01,-1.6409e+05,1.0888e-01,5.9336e+00,1.3114e+05,1.1675e+03,-3.7241e-01,-2.8162e-01,1.9733e+00,1.5248e+00,3.8244e+00,4.6170e+00,5.7689e+00,2.5189e+01
5.4000e+01,1.0000e+00,9.6257e+00,-1.6407e+05,-1.6408e+05,-1.0789e-01,-1.6408e+05,1.1839e-01,7.0156e+00,1.3114e+05,1.1694e+03,1.4277e-01,-8.5246e-01,4.3984e-01,1.4789e+00,2.4628e+00,4.1688e+00,5.6682e+00,2.9344e+01
5.5000e+01,1.0000e+00,9.7865e+00,-1.6405e+05,-1.6406e+05,-1.0989e-01,-1.6406e+05,1.1841e-01,7.0176e+00,1.3112e+05,1.1717e+03,-2.7712e-02,-9.4045e-01,6.2746e-01,1.8246e+00,3.2919e+00,3.7635e+00,4.7861e+00,2.8524e+01
5.6000e+01,1.0000e+00,9.9467e+00,-1.6404e+05,-1.6404e+05,-1.1189e-01,-1.6404e+05,1.1843e-01,7.0196e+00,1.3110e+05,1.1741e+03,2.0060e-01,-5.2921e-01,1.2584e+00,1.7922e+00,2.0741e+00,4.7063e+00,4.2211e+00,2.9028e+01
5.7000e+01,1.0000e+00,1.0106e+01,-1.6403e+05,-1.6404e+05,-1.1389e-01,-1.6404e+05,1.1489e-01,6.6068e+00,1.3109e+05,1.1759e+03,-3.0239e-01,-8.0257e-01,5.2487e-01,1.8053e+00,2.0441e+00,3.5001e+00,5.8306e+00,2.9849e+01
5.8000e+01,1.0000e+00,1.0265e+01,-1.6402e+05,-1.6402e+05,-1.1588e-01,-1.6402e+05,1.1846e-01,7.0236e+00,1.3109e+05,1.1783e+03,-1.2628e-01,-5.9551e-01,4.3810e-01,1.4347e+00,3.8309e+00,5.0594e+00,4.9453e+00,2.9075e+01
5.9000e+01,1.0000e+00,1.0424e+01,-1.6401e+05,-1.6402e+05,-1.1788e-01,-1.6402e+05,1.1113e-01,6.1809e+00,1.3107e+05,1.1802e+03,1.9503e-01,-5.8976e-01,1.2824e+00,2.9713e+00,3.6350e+00,4.9938e+00,5.3755e+00,2.9483e+01
6.0000e+01,1.0000e+00,1.0582e+01,-1.6400e+05,-1.6401e+05,-1.1988e-01,-1.6401e+05,1.1849e-01,7.0270e+00,1.3107e+05,1.1826e+03,-2.8730e-02,-6.1189e-01,3.2842e-01,2.9551e+00,3.2076e+00,3.3482e+00,5.1030e+00,2.8529e+01
6.1000e+01,2.0000e+00,1.0721e+01,-1.6399e+05,-1.6400e+05,-1.2188e-01,-1.6400e+05,1.1851e-01,7.0292e+00,1.3106e+05,1.1869e+03,-2.9727e-02,-4.5172e-01,1.6689e+00,2.3239e+00,2.9149e+00,3.5865e+00,5.3946e+00,2.9980e+01
6.2000e+01,1.0000e+00,1.0877e+01,-1.6397e+05,-1.6398e+05,-1.2388e-01,-1.6398e+05,1.1853e-01,7.0316e+00,1.3104e+05,1.1892e+03,6.2258e-02,-9.4505e-01,3.9008e-01,2.8449e+00,2.6171e+00,3.3305e+00,4.7460e+00,2.8256e+01
6.3000e+01,1.0000e+00,1.1033e+01,-1.6397e+05,-1.6397e+05,-1.2587e-01,-1.6397e+05,1.1847e-01,7.0243e+00,1.3102e+05,1.1912e+03,-1.9125e-01,-8.2246e-01,5.3835e-01,2.7655e+00,2.8540e+00,4.5671e+00,4.7855e+00,2.8628e+01
6.4000e+01,1.0000e+00,1.1189e+01,-1.6395e+05,-1.6396e+05,-1.2787e-01,-1.6396e+05,1.1856e-01,7.0356e+00,1.3102e+05,1.1935e+03,-2.5174e-01,-9.0714e-01,4.4024e-01,1.3581e+00,2.1492e+00,4.3953e+00,5.1088e+00,2.8707e+01
6.5000e+01,1.0000e+00,1.1344e+01,-1.6395e+05,-1.6396e+05,-1.2987e-01,-1.6396e+05,1.1058e-01,6.1203e+00,1.3100e+05,1.1954e+03,-7.6080e-02,-1.7149e-01,3.8303e-01,2.2341e+00,3.4555e+00,3.8036e+00,4.4211e+00,2.8298e+01
6.6000e+01,1.0000e+00,1.1498e+01,-1.6392e+05,-1.6393e+05,-1.3187e-01,-1.6393e+05,1.1860e-01,7.0396e+00,1.3100e+05,1.1974e+03,4.4685e-02,-3.2678e-01,3.1048e-01,1.9836e+00,3.3786e+00,4.8399e+00,5.8440e+00,2.9398e+01
6.7000e+01,1.0000e+00,1.1652e+01,-1.6392e+05,-1.6393e+05,-1.3387e-01,-1.6393e+05,1.1780e-01,6.9450e+00,1.3097e+05,1.1994e+03,-4.1155e-01,-3.6076e-01,1.2444e+00,2.0756e+00,2.1684e+00,3.4718e+00,5.1357e+00,2.9220e+01
6.8000e+01,1.0000e+00,1.1806e+01,-1.6392e+05,-1.6392e+05,-1.3586e-01,-1.6392e+05,1.0899e-01,5.9449e+00,1.3097e+05,1.2017e+03,-2.0488e-01,-9.5892e-01,4.7558e-01,2.6612e+00,2.5290e+00,3.7204e+00,5.6848e+00,2.9324e+01
6.9000e+01,1.0000e+00,1.1958e+01,-1.6391e+05,-1.6391e+05,-1.3786e-01,-1.6391e+05,1.1864e-01,7.0451e+00,1.3097e+05,1.2036e+03,-2.0598e-02,-1.4231e-02,1.6694e+00,2.2259e+00,3.3262e+00,4.3358e+00,5.5295e+00,2.9767e+01
7.0000e+01,1.0000e+00,1.2111e+01,-1.6390e+05,-1.6391e+05,-1.3986e-01,-1.6391e+05,1.1852e-01,7.0301e+00,1.3096e+05,1.2056e+03,-1.9975e-01,-9.6035e-01,4.4344e-01,2.4757e+00,2.0258e+00,3.9695e+00,5.6206e+00,2.9132e+01
7.1000e+01,1.0000e+00,1.2263e+01,-1.6390e+05,-1.6390e+05,-1.4186e-01,-1.6390e+05,1.1714e-01,6.8680e+00,1.3095e+05,1.2079e+03,-3.6362e-01,-5.8093e-01,7.9119e-01,1.3646e+00,3.5438e+00,4.7362e+00,4.6294e+00,2.8759e+01
7.2000e+01,1.0000e+00,1.2414e+01,-1.6390e+05,-1.6390e+05,-1.4386e-01,-1.6390e+05,1.0874e-01,5.9186e+00,1.3095e+05,1.2103e+03,2.0136e-01,-7.8608e-03,1.3340e+00,2.9001e+00,2.6146e+00,3.6636e+00,4.4036e+00,2.9575e+01
7.3000e+01,1.0000e+00,1.2565e+01,-1.6388e+05,-1.6388e+05,-1.4585e-01,-1.6388e+05,1.1871e-01,7.0536e+00,1.3095e+05,1.2122e+03,-4.2705e-01,-6.9908e-01,3.5422e-01,2.4326e+00,3.3251e+00,4.6101e+00,5.3317e+00,2.5567e+01
7.4000e+01,1.0000e+00,1.2715e+01,-1.6388e+05,-1.6388e+05,-1.4785e-01,-1.6388e+05,1.1000e-01,6.0557e+00,1.3093e+05,1.2144e+03,1.9680e-01,-6.0187e-01,1.2115e+00,2.6378e+00,2.4395e+00,4.4620e+00,4.9270e+00,2.8956e+01
7.5000e+01,1.0000e+00,1.2864e+01,-1.6386e+05,-1.6387e+05,-1.4985e-01,-1.6387e+05,1.1875e-01,7.0576e+00,1.3093e+05,1.2167e+03,-1.6254e-01,-3.8167e-01,1.5285e+00,2.0498e+00,3.8361e+00,3.9973e+00,5.5509e+00,2.9848e+01
7.6000e+01,1.0000e+00,1.3014e+01,-1.6386e+05,-1.6386e+05,-1.5185e-01,-1.6386e+05,1.1441e-01,6.5508e+00,1.3091e+05,1.2190e+03,-2.6717e-01,-6.5013e-01,5.1090e-01,1.5410e+00,3.4990e+00,4.1195e+00,5.6813e+00,2.9264e+01
7.7000e+01,1.0000e+00,1.3162e+01,-1.6383e+05,-1.6384e+05,-1.5385e-01,-1.6384e+05,1.1878e-01,7.0616e+00,1.3091e+05,1.2213e+03,2.2775e-01,-9.4698e-01,8.2121e-01,3.0214e+00,2.5813e+00,3.7101e+00,4.4553e+00,2.8334e+01
7.8000e+01,1.0000e+00,1.3311e+01,-1.6382e+05,-1.6383e+05,-1.5584e-01,-1.6383e+05,1.1878e-01,7.0612e+00,1.3088e+05,1.2236e+03,-1.8558e-01,-4.3133e-01,3.1711e-01,3.2575e+00,3.1143e+00,4.6675e+00,5.7982e+00,2.6708e+01
7.9000e+01,1.0000e+00,1.3458e+01,-1.6382e+05,-1.6383e+05,-1.5784e-01,-1.6383e+05,1.1436e-01,6.5458e+00,1.3088e+05,1.2258e+03,3.2731e-02,-6.4228e-01,9.8984e-01,2.4128e+00,3.7431e+00,3.5410e+00,5.2953e+00,2.8803e+01
8.0000e+01,2.0000e+00,1.3582e+01,-1.6382e+05,-1.6382e+05,-1.5984e-01,-1.6382e+05,1.1851e-01,7.0299e+00,1.3087e+05,1.2301e+03,-2.5465e-01,-1.6636e-01,1.3110e+00,1.3432e+00,2.0446e+00,4.1126e+00,4.5453e+00,2.9353e+01
8.1000e+01,1.0000e+00,1.3729e+01,-1.6381e+05,-1.6382e+05,-1.6184e-01,-1.6382e+05,1.1080e-01,6.1447e+00,1.3087e+05,1.2323e+03,2.0615e-01,-1.5063e-01,1.1791e+00,1.3937e+00,2.4859e+00,3.6324e+00,5.5297e+00,2.8837e+01
8.2000e+01,1.0000e+00,1.3875e+01,-1.6380e+05,-1.6381e+05,-1.6384e-01,-1.6381e+05,1.1886e-01,7.0707e+00,1.3087e+05,1.2343e+03,-4.1603e-01,-5.2965e-01,5.2242e-01,1.8932e+00,3.1278e+00,4.8920e+00,5.0955e+00,2.8635e+01
8.3000e+01,1.0000e+00,1.4020e+01,-1.6379e+05,-1.6379e+05,-1.6583e-01,-1.6379e+05,1.1888e-01,7.0736e+00,1.3086e+05,1.2362e+03,3.8446e-02,-9.4208e-01,1.2329e+00,3.2293e+00,2.1518e+00,4.3666e+00,5.6390e+00,2.5711e+01
8.4000e+01,1.0000e+00,1.4165e+01,-1.6378e+05,-1.6379e+05,-1.6783e-01,-1.6379e+05,1.1548e-01,6.6741e+00,1.3084e+05,1.2381e+03,1.2287e-01,-5.7167e-01,5.6494e-01,2.3558e+00,3.6450e+00,4.5322e+00,5.0483e+00,2.8226e+01
8.5000e+01,1.0000e+00,1.4310e+01,-1.6378e+05,-1.6379e+05,-1.6983e-01,-1.6379e+05,1.1690e-01,6.8400e+00,1.3083e+05,1.2401e+03,6.4555e-02,-1.9522e-01,8.2257e-01,2.8275e+00,2.3258e+00,3.6883e+00,5.6335e+00,2.8721e+01
8.6000e+01,2.0000e+00,1.4430e+01,-1.6378e+05,-1.6378e+05,-1.7183e-01,-1.6378e+05,1.1236e-01,6.3190e+00,1.3083e+05,1.2443e+03,3.8488e-02,-4.8999e-01,6.0610e-01,1.9218e+00,3.3784e+00,4.4635e+00,5.8530e+00,2.9205e+01
8.7000e+01,1.0000e+00,1.4573e+01,-1.6377e+05,-1.6377e+05,-1.7383e-01,-1.6377e+05,1.1893e-01,7.0796e+00,1.3083e+05,1.2466e+03,5.8429e-02,-2.0104e-01,1.3688e+00,3.1554e+00,3.5742e+00,5.0588e+00,5.7534e+00,2.9434e+01
