logfeh_mean,logfeh_std,logdust_med,dust_sig,logNpix,tau,dmod,logl
-4.5115e-01,2.3999e-01,-7.3099e-01,2.0210e-01,2.2545e+00,6.9910e+00,2.7035e+01,-8.2394e+04
-4.3748e-01,1.2733e-01,-5.4886e-01,1.8022e-01,1.7016e+00,3.2777e+00,2.9097e+01,-1.4196e+05
1.8149e-01,2.7485e-01,-4.6361e-01,2.2296e-01,1.0232e+00,1.4848e+00,2.5426e+01,-1.2941e+05
-3.9819e-01,1.1310e-01,-8.5015e-02,1.3981e-01,2.5269e+00,1.3071e+00,2.7263e+01,-1.5281e+04
2.0976e-01,2.6082e-01,-4.1868e-01,6.2879e-02,3.5763e+00,3.4236e+00,2.9510e+01,-9.3710e+04
1.5789e-01,1.6095e-01,-9.1935e-01,2.3994e-01,2.6497e+00,2.7123e+00,2.7975e+01,-8.7535e+04
-4.3035e-01,5.9244e-02,-9.5406e-01,7.1858e-02,3.5734e+00,4.7344e+00,2.8707e+01,-1.5881e+05
-2.2689e-01,3.5863e-01,-1.9842e-01,1.5643e-01,1.9075e+00,1.3149e+00,2.9958e+01,-1.5414e+05
-3.0548e-01,2.2223e-01,-5.0711e-01,3.7433e-01,1.2217e+00,7.6569e+00,2.6700e+01,-1.2585e+05
-3.4548e-01,2.8473e-01,-2.8666e-01,1.4323e-01,2.9598e+00,7.8245e+00,2.6586e+01,-1.5307e+05
2.0113e-01,3.2630e-01,-8.9595e-01,3.0264e-01,3.4005e+00,7.9145e+00,2.5014e+01,-1.5952e+05
-8.4084e-02,1.4605e-01,-1.5469e-01,7.9107e-02,1.6790e+00,5.4111e-01,2.9835e+01,-1.5935e+05
5.4439e-02,1.2220e-01,-4.6949e-01,3.3625e-01,3.5725e+00,3.9844e+00,2.7153e+01,-1.5978e+05
-3.0579e-01,1.2967e-01,-1.2129e-01,2.6752e-01,1.2782e+00,1.3505e+00,2.8049e+01,-1.4760e+05
-4.8348e-01,9.9578e-02,-9.7152e-01,1.8671e-01,2.2333e+00,1.2783e+00,2.8995e+01,-1.4318e+05
-6.9834e-03,2.5955e-01,-1.6778e-01,3.5295e-01,3.4270e+00,2.3779e+00,2.8326e+01,-1.4461e+05
1.1786e-01,3.8529e-01,-9.6217e-01,3.0210e-01,3.5771e+00,5.4110e+00,2.9223e+01,-1.5595e+05
1.8917e-03,3.0992e-01,-4.6615e-01,2.6370e-01,3.1778e+00,5.7257e+00,2.5288e+01,-1.5748e+05
-8.1758e-02,2.7551e-01,-2.8122e-01,2.8887e-01,2.5098e+00,2.2178e-01,2.6682e+01,-4.3680e+04
-3.9509e-01,8.7016e-02,-9.8075e-03,1.4042e-01,3.2241e+00,6.8836e+00,2.9824e+01,-7.3922e+04
-4.7312e-01,1.4623e-01,-6.7621e-02,2.8003e-01,1.1356e+00,8.8502e-01,2.8420e+01,-1.5538e+05
-2.5522e-01,1.1573e-01,-3.6247e-01,9.8897e-02,1.2203e+00,5.8900e+00,2.5844e+01,-1.2461e+05
-3.9288e-01,1.7764e-01,-7.1792e-01,2.3461e-01,3.0312e+00,9.8445e-01,2.7352e+01,-1.5707e+05
-3.9173e-01,1.3913e-01,-3.7424e-01,3.5884e-01,3.3200e+00,5.8437e+00,2.7481e+01,-1.5663e+05
-5.6759e-02,1.8788e-01,-3.6020e-01,4.8478e-02,2.8137e+00,2.2661e+00,2.9417e+01,-1.5095e+05
-3.5804e-01,1.5207e-01,-1.8389e-01,3.4809e-01,2.3739e+00,6.7997e-01,2.7037e+01,-3.8172e+04
-1.2039e-01,3.4554e-02,-2.7459e-01,1.9654e-01,1.8449e+00,7.3824e-01,2.8433e+01,-1.3803e+05
-2.4523e-01,4.4735e-02,-5.8116e-01,2.3126e-01,2.5418e+00,1.5220e+00,2.7490e+01,-1.6933e+04
-1.6779e-01,3.6190e-01,-6.5170e-01,2.0431e-02,1.7969e+00,4.0877e+00,2.8789e+01,-1.3648e+05
1.8515e-01,1.0944e-01,-3.5115e-01,2.4344e-01,3.7603e+00,5.6011e+00,2.7083e+01,-1.5959e+05
6.4307e-02,1.8885e-01,-9.0043e-01,3.5578e-01,3.1198e+00,6.3530e+00,2.9694e+01,-8.0249e+04
-3.1467e-01,1.4429e-01,-1.8866e-01,1.7560e-01,2.1161e+00,6.5720e+00,2.8142e+01,-1.3669e+05
-2.4865e-01,2.4489e-01,-4.2353e-01,1.4067e-01,2.9225e+00,6.3435e+00,2.9468e+01,-1.2545e+05
2.1880e-01,2.8153e-01,-5.9437e-01,2.7438e-01,1.9149e+00,6.7382e+00,2.5779e+01,-1.7961e+04
-4.3859e-01,3.3983e-01,-8.0748e-01,1.1025e-01,1.6115e+00,1.8967e+00,2.8829e+01,-1.4189e+05
-4.9328e-01,2.8922e-01,-3.4972e-01,4.9129e-02,3.0327e+00,7.5218e+00,2.8127e+01,-1.4964e+05
6.6506e-02,1.3259e-01,-7.0682e-01,5.5413e-02,2.4746e+00,5.9040e+00,2.5166e+01,-1.4930e+05
-1.3491e-01,1.9251e-01,-3.8760e-01,2.5356e-01,1.2495e+00,7.6749e+00,2.6238e+01,-1.2517e+05
-1.4238e-02,2.1953e-01,-2.2237e-01,2.4326e-02,1.5006e+00,6.7590e+00,2.8308e+01,-1.3674e+05
9.8161e-02,2.7556e-02,-8.9436e-01,1.7726e-01,3.9662e+00,6.7410e+00,2.8485e+01,-1.5946e+05
-1.1796e-01,2.7360e-01,-4.6029e-01,5.2773e-02,3.2714e+00,6.5748e+00,2.5021e+01,-1.5853e+05
5.8215e-02,2.1895e-02,-4.9602e-01,3.3084e-01,3.8318e+00,7.4488e+00,2.9272e+01,-1.5772e+05
1.1263e-01,2.6290e-01,-1.4231e-02,2.9278e-01,2.9195e+00,5.8272e+00,2.8068e+01,-2.4150e+04
7.9638e-02,7.0313e-02,-5.7764e-01,2.4034e-02,1.6600e+00,1.8791e-01,2.8966e+01,-1.4864e+05
-8.5156e-03,3.4410e-01,-3.2732e-01,1.3600e-01,2.9895e+00,2.7062e+00,2.6090e+01,-1.5705e+05
-2.4848e-01,2.7144e-02,-8.0877e-01,2.5941e-01,1.0572e+00,5.3791e+00,2.7439e+01,-1.3510e+05
-1.6993e-01,5.6488e-02,-9.2304e-01,2.7646e-01,3.1650e+00,3.3358e+00,2.7440e+01,-1.5758e+05
-4.4462e-01,1.5601e-01,-3.8029e-01,5.6258e-02,1.2096e+00,2.0560e+00,2.7151e+01,-1.3487e+05
-4.8609e-01,3.5817e-01,-2.5977e-01,1.4926e-01,3.6404e+00,5.4263e+00,2.8334e+01,-1.5854e+05
2.3748e-01,2.0654e-01,-3.4312e-01,3.6733e-01,1.2704e+00,7.7734e+00,2.8079e+01,-1.4165e+05
-2.4040e-02,9.5251e-02,-2.2968e-01,2.9807e-01,2.0913e+00,6.7352e+00,2.7912e+01,-1.3750e+05
-4.4086e-01,2.0320e-01,-8.0370e-01,6.8507e-02,3.6722e+00,7.0631e+00,2.8278e+01,-1.5849e+05
-1.0833e-02,2.2957e-01,-2.9901e-01,1.4830e-01,2.6275e+00,3.8403e+00,2.6826e+01,-8.8726e+04
-1.2039e-01,1.6507e-01,-5.4422e-01,3.1590e-01,1.0315e+00,5.0425e+00,2.7884e+01,-1.4645e+05
-3.2359e-01,2.8056e-01,-2.1693e-02,2.8000e-01,1.5210e+00,1.4779e+00,2.6757e+01,-1.3141e+05
-1.7782e-01,6.4798e-02,-2.2337e-01,6.4017e-02,2.5133e+00,7.9312e+00,2.9524e+01,-1.4123e+05
-1.7269e-01,1.7048e-01,-9.5457e-01,7.3936e-02,2.8635e+00,4.6088e+00,2.5994e+01,-1.5442e+05
-3.6030e-01,1.9864e-01,-7.6639e-02,2.4515e-01,1.8709e+00,4.2967e+00,2.7822e+01,-1.3429e+05
-1.6533e-01,3.1831e-02,-9.7177e-02,2.5268e-01,3.1527e+00,5.3396e+00,2.5824e+01,-1.5555e+05
8.7106e-02,9.3883e-02,-7.4674e-01,3.7100e-01,3.7921e+00,3.4613e+00,2.9201e+01,-1.5908e+05
-4.6793e-01,1.5483e-01,-9.6675e-01,2.6849e-01,1.6970e+00,1.4679e-01,2.9067e+01,-1.4207e+05
-3.1750e-01,2.6711e-01,-6.2635e-01,8.5348e-02,2.9171e+00,3.6572e+00,2.6825e+01,-1.5532e+05
-3.8411e-01,8.8709e-02,-6.4200e-01,1.6645e-01,1.5849e+00,3.5059e+00,2.5658e+01,-8.2619e+04
2.3155e-01,2.7110e-01,-1.0046e-01,3.5701e-01,2.1443e+00,7.4674e+00,2.8466e+01,-1.3686e+05
2.1953e-01,1.7396e-01,-9.7320e-01,2.3485e-01,1.3224e+00,7.5352e+00,2.8682e+01,-1.4504e+05
-3.5707e-01,2.4179e-01,-9.1426e-01,5.5324e-02,2.5580e+00,2.2614e+00,2.8314e+01,-1.1243e+05
-1.0577e-01,2.8158e-01,-9.9640e-01,1.9640e-01,2.4479e+00,6.1742e+00,2.8240e+01,-1.0078e+05
2.7397e-02,1.2749e-01,-7.3216e-01,1.3033e-01,2.0085e+00,4.4793e+00,2.6219e+01,-8.6408e+03
2.1591e-01,1.8634e-01,-3.7001e-01,5.0605e-02,2.0243e+00,1.6919e+00,2.9237e+01,-1.4591e+05
1.6059e-01,2.9474e-01,-4.4858e-01,3.6867e-01,1.5499e+00,5.5964e+00,2.7853e+01,-1.3209e+05
-2.4665e-01,3.0807e-01,-1.6477e-01,3.6947e-01,1.4289e+00,4.0077e+00,2.9309e+01,-1.5598e+05
1.6263e-01,1.9586e-01,-8.9994e-01,1.6850e-01,3.7082e+00,3.6868e+00,2.9360e+01,-1.5268e+05
1.6280e-01,2.3929e-01,-4.7481e-01,2.6456e-01,2.0393e+00,7.8278e+00,2.5066e+01,-1.3228e+05
-3.4901e-01,1.3093e-01,-8.3990e-01,2.0391e-01,3.5826e+00,3.3660e+00,2.8055e+01,-1.6008e+05
-6.0841e-02,3.4261e-01,-4.7673e-01,3.2843e-01,3.0714e+00,7.5853e+00,2.5718e+01,-1.5510e+05
-1.8216e-01,3.0247e-02,-7.7379e-01,1.5025e-01,3.4246e+00,5.0062e+00,2.8887e+01,-1.5474e+05
-2.7196e-01,2.9067e-01,-3.9994e-02,3.8687e-01,4.2148e+00,6.9439e+00,2.9827e+01,-1.5883e+05
2.4172e-01,2.9215e-01,-5.3551e-01,2.6522e-01,3.2423e+00,6.5947e-01,2.8820e+01,-1.0076e+05
-2.2884e-01,2.8056e-02,-2.3815e-01,1.2620e-01,2.0973e+00,1.1036e+00,2.5127e+01,-9.9451e+04
-5.8207e-02,1.8948e-01,-5.6315e-01,7.4863e-02,1.2689e+00,7.2585e+00,2.5201e+01,-1.0448e+05
-4.6023e-01,1.3163e-01,-1.2239e-01,1.5396e-01,2.2030e+00,2.1532e+00,2.8334e+01,-1.4099e+05
1.9027e-01,3.4719e-01,-8.2343e-01,2.6257e-01,1.3359e+00,6.6891e+00,2.8366e+01,-1.4076e+05
-3.1338e-01,3.5475e-01,-6.2915e-01,2.5569e-01,3.4565e+00,2.0780e+00,2.8184e+01,-1.6017e+05
-4.2280e-01,2.3859e-01,-6.8372e-01,3.4134e-01,1.3874e+00,3.7012e+00,2.7948e+01,-1.3523e+05
9.6626e-03,2.5214e-01,-6.0525e-01,2.6421e-01,3.6046e+00,7.7420e+00,2.6659e+01,-1.5889e+05
