niter,nc,eff,logl,logwt,logvol,logz,logzerr,h,delta_logz,time_elapsed,logfeh_mean,logfeh_std,logdust_med,dust_sig,logNpix,tau,dmod
2.8700e+02,1.0000e+00,3.2989e+01,-1.5844e+05,-1.5844e+05,-5.7343e-01,-1.5844e+05,1.2224e-01,7.4787e+00,1.5481e+05,3.1149e+03,2.3455e-02,1.1815e-01,-8.4192e-02,2.2230e-01,3.2319e+00,2.6499e+00,2.6693e+01
2.8800e+02,1.0000e+00,3.3065e+01,-1.5843e+05,-1.5844e+05,-5.7542e-01,-1.5844e+05,1.2222e-01,7.4764e+00,1.5480e+05,3.1183e+03,5.6939e-02,3.2811e-02,-3.8132e-01,2.9541e-01,4.0301e+00,6.4231e+00,2.9729e+01
2.8900e+02,1.0000e+00,3.3142e+01,-1.5840e+05,-1.5841e+05,-5.7742e-01,-1.5841e+05,1.2229e-01,7.4852e+00,1.5479e+05,3.1199e+03,1.9607e-01,2.7114e-01,-2.3713e-01,1.7612e-01,4.0134e+00,7.0876e+00,2.9071e+01
2.9000e+02,1.0000e+00,3.3219e+01,-1.5839e+05,-1.5839e+05,-5.7942e-01,-1.5839e+05,1.2231e-01,7.4871e+00,1.5477e+05,3.1215e+03,-4.1076e-01,2.3820e-02,-7.2016e-01,6.6710e-02,2.8305e+00,1.5884e+00,2.5038e+01
2.9100e+02,3.0000e+00,3.3219e+01,-1.5838e+05,-1.5839e+05,-5.8142e-01,-1.5839e+05,1.2166e-01,7.4081e+00,1.5475e+05,3.1335e+03,-4.1158e-01,3.3516e-01,-8.6153e-01,2.3640e-01,2.9111e+00,2.5228e+00,2.5283e+01
2.9200e+02,1.0000e+00,3.3295e+01,-1.5838e+05,-1.5839e+05,-5.8342e-01,-1.5839e+05,1.1436e-01,6.5461e+00,1.5475e+05,3.1375e+03,-4.9539e-01,1.8665e-01,-2.0296e-01,2.7675e-01,3.1801e+00,4.5574e+00,2.5070e+01
2.9300e+02,1.0000e+00,3.3371e+01,-1.5838e+05,-1.5839e+05,-5.8541e-01,-1.5839e+05,1.1484e-01,6.6012e+00,1.5475e+05,3.1420e+03,-4.8084e-01,3.7216e-01,-8.8207e-01,2.6291e-01,3.0215e+00,3.2970e+00,2.5730e+01
2.9400e+02,1.0000e+00,3.3447e+01,-1.5831e+05,-1.5832e+05,-5.8741e-01,-1.5832e+05,1.2237e-01,7.4952e+00,1.5474e+05,3.1436e+03,-2.8341e-02,7.9873e-02,-2.6941e-01,3.9586e-01,4.1190e+00,7.8383e+00,2.9025e+01
2.9500e+02,2.0000e+00,3.3485e+01,-1.5818e+05,-1.5819e+05,-5.8941e-01,-1.5819e+05,1.2239e-01,7.4972e+00,1.5468e+05,3.1515e+03,-6.0141e-02,2.0729e-01,-5.1264e-01,1.2136e-01,3.4200e+00,6.0530e+00,2.6353e+01
2.9600e+02,3.0000e+00,3.3484e+01,-1.5816e+05,-1.5817e+05,-5.9141e-01,-1.5817e+05,1.2241e-01,7.4991e+00,1.5454e+05,3.1639e+03,2.1874e-01,3.3154e-01,-4.9196e-01,2.2856e-01,3.5376e+00,6.9262e+00,2.6727e+01
2.9700e+02,4.0000e+00,3.3446e+01,-1.5793e+05,-1.5794e+05,-5.9341e-01,-1.5794e+05,1.2242e-01,7.5012e+00,1.5453e+05,3.1822e+03,-2.1776e-01,3.3687e-01,-5.5035e-01,3.4163e-01,1.4414e+00,4.7853e-01,2.9483e+01
2.9800e+02,1.0000e+00,3.3521e+01,-1.5793e+05,-1.5793e+05,-5.9540e-01,-1.5793e+05,1.1918e-01,7.1087e+00,1.5430e+05,3.1872e+03,-4.9659e-01,2.2426e-01,-9.8341e-01,2.2350e-01,1.1828e+00,1.3164e+00,2.9215e+01
2.9900e+02,5.0000e+00,3.3445e+01,-1.5791e+05,-1.5791e+05,-5.9740e-01,-1.5791e+05,1.2246e-01,7.5052e+00,1.5429e+05,3.2057e+03,2.0967e-01,3.8776e-01,-5.7114e-01,3.8017e-01,3.5089e+00,5.9663e+00,2.7336e+01
