niter,nc,eff,logl,logwt,logvol,logz,logzerr,h,delta_logz,time_elapsed,logfeh_mean,logdust_med,logSFH0,logSFH1,logSFH2,logSFH3,logSFH4
4.4200e+02,4.0000e+00,3.6680e+01,-1.0205e+05,-1.0206e+05,-8.8312e-01,-1.0206e+05,1.2476e-01,7.7909e+00,1.0060e+05,4.2717e+03,-1.8153e-01,-3.9144e-01,-2.0002e+00,-2.7787e-01,-1.0298e+00,1.9434e-01,2.3688e+00
4.4300e+02,1.0000e+00,3.6733e+01,-1.0173e+05,-1.0174e+05,-8.8512e-01,-1.0174e+05,1.2478e-01,7.7929e+00,1.0052e+05,4.2750e+03,-1.6536e-01,-3.7560e-01,-1.7584e+00,2.1292e-01,-3.4790e-01,2.7149e-01,1.6271e+00
4.4400e+02,1.0000e+00,3.6785e+01,-1.0163e+05,-1.0164e+05,-8.8711e-01,-1.0164e+05,1.2480e-01,7.7949e+00,1.0020e+05,4.2788e+03,-3.5324e-01,-6.1768e-01,-2.6586e+00,-8.3049e-01,8.4028e-01,3.5648e-01,1.1743e+00
4.4500e+02,5.0000e+00,3.6716e+01,-1.0160e+05,-1.0160e+05,-8.8911e-01,-1.0160e+05,1.2481e-01,7.7969e+00,1.0010e+05,4.2975e+03,-1.0833e-02,-4.4850e-01,-1.3643e+00,-1.0585e+00,-3.0996e-01,1.0555e+00,1.6659e+00
4.4600e+02,2.0000e+00,3.6738e+01,-1.0155e+05,-1.0155e+05,-8.9111e-01,-1.0155e+05,1.2483e-01,7.7989e+00,1.0007e+05,4.3041e+03,-3.5636e-01,-3.7789e-01,-1.8909e+00,-1.6307e-01,4.3622e-01,6.5378e-01,1.4885e+00
4.4700e+02,4.0000e+00,3.6700e+01,-1.0098e+05,-1.0099e+05,-8.9311e-01,-1.0099e+05,1.2484e-01,7.8009e+00,1.0002e+05,4.3191e+03,1.2563e-01,-3.4237e-01,-1.4703e+00,-2.0046e-03,-8.7114e-01,1.7659e+00,2.2640e+00
4.4800e+02,1.0000e+00,3.6751e+01,-1.0064e+05,-1.0065e+05,-8.9511e-01,-1.0065e+05,1.2486e-01,7.8029e+00,9.9453e+04,4.3229e+03,5.9647e-02,-5.4589e-01,-1.9498e+00,1.1150e-01,-8.2229e-01,3.7056e-01,1.6993e+00
4.4900e+02,1.0000e+00,3.6803e+01,-1.0050e+05,-1.0051e+05,-8.9710e-01,-1.0051e+05,1.2488e-01,7.8049e+00,9.9111e+04,4.3262e+03,8.2915e-02,-9.4104e-01,-2.6081e+00,-4.0531e-01,-7.7040e-02,1.0014e+00,1.5492e+00
4.5000e+02,5.0000e+00,3.6735e+01,-1.0046e+05,-1.0047e+05,-8.9910e-01,-1.0047e+05,1.2489e-01,7.8069e+00,9.8975e+04,4.3432e+03,-3.8736e-01,-7.6590e-01,-2.5360e+00,-1.1475e+00,4.0502e-01,2.5727e-01,2.1922e+00
4.5100e+02,1.0000e+00,3.6786e+01,-1.0026e+05,-1.0026e+05,-9.0110e-01,-1.0026e+05,1.2491e-01,7.8089e+00,9.8929e+04,4.3471e+03,-4.3951e-01,-1.9424e-01,-2.4565e+00,-9.7378e-01,8.4161e-01,6.4973e-01,1.3889e+00
4.5200e+02,2.0000e+00,3.6808e+01,-1.0019e+05,-1.0019e+05,-9.0310e-01,-1.0019e+05,1.2492e-01,7.8109e+00,9.8727e+04,4.3536e+03,-4.2416e-01,-8.8381e-01,-1.1932e+00,-8.9334e-01,5.3619e-01,1.6500e+00,1.5679e+00
4.5300e+02,1.0000e+00,3.6859e+01,-1.0003e+05,-1.0003e+05,-9.0510e-01,-1.0003e+05,1.2494e-01,7.8129e+00,9.8657e+04,4.3569e+03,-4.8224e-01,-7.9868e-01,-2.3630e+00,-1.7198e+00,5.3719e-01,5.7180e-01,1.4513e+00
4.5400e+02,5.0000e+00,3.6791e+01,-1.0002e+05,-1.0003e+05,-9.0709e-01,-1.0003e+05,1.1747e-01,6.9063e+00,9.8497e+04,4.3745e+03,5.8411e-03,-7.6648e-01,-2.4927e+00,-1.2404e+00,-2.6561e-01,1.2921e+00,1.3714e+00
4.5500e+02,1.0000e+00,3.6842e+01,-1.0002e+05,-1.0002e+05,-9.0909e-01,-1.0002e+05,1.2489e-01,7.8066e+00,9.8495e+04,4.3784e+03,-7.2891e-02,-9.4025e-01,-2.4278e+00,-1.5957e+00,6.8831e-01,1.0034e+00,1.1483e+00
4.5600e+02,1.0000e+00,3.6893e+01,-9.9895e+04,-9.9903e+04,-9.1109e-01,-9.9903e+04,1.2499e-01,7.8188e+00,9.8488e+04,4.3817e+03,-2.0728e-01,-3.7738e-01,-1.3334e+00,-7.3207e-01,3.9643e-01,1.7738e+00,2.0554e+00
4.5700e+02,1.2000e+01,3.6619e+01,-9.9760e+04,-9.9767e+04,-9.1309e-01,-9.9767e+04,1.2500e-01,7.8208e+00,9.8365e+04,4.4235e+03,-8.3681e-02,-4.8429e-01,-2.6195e+00,-1.2617e+00,6.8210e-01,2.0370e+00,9.5327e-01
4.5800e+02,2.0000e+00,3.6640e+01,-9.9573e+04,-9.9581e+04,-9.1509e-01,-9.9581e+04,1.2502e-01,7.8228e+00,9.8230e+04,4.4301e+03,7.6013e-02,-7.9059e-01,-2.0907e+00,-7.2063e-01,-5.4133e-01,1.4519e+00,9.8627e-01
4.5900e+02,1.0000e+00,3.6691e+01,-9.9494e+04,-9.9502e+04,-9.1708e-01,-9.9502e+04,1.2504e-01,7.8248e+00,9.8043e+04,4.4340e+03,1.0766e-01,-4.7288e-01,-7.8891e-01,2.6057e-02,5.0782e-01,1.1664e+00,1.2655e+00
4.6000e+02,4.0000e+00,3.6653e+01,-9.9316e+04,-9.9323e+04,-9.1908e-01,-9.9323e+04,1.2505e-01,7.8268e+00,9.7965e+04,4.4484e+03,-2.9438e-01,-8.9525e-01,-1.2012e+00,2.2061e-01,1.1398e-01,1.0756e+00,1.3783e+00
4.6100e+02,1.0000e+00,3.6704e+01,-9.8850e+04,-9.8857e+04,-9.2108e-01,-9.8857e+04,1.2507e-01,7.8288e+00,9.7786e+04,4.4523e+03,-4.9422e-01,-2.6294e-02,-1.6795e+00,-1.5276e+00,-1.0870e+00,1.8195e+00,2.0810e+00
4.6200e+02,1.0000e+00,3.6754e+01,-9.8805e+04,-9.8813e+04,-9.2308e-01,-9.8813e+04,1.2508e-01,7.8308e+00,9.7320e+04,4.4562e+03,-4.6392e-01,-4.0302e-01,-1.4094e+00,-7.4288e-01,7.0728e-01,6.0100e-01,1.4132e+00
4.6300e+02,1.0000e+00,3.6804e+01,-9.8707e+04,-9.8715e+04,-9.2508e-01,-9.8715e+04,1.2510e-01,7.8328e+00,9.7276e+04,4.4594e+03,1.1947e-01,-2.8523e-01,-2.2772e+00,-1.6061e+00,-2.7022e-01,1.5207e+00,2.3718e+00
4.6400e+02,2.0000e+00,3.6825e+01,-9.8492e+04,-9.8500e+04,-9.2707e-01,-9.8500e+04,1.2512e-01,7.8348e+00,9.7178e+04,4.4660e+03,1.8917e-03,-2.3706e-01,-1.6986e+00,-4.5115e-01,-3.4833e-02,1.5328e+00,1.0509e+00
4.6500e+02,1.0000e+00,3.6875e+01,-9.8134e+04,-9.8141e+04,-9.2907e-01,-9.8141e+04,1.2513e-01,7.8368e+00,9.6963e+04,4.4693e+03,1.9543e-01,-3.2064e-01,-1.7798e+00,-1.4606e+00,-1.9113e-01,1.4352e+00,2.3921e+00
4.6600e+02,3.0000e+00,3.6867e+01,-9.7938e+04,-9.7946e+04,-9.3107e-01,-9.7946e+04,1.2515e-01,7.8388e+00,9.6604e+04,4.4802e+03,-1.5717e-01,-6.1701e-01,-1.4501e+00,2.8641e-02,2.1615e-02,9.6467e-01,1.4523e+00
4.6700e+02,2.0000e+00,3.6888e+01,-9.7866e+04,-9.7873e+04,-9.3307e-01,-9.7873e+04,1.2516e-01,7.8408e+00,9.6409e+04,4.4873e+03,-9.1318e-02,-3.8920e-01,-2.6657e+00,-1.4905e+00,-1.1114e-01,1.3034e+00,1.4838e+00
4.6800e+02,1.0000e+00,3.6938e+01,-9.7748e+04,-9.7756e+04,-9.3507e-01,-9.7756e+04,1.2518e-01,7.8428e+00,9.6336e+04,4.4912e+03,-4.7009e-01,-1.6568e-01,-2.5322e+00,-6.8758e-01,6.2239e-01,1.8601e-01,2.3203e+00
4.6900e+02,5.0000e+00,3.6871e+01,-9.7561e+04,-9.7569e+04,-9.3706e-01,-9.7569e+04,1.2520e-01,7.8448e+00,9.6219e+04,4.5094e+03,3.1365e-03,-9.1044e-01,-2.5244e+00,-6.8207e-01,1.9689e-02,1.1308e-01,1.7052e+00
4.7000e+02,3.0000e+00,3.6863e+01,-9.7535e+04,-9.7543e+04,-9.3906e-01,-9.7543e+04,1.2521e-01,7.8468e+00,9.6032e+04,4.5193e+03,-1.1457e-01,-8.0258e-01,-1.8058e+00,-1.1797e+00,-1.1028e+00,1.8842e+00,1.6833e+00
4.7100e+02,2.0000e+00,3.6883e+01,-9.7418e+04,-9.7426e+04,-9.4106e-01,-9.7426e+04,1.2523e-01,7.8488e+00,9.6005e+04,4.5258e+03,-2.8238e-01,-2.2586e-01,-9.9939e-01,-2.3272e-01,7.8480e-01,6.3364e-01,1.4112e+00
4.7200e+02,1.0000e+00,3.6933e+01,-9.7251e+04,-9.7259e+04,-9.4306e-01,-9.7259e+04,1.2524e-01,7.8508e+00,9.5889e+04,4.5297e+03,-6.5085e-02,-3.5840e-01,-9.0581e-01,2.1261e-01,-6.3373e-01,2.0634e+00,1.1669e+00
4.7300e+02,1.0000e+00,3.6982e+01,-9.7123e+04,-9.7131e+04,-9.4506e-01,-9.7131e+04,1.2526e-01,7.8528e+00,9.5722e+04,4.5330e+03,-5.9881e-02,-4.0981e-01,-1.6450e+00,-1.1646e+00,3.3577e-01,3.6555e-01,1.7508e+00
4.7400e+02,1.0000e+00,3.7031e+01,-9.7024e+04,-9.7031e+04,-9.4705e-01,-9.7031e+04,1.2528e-01,7.8548e+00,9.5594e+04,4.5362e+03,-4.5115e-01,-4.2107e-01,-2.2283e+00,-7.7537e-01,-4.9650e-01,1.8532e+00,1.7496e+00
4.7500e+02,5.0000e+00,3.6965e+01,-9.6959e+04,-9.6967e+04,-9.4905e-01,-9.6967e+04,1.2529e-01,7.8568e+00,9.5494e+04,4.5537e+03,8.4728e-03,-1.3790e-02,-9.9912e-01,-8.9267e-01,1.3661e-01,3.0858e-01,1.9133e+00
4.7600e+02,1.0000e+00,3.7014e+01,-9.6590e+04,-9.6598e+04,-9.5105e-01,-9.6598e+04,1.2531e-01,7.8588e+00,9.5430e+04,4.5570e+03,-3.6724e-01,-6.0953e-01,-1.5740e+00,-7.9995e-01,-7.2126e-01,1.1669e+00,2.1893e+00
4.7700e+02,1.0000e+00,3.7063e+01,-9.6451e+04,-9.6459e+04,-9.5305e-01,-9.6459e+04,1.2532e-01,7.8608e+00,9.5061e+04,4.5604e+03,-4.5659e-01,-4.9181e-02,-2.3283e+00,-1.1523e-01,-5.1805e-01,1.4829e+00,1.1428e+00
4.7800e+02,1.0000e+00,3.7112e+01,-9.6436e+04,-9.6444e+04,-9.5505e-01,-9.6444e+04,1.2534e-01,7.8628e+00,9.4922e+04,4.5637e+03,-3.1480e-01,-2.0724e-01,-1.6432e+00,1.5686e-01,8.6181e-01,5.6336e-01,1.2862e+00
4.7900e+02,1.0000e+00,3.7161e+01,-9.6232e+04,-9.6240e+04,-9.5704e-01,-9.6240e+04,1.2536e-01,7.8648e+00,9.4907e+04,4.5670e+03,-1.5276e-01,-3.3255e-01,-2.5960e+00,-1.1969e+00,-1.4648e-01,9.1847e-01,1.7270e+00
4.8000e+02,5.0000e+00,3.7094e+01,-9.6200e+04,-9.6207e+04,-9.5904e-01,-9.6207e+04,1.2537e-01,7.8668e+00,9.4703e+04,4.5851e+03,-1.0634e-01,-4.2047e-01,-1.7528e+00,1.8024e-01,9.1858e-02,1.5964e+00,2.1631e+00
4.8100e+02,1.0000e+00,3.7143e+01,-9.6166e+04,-9.6173e+04,-9.6104e-01,-9.6173e+04,1.2539e-01,7.8688e+00,9.4670e+04,4.5884e+03,-9.6860e-03,-3.9339e-01,-1.3506e+00,-1.1054e+00,-2.3202e-01,7.1077e-01,1.8101e+00
4.8200e+02,1.0000e+00,3.7191e+01,-9.6116e+04,-9.6124e+04,-9.6304e-01,-9.6124e+04,1.2540e-01,7.8708e+00,9.4636e+04,4.5922e+03,1.9365e-01,-2.9368e-01,-2.6487e+00,3.3475e-02,-4.4827e-01,2.1002e+00,1.8597e+00
4.8300e+02,1.0000e+00,3.7240e+01,-9.5818e+04,-9.5826e+04,-9.6504e-01,-9.5826e+04,1.2542e-01,7.8728e+00,9.4587e+04,4.5955e+03,-5.7291e-02,-4.6810e-02,-9.4366e-01,-1.4318e+00,5.1159e-01,2.0584e+00,1.9125e+00
4.8400e+02,2.0000e+00,3.7259e+01,-9.5700e+04,-9.5708e+04,-9.6703e-01,-9.5708e+04,1.2543e-01,7.8748e+00,9.4289e+04,4.6021e+03,-3.8400e-01,-9.5703e-01,-1.0817e+00,-1.0294e+00,6.0221e-01,1.1876e+00,1.0349e+00
4.8500e+02,1.0000e+00,3.7308e+01,-9.5540e+04,-9.5548e+04,-9.6903e-01,-9.5548e+04,1.2545e-01,7.8768e+00,9.4171e+04,4.6059e+03,-2.0693e-01,-2.3236e-01,-2.3404e+00,-3.5942e-01,2.3472e-01,1.8594e+00,2.0350e+00
4.8600e+02,4.0000e+00,3.7270e+01,-9.5316e+04,-9.5324e+04,-9.7103e-01,-9.5324e+04,1.2547e-01,7.8788e+00,9.4011e+04,4.6201e+03,-4.7814e-01,-1.1933e-01,-9.4298e-01,-1.5528e+00,7.4888e-02,1.4849e+00,1.0508e+00
4.8700e+02,3.0000e+00,3.7261e+01,-9.5208e+04,-9.5216e+04,-9.7303e-01,-9.5216e+04,1.2548e-01,7.8808e+00,9.3787e+04,4.6312e+03,-4.0375e-01,-6.8603e-02,-1.4816e+00,-8.7311e-01,5.2699e-02,1.0887e+00,2.3420e+00
4.8800e+02,1.0000e+00,3.7309e+01,-9.4513e+04,-9.4521e+04,-9.7503e-01,-9.4521e+04,1.2550e-01,7.8828e+00,9.3679e+04,4.6346e+03,-1.0577e-01,-3.1164e-01,-2.7591e+00,-8.0538e-01,-3.9979e-01,1.6464e+00,2.2316e+00
4.8900e+02,4.0000e+00,3.7271e+01,-9.4487e+04,-9.4495e+04,-9.7702e-01,-9.4495e+04,1.2551e-01,7.8848e+00,9.2984e+04,4.6494e+03,1.8721e-01,-8.3140e-01,-1.0239e+00,-1.4975e+00,1.5317e-01,2.0134e+00,1.5895e+00
4.9000e+02,4.0000e+00,3.7234e+01,-9.4282e+04,-9.4290e+04,-9.7902e-01,-9.4290e+04,1.2553e-01,7.8868e+00,9.2958e+04,4.6632e+03,-2.3344e-01,-4.1618e-03,-8.7790e-01,-1.4715e+00,-8.7020e-02,1.0631e+00,1.7377e+00
4.9100e+02,3.0000e+00,3.7225e+01,-9.4145e+04,-9.4153e+04,-9.8102e-01,-9.4153e+04,1.2555e-01,7.8888e+00,9.2752e+04,4.6735e+03,-5.1622e-02,-6.0410e-01,-1.5297e+00,-1.5858e+00,-6.0184e-01,1.9784e+00,1.6294e+00
4.9200e+02,1.0000e+00,3.7273e+01,-9.4026e+04,-9.4034e+04,-9.8302e-01,-9.4034e+04,1.2556e-01,7.8908e+00,9.2616e+04,4.6768e+03,1.8088e-01,-5.6190e-01,-1.5370e+00,-1.0203e+00,2.9591e-01,1.5160e+00,9.7089e-01
4.9300e+02,1.0000e+00,3.7320e+01,-9.3924e+04,-9.3932e+04,-9.8502e-01,-9.3932e+04,1.2558e-01,7.8928e+00,9.2496e+04,4.6807e+03,-3.0977e-01,-1.5699e-01,-1.5311e+00,2.3457e-01,9.7350e-02,1.4120e+00,2.2445e+00
4.9400e+02,5.0000e+00,3.7255e+01,-9.3685e+04,-9.3693e+04,-9.8701e-01,-9.3693e+04,1.2559e-01,7.8948e+00,9.2395e+04,4.6995e+03,-2.2962e-01,-8.4552e-01,-2.0156e+00,-1.1897e+00,-7.1822e-01,1.6302e+00,1.9638e+00
4.9500e+02,3.0000e+00,3.7246e+01,-9.3670e+04,-9.3678e+04,-9.8901e-01,-9.3678e+04,1.2561e-01,7.8968e+00,9.2156e+04,4.7099e+03,9.2933e-02,-1.0884e-01,-2.2277e+00,-6.3004e-01,-6.9118e-01,1.3671e+00,1.7438e+00
4.9600e+02,2.0000e+00,3.7265e+01,-9.3630e+04,-9.3638e+04,-9.9101e-01,-9.3638e+04,1.2563e-01,7.8988e+00,9.2141e+04,4.7170e+03,-4.0205e-01,-9.6015e-01,-1.0867e+00,-1.6885e+00,3.2293e-01,1.6534e+00,1.5275e+00
4.9700e+02,4.0000e+00,3.7228e+01,-9.3416e+04,-9.3424e+04,-9.9301e-01,-9.3424e+04,1.2564e-01,7.9008e+00,9.2101e+04,4.7318e+03,-4.4209e-01,-7.7304e-01,-2.5198e+00,-7.9029e-01,6.3195e-01,6.5627e-01,1.4311e+00
4.9800e+02,3.0000e+00,3.7220e+01,-9.3319e+04,-9.3327e+04,-9.9501e-01,-9.3327e+04,1.2566e-01,7.9028e+00,9.1887e+04,4.7433e+03,5.2149e-02,-6.9955e-01,-2.3575e+00,-1.0603e+00,1.9518e-01,1.1413e+00,1.5577e+00
4.9900e+02,2.0000e+00,3.7239e+01,-9.3109e+04,-9.3117e+04,-9.9700e-01,-9.3117e+04,1.2567e-01,7.9048e+00,9.1790e+04,4.7500e+03,2.4172e-01,-2.8382e-01,-1.8373e+00,-4.4316e-01,-2.5735e-03,2.5023e-01,2.4636e+00
5.0000e+02,2.0000e+00,3.7258e+01,-9.3094e+04,-9.3102e+04,-9.9900e-01,-9.3102e+04,1.2569e-01,7.9067e+00,9.1580e+04,4.7567e+03,-4.2125e-01,-6.0472e-01,-2.1673e+00,-1.2853e+00,7.6904e-01,1.1348e+00,1.0081e+00
5.0100e+02,1.0000e+00,3.7305e+01,-9.3082e+04,-9.3090e+04,-1.0010e+00,-9.3090e+04,1.2570e-01,7.9087e+00,9.1565e+04,4.7605e+03,2.0633e-01,-2.2247e-01,-9.2974e-01,1.8484e-01,9.6632e-02,8.5220e-01,1.7702e+00
5.0200e+02,2.0000e+00,3.7323e+01,-9.2906e+04,-9.2914e+04,-1.0030e+00,-9.2914e+04,1.2572e-01,7.9108e+00,9.1552e+04,4.7671e+03,-3.9429e-01,-4.9195e-01,-1.7988e+00,-1.3789e+00,5.1991e-01,1.1139e+00,1.3053e+00
5.0300e+02,1.0000e+00,3.7370e+01,-9.2859e+04,-9.2867e+04,-1.0050e+00,-9.2867e+04,1.2574e-01,7.9128e+00,9.1377e+04,4.7703e+03,1.7172e-01,-7.8676e-01,-2.5176e+00,-8.8644e-01,-6.7526e-01,1.5372e+00,9.3664e-01
5.0400e+02,1.0000e+00,3.7416e+01,-9.2707e+04,-9.2715e+04,-1.0070e+00,-9.2715e+04,1.2575e-01,7.9147e+00,9.1330e+04,4.7742e+03,-2.4869e-02,-7.5546e-01,-9.0400e-01,-1.1807e+00,-8.7271e-01,6.1609e-01,2.3057e+00
5.0500e+02,1.0000e+01,3.7214e+01,-9.2576e+04,-9.2584e+04,-1.0090e+00,-9.2584e+04,1.2577e-01,7.9167e+00,9.1177e+04,4.8082e+03,-4.4571e-01,-2.3510e-01,-8.4402e-01,-1.4383e-01,-6.2627e-02,1.9788e+00,1.1628e+00
5.0600e+02,1.0000e+00,3.7261e+01,-9.2428e+04,-9.2436e+04,-1.0110e+00,-9.2436e+04,1.2578e-01,7.9187e+00,9.1046e+04,4.8114e+03,1.4210e-01,-8.7439e-01,-7.7241e-01,-1.1993e+00,-8.1367e-01,1.4110e+00,1.2598e+00
5.0700e+02,1.0000e+00,3.7307e+01,-9.2187e+04,-9.2195e+04,-1.0130e+00,-9.2195e+04,1.2580e-01,7.9207e+00,9.0899e+04,4.8147e+03,5.4021e-03,-9.4000e-03,-2.5535e+00,-4.1465e-01,-9.3351e-01,1.8202e+00,2.2919e+00
5.0800e+02,1.0000e+00,3.7353e+01,-9.2173e+04,-9.2181e+04,-1.0150e+00,-9.2181e+04,1.2582e-01,7.9227e+00,9.0658e+04,4.8180e+03,4.0369e-02,-5.7835e-01,-1.4643e+00,-4.5867e-02,1.7039e-01,2.0379e+00,1.0886e+00
5.0900e+02,3.0000e+00,3.7344e+01,-9.2173e+04,-9.2180e+04,-1.0170e+00,-9.2180e+04,1.1681e-01,6.8286e+00,9.0644e+04,4.8284e+03,1.7144e-01,-1.1859e-01,-2.0561e+00,-6.1897e-01,1.7468e-01,1.6717e+00,9.4621e-01
5.1000e+02,1.0000e+00,3.7390e+01,-9.2002e+04,-9.2010e+04,-1.0190e+00,-9.2010e+04,1.2585e-01,7.9267e+00,9.0643e+04,4.8323e+03,-1.1626e-02,-7.0709e-01,-2.0493e+00,-1.3570e+00,2.2177e-01,2.1575e-01,1.7450e+00
5.1100e+02,1.0000e+00,3.7436e+01,-9.1827e+04,-9.1835e+04,-1.0210e+00,-9.1835e+04,1.2586e-01,7.9287e+00,9.0473e+04,4.8356e+03,1.9292e-02,-3.4576e-01,-2.2317e+00,-1.2049e+00,2.3049e-01,1.5515e+00,9.5423e-01
5.1200e+02,2.0000e+00,3.7454e+01,-9.1667e+04,-9.1674e+04,-1.0230e+00,-9.1674e+04,1.2588e-01,7.9307e+00,9.0298e+04,4.8422e+03,-7.5094e-02,-1.7258e-01,-8.1644e-01,1.9666e-01,7.7567e-01,1.2122e+00,1.1206e+00
5.1300e+02,2.0000e+00,3.7473e+01,-9.1584e+04,-9.1592e+04,-1.0250e+00,-9.1592e+04,1.2590e-01,7.9327e+00,9.0137e+04,4.8493e+03,2.3087e-01,-1.0108e-01,-1.5898e+00,1.2447e-01,-5.2623e-01,1.3552e+00,1.6986e+00
5.1400e+02,7.0000e+00,3.7355e+01,-9.1530e+04,-9.1538e+04,-1.0270e+00,-9.1538e+04,1.2591e-01,7.9347e+00,9.0055e+04,4.8728e+03,-3.6671e-01,-1.7897e-02,-1.4575e+00,-1.4498e+00,-9.5032e-01,9.1772e-01,1.7887e+00
5.1500e+02,1.0000e+00,3.7400e+01,-9.1522e+04,-9.1530e+04,-1.0290e+00,-9.1530e+04,1.2589e-01,7.9321e+00,9.0001e+04,4.8767e+03,-8.6026e-02,-4.3336e-01,-1.2447e+00,-4.8221e-01,-5.5269e-01,5.8600e-01,1.7796e+00
5.1600e+02,3.0000e+00,3.7391e+01,-9.1477e+04,-9.1485e+04,-1.0310e+00,-9.1485e+04,1.2594e-01,7.9387e+00,8.9993e+04,4.8876e+03,-8.2390e-02,-1.9387e-01,-1.8173e+00,-3.5278e-02,6.9856e-02,2.3390e-01,1.8085e+00
5.1700e+02,3.0000e+00,3.7383e+01,-9.1459e+04,-9.1467e+04,-1.0330e+00,-9.1467e+04,1.2596e-01,7.9407e+00,8.9948e+04,4.8986e+03,7.6437e-02,-7.3877e-01,-8.8940e-01,1.4350e-01,3.6636e-01,1.9301e+00,1.4100e+00
5.1800e+02,5.0000e+00,3.7320e+01,-9.1376e+04,-9.1383e+04,-1.0350e+00,-9.1383e+04,1.2597e-01,7.9427e+00,8.9930e+04,4.9166e+03,-4.6020e-01,-2.6929e-01,-1.8090e+00,-6.4071e-01,8.6363e-02,1.2896e+00,1.3924e+00
5.1900e+02,1.0000e+00,3.7365e+01,-9.1336e+04,-9.1344e+04,-1.0370e+00,-9.1344e+04,1.2599e-01,7.9447e+00,8.9846e+04,4.9199e+03,2.4006e-01,-5.6820e-01,-1.6178e+00,-6.7930e-01,-7.2842e-01,4.4001e-01,1.9375e+00
5.2000e+02,2.0000e+00,3.7383e+01,-9.1284e+04,-9.1292e+04,-1.0390e+00,-9.1292e+04,1.2601e-01,7.9467e+00,8.9806e+04,4.9270e+03,-1.3156e-01,-6.3817e-01,-9.7729e-01,-3.2680e-01,-5.4888e-01,1.9702e+00,1.0855e+00
5.2100e+02,1.0000e+00,3.7428e+01,-9.1003e+04,-9.1011e+04,-1.0410e+00,-9.1011e+04,1.2602e-01,7.9487e+00,8.9755e+04,4.9305e+03,1.1197e-01,-1.6298e-02,-2.7433e+00,-1.5106e+00,5.0712e-02,1.6742e+00,1.1890e+00
5.2200e+02,2.0000e+00,3.7446e+01,-9.0891e+04,-9.0899e+04,-1.0430e+00,-9.0899e+04,1.2604e-01,7.9507e+00,8.9474e+04,4.9371e+03,-3.8963e-01,-9.7035e-01,-1.5785e+00,-1.5057e+00,7.7789e-01,7.6001e-01,1.3228e+00
5.2300e+02,1.0000e+00,3.7491e+01,-9.0822e+04,-9.0830e+04,-1.0450e+00,-9.0830e+04,1.2605e-01,7.9527e+00,8.9362e+04,4.9404e+03,-4.0212e-01,-3.9505e-01,-1.6784e+00,-6.9807e-01,5.1187e-01,1.2862e+00,1.1510e+00
5.2400e+02,2.0000e+00,3.7509e+01,-9.0803e+04,-9.0811e+04,-1.0470e+00,-9.0811e+04,1.2607e-01,7.9547e+00,8.9293e+04,4.9476e+03,2.3860e-01,-9.2231e-01,-2.0311e+00,-1.1569e-01,7.8528e-01,1.0933e+00,1.2492e+00
5.2500e+02,2.0000e+00,3.7527e+01,-9.0559e+04,-9.0567e+04,-1.0490e+00,-9.0567e+04,1.2609e-01,7.9567e+00,8.9273e+04,4.9541e+03,-3.2391e-01,-2.1473e-01,-2.0464e+00,-1.5911e+00,4.4668e-01,8.8560e-01,1.6491e+00
5.2600e+02,2.0000e+00,3.7545e+01,-9.0287e+04,-9.0295e+04,-1.0509e+00,-9.0295e+04,1.2610e-01,7.9587e+00,8.9030e+04,4.9607e+03,-5.1092e-02,-6.6451e-01,-1.8860e+00,-1.5715e+00,-9.9245e-01,5.2332e-01,1.7908e+00
5.2700e+02,3.0000e+00,3.7536e+01,-9.0133e+04,-9.0141e+04,-1.0529e+00,-9.0141e+04,1.2612e-01,7.9607e+00,8.8757e+04,4.9722e+03,-6.2603e-02,-3.0675e-02,-8.8146e-01,-1.6409e+00,4.5191e-01,8.0971e-01,1.8042e+00
5.2800e+02,1.0000e+00,3.7580e+01,-8.9871e+04,-8.9879e+04,-1.0549e+00,-8.9879e+04,1.2613e-01,7.9627e+00,8.8604e+04,4.9754e+03,1.0529e-01,-7.5455e-01,-8.1667e-01,-1.3854e+00,-1.8865e-01,2.0390e+00,1.1646e+00
5.2900e+02,3.0000e+00,3.7571e+01,-8.9766e+04,-8.9774e+04,-1.0569e+00,-8.9774e+04,1.2615e-01,7.9647e+00,8.8342e+04,4.9858e+03,-4.5221e-01,-6.9517e-01,-2.2425e+00,-1.3958e-01,4.1123e-01,1.2322e+00,1.2107e+00
5.3000e+02,4.0000e+00,3.7535e+01,-8.9558e+04,-8.9566e+04,-1.0589e+00,-8.9566e+04,1.2616e-01,7.9667e+00,8.8237e+04,5.0008e+03,1.6220e-01,-7.6218e-02,-2.7097e+00,-1.2788e+00,-7.1980e-01,8.1479e-01,2.0401e+00
5.3100e+02,3.0000e+00,3.7527e+01,-8.9446e+04,-8.9454e+04,-1.0609e+00,-8.9454e+04,1.2618e-01,7.9687e+00,8.8029e+04,5.0118e+03,-9.2781e-02,-3.0423e-01,-1.4511e+00,-6.2953e-01,6.3164e-01,9.7878e-01,1.5701e+00
5.3200e+02,1.0000e+00,3.7571e+01,-8.9315e+04,-8.9323e+04,-1.0629e+00,-8.9323e+04,1.2620e-01,7.9707e+00,8.7916e+04,5.0156e+03,-2.7384e-01,-7.3100e-01,-1.9213e+00,-2.2290e-01,4.7450e-02,1.8530e+00,9.8631e-01
