nlive,niter,nc,eff,logl,logwt,logvol,logz,logzerr,h,delta_logz,time_elapsed,logfeh_mean,logfeh_std,logdust,logNpix,tau
2.0000e+03,1.0000e+00,1.0000e+00,3.3223e-01,-1.1610e+06,-1.1610e+06,-3.3278e-03,-inf,1.4594e-01,6.4001e+00,inf,3.5317e+03,-1.2378e+00,2.7390e-01,-1.6250e+00,3.9128e+00,7.1909e+00
2.0000e+03,2.0000e+00,1.0000e+00,6.6225e-01,-1.1576e+06,-1.1576e+06,-6.6556e-03,-inf,1.4598e-01,6.4036e+00,inf,3.5442e+03,-1.2191e+00,2.3978e-01,-1.2009e+00,3.9450e+00,6.5585e+00
2.0000e+03,3.0000e+00,1.0000e+00,9.9010e-01,-1.1528e+06,-1.1528e+06,-9.9834e-03,-inf,1.4602e-01,6.4069e+00,inf,3.5567e+03,-1.1047e+00,2.4914e-01,-1.4980e+00,3.9706e+00,4.1519e+00
2.0000e+03,4.0000e+00,1.0000e+00,1.3158e+00,-1.1520e+06,-1.1520e+06,-1.3311e-02,-inf,1.4606e-01,6.4104e+00,inf,3.5690e+03,-9.9271e-01,8.5871e-01,-1.2647e+00,3.9525e+00,5.8843e+00
2.0000e+03,5.0000e+00,1.0000e+00,1.6393e+00,-1.1508e+06,-1.1508e+06,-1.6639e-02,-inf,1.4609e-01,6.4136e+00,inf,3.5814e+03,-8.2156e-01,3.6743e-01,-1.0640e+00,3.9934e+00,5.4152e+00
2.0000e+03,6.0000e+00,1.0000e+00,1.9608e+00,-1.1493e+06,-1.1494e+06,-1.9967e-02,-inf,1.4613e-01,6.4168e+00,inf,3.5939e+03,-1.3961e+00,5.6439e-01,-1.6900e+00,3.9989e+00,1.8686e+00
2.0000e+03,7.0000e+00,1.0000e+00,2.2801e+00,-1.1493e+06,-1.1493e+06,-2.3295e-02,-inf,1.4617e-01,6.4204e+00,inf,3.6063e+03,-5.4445e-01,3.7602e-01,-2.3868e+00,3.8105e+00,8.2320e+00
2.0000e+03,8.0000e+00,1.0000e+00,2.5974e+00,-1.1491e+06,-1.1491e+06,-2.6622e-02,-inf,1.4621e-01,6.4235e+00,inf,3.6188e+03,-1.3178e+00,8.8287e-01,-2.4453e+00,3.9059e+00,3.6200e+00
2.0000e+03,9.0000e+00,1.0000e+00,2.9126e+00,-1.1465e+06,-1.1465e+06,-2.9950e-02,-inf,1.4624e-01,6.4267e+00,inf,3.6312e+03,-8.4859e-01,2.7426e-01,-1.5844e+00,3.7612e+00,8.0326e+00
2.0000e+03,1.0000e+01,1.0000e+00,3.2258e+00,-1.1465e+06,-1.1465e+06,-3.3278e-02,-inf,1.4628e-01,6.4302e+00,inf,3.6436e+03,-1.1949e+00,6.1157e-01,-1.4436e+00,3.8543e+00,4.8429e+00
2.0000e+03,1.1000e+01,1.0000e+00,3.5370e+00,-1.1462e+06,-1.1462e+06,-3.6606e-02,-inf,1.4632e-01,6.4335e+00,inf,3.6560e+03,-9.5481e-01,3.4882e-01,-8.9626e-01,3.8744e+00,8.0075e+00
2.0000e+03,1.2000e+01,1.0000e+00,3.8462e+00,-1.1451e+06,-1.1451e+06,-3.9933e-02,-inf,1.4636e-01,6.4370e+00,inf,3.6686e+03,-5.5529e-02,6.8867e-01,-1.7156e+00,3.9210e+00,6.6881e+00
2.0000e+03,1.3000e+01,1.0000e+00,4.1534e+00,-1.1434e+06,-1.1434e+06,-4.3261e-02,-inf,1.4640e-01,6.4402e+00,inf,3.6810e+03,-1.3246e+00,8.7931e-01,-2.4175e+00,3.8745e+00,2.8189e+00
2.0000e+03,1.4000e+01,1.0000e+00,4.4586e+00,-1.1417e+06,-1.1417e+06,-4.6589e-02,-inf,1.4643e-01,6.4434e+00,inf,3.6934e+03,-8.5446e-01,4.0477e-01,-1.8354e+00,3.9365e+00,2.6257e+00
2.0000e+03,1.5000e+01,1.0000e+00,4.7619e+00,-1.1417e+06,-1.1417e+06,-4.9917e-02,-inf,1.4647e-01,6.4470e+00,inf,3.7031e+03,-9.9477e-01,4.1321e-01,-2.1348e+00,3.7054e+00,6.6522e+00
2.0000e+03,1.6000e+01,1.0000e+00,5.0633e+00,-1.1407e+06,-1.1407e+06,-5.3245e-02,-inf,1.4651e-01,6.4501e+00,inf,3.7154e+03,-4.9252e-01,9.3876e-01,-1.3517e+00,3.9692e+00,4.4382e+00
2.0000e+03,1.7000e+01,1.0000e+00,5.3628e+00,-1.1402e+06,-1.1402e+06,-5.6572e-02,-inf,1.4655e-01,6.4536e+00,inf,3.7278e+03,-1.3805e+00,2.5235e-01,-2.3619e+00,3.7181e+00,4.5793e+00
2.0000e+03,1.8000e+01,2.0000e+00,5.6426e+00,-1.1393e+06,-1.1393e+06,-5.9900e-02,-inf,1.4658e-01,6.4568e+00,inf,3.7529e+03,-1.3159e+00,8.9901e-01,-2.4671e+00,3.5918e+00,8.1902e+00
2.0000e+03,1.9000e+01,1.0000e+00,5.9375e+00,-1.1393e+06,-1.1393e+06,-6.3228e-02,-inf,1.4478e-01,6.2986e+00,inf,3.7624e+03,-5.3756e-01,1.3145e-01,-2.2782e+00,3.6861e+00,8.1368e+00
2.0000e+03,2.0000e+01,1.0000e+00,6.2305e+00,-1.1388e+06,-1.1388e+06,-6.6556e-02,-inf,1.4666e-01,6.4636e+00,inf,3.7748e+03,-9.8667e-01,7.2973e-01,-6.9686e-01,3.9511e+00,6.1273e+00
2.0000e+03,2.1000e+01,1.0000e+00,6.5217e+00,-1.1388e+06,-1.1388e+06,-6.9884e-02,-inf,1.3398e-01,5.3942e+00,inf,3.7872e+03,-1.1251e+00,2.9341e-01,-9.7829e-01,3.8347e+00,5.0124e+00
2.0000e+03,2.2000e+01,1.0000e+00,6.8111e+00,-1.1385e+06,-1.1385e+06,-7.3211e-02,-inf,1.4673e-01,6.4700e+00,inf,3.7968e+03,-5.1390e-01,3.9380e-01,-2.2683e+00,3.9162e+00,3.1954e+00
2.0000e+03,2.3000e+01,1.0000e+00,7.0988e+00,-1.1375e+06,-1.1375e+06,-7.6539e-02,-inf,1.4677e-01,6.4735e+00,inf,3.8091e+03,-1.0829e+00,2.5979e-01,-1.7915e+00,3.7353e+00,4.4682e+00
2.0000e+03,2.4000e+01,1.0000e+00,7.3846e+00,-1.1356e+06,-1.1356e+06,-7.9867e-02,-inf,1.4681e-01,6.4767e+00,inf,3.8216e+03,-2.7154e-01,4.9358e-01,-1.3138e+00,3.8543e+00,5.4250e+00
2.0000e+03,2.5000e+01,1.0000e+00,7.6687e+00,-1.1354e+06,-1.1354e+06,-8.3195e-02,-inf,1.4685e-01,6.4802e+00,inf,3.8340e+03,3.8874e-01,3.9093e-01,-2.3051e+00,3.8422e+00,7.8563e+00
2.0000e+03,2.6000e+01,1.0000e+00,7.9511e+00,-1.1339e+06,-1.1339e+06,-8.6523e-02,-inf,1.4689e-01,6.4834e+00,inf,3.8463e+03,-4.1229e-01,6.2917e-01,-2.4497e+00,3.9673e+00,1.5662e+00
2.0000e+03,2.7000e+01,1.0000e+00,8.2317e+00,-1.1337e+06,-1.1337e+06,-8.9850e-02,-inf,1.4692e-01,6.4867e+00,inf,3.8560e+03,-1.3542e+00,6.8576e-01,-9.8863e-01,3.7963e+00,4.0112e+00
2.0000e+03,2.8000e+01,1.0000e+00,8.5106e+00,-1.1333e+06,-1.1333e+06,-9.3178e-02,-inf,1.4696e-01,6.4902e+00,inf,3.8684e+03,-9.3481e-01,3.6400e-01,-2.2479e+00,3.6795e+00,4.6102e+00
2.0000e+03,2.9000e+01,1.0000e+00,8.7879e+00,-1.1312e+06,-1.1312e+06,-9.6506e-02,-inf,1.4700e-01,6.4934e+00,inf,3.8808e+03,-1.2856e+00,2.7663e-01,-2.0235e+00,3.4735e+00,8.1719e+00
2.0000e+03,3.0000e+01,1.0000e+00,9.0634e+00,-1.1312e+06,-1.1312e+06,-9.9834e-02,-inf,1.4704e-01,6.4968e+00,inf,3.8904e+03,-1.4507e+00,7.2416e-01,-1.6576e+00,3.5750e+00,5.6006e+00
2.0000e+03,3.1000e+01,1.0000e+00,9.3373e+00,-1.1311e+06,-1.1311e+06,-1.0316e-01,-inf,1.4707e-01,6.5001e+00,inf,3.9028e+03,-8.4523e-01,9.9805e-01,-1.6978e+00,3.6500e+00,5.5531e+00
2.0000e+03,3.2000e+01,1.0000e+00,9.6096e+00,-1.1305e+06,-1.1305e+06,-1.0649e-01,-inf,1.4711e-01,6.5033e+00,inf,3.9152e+03,-1.0906e-01,1.8180e-01,-1.4527e+00,3.6838e+00,8.7096e+00
2.0000e+03,3.3000e+01,1.0000e+00,9.8802e+00,-1.1302e+06,-1.1302e+06,-1.0982e-01,-inf,1.4715e-01,6.5068e+00,inf,3.9276e+03,-1.4806e+00,3.0254e-01,-2.3316e+00,3.4779e+00,6.7181e+00
2.0000e+03,3.4000e+01,1.0000e+00,1.0149e+01,-1.1292e+06,-1.1292e+06,-1.1314e-01,-inf,1.4719e-01,6.5101e+00,inf,3.9400e+03,-1.2742e+00,4.9424e-01,-2.3579e+00,3.4487e+00,7.9289e+00
2.0000e+03,3.5000e+01,1.0000e+00,1.0417e+01,-1.1286e+06,-1.1286e+06,-1.1647e-01,-inf,1.4722e-01,6.5133e+00,inf,3.9498e+03,4.5808e-01,8.9311e-01,-1.2446e+00,3.7915e+00,6.7983e+00
2.0000e+03,3.6000e+01,1.0000e+00,1.0682e+01,-1.1284e+06,-1.1284e+06,-1.1980e-01,-inf,1.4726e-01,6.5168e+00,inf,3.9623e+03,1.3741e-01,5.9061e-01,-1.5975e+00,3.6717e+00,8.7861e+00
2.0000e+03,3.7000e+01,1.0000e+00,1.0947e+01,-1.1280e+06,-1.1280e+06,-1.2313e-01,-inf,1.4730e-01,6.5200e+00,inf,3.9718e+03,-3.5468e-01,2.0860e-01,-5.0007e-01,3.9921e+00,6.5577e+00
2.0000e+03,3.8000e+01,1.0000e+00,1.1209e+01,-1.1270e+06,-1.1270e+06,-1.2646e-01,-inf,1.4734e-01,6.5235e+00,inf,3.9843e+03,-3.6692e-01,8.4468e-01,-5.5013e-01,3.8957e+00,8.5976e+00
2.0000e+03,3.9000e+01,1.0000e+00,1.1471e+01,-1.1265e+06,-1.1266e+06,-1.2978e-01,-inf,1.4738e-01,6.5267e+00,inf,3.9939e+03,-1.2317e+00,9.8406e-01,-2.1922e+00,3.4622e+00,6.4203e+00
2.0000e+03,4.0000e+01,1.0000e+00,1.1730e+01,-1.1261e+06,-1.1261e+06,-1.3311e-01,-inf,1.4741e-01,6.5299e+00,inf,4.0034e+03,-9.2771e-01,6.9278e-01,-2.3194e+00,3.4668e+00,7.4593e+00
2.0000e+03,4.1000e+01,1.0000e+00,1.1988e+01,-1.1259e+06,-1.1259e+06,-1.3644e-01,-inf,1.4745e-01,6.5334e+00,inf,4.0158e+03,-9.3273e-01,5.8304e-01,-9.5352e-01,3.6410e+00,6.0991e+00
2.0000e+03,4.2000e+01,1.0000e+00,1.2245e+01,-1.1248e+06,-1.1248e+06,-1.3977e-01,-inf,1.4749e-01,6.5367e+00,inf,4.0254e+03,-1.0212e+00,9.1141e-01,-1.8430e+00,3.6221e+00,2.8922e+00
2.0000e+03,4.3000e+01,1.0000e+00,1.2500e+01,-1.1247e+06,-1.1247e+06,-1.4309e-01,-inf,1.4753e-01,6.5401e+00,inf,4.0378e+03,-2.1971e-01,7.4355e-01,-1.0232e+00,3.9130e+00,2.9684e+00
2.0000e+03,4.4000e+01,1.0000e+00,1.2754e+01,-1.1245e+06,-1.1245e+06,-1.4642e-01,-inf,1.4756e-01,6.5434e+00,inf,4.0502e+03,-6.3148e-01,4.8508e-01,-2.2958e+00,3.7264e+00,2.1921e+00
2.0000e+03,4.5000e+01,1.0000e+00,1.3006e+01,-1.1243e+06,-1.1243e+06,-1.4975e-01,-inf,1.4760e-01,6.5466e+00,inf,4.0626e+03,-1.4832e+00,5.2439e-01,-7.9516e-01,3.7695e+00,2.8515e+00
2.0000e+03,4.6000e+01,1.0000e+00,1.3256e+01,-1.1241e+06,-1.1241e+06,-1.5308e-01,-inf,1.4764e-01,6.5501e+00,inf,4.0722e+03,-1.0965e+00,7.2847e-01,-5.9561e-01,3.6699e+00,8.9485e+00
2.0000e+03,4.7000e+01,1.0000e+00,1.3506e+01,-1.1235e+06,-1.1235e+06,-1.5641e-01,-inf,1.4768e-01,6.5533e+00,inf,4.0845e+03,-4.5539e-01,1.8850e-01,-1.0727e+00,3.6521e+00,5.5364e+00
2.0000e+03,4.8000e+01,1.0000e+00,1.3754e+01,-1.1234e+06,-1.1234e+06,-1.5973e-01,-inf,1.4771e-01,6.5565e+00,inf,4.0942e+03,-7.6070e-01,6.4390e-01,-2.2938e+00,3.4071e+00,8.5644e+00
2.0000e+03,4.9000e+01,1.0000e+00,1.4000e+01,-1.1226e+06,-1.1226e+06,-1.6306e-01,-inf,1.4775e-01,6.5600e+00,inf,4.1066e+03,-9.0615e-01,4.3475e-01,-8.4460e-01,3.7034e+00,4.4184e+00
2.0000e+03,5.0000e+01,1.0000e+00,1.4245e+01,-1.1216e+06,-1.1216e+06,-1.6639e-01,-inf,1.4779e-01,6.5633e+00,inf,4.1192e+03,-6.9779e-01,9.3755e-01,-1.4693e+00,3.4287e+00,8.0542e+00
2.0000e+03,5.1000e+01,1.0000e+00,1.4489e+01,-1.1212e+06,-1.1212e+06,-1.6972e-01,-inf,1.4783e-01,6.5667e+00,inf,4.1316e+03,-6.0765e-01,8.6977e-01,-6.7764e-01,3.6297e+00,8.7234e+00
2.0000e+03,5.2000e+01,1.0000e+00,1.4731e+01,-1.1203e+06,-1.1203e+06,-1.7305e-01,-inf,1.4786e-01,6.5700e+00,inf,4.1439e+03,-1.1170e+00,6.5990e-01,-1.6245e+00,3.3561e+00,7.2398e+00
2.0000e+03,5.3000e+01,1.0000e+00,1.4972e+01,-1.1200e+06,-1.1200e+06,-1.7637e-01,-inf,1.4790e-01,6.5732e+00,inf,4.1535e+03,-4.4408e-02,7.2311e-01,-1.5553e+00,3.5706e+00,6.3179e+00
2.0000e+03,5.4000e+01,1.0000e+00,1.5211e+01,-1.1196e+06,-1.1196e+06,-1.7970e-01,-inf,1.4794e-01,6.5767e+00,inf,4.1661e+03,9.5820e-03,8.1197e-01,-9.2542e-01,3.8433e+00,4.2017e+00
2.0000e+03,5.5000e+01,1.0000e+00,1.5449e+01,-1.1195e+06,-1.1195e+06,-1.8303e-01,-inf,1.4797e-01,6.5799e+00,inf,4.1785e+03,-1.1048e+00,8.1154e-01,-2.3248e+00,3.5138e+00,2.9301e+00
2.0000e+03,5.6000e+01,2.0000e+00,1.5642e+01,-1.1194e+06,-1.1194e+06,-1.8636e-01,-inf,1.4801e-01,6.5834e+00,inf,4.2009e+03,-1.4166e+00,9.9607e-01,-1.2620e+00,3.3384e+00,8.4507e+00
2.0000e+03,5.7000e+01,1.0000e+00,1.5877e+01,-1.1192e+06,-1.1192e+06,-1.8968e-01,-inf,1.4805e-01,6.5866e+00,inf,4.2132e+03,4.4400e-01,8.9455e-01,-1.2391e+00,3.7872e+00,4.1850e+00
2.0000e+03,5.8000e+01,1.0000e+00,1.6111e+01,-1.1192e+06,-1.1192e+06,-1.9301e-01,-inf,1.4809e-01,6.5900e+00,inf,4.2256e+03,-3.3624e-01,1.7919e-01,-2.0357e+00,3.4375e+00,7.0219e+00
2.0000e+03,5.9000e+01,1.0000e+00,1.6343e+01,-1.1168e+06,-1.1168e+06,-1.9634e-01,-inf,1.4813e-01,6.5933e+00,inf,4.2352e+03,-6.9182e-01,2.9556e-01,-9.5283e-01,3.5431e+00,5.2376e+00
2.0000e+03,6.0000e+01,1.0000e+00,1.6575e+01,-1.1167e+06,-1.1167e+06,-1.9967e-01,-inf,1.4816e-01,6.5966e+00,inf,4.2477e+03,3.2425e-01,8.1147e-01,-5.1584e-01,3.8764e+00,7.3357e+00
2.0000e+03,6.1000e+01,1.0000e+00,1.6804e+01,-1.1163e+06,-1.1163e+06,-2.0300e-01,-inf,1.4820e-01,6.5998e+00,inf,4.2600e+03,-4.7199e-01,8.8198e-01,-1.0593e+00,3.7108e+00,3.2209e+00
2.0000e+03,6.2000e+01,1.0000e+00,1.7033e+01,-1.1159e+06,-1.1159e+06,-2.0632e-01,-inf,1.4824e-01,6.6033e+00,inf,4.2725e+03,-4.2803e-01,2.6584e-01,-1.3264e+00,3.3577e+00,8.9845e+00
2.0000e+03,6.3000e+01,3.0000e+00,1.7166e+01,-1.1157e+06,-1.1157e+06,-2.0965e-01,-inf,1.4827e-01,6.6065e+00,inf,4.3073e+03,4.6874e-01,6.5406e-01,-2.1906e+00,3.4944e+00,7.5256e+00
2.0000e+03,6.4000e+01,2.0000e+00,1.7344e+01,-1.1154e+06,-1.1155e+06,-2.1298e-01,-inf,1.4831e-01,6.6100e+00,inf,4.3322e+03,-1.0342e+00,8.4557e-01,-7.1712e-01,3.4429e+00,8.6904e+00
2.0000e+03,6.5000e+01,1.0000e+00,1.7568e+01,-1.1146e+06,-1.1146e+06,-2.1631e-01,-inf,1.4835e-01,6.6132e+00,inf,4.3419e+03,-2.4102e-01,7.1756e-01,-2.0192e+00,3.3638e+00,7.8518e+00
2.0000e+03,6.6000e+01,1.0000e+00,1.7790e+01,-1.1143e+06,-1.1143e+06,-2.1963e-01,-inf,1.4839e-01,6.6165e+00,inf,4.3543e+03,-3.1318e-01,4.2947e-01,-1.8538e+00,3.6143e+00,2.7251e+00
2.0000e+03,6.7000e+01,1.0000e+00,1.8011e+01,-1.1141e+06,-1.1141e+06,-2.2296e-01,-inf,1.4842e-01,6.6200e+00,inf,4.3667e+03,-3.7761e-01,5.5277e-01,-2.4725e+00,3.3185e+00,8.0611e+00
2.0000e+03,6.8000e+01,3.0000e+00,1.8133e+01,-1.1140e+06,-1.1140e+06,-2.2629e-01,-inf,1.4846e-01,6.6232e+00,inf,4.4044e+03,-5.8922e-01,2.4010e-01,-5.0809e-01,3.6691e+00,7.4300e+00
2.0000e+03,6.9000e+01,1.0000e+00,1.8351e+01,-1.1131e+06,-1.1131e+06,-2.2962e-01,-inf,1.4850e-01,6.6267e+00,inf,4.4167e+03,-6.8080e-01,1.1648e-01,-2.2027e+00,3.4130e+00,4.3582e+00
2.0000e+03,7.0000e+01,1.0000e+00,1.8568e+01,-1.1130e+06,-1.1130e+06,-2.3295e-01,-inf,1.4854e-01,6.6299e+00,inf,4.4291e+03,-1.2355e+00,9.7703e-01,-2.1387e+00,3.2810e+00,4.8573e+00
2.0000e+03,7.1000e+01,1.0000e+00,1.8783e+01,-1.1126e+06,-1.1126e+06,-2.3627e-01,-inf,1.4857e-01,6.6331e+00,inf,4.4417e+03,-7.7999e-01,2.4478e-01,-1.0472e+00,3.5058e+00,3.5510e+00
2.0000e+03,7.2000e+01,1.0000e+00,1.8997e+01,-1.1125e+06,-1.1125e+06,-2.3960e-01,-inf,1.4861e-01,6.6366e+00,inf,4.4513e+03,-6.0687e-01,5.5479e-01,-2.3380e+00,3.4682e+00,2.9216e+00
2.0000e+03,7.3000e+01,1.0000e+00,1.9211e+01,-1.1124e+06,-1.1124e+06,-2.4293e-01,-inf,1.4865e-01,6.6398e+00,inf,4.4636e+03,-2.7310e-01,7.6084e-01,-1.3673e+00,3.3256e+00,8.8924e+00
2.0000e+03,7.4000e+01,2.0000e+00,1.9372e+01,-1.1124e+06,-1.1124e+06,-2.4626e-01,-inf,1.4868e-01,6.6431e+00,inf,4.4884e+03,-1.1174e-01,4.2105e-01,-9.6396e-01,3.4520e+00,8.4139e+00
2.0000e+03,7.5000e+01,1.0000e+00,1.9582e+01,-1.1121e+06,-1.1121e+06,-2.4958e-01,-inf,1.4872e-01,6.6466e+00,inf,4.4980e+03,-1.2160e+00,6.9739e-01,-2.2843e+00,3.2711e+00,4.6340e+00
2.0000e+03,7.6000e+01,1.0000e+00,1.9792e+01,-1.1115e+06,-1.1115e+06,-2.5291e-01,-inf,1.4876e-01,6.6498e+00,inf,4.5105e+03,-1.4148e+00,3.2302e-01,-2.4100e+00,3.1164e+00,7.6777e+00
2.0000e+03,7.7000e+01,1.0000e+00,2.0000e+01,-1.1111e+06,-1.1112e+06,-2.5624e-01,-inf,1.4880e-01,6.6533e+00,inf,4.5229e+03,2.8670e-01,5.0373e-01,-2.0112e+00,3.4425e+00,6.5772e+00
2.0000e+03,7.8000e+01,1.0000e+00,2.0207e+01,-1.1111e+06,-1.1111e+06,-2.5957e-01,-inf,1.4883e-01,6.6565e+00,inf,4.5325e+03,1.9797e-01,9.2021e-01,-7.0020e-01,3.6017e+00,7.7021e+00
2.0000e+03,7.9000e+01,1.0000e+00,2.0413e+01,-1.1107e+06,-1.1107e+06,-2.6290e-01,-inf,1.4887e-01,6.6597e+00,inf,4.5449e+03,-7.5315e-01,1.1117e-01,-6.5619e-01,3.6198e+00,3.8140e+00
2.0000e+03,8.0000e+01,1.0000e+00,2.0619e+01,-1.1104e+06,-1.1104e+06,-2.6622e-01,-inf,1.4891e-01,6.6632e+00,inf,4.5573e+03,-1.2218e+00,1.3125e-01,-2.1895e+00,3.2708e+00,3.9503e+00
2.0000e+03,8.1000e+01,4.0000e+00,2.0663e+01,-1.1101e+06,-1.1101e+06,-2.6955e-01,-inf,1.4894e-01,6.6664e+00,inf,4.6050e+03,9.7693e-02,2.2852e-01,-8.8867e-01,3.6386e+00,4.9994e+00
2.0000e+03,8.2000e+01,1.0000e+00,2.0865e+01,-1.1097e+06,-1.1097e+06,-2.7288e-01,-inf,1.4898e-01,6.6699e+00,inf,4.6174e+03,3.7691e-01,9.4478e-01,-1.0099e+00,3.7322e+00,2.8978e+00
2.0000e+03,8.3000e+01,1.0000e+00,2.1066e+01,-1.1093e+06,-1.1093e+06,-2.7621e-01,-inf,1.4902e-01,6.6732e+00,inf,4.6298e+03,1.8118e-01,7.9737e-01,-2.1477e+00,3.6537e+00,1.7445e+00
2.0000e+03,8.4000e+01,2.0000e+00,2.1212e+01,-1.1091e+06,-1.1091e+06,-2.7953e-01,-inf,1.4906e-01,6.6764e+00,inf,4.6549e+03,-6.7104e-02,5.5077e-01,-9.7984e-01,3.4978e+00,5.4795e+00
2.0000e+03,8.5000e+01,1.0000e+00,2.1411e+01,-1.1080e+06,-1.1081e+06,-2.8286e-01,-inf,1.4909e-01,6.6799e+00,inf,4.6646e+03,-1.2641e+00,7.8724e-01,-1.4327e+00,3.1661e+00,5.7811e+00
2.0000e+03,8.6000e+01,2.0000e+00,2.1554e+01,-1.1079e+06,-1.1079e+06,-2.8619e-01,-inf,1.4913e-01,6.6831e+00,inf,4.6895e+03,-1.2014e+00,5.2383e-01,-2.4554e+00,3.2791e+00,2.6453e+00
2.0000e+03,8.7000e+01,2.0000e+00,2.1696e+01,-1.1078e+06,-1.1078e+06,-2.8952e-01,-inf,1.4917e-01,6.6863e+00,inf,4.7118e+03,-1.0109e+00,1.5745e-01,-1.6465e+00,3.1181e+00,6.7452e+00
2.0000e+03,8.8000e+01,1.0000e+00,2.1891e+01,-1.1069e+06,-1.1069e+06,-2.9285e-01,-inf,1.4921e-01,6.6898e+00,inf,4.7242e+03,-1.3077e+00,8.3741e-01,-1.2408e+00,3.3509e+00,1.6171e+00
2.0000e+03,8.9000e+01,1.0000e+00,2.2084e+01,-1.1065e+06,-1.1065e+06,-2.9617e-01,-inf,1.4924e-01,6.6930e+00,inf,4.7339e+03,-1.1309e+00,1.5138e-01,-1.7661e+00,3.1595e+00,4.7934e+00
2.0000e+03,9.0000e+01,3.0000e+00,2.2167e+01,-1.1064e+06,-1.1064e+06,-2.9950e-01,-inf,1.4928e-01,6.6965e+00,inf,4.7712e+03,-2.8802e-01,9.6832e-01,-5.6482e-01,3.7901e+00,2.4774e+00
2.0000e+03,9.1000e+01,2.0000e+00,2.2304e+01,-1.1055e+06,-1.1055e+06,-3.0283e-01,-inf,1.4932e-01,6.6998e+00,inf,4.7935e+03,1.0990e-01,4.7776e-01,-1.5699e+00,3.2692e+00,7.4812e+00
2.0000e+03,9.2000e+01,2.0000e+00,2.2439e+01,-1.1052e+06,-1.1052e+06,-3.0616e-01,-inf,1.4935e-01,6.7030e+00,inf,4.8184e+03,-1.1849e+00,7.5753e-01,-5.2181e-01,3.3392e+00,8.8363e+00
2.0000e+03,9.3000e+01,1.0000e+00,2.2628e+01,-1.1051e+06,-1.1051e+06,-3.0948e-01,-inf,1.4939e-01,6.7065e+00,inf,4.8308e+03,-1.3804e+00,2.6586e-01,-2.4053e+00,3.0246e+00,5.7570e+00
2.0000e+03,9.4000e+01,2.0000e+00,2.2760e+01,-1.1050e+06,-1.1051e+06,-3.1281e-01,-inf,1.4938e-01,6.7051e+00,inf,4.8558e+03,2.2996e-01,7.3924e-01,-2.1587e+00,3.5652e+00,1.1589e+00
2.0000e+03,9.5000e+01,2.0000e+00,2.2892e+01,-1.1049e+06,-1.1049e+06,-3.1614e-01,-inf,1.4947e-01,6.7132e+00,inf,4.8805e+03,2.9380e-02,4.2338e-01,-2.3240e+00,3.1887e+00,8.0484e+00
2.0000e+03,9.6000e+01,2.0000e+00,2.3022e+01,-1.1049e+06,-1.1049e+06,-3.1947e-01,-inf,1.4950e-01,6.7164e+00,inf,4.9054e+03,-8.0369e-02,2.0452e-01,-2.1054e+00,3.3379e+00,4.6470e+00
2.0000e+03,9.7000e+01,3.0000e+00,2.3095e+01,-1.1045e+06,-1.1045e+06,-3.2280e-01,-inf,1.4954e-01,6.7197e+00,inf,4.9401e+03,-1.1096e+00,1.5165e-01,-6.7051e-01,3.4920e+00,2.2720e+00
2.0000e+03,9.8000e+01,1.0000e+00,2.3278e+01,-1.1043e+06,-1.1043e+06,-3.2612e-01,-inf,1.4958e-01,6.7231e+00,inf,4.9525e+03,1.6864e-01,2.0535e-01,-1.4538e+00,3.6192e+00,1.3097e+00
2.0000e+03,9.9000e+01,1.0000e+00,2.3460e+01,-1.1039e+06,-1.1039e+06,-3.2945e-01,-inf,1.4961e-01,6.7264e+00,inf,4.9621e+03,-3.0110e-02,4.2906e-01,-8.9679e-01,3.3482e+00,6.6108e+00
2.0000e+03,1.0000e+02,1.0000e+00,2.3641e+01,-1.1034e+06,-1.1034e+06,-3.3278e-01,-inf,1.4965e-01,6.7296e+00,inf,4.9744e+03,-1.1534e+00,6.2196e-01,-1.0452e+00,3.1912e+00,4.2320e+00
2.0000e+03,1.0100e+02,1.0000e+00,2.3821e+01,-1.1026e+06,-1.1026e+06,-3.3611e-01,-inf,1.4969e-01,6.7331e+00,inf,4.9869e+03,9.9362e-02,1.1699e-01,-1.5393e+00,3.2020e+00,6.4685e+00
2.0000e+03,1.0200e+02,1.0000e+00,2.4000e+01,-1.1024e+06,-1.1024e+06,-3.3943e-01,-inf,1.4972e-01,6.7363e+00,inf,4.9993e+03,-7.5220e-01,4.7460e-01,-7.4483e-01,3.2823e+00,5.3849e+00
2.0000e+03,1.0300e+02,1.0000e+00,2.4178e+01,-1.1023e+06,-1.1023e+06,-3.4276e-01,-inf,1.4976e-01,6.7398e+00,inf,5.0088e+03,-3.2868e-01,8.8267e-01,-8.3555e-01,3.3357e+00,5.3875e+00
2.0000e+03,1.0400e+02,1.0000e+00,2.4356e+01,-1.1022e+06,-1.1023e+06,-3.4609e-01,-inf,1.4980e-01,6.7430e+00,inf,5.0212e+03,-1.4565e+00,5.0350e-01,-7.1377e-01,3.3276e+00,2.9933e+00
2.0000e+03,1.0500e+02,1.0000e+00,2.4533e+01,-1.1022e+06,-1.1022e+06,-3.4942e-01,-inf,1.4983e-01,6.7463e+00,inf,5.0308e+03,-2.7702e-01,4.9700e-01,-1.4456e+00,3.3395e+00,3.0108e+00
