nlive,niter,nc,eff,logl,logwt,logvol,logz,logzerr,h,delta_logz,time_elapsed,logfeh_mean,logfeh_std,logdust,logNpix,tau
2.0000e+03,2.0800e+02,3.0000e+00,3.3766e+01,-8.9876e+05,-8.9876e+05,-6.9218e-01,-8.9876e+05,1.5359e-01,7.0891e+00,8.8257e+05,7.2501e+03,6.1261e-02,8.3934e-01,-5.9318e-01,2.8299e+00,3.3207e+00
2.0000e+03,2.0900e+02,2.0000e+00,3.3819e+01,-8.9738e+05,-8.9739e+05,-6.9551e-01,-8.9739e+05,1.5363e-01,7.0925e+00,8.8174e+05,7.2750e+03,-1.3697e+00,6.2104e-01,-1.9620e+00,2.4376e+00,3.5089e+00
2.0000e+03,2.1000e+02,1.0000e+00,3.3926e+01,-8.9397e+05,-8.9398e+05,-6.9884e-01,-8.9398e+05,1.5367e-01,7.0957e+00,8.8037e+05,7.2877e+03,-1.2480e+00,1.1202e-01,-1.8237e+00,2.4530e+00,5.3695e+00
2.0000e+03,2.1100e+02,1.0000e+00,3.4032e+01,-8.9154e+05,-8.9155e+05,-7.0216e-01,-8.9155e+05,1.5370e-01,7.0991e+00,8.7696e+05,7.3001e+03,-1.3752e+00,3.3342e-01,-1.4356e+00,2.4787e+00,8.4597e+00
2.0000e+03,2.1200e+02,1.0000e+00,3.4138e+01,-8.9137e+05,-8.9138e+05,-7.0549e-01,-8.9138e+05,1.5374e-01,7.1024e+00,8.7453e+05,7.3124e+03,-4.2517e-01,9.2827e-01,-1.0795e+00,2.6087e+00,6.1462e+00
2.0000e+03,2.1300e+02,4.0000e+00,3.4080e+01,-8.8885e+05,-8.8885e+05,-7.0882e-01,-8.8885e+05,1.5377e-01,7.1058e+00,8.7436e+05,7.3568e+03,6.6260e-03,8.2109e-01,-1.2459e+00,2.6449e+00,6.7409e+00
2.0000e+03,2.1400e+02,3.0000e+00,3.4076e+01,-8.8855e+05,-8.8855e+05,-7.1215e-01,-8.8855e+05,1.5381e-01,7.1090e+00,8.7183e+05,7.3940e+03,3.4233e-02,7.3730e-01,-9.0627e-01,2.6733e+00,8.7267e+00
2.0000e+03,2.1500e+02,2.0000e+00,3.4127e+01,-8.8788e+05,-8.8789e+05,-7.1547e-01,-8.8789e+05,1.5385e-01,7.1124e+00,8.7153e+05,7.4161e+03,-1.1939e+00,5.3325e-01,-1.4956e+00,2.4734e+00,7.3441e+00
2.0000e+03,2.1600e+02,1.0000e+00,3.4231e+01,-8.8425e+05,-8.8426e+05,-7.1880e-01,-8.8426e+05,1.5388e-01,7.1157e+00,8.7087e+05,7.4284e+03,-1.0629e+00,4.7021e-01,-2.3630e+00,2.4063e+00,3.8355e+00
2.0000e+03,2.1700e+02,1.0000e+00,3.4335e+01,-8.8255e+05,-8.8255e+05,-7.2213e-01,-8.8255e+05,1.5392e-01,7.1191e+00,8.6724e+05,7.4380e+03,3.0468e-01,9.2863e-01,-1.5691e+00,2.6969e+00,1.2285e+00
2.0000e+03,2.1800e+02,1.0000e+00,3.4439e+01,-8.8220e+05,-8.8221e+05,-7.2546e-01,-8.8221e+05,1.5395e-01,7.1223e+00,8.6553e+05,7.4503e+03,2.5884e-02,5.8047e-01,-1.2174e+00,2.6333e+00,6.6969e+00
2.0000e+03,2.1900e+02,4.0000e+00,3.4380e+01,-8.7895e+05,-8.7895e+05,-7.2879e-01,-8.7895e+05,1.5399e-01,7.1257e+00,8.6519e+05,7.5000e+03,-8.5878e-01,6.3307e-01,-1.2799e+00,2.5373e+00,2.1581e+00
2.0000e+03,2.2000e+02,1.0000e+00,3.4483e+01,-8.7573e+05,-8.7573e+05,-7.3211e-01,-8.7573e+05,1.5403e-01,7.1290e+00,8.6193e+05,7.5125e+03,1.3306e-01,3.0639e-01,-1.1698e+00,2.7268e+00,1.6350e+00
2.0000e+03,2.2100e+02,1.0000e+00,3.4585e+01,-8.7270e+05,-8.7271e+05,-7.3544e-01,-8.7271e+05,1.5406e-01,7.1324e+00,8.5871e+05,7.5220e+03,-1.4799e+00,3.5186e-01,-2.2542e+00,2.3729e+00,2.5072e+00
2.0000e+03,2.2200e+02,1.0000e+00,3.4688e+01,-8.6950e+05,-8.6951e+05,-7.3877e-01,-8.6951e+05,1.5410e-01,7.1357e+00,8.5569e+05,7.5344e+03,-7.5815e-01,5.0207e-01,-1.6698e+00,2.4412e+00,8.8666e+00
2.0000e+03,2.2300e+02,1.0000e+00,3.4789e+01,-8.6643e+05,-8.6644e+05,-7.4210e-01,-8.6644e+05,1.5413e-01,7.1390e+00,8.5249e+05,7.5468e+03,2.0520e-01,6.3816e-01,-1.1123e+00,2.6115e+00,8.1138e+00
2.0000e+03,2.2400e+02,1.0000e+00,3.4891e+01,-8.6492e+05,-8.6493e+05,-7.4542e-01,-8.6493e+05,1.5417e-01,7.1423e+00,8.4942e+05,7.5593e+03,1.9213e-01,2.6493e-01,-6.7406e-01,1.3110e+00,2.0146e+00
2.0000e+03,2.2500e+02,2.0000e+00,3.4938e+01,-8.5779e+05,-8.5780e+05,-7.4875e-01,-8.5780e+05,1.5421e-01,7.1457e+00,8.4791e+05,7.5841e+03,-1.4379e+00,4.2692e-01,-1.0386e+00,2.4267e+00,3.7553e+00
2.0000e+03,2.2600e+02,1.0000e+00,3.5039e+01,-8.5485e+05,-8.5485e+05,-7.5208e-01,-8.5485e+05,1.5424e-01,7.1490e+00,8.4078e+05,7.5965e+03,-2.5675e-01,7.8507e-01,-1.9267e+00,2.4772e+00,6.4553e+00
2.0000e+03,2.2700e+02,2.0000e+00,3.5085e+01,-8.5411e+05,-8.5412e+05,-7.5541e-01,-8.5412e+05,1.5428e-01,7.1523e+00,8.3783e+05,7.6185e+03,1.2071e-01,9.6769e-01,-5.8457e-01,2.7735e+00,3.4920e+00
2.0000e+03,2.2800e+02,6.0000e+00,3.4916e+01,-8.5322e+05,-8.5323e+05,-7.5874e-01,-8.5323e+05,1.5431e-01,7.1556e+00,8.3710e+05,7.6911e+03,-6.7033e-01,3.5387e-01,-1.3704e+00,2.5234e+00,1.8956e+00
2.0000e+03,2.2900e+02,2.0000e+00,3.4962e+01,-8.5285e+05,-8.5286e+05,-7.6206e-01,-8.5286e+05,1.5435e-01,7.1590e+00,8.3621e+05,7.7158e+03,4.2289e-01,2.0320e-01,-1.9730e+00,1.5923e+00,2.1647e+00
2.0000e+03,2.3000e+02,1.0000e+00,3.5061e+01,-8.5060e+05,-8.5060e+05,-7.6539e-01,-8.5060e+05,1.5439e-01,7.1623e+00,8.3584e+05,7.7282e+03,-3.3578e-01,1.6097e-01,-2.4881e+00,2.4040e+00,7.3218e+00
2.0000e+03,2.3100e+02,1.0000e+00,3.5160e+01,-8.4999e+05,-8.5000e+05,-7.6872e-01,-8.5000e+05,1.5442e-01,7.1656e+00,8.3358e+05,7.7405e+03,-7.6968e-01,5.5553e-01,-1.7365e+00,2.3673e+00,7.2296e+00
2.0000e+03,2.3200e+02,1.0000e+00,3.5258e+01,-8.4911e+05,-8.4912e+05,-7.7205e-01,-8.4912e+05,1.5446e-01,7.1690e+00,8.3298e+05,7.7501e+03,2.0073e-01,6.8758e-01,-1.8425e+00,2.6361e+00,2.9035e+00
2.0000e+03,2.3300e+02,1.0000e+00,3.5357e+01,-8.4854e+05,-8.4854e+05,-7.7538e-01,-8.4854e+05,1.5449e-01,7.1723e+00,8.3210e+05,7.7625e+03,3.6827e-01,5.2371e-01,-1.4753e+00,1.7889e+00,1.7912e+00
2.0000e+03,2.3400e+02,1.0000e+00,3.5455e+01,-8.4815e+05,-8.4816e+05,-7.7870e-01,-8.4816e+05,1.5453e-01,7.1757e+00,8.3152e+05,7.7721e+03,1.3137e-01,9.7628e-01,-6.5877e-01,1.2969e+00,1.9476e+00
2.0000e+03,2.3500e+02,1.0000e+00,3.5552e+01,-8.4434e+05,-8.4435e+05,-7.8203e-01,-8.4435e+05,1.5456e-01,7.1790e+00,8.3114e+05,7.7844e+03,-4.6073e-01,2.8701e-01,-7.4980e-01,1.6725e+00,2.1093e+00
2.0000e+03,2.3600e+02,1.0000e+00,3.5650e+01,-8.4329e+05,-8.4330e+05,-7.8536e-01,-8.4330e+05,1.5460e-01,7.1823e+00,8.2733e+05,7.7968e+03,-1.1333e+00,7.3627e-01,-1.3308e+00,2.3931e+00,3.6703e+00
2.0000e+03,2.3700e+02,3.0000e+00,3.5639e+01,-8.4162e+05,-8.4163e+05,-7.8869e-01,-8.4163e+05,1.5464e-01,7.1856e+00,8.2628e+05,7.8343e+03,-6.5427e-01,9.4014e-01,-5.1206e-01,2.6435e+00,6.8419e+00
2.0000e+03,2.3800e+02,1.0000e+00,3.5736e+01,-8.4160e+05,-8.4160e+05,-7.9201e-01,-8.4160e+05,1.5467e-01,7.1890e+00,8.2461e+05,7.8467e+03,6.4833e-02,4.1421e-01,-1.0006e+00,1.1649e+00,1.6256e+00
2.0000e+03,2.3900e+02,2.0000e+00,3.5778e+01,-8.4073e+05,-8.4073e+05,-7.9534e-01,-8.4073e+05,1.5471e-01,7.1923e+00,8.2458e+05,7.8714e+03,-3.8863e-01,1.6562e-01,-1.7430e+00,2.3833e+00,7.2283e+00
2.0000e+03,2.4000e+02,8.0000e+00,3.5503e+01,-8.4037e+05,-8.4038e+05,-7.9867e-01,-8.4038e+05,1.5474e-01,7.1956e+00,8.2371e+05,7.9717e+03,1.4582e-01,3.4726e-01,-2.3966e+00,1.4438e+00,1.1319e+00
2.0000e+03,2.4100e+02,6.0000e+00,3.5337e+01,-8.3990e+05,-8.3991e+05,-8.0200e-01,-8.3991e+05,1.5478e-01,7.1989e+00,8.2336e+05,8.0439e+03,-3.6058e-01,9.0041e-01,-6.6372e-01,1.4572e+00,1.9519e+00
2.0000e+03,2.4200e+02,1.0000e+00,3.5432e+01,-8.3802e+05,-8.3803e+05,-8.0533e-01,-8.3803e+05,1.5481e-01,7.2023e+00,8.2289e+05,8.0562e+03,4.5613e-01,5.2544e-01,-1.3677e+00,1.4401e+00,1.7980e+00
2.0000e+03,2.4300e+02,1.0000e+00,3.5526e+01,-8.3599e+05,-8.3599e+05,-8.0865e-01,-8.3599e+05,1.5485e-01,7.2056e+00,8.2101e+05,8.0686e+03,-2.7278e-01,8.1730e-01,-5.9330e-01,1.2702e+00,2.6580e+00
2.0000e+03,2.4400e+02,3.0000e+00,3.5517e+01,-8.3445e+05,-8.3446e+05,-8.1198e-01,-8.3446e+05,1.5489e-01,7.2089e+00,8.1897e+05,8.1060e+03,3.8012e-01,8.9223e-01,-1.5837e+00,1.0519e+00,1.5492e+00
2.0000e+03,2.4500e+02,6.0000e+00,3.5354e+01,-8.3371e+05,-8.3371e+05,-8.1531e-01,-8.3371e+05,1.5492e-01,7.2122e+00,8.1744e+05,8.1725e+03,-8.4575e-02,9.3356e-01,-7.0189e-01,1.9774e+00,2.4540e+00
2.0000e+03,2.4600e+02,1.0000e+00,3.5447e+01,-8.3352e+05,-8.3353e+05,-8.1864e-01,-8.3353e+05,1.5496e-01,7.2156e+00,8.1669e+05,8.1849e+03,-1.3923e+00,5.0648e-01,-5.3599e-01,1.3718e+00,1.9550e+00
2.0000e+03,2.4700e+02,4.0000e+00,3.5387e+01,-8.3349e+05,-8.3350e+05,-8.2196e-01,-8.3350e+05,1.5499e-01,7.2189e+00,8.1651e+05,8.2346e+03,4.4811e-01,7.7879e-01,-6.6665e-01,1.1131e+00,3.2868e+00
2.0000e+03,2.4800e+02,3.0000e+00,3.5378e+01,-8.3254e+05,-8.3254e+05,-8.2529e-01,-8.3254e+05,1.5503e-01,7.2223e+00,8.1648e+05,8.2719e+03,9.1492e-02,3.2648e-01,-1.4390e+00,1.1689e+00,2.0987e+00
2.0000e+03,2.4900e+02,3.0000e+00,3.5369e+01,-8.3233e+05,-8.3233e+05,-8.2862e-01,-8.3233e+05,1.5506e-01,7.2255e+00,8.1552e+05,8.3037e+03,3.9898e-01,7.7694e-01,-1.2195e+00,1.6251e+00,2.3429e+00
2.0000e+03,2.5000e+02,2.0000e+00,3.5411e+01,-8.3204e+05,-8.3205e+05,-8.3195e-01,-8.3205e+05,1.5510e-01,7.2289e+00,8.1531e+05,8.3285e+03,-7.1973e-02,2.5831e-01,-2.3586e+00,1.4729e+00,2.2925e+00
2.0000e+03,2.5100e+02,3.0000e+00,3.5402e+01,-8.3178e+05,-8.3178e+05,-8.3528e-01,-8.3178e+05,1.5514e-01,7.2322e+00,8.1503e+05,8.3632e+03,2.6790e-01,7.6722e-01,-1.4686e+00,1.4058e+00,1.3191e+00
2.0000e+03,2.5200e+02,5.0000e+00,3.5294e+01,-8.3135e+05,-8.3136e+05,-8.3860e-01,-8.3136e+05,1.5517e-01,7.2356e+00,8.1476e+05,8.4228e+03,1.1143e-01,5.3585e-01,-7.4665e-01,1.4567e+00,2.7577e+00
2.0000e+03,2.5300e+02,3.0000e+00,3.5286e+01,-8.2626e+05,-8.2627e+05,-8.4193e-01,-8.2627e+05,1.5521e-01,7.2388e+00,8.1434e+05,8.4602e+03,-1.3662e+00,8.6702e-01,-5.2890e-01,1.6526e+00,1.3586e+00
2.0000e+03,2.5400e+02,1.0000e+00,3.5376e+01,-8.2606e+05,-8.2607e+05,-8.4526e-01,-8.2607e+05,1.5524e-01,7.2422e+00,8.0925e+05,8.4725e+03,-1.4813e+00,9.1058e-01,-5.4552e-01,2.6707e+00,1.6782e+00
2.0000e+03,2.5500e+02,1.0000e+00,3.5466e+01,-8.2521e+05,-8.2521e+05,-8.4859e-01,-8.2521e+05,1.5528e-01,7.2455e+00,8.0905e+05,8.4848e+03,-8.0639e-01,4.1770e-01,-7.2930e-01,1.7280e+00,1.2834e+00
2.0000e+03,2.5600e+02,2.0000e+00,3.5506e+01,-8.2398e+05,-8.2398e+05,-8.5191e-01,-8.2398e+05,1.5531e-01,7.2489e+00,8.0819e+05,8.5070e+03,-1.1522e-01,5.2864e-01,-2.1615e+00,1.1895e+00,1.2578e+00
2.0000e+03,2.5700e+02,2.0000e+00,3.5546e+01,-8.2325e+05,-8.2325e+05,-8.5524e-01,-8.2325e+05,1.5535e-01,7.2521e+00,8.0696e+05,8.5261e+03,4.9168e-01,9.4978e-01,-2.2377e+00,2.5551e+00,4.8180e+00
2.0000e+03,2.5800e+02,1.0000e+00,3.5635e+01,-8.2046e+05,-8.2047e+05,-8.5857e-01,-8.2047e+05,1.5539e-01,7.2555e+00,8.0623e+05,8.5385e+03,4.9176e-01,6.9690e-01,-8.6420e-01,1.8143e+00,3.3353e+00
2.0000e+03,2.5900e+02,1.0000e+00,3.5724e+01,-8.2036e+05,-8.2037e+05,-8.6190e-01,-8.2037e+05,1.5542e-01,7.2588e+00,8.0345e+05,8.5509e+03,3.4735e-01,5.1328e-01,-1.2408e+00,1.3654e+00,2.8456e+00
2.0000e+03,2.6000e+02,1.0000e+00,3.5813e+01,-8.1995e+05,-8.1996e+05,-8.6523e-01,-8.1996e+05,1.5546e-01,7.2622e+00,8.0335e+05,8.5632e+03,-4.7303e-01,8.2636e-01,-2.3021e+00,2.4176e+00,5.5387e+00
2.0000e+03,2.6100e+02,5.0000e+00,3.5705e+01,-8.1946e+05,-8.1947e+05,-8.6855e-01,-8.1947e+05,1.5549e-01,7.2655e+00,8.0294e+05,8.6198e+03,-5.0301e-01,6.3877e-01,-1.8997e+00,2.3853e+00,4.9648e+00
2.0000e+03,2.6200e+02,2.0000e+00,3.5744e+01,-8.1897e+05,-8.1898e+05,-8.7188e-01,-8.1898e+05,1.5553e-01,7.2688e+00,8.0245e+05,8.6446e+03,3.6157e-01,4.0510e-01,-2.2598e+00,2.5488e+00,6.5937e+00
2.0000e+03,2.6300e+02,1.0000e+00,3.5831e+01,-8.1871e+05,-8.1871e+05,-8.7521e-01,-8.1871e+05,1.5556e-01,7.2721e+00,8.0196e+05,8.6570e+03,1.9205e-01,5.2600e-01,-6.9489e-01,1.6780e+00,3.4332e+00
2.0000e+03,2.6400e+02,1.0000e+00,3.5918e+01,-8.1815e+05,-8.1815e+05,-8.7854e-01,-8.1815e+05,1.5560e-01,7.2755e+00,8.0169e+05,8.6694e+03,-8.1942e-01,5.3062e-01,-5.2562e-01,1.3723e+00,3.4191e+00
2.0000e+03,2.6500e+02,1.0000e+00,3.6005e+01,-8.1803e+05,-8.1803e+05,-8.8186e-01,-8.1803e+05,1.5564e-01,7.2788e+00,8.0113e+05,8.6789e+03,1.0955e-01,3.6500e-01,-9.3876e-01,1.6744e+00,3.3188e+00
2.0000e+03,2.6600e+02,4.0000e+00,3.5946e+01,-8.1759e+05,-8.1759e+05,-8.8519e-01,-8.1759e+05,1.5567e-01,7.2821e+00,8.0101e+05,8.7259e+03,-1.1972e+00,4.0166e-01,-1.1849e+00,1.2200e+00,1.4401e+00
2.0000e+03,2.6700e+02,1.0000e+00,3.6032e+01,-8.1454e+05,-8.1455e+05,-8.8852e-01,-8.1455e+05,1.5571e-01,7.2854e+00,8.0057e+05,8.7383e+03,-1.1902e+00,4.4200e-01,-5.3466e-01,1.8117e+00,2.8134e+00
2.0000e+03,2.6800e+02,4.0000e+00,3.5973e+01,-8.1431e+05,-8.1432e+05,-8.9185e-01,-8.1432e+05,1.5574e-01,7.2888e+00,7.9752e+05,8.7884e+03,3.5424e-01,5.2950e-01,-2.3957e+00,1.0661e+00,2.6753e+00
2.0000e+03,2.6900e+02,2.0000e+00,3.6011e+01,-8.1365e+05,-8.1366e+05,-8.9518e-01,-8.1366e+05,1.5578e-01,7.2921e+00,7.9730e+05,8.8131e+03,-7.6696e-01,1.5920e-01,-9.2438e-01,2.5372e+00,2.4147e+00
2.0000e+03,2.7000e+02,2.0000e+00,3.6048e+01,-8.1326e+05,-8.1326e+05,-8.9850e-01,-8.1326e+05,1.5581e-01,7.2954e+00,7.9664e+05,8.8383e+03,2.9993e-01,4.7508e-01,-1.4283e+00,1.0186e+00,3.4051e+00
2.0000e+03,2.7100e+02,2.0000e+00,3.6085e+01,-8.1322e+05,-8.1323e+05,-9.0183e-01,-8.1323e+05,1.5585e-01,7.2987e+00,7.9624e+05,8.8630e+03,-1.1895e+00,4.2489e-01,-5.8985e-01,1.3905e+00,3.1828e+00
2.0000e+03,2.7200e+02,2.0000e+00,3.6122e+01,-8.1280e+05,-8.1281e+05,-9.0516e-01,-8.1281e+05,1.5588e-01,7.3021e+00,7.9621e+05,8.8877e+03,2.3541e-01,5.5657e-01,-2.2434e+00,1.3394e+00,2.7824e+00
2.0000e+03,2.7300e+02,1.0000e+00,3.6207e+01,-8.1279e+05,-8.1280e+05,-9.0849e-01,-8.1280e+05,1.5587e-01,7.3009e+00,7.9579e+05,8.8973e+03,-1.2245e+00,6.6608e-01,-7.9652e-01,1.4267e+00,1.1531e+00
2.0000e+03,2.7400e+02,3.0000e+00,3.6196e+01,-8.1250e+05,-8.1250e+05,-9.1181e-01,-8.1250e+05,1.5596e-01,7.3088e+00,7.9578e+05,8.9316e+03,-2.2404e-01,6.9029e-01,-9.6136e-01,1.0007e+00,3.4056e+00
2.0000e+03,2.7500e+02,2.0000e+00,3.6232e+01,-8.1128e+05,-8.1129e+05,-9.1514e-01,-8.1129e+05,1.5599e-01,7.3120e+00,7.9548e+05,8.9537e+03,-5.9170e-01,9.8413e-01,-2.2350e+00,1.1808e+00,1.5430e+00
2.0000e+03,2.7600e+02,3.0000e+00,3.6220e+01,-8.0980e+05,-8.0981e+05,-9.1847e-01,-8.0981e+05,1.5603e-01,7.3154e+00,7.9427e+05,8.9854e+03,4.8494e-01,8.4509e-01,-2.0099e+00,1.1607e+00,2.7056e+00
2.0000e+03,2.7700e+02,1.0000e+00,3.6304e+01,-8.0859e+05,-8.0860e+05,-9.2180e-01,-8.0860e+05,1.5606e-01,7.3187e+00,7.9343e+05,8.9977e+03,-6.8478e-01,5.4846e-01,-1.6910e+00,1.3066e+00,1.6738e+00
2.0000e+03,2.7800e+02,1.0000e+00,3.6387e+01,-8.0852e+05,-8.0852e+05,-9.2513e-01,-8.0852e+05,1.5610e-01,7.3221e+00,7.9222e+05,9.0101e+03,-1.0695e+00,1.1656e-01,-7.7403e-01,1.3336e+00,3.0166e+00
2.0000e+03,2.7900e+02,4.0000e+00,3.6328e+01,-8.0762e+05,-8.0762e+05,-9.2845e-01,-8.0762e+05,1.5613e-01,7.3254e+00,7.9215e+05,9.0571e+03,-4.1727e-01,3.9072e-01,-2.2504e+00,1.5082e+00,1.6448e+00
2.0000e+03,2.8000e+02,1.0000e+00,3.6411e+01,-8.0711e+05,-8.0711e+05,-9.3178e-01,-8.0711e+05,1.5617e-01,7.3287e+00,7.9125e+05,9.0667e+03,3.7894e-01,6.6288e-01,-9.8932e-01,1.8889e+00,3.3455e+00
2.0000e+03,2.8100e+02,2.0000e+00,3.6446e+01,-8.0709e+05,-8.0710e+05,-9.3511e-01,-8.0710e+05,1.5620e-01,7.3321e+00,7.9074e+05,9.0915e+03,-7.2012e-02,6.4682e-01,-2.2519e+00,1.4202e+00,2.4542e+00
2.0000e+03,2.8200e+02,2.0000e+00,3.6481e+01,-8.0659e+05,-8.0659e+05,-9.3844e-01,-8.0659e+05,1.5624e-01,7.3354e+00,7.9072e+05,9.1163e+03,-1.3037e+00,4.9440e-01,-6.0503e-01,1.1248e+00,3.4868e+00
2.0000e+03,2.8300e+02,2.0000e+00,3.6516e+01,-8.0634e+05,-8.0635e+05,-9.4176e-01,-8.0635e+05,1.5627e-01,7.3387e+00,7.9022e+05,9.1411e+03,2.8627e-02,8.6655e-01,-8.2006e-01,2.6413e+00,5.3579e+00
2.0000e+03,2.8400e+02,1.0000e+00,3.6598e+01,-8.0624e+05,-8.0624e+05,-9.4509e-01,-8.0624e+05,1.5631e-01,7.3420e+00,7.8998e+05,9.1534e+03,-1.3955e+00,8.0487e-01,-2.2097e+00,1.1761e+00,1.4720e+00
2.0000e+03,2.8500e+02,1.0000e+00,3.6680e+01,-8.0594e+05,-8.0595e+05,-9.4842e-01,-8.0595e+05,1.5635e-01,7.3454e+00,7.8987e+05,9.1658e+03,-8.8230e-01,4.3091e-01,-9.7338e-01,1.5413e+00,2.1019e+00
2.0000e+03,2.8600e+02,3.0000e+00,3.6667e+01,-8.0498e+05,-8.0499e+05,-9.5175e-01,-8.0499e+05,1.5638e-01,7.3487e+00,7.8957e+05,9.2006e+03,-1.1434e+00,7.7695e-01,-2.3991e+00,1.2480e+00,1.3087e+00
