logfeh_mean,logdust_med,logSFH0,logSFH1,logSFH2,logSFH3,logSFH4,logl
2.4092e-01,-7.6890e-01,-2.5034e+00,-1.1910e+00,-9.4428e-01,2.1143e-01,1.7989e+00,-1.1927e+05
3.0785e-02,-7.3826e-02,-9.6820e-01,-1.0822e+00,-7.6022e-01,1.6666e+00,2.2144e+00,-5.0781e+04
-8.6026e-02,-4.3336e-01,-1.2447e+00,-4.8221e-01,-5.5269e-01,5.8600e-01,1.7796e+00,-9.1522e+04
-1.4982e-01,-2.3584e-01,-2.6029e+00,-1.1757e+00,-9.4970e-01,4.6852e-01,2.4235e+00,-1.0346e+05
-4.5221e-01,-6.9517e-01,-2.2425e+00,-1.3958e-01,4.1123e-01,1.2322e+00,1.2107e+00,-8.9766e+04
1.7144e-01,-1.1859e-01,-2.0561e+00,-6.1897e-01,1.7468e-01,1.6717e+00,9.4621e-01,-9.2173e+04
3.4300e-02,-9.6611e-01,-1.1103e+00,-3.1165e-01,-1.3689e-01,1.2899e-01,2.0893e+00,-1.5431e+04
-2.2376e-01,-7.1474e-01,-2.2050e+00,-1.3060e+00,-1.0483e+00,1.4572e+00,1.0215e+00,-8.8068e+04
1.3291e-01,-5.1747e-01,-2.5869e+00,-9.3936e-02,-5.2498e-01,5.1150e-01,2.1083e+00,-1.4543e+04
-1.3818e-01,-1.3926e-01,-1.1729e+00,-8.8287e-02,3.0448e-01,1.6249e+00,2.0915e+00,-4.7534e+04
2.3571e-01,-4.3636e-01,-2.5405e+00,-1.1064e+00,4.0838e-02,1.4971e+00,1.8746e+00,-3.2678e+04
-2.0055e-01,-7.7985e-01,-1.9413e+00,-4.7080e-02,1.3239e-01,5.9804e-01,1.5121e+00,-1.0215e+05
-6.1535e-02,-5.3562e-01,-2.0987e+00,-6.1489e-01,-9.3571e-01,1.6895e+00,1.9574e+00,-4.9023e+04
-3.5740e-01,-3.5346e-01,-9.0007e-01,-1.3376e+00,6.9084e-01,9.2157e-01,1.9621e+00,-1.3760e+04
-3.1253e-01,-7.5054e-01,-1.5474e+00,-1.6691e+00,-4.4699e-02,1.3904e+00,1.6859e+00,-2.6400e+04
-2.9876e-01,-5.2803e-01,-2.6086e+00,-1.7159e+00,-7.0700e-03,2.0202e+00,1.0047e+00,-1.1227e+05
-4.5115e-01,-4.2107e-01,-2.2283e+00,-7.7537e-01,-4.9650e-01,1.8532e+00,1.7496e+00,-9.7024e+04
-3.1480e-01,-2.0724e-01,-1.6432e+00,1.5686e-01,8.6181e-01,5.6336e-01,1.2862e+00,-9.6436e+04
2.0113e-01,-1.9396e-01,-2.5582e+00,-2.4621e-01,7.6501e-02,2.0869e+00,9.4128e-01,-3.4110e+04
-3.9819e-01,-7.5499e-01,-9.3634e-01,-1.1032e+00,-3.6026e-01,4.1419e-01,1.8407e+00,-3.5915e+04
-3.8838e-01,-5.1290e-02,-1.3951e+00,-1.5655e+00,3.1861e-01,1.3296e+00,1.2135e+00,-1.0861e+05
8.9726e-02,-7.4845e-02,-2.0911e+00,-2.9360e-01,5.2371e-01,1.0437e+00,1.6129e+00,-1.0997e+05
1.9025e-01,-6.2408e-02,-1.4238e+00,-1.4558e+00,7.3419e-01,1.6826e+00,1.8553e+00,-9.6678e+03
-4.9264e-01,-2.2962e-01,-2.1051e+00,-6.4749e-01,3.4450e-01,1.8743e+00,1.0604e+00,-5.8950e+04
2.0976e-01,-1.6792e-01,-1.5788e+00,-1.6375e+00,3.9410e-01,9.2136e-01,2.0356e+00,-6.8934e+04
-7.6864e-02,-3.0978e-01,-1.7722e+00,-1.6995e+00,5.5624e-01,1.6330e+00,1.6105e+00,-1.5362e+03
-1.3862e-01,-6.2244e-01,-1.8182e+00,-3.1800e-01,1.6058e-01,9.4326e-01,1.2646e+00,-1.1444e+05
-2.8577e-01,-4.7707e-01,-2.1954e+00,-1.1863e+00,8.2302e-01,1.9935e+00,1.0512e+00,-1.1620e+05
6.7498e-02,-9.2293e-01,-1.9982e+00,7.3788e-02,2.7726e-01,7.5636e-01,1.9722e+00,-1.4246e+04
1.1364e-01,-4.4440e-01,-8.8467e-01,-9.3907e-01,7.3051e-01,1.0630e+00,1.0398e+00,-1.1365e+05
-3.1273e-02,-7.6544e-01,-8.5758e-01,-4.9761e-01,-1.0982e+00,1.2798e+00,1.5323e+00,-7.3753e+04
-6.9834e-03,-3.6961e-01,-1.1019e+00,1.8591e-02,8.9772e-02,6.8528e-01,2.2659e+00,-5.2673e+04
1.3248e-01,-4.6906e-01,-2.0171e+00,-4.3332e-01,-3.8211e-01,1.3002e+00,1.3624e+00,-1.1475e+05
1.8917e-03,-2.3706e-01,-1.6986e+00,-4.5115e-01,-3.4833e-02,1.5328e+00,1.0509e+00,-9.8492e+04
-1.6217e-01,-2.2706e-01,-1.1020e+00,-1.6002e+00,7.6410e-01,3.9014e-01,2.2477e+00,-5.2805e+04
-4.1440e-01,-2.5328e-01,-1.6620e+00,-1.6230e+00,5.8165e-01,1.3886e+00,1.7931e+00,-1.0689e+04
-4.3292e-01,-9.6163e-01,-2.2147e+00,-9.9239e-01,6.5045e-01,1.9992e-01,2.0166e+00,-7.8242e+04
-2.5522e-01,-7.4809e-01,-1.4912e+00,-1.3185e+00,-1.0136e+00,1.5744e+00,1.2731e+00,-4.6778e+04
-3.9288e-01,-5.8516e-01,-2.2022e+00,-6.0424e-01,-1.0815e-01,3.3250e-01,1.8762e+00,-2.2786e+04
-3.9173e-01,-6.8650e-01,-1.5148e+00,4.9588e-02,3.6263e-02,1.5627e+00,1.9281e+00,-1.0258e+05
-1.3455e-01,-4.5032e-01,-2.3648e+00,-6.2663e-02,-2.1943e-01,6.2438e-01,2.1272e+00,-1.9047e+04
-3.5804e-01,-6.5245e-01,-1.1341e+00,-6.9827e-03,-4.3676e-01,2.5542e-01,1.7504e+00,-6.7905e+04
-2.6161e-01,-8.5719e-01,-1.0202e+00,-1.2511e+00,7.3520e-01,1.5647e+00,1.6719e+00,-7.8386e+04
-2.4523e-01,-9.3491e-01,-1.9286e+00,-6.2191e-01,-3.5284e-01,4.6859e-01,1.9317e+00,-1.0880e+04
-1.6779e-01,-1.0028e-01,-2.0697e+00,-1.7315e+00,-7.2529e-01,1.1181e+00,2.4512e+00,-1.1139e+05
1.8515e-01,-7.6463e-01,-1.4686e+00,-5.5776e-01,2.5642e-01,1.5013e+00,1.7687e+00,-1.8280e+03
1.4210e-01,-8.7439e-01,-7.7241e-01,-1.1993e+00,-8.1367e-01,1.4110e+00,1.2598e+00,-9.2428e+04
-2.2638e-01,-9.6566e-01,-1.2091e+00,8.5563e-02,-7.7460e-01,6.7065e-01,2.0495e+00,-6.1818e+04
-5.9881e-02,-4.0981e-01,-1.6450e+00,-1.1646e+00,3.3577e-01,3.6555e-01,1.7508e+00,-9.7123e+04
2.1880e-01,-3.1176e-01,-1.9551e+00,-3.9493e-01,-6.6626e-01,1.7891e+00,1.2471e+00,-2.8385e+04
1.1124e-01,-2.4093e-01,-1.8346e+00,-8.5094e-01,6.7091e-01,7.4836e-01,2.3537e+00,-7.0573e+04
-1.2039e-01,-9.6170e-01,-1.3155e+00,-8.0462e-01,-7.0126e-01,2.7017e-01,2.3086e+00,-1.1347e+05
6.6506e-02,-7.0371e-01,-2.1799e+00,-1.5474e+00,-3.8643e-01,1.5780e+00,1.0019e+00,-7.2816e+04
-2.2288e-01,-6.8554e-01,-1.4060e+00,-1.5970e+00,2.6603e-01,6.0291e-01,2.1690e+00,-6.2957e+04
4.6778e-02,-8.0221e-01,-1.8430e+00,-1.7102e+00,1.2489e-01,8.5417e-01,1.5755e+00,-1.0981e+05
-3.7040e-02,-1.2158e-02,-1.4339e+00,-1.3029e+00,7.1325e-01,6.3236e-01,2.5168e+00,-1.1621e+05
-1.1796e-01,-3.3264e-01,-1.6869e+00,-1.5613e+00,1.1992e-02,1.7478e+00,9.4391e-01,-1.9571e+04
1.6645e-01,-8.3307e-01,-8.0582e-01,-1.0774e+00,2.9685e-01,7.8034e-01,1.5752e+00,-1.0654e+05
1.1263e-01,-3.6080e-01,-7.9477e-01,-2.9812e-01,-1.6400e-01,1.5585e+00,2.1628e+00,-4.8763e+04
9.7751e-02,-4.6648e-02,-2.5862e+00,-1.3193e+00,1.3933e-01,7.1280e-01,1.9896e+00,-8.8050e+04
5.4201e-02,-6.3079e-01,-1.3278e+00,-1.8502e-01,-2.4963e-01,4.9315e-01,2.1881e+00,-3.1483e+04
1.3441e-01,-5.8152e-01,-1.4220e+00,-1.1267e+00,-8.5502e-01,1.9462e+00,1.6390e+00,-5.1720e+04
1.3832e-01,-3.2100e-01,-1.4336e+00,-6.2311e-01,-1.0039e+00,1.2998e+00,1.5257e+00,-1.1464e+05
-3.6367e-01,-2.7628e-01,-1.4985e+00,-9.5176e-01,3.8854e-01,1.3705e+00,2.2934e+00,-1.1395e+05
-4.8609e-01,-1.1008e-01,-1.2859e+00,-1.0535e+00,1.9645e-01,1.4570e+00,2.2693e+00,-1.0456e+05
-3.5707e-01,-4.1633e-01,-2.5948e+00,-1.5479e+00,-3.4471e-01,6.5579e-01,2.2610e+00,-8.2007e+04
1.1801e-01,-3.9147e-01,-1.3233e+00,-1.0212e+00,5.4402e-01,9.8559e-01,1.9260e+00,-3.6548e+04
2.0395e-01,-8.2291e-01,-2.6577e+00,-9.7147e-01,5.8215e-02,1.3901e+00,2.1189e+00,-4.1999e+04
-1.0833e-02,-4.4850e-01,-1.3643e+00,-1.0585e+00,-3.0996e-01,1.0555e+00,1.6659e+00,-1.0160e+05
-1.2039e-01,-6.1824e-01,-1.8548e+00,-1.7640e-01,-1.1080e+00,1.3598e+00,2.0891e+00,-5.2414e+04
-3.2359e-01,-3.1430e-01,-8.0970e-01,-3.6538e-01,-8.6325e-01,4.5742e-01,1.6382e+00,-1.0742e+05
-3.5675e-01,-3.1941e-01,-2.3981e+00,1.8236e-02,-8.4757e-02,1.2566e+00,1.6789e+00,-4.3582e+04
-1.7269e-01,-6.0399e-01,-2.6755e+00,-1.4499e+00,-1.9198e-01,1.2501e+00,1.3332e+00,-1.0331e+05
-3.6030e-01,-5.2988e-01,-9.1959e-01,-5.4881e-01,-6.8828e-01,1.1710e+00,2.0642e+00,-4.6928e+04
-1.6533e-01,-9.6886e-01,-9.6067e-01,-5.0918e-01,-4.7368e-02,1.4351e+00,1.2650e+00,-6.9627e+04
-4.9647e-02,-6.7317e-01,-1.9759e+00,-5.7937e-01,-6.6488e-01,9.5208e-01,1.8384e+00,-3.9053e+04
-6.9927e-02,-8.0533e-01,-1.8599e+00,-1.4291e+00,-9.9886e-01,1.8388e+00,1.3764e+00,-5.1021e+04
-3.1750e-01,-3.4971e-01,-2.0190e+00,-1.3898e+00,-1.6517e-01,1.0091e+00,1.6657e+00,-8.7303e+04
-3.3694e-01,-6.0773e-01,-2.3383e+00,-9.1337e-01,7.4755e-01,2.5296e-01,1.9993e+00,-3.1957e+04
-3.7862e-01,-5.3671e-02,-8.4146e-01,-2.6339e-01,1.1601e-01,1.3175e+00,2.2731e+00,-8.3732e+04
1.5789e-01,-6.2907e-01,-2.6050e+00,-5.7623e-01,-2.9887e-01,7.6994e-01,2.1256e+00,-2.0909e+04
-9.6490e-03,-6.5349e-01,-2.6441e+00,-2.4390e-02,1.8056e-01,8.1130e-01,1.8519e+00,-2.6276e+04
-1.0577e-01,-3.1164e-01,-2.7591e+00,-8.0538e-01,-3.9979e-01,1.6464e+00,2.2316e+00,-9.4513e+04
2.7397e-02,-7.1714e-01,-2.2306e+00,-1.1531e+00,-6.1946e-01,1.2173e+00,1.4231e+00,-1.1022e+05
2.0137e-01,-3.2065e-01,-1.1328e+00,-1.4892e+00,3.1402e-01,1.1075e+00,1.8832e+00,-7.7900e+04
1.6059e-01,-2.7700e-01,-1.6635e+00,1.0130e-01,-8.4879e-01,1.5001e+00,2.0765e+00,-1.8145e+04
-4.9263e-01,-6.3285e-01,-1.2711e+00,-1.3467e+00,-8.7645e-01,3.9286e-01,1.7276e+00,-7.6143e+04
-5.4016e-02,-5.3123e-02,-8.3298e-01,-1.6668e-01,6.6736e-01,1.0303e+00,9.8541e-01,-1.1447e+05
1.6280e-01,-4.2291e-01,-1.7159e+00,-4.4664e-01,-6.0407e-01,2.0650e+00,9.6183e-01,-4.9614e+04
-3.4901e-01,-7.0808e-01,-2.4461e+00,-7.6584e-01,1.6755e-01,9.3542e-01,2.1576e+00,-8.8230e+04
-6.0841e-02,-1.5103e-01,-1.7198e+00,-1.1049e-01,-8.8032e-02,2.0036e+00,1.2226e+00,-3.9269e+04
-4.5863e-01,-6.5109e-02,-2.3364e+00,-1.1917e+00,5.4056e-01,1.6628e+00,2.0798e+00,-8.0671e+04
-2.4869e-02,-7.5546e-01,-9.0400e-01,-1.1807e+00,-8.7271e-01,6.1609e-01,2.3057e+00,-9.2707e+04
-2.1246e-01,-3.5226e-01,-1.4878e+00,-1.2976e+00,6.4985e-01,1.2355e+00,1.5322e+00,-5.9231e+04
1.5123e-01,-9.3837e-01,-1.8637e+00,-4.5829e-01,-8.0452e-01,1.0105e+00,2.2361e+00,-6.4446e+04
-3.2109e-01,-8.7965e-01,-1.0104e+00,-1.4377e+00,-9.4834e-01,1.0257e+00,1.6392e+00,-7.0435e+04
7.2273e-02,-1.0528e-02,-9.6092e-01,2.9515e-02,7.6852e-01,7.4310e-01,2.1656e+00,-8.7214e+03
1.9027e-01,-1.3896e-01,-2.4132e+00,-4.5711e-01,-9.5576e-01,1.7767e+00,2.2820e+00,-7.8997e+04
-3.2871e-01,-2.0679e-01,-9.1431e-01,-1.3257e+00,8.5322e-01,1.7920e+00,1.6002e+00,-5.8621e+04
-4.2280e-01,-4.2476e-01,-2.1338e+00,-4.2530e-02,-9.3003e-01,1.0203e+00,2.1148e+00,-5.4617e+04
9.6626e-03,-3.8909e-01,-1.9768e+00,-4.4847e-01,1.7855e-01,2.0433e+00,1.5991e+00,-8.8499e+04
