"N_scale: 1024, log_Npix: 0","N_scale: 1024, log_Npix: 2","N_scale: 1024, log_Npix: 4","N_scale: 128, log_Npix: 0","N_scale: 128, log_Npix: 2","N_scale: 128, log_Npix: 4","N_scale: 2048, log_Npix: 0","N_scale: 2048, log_Npix: 2","N_scale: 2048, log_Npix: 4","N_scale: 256, log_Npix: 0","N_scale: 256, log_Npix: 2","N_scale: 256, log_Npix: 4","N_scale: 512, log_Npix: 0","N_scale: 512, log_Npix: 2","N_scale: 512, log_Npix: 4"
-2939.310322126352,-811.6629473297526,-279.81129294468616,-246.53506648445273,-10.002018738800768,-4.862494295928768,-2839.4496226929527,-846.5018072420027,-291.4585879154481,-2783.6750831557997,-787.7484090096982,-148.81413089111516,-2554.010920811092,-845.0500400459864,-238.97298266168883
-2864.3749687654986,-875.4588491356155,-282.6671251811828,-205.42330340709336,-74.58429357595331,-3.9427946369058455,-2845.1430651257183,-837.7300902535928,-289.61531611021337,-2873.0344444563634,-1003.8042642145311,-159.6828259980076,-2776.4540002820336,-908.4036994030616,-230.49290483816122
-2959.678262005909,-838.277726499706,-295.7932434510829,-228.00814491450913,-42.15661817639358,-4.8376662843269775,-2865.742663308096,-838.3506715754241,-276.9588000426024,-3237.4117111872315,-1167.6655560641202,-171.3030889356412,-2890.8433949452165,-918.497948438567,-243.9978803062919
-3016.607551240558,-813.0601186921613,-262.461032226023,-215.72824677563682,-74.18268223427678,-5.392347558442121,-2901.4683572398417,-865.5083427480522,-280.52033793082074,-2778.70127737193,-867.5277531589547,-149.03332930093137,-2550.106121794231,-801.7233234272263,-248.1707978012704
-2868.5803206762303,-857.5515915794499,-279.8316234146862,-195.39589403097295,-70.35630189702181,-3.020800440604775,-2768.811281179695,-830.8914219258407,-285.90432093016125,-2832.7444786563715,-977.7305561752883,-272.57854922222197,-3106.063560743932,-832.2283404426851,-239.27854609664567
-3067.37343391282,-852.2102568588405,-254.67558251268792,-199.02986367978042,-60.07640552618808,-4.251239489416904,-2880.1660296099662,-850.1677385050849,-289.1104647186483,-2580.2165740291716,-967.5016992412244,-164.5716634187388,-3074.383942753637,-800.1728993857878,-205.14232463010705
-3104.728190427607,-826.757734891132,-262.8334248869736,-199.10435442320303,-51.80040090826499,-3.908814568565182,-2867.916555751563,-829.8917416180954,-285.58361765078666,-3319.2524371175664,-780.2671463254267,-178.50094015224147,-2761.852445391432,-802.1372629998198,-262.88319167362533
-2541.0044128158497,-842.9572183798339,-262.1489251464561,-195.39589403097295,-64.83289048137978,-3.190912451586709,-2890.955391578613,-853.0625705749258,-285.5372155477877,-2650.841030161462,-1191.5496811179055,-193.6861956395745,-2513.959719923893,-872.7659904129753,-289.9029141922592
-2961.249189741459,-848.6001532046272,-282.48205095206225,-191.84411218320733,-50.26065114500153,-2.4899311821308947,-2755.8461499213595,-861.0040359294305,-285.3649275222083,-3107.9467719128907,-1129.0855930945102,-132.22970940121888,-2968.52322928317,-791.972788080918,-239.83330723973393
-2833.305229993509,-823.6607123135504,-297.8498820804089,-190.1697117637276,-22.947473496151858,-4.012715702988369,-2847.5057048338876,-841.6188449929681,-285.6189168080984,-3237.5838697008867,-1406.9757543333953,-150.2223625060864,-2817.9359195748525,-810.7890762755075,-187.2671573321976
-2953.388359720531,-904.6824724258084,-253.03614614184622,-248.2509774403502,-66.72451283305796,-3.545557413564726,-2785.0728388208386,-852.4111016548324,-278.5526571585977,-2876.7273470562427,-1034.1854425550112,-141.89013652799534,-3030.2734970891943,-789.4728934619764,-239.4862377862355
-2977.8321675928146,-922.6764110262483,-265.6044519148481,-195.39589403097295,-54.41313627064052,-3.6171162974928563,-2957.3639343220534,-840.2119763547562,-286.0829698778351,-3373.272295840281,-866.4794957760766,-211.46650417563205,-2683.088939257126,-842.6351520727314,-291.2209521606841
-2966.86940931782,-869.5836977373632,-254.1968040619719,-197.7026331312429,-61.159530323639885,-4.569834027275869,-3069.2755515842864,-825.215573471901,-275.3898686688928,-3094.819885773382,-883.0721095434053,-169.23502763673648,-3329.816351751627,-820.2738174330617,-297.6465830041946
-3125.453162724777,-862.1593666359244,-251.31573968390774,-248.2509774403502,-52.859261259277986,-3.6564349129987015,-2853.4676180686156,-839.4222962424388,-302.66221443954186,-3410.2026028910727,-927.2651184189683,-185.69072600610943,-2836.6536689302548,-839.9621107409221,-257.3995358763509
-2871.8017130288044,-814.4167838257322,-280.87861708119385,-243.22235055712878,-58.4315120106557,-3.414336464727999,-2957.9654338075443,-840.7591822519739,-291.5029760789404,-3035.4854630622945,-802.3535191257213,-183.58601147444205,-2615.955706120672,-822.8432887234193,-232.6712609375782
-2976.839156924562,-813.6188258251121,-251.67818344480833,-154.8528533771832,-12.21600711840775,-6.16521638898086,-2876.751308054395,-822.6397098916746,-278.26056635232135,-3296.791492178563,-828.5604530264235,-117.30078049104085,-2874.3804476229234,-888.5409689010293,-221.47593862217258
-3034.96226391735,-823.285773926282,-270.0495301720134,-195.39589403097295,-45.07338431485588,-5.361018002699824,-2863.2657203751246,-846.1484601239683,-278.9425816328745,-2871.4347282847802,-1220.327620066557,-182.76093850621106,-2536.9920710824667,-865.6155549445847,-242.17199568137977
-2888.6313921873407,-836.6934594372916,-315.00835940461315,-249.1054848107527,-73.28169817854803,-4.315016696967115,-2837.123368300147,-848.1750528983847,-282.240752832296,-3176.2021458021977,-930.2865607808288,-150.79838603144407,-2728.829658993022,-803.5493526124859,-282.481311844014
-2714.286001828463,-858.2108859134819,-287.89907125830206,-409.0350642278468,-8.796904446917491,-6.397124933659649,-2843.9437927189247,-823.1527028873386,-302.692231706946,-2803.673035005649,-994.5798829589063,-199.4910239501855,-2785.1255556405063,-806.9861378494521,-218.75385017653647
-2877.104290491954,-844.5737287356812,-279.5102139814945,-206.77549419734407,-74.88430946096108,-3.6405182249073067,-2994.4918190221065,-844.5595727914565,-266.9152241864673,-3066.090634958361,-920.9733632960767,-139.52337882861588,-3125.8268634790434,-813.0815551710159,-223.57695805221894
-2906.2866178587096,-848.7934724067559,-295.438346953656,-250.5272391981363,-64.32099771409455,-7.003247987243175,-2969.8877673472557,-830.7937209553694,-293.147459919383,-3316.2123420421613,-1034.3875285863205,-139.90699514192332,-2742.9668269809363,-877.7538699179189,-267.0929161846555
-3029.0655385558985,-843.4536361765868,-276.22610194995207,-231.2192045349649,-24.18427828773305,-4.233432649461772,-2823.9281499892472,-866.9656077333559,-282.2992531026567,-2830.3836515654266,-1164.4510192194505,-172.40489243021722,-3094.3752811201725,-919.4573541507315,-209.40810706062084
-2671.4462139013626,-869.9775481024611,-262.4233339273368,-188.77243149714576,-59.66758335007479,-2.8389759980429985,-2930.1438515487157,-842.7142131588228,-296.358790628042,-2736.289625883283,-1017.5204462111127,-162.74159747505712,-2987.6093797837434,-812.0393484906023,-264.32846146996513
-2860.0335594685807,-864.4791957438624,-307.1716549427187,-195.39589403097295,-23.17125688778276,-5.075466401852123,-3021.212809267463,-854.6768798622129,-284.64500656710266,-3328.846208583057,-971.1394370379572,-166.52972911191662,-3022.9376051722707,-926.4069039894376,-270.2594014938778
-2752.185023117471,-838.8291319892651,-257.9477543190234,-200.63218211404185,-68.46607691079521,-2.589584549088256,-2947.9305121594216,-844.62927240748,-270.0099431272848,-3504.08334863822,-827.6091071509572,-124.8658582975161,-2784.4957799648264,-792.4215386801553,-311.1856654472102
-2994.74122287713,-832.2059545878487,-266.7944621061364,-195.39589403097295,-69.6200594162817,-4.395190800354466,-2921.3713261087137,-854.188920041073,-288.5301783196511,-3306.9374655229085,-926.3183625013799,-235.58159682045857,-2594.4669876706594,-796.4482808920352,-199.71270367868945
-3091.4471560426687,-861.6915927704752,-287.90017148168914,-205.68908470663476,-53.25375783015997,-2.900701302434779,-2927.538697128466,-845.2491263196318,-285.20447345785715,-3273.243157539038,-911.5744449858194,-113.86974060808862,-2630.4272541694663,-839.5430634009302,-235.4176856523272
-2965.4351152437125,-862.1705140267225,-292.20418811577366,-213.59964723348804,-60.03586877639543,-7.598342501407272,-2899.2012421924,-842.3465566106842,-284.8673779530723,-2806.605663002945,-816.2720145273038,-140.21346647791282,-2449.6334757428986,-789.624512390983,-286.2310106470964
-3042.9659238487484,-818.6642521094363,-272.74524109423356,-237.05922634173703,-53.01671657218306,-6.791398086513822,-2965.100002499074,-840.5325838822977,-289.40111897996866,-2611.1846050935633,-1045.9972390727007,-188.0677964795581,-2842.1959754648283,-762.1495446290078,-235.85300126293464
-2927.0828468638038,-857.0372081368649,-274.5288753907414,-258.4424722006191,-16.520707284792625,-3.2689371699513963,-2803.503480923497,-851.6150529084543,-288.28665640921105,-3047.4940453287686,-1050.4856572424173,-167.97025830869313,-2980.2560874040896,-788.3539569992072,-231.19355071923542
-2915.3698281322363,-842.6614651118816,-261.72940247202644,-212.0524878487707,-20.230432365206543,-3.5054388983560116,-3049.7805253764077,-841.9398734408899,-290.31864656568,-3072.727384688302,-1214.5973801023547,-189.19819240077797,-2523.8509980731515,-803.1756540724875,-311.0464845254389
-2619.28009201883,-842.7556480159757,-258.71914187207153,-235.13196173432746,-26.660886185934046,-3.1879495606020747,-2912.3316747293566,-846.6729751830254,-276.1786941153768,-2900.8464641586033,-995.7336393191594,-190.13535829535004,-2818.3608374754276,-887.5386665499936,-253.66148195326656
-2687.812144560653,-821.1009980544519,-256.56143609302563,-205.02292105162883,-24.82846872777164,-2.8892673376178832,-2795.0665733910805,-821.7574937092035,-275.5715827235431,-3131.9025548340664,-1050.2032841765574,-199.27980884202213,-2902.655454977305,-812.809125440884,-262.4810119816622
-2745.5881728198337,-823.70992835249,-315.8171932856132,-205.96135800134016,-7.096772732783991,-7.6118431473939765,-2850.148561400876,-861.882766977294,-287.3159009414767,-2929.4416900982224,-897.3579648128286,-185.96985937749014,-2981.0449734201484,-852.9641803855008,-236.9029115599423
-3179.5705110263407,-895.996359658177,-277.969334554659,-207.4584170275724,-65.13098243787228,-5.210573378780961,-2814.4495587075508,-832.238600280429,-290.63727719445467,-3248.8503516069977,-1144.9884664115477,-125.1717284286519,-2704.1927373175763,-834.5248135381538,-259.8351834395856
-2864.2002331974663,-870.7408792038459,-265.3350458992304,-389.28681257788946,-65.73157321764725,-3.7460104061841877,-2798.4555960098596,-833.6915459557435,-291.7679129311286,-2850.1362311584985,-988.7319068914113,-119.69660642154071,-3053.5827381382733,-761.825454984162,-235.0097857589333
-2889.513866871412,-821.8928430383039,-284.98297940771613,-209.77230342267944,-5.724491139008974,-5.743646169015891,-2816.1845528616136,-838.9372369414206,-255.77639905746798,-3218.5742833696518,-1200.0055489703936,-219.16528714716745,-2976.9854960666976,-805.7011103307449,-233.6738198568592
-3018.637663897034,-881.3054131603985,-274.20089721760155,-207.47878162213513,-48.98216360041546,-3.1240537083839377,-2848.7563233587257,-833.6109484053566,-266.2124131512958,-3227.5474232264824,-1057.168572703203,-236.71946612919066,-2623.3835635728133,-754.0651808486681,-248.42668906329837
-2813.864861887221,-831.3281575756287,-280.08541613988046,-183.54804442379094,-7.925548798129239,-3.426755685160175,-2870.2504731278505,-842.7950297221685,-308.7460855809837,-2571.7543104774163,-880.5073402041754,-130.10278993323172,-2731.959111979261,-839.3148902422281,-251.74009367966374
-2882.7236427588364,-829.5005870027125,-290.5858227463419,-195.39589403097295,-18.474248623180376,-3.9831641556469966,-2813.5384876761295,-830.5306728639979,-278.9397134715667,-2995.844159133963,-1248.7508975203245,-131.16112064228565,-2552.355469978522,-808.873692598413,-232.10677286891024
-3036.956277231031,-861.2998584699022,-266.4086785153234,-188.55073375725647,-5.724491139008974,-4.865906041803601,-2852.0617067424932,-834.5371396608473,-300.6009175137874,-2487.1864907502445,-1001.6778805995207,-141.83234604909205,-3091.2960425234132,-826.393994551218,-237.72906561739723
-2671.3975529508575,-844.923314453626,-254.33724564037325,-200.3291891551968,-5.724491139008974,-4.264866639085587,-2875.459287367829,-839.0656420742432,-261.3658432696682,-4008.6004374856857,-1114.8303422614808,-197.52918256011876,-2585.6131670119285,-850.2527594757663,-204.19174973434403
-2666.347129970455,-859.7858336114431,-265.2413432055793,-249.51433607361966,-27.083914071669632,-3.936011841687329,-3039.363556563065,-840.4355678864172,-298.34837228805645,-2873.424650620257,-987.7701841742437,-194.33659966979755,-2846.2425368178265,-800.5833602127996,-243.3648028616503
-3038.841577045898,-821.8861118647167,-297.97194876042033,-203.40237243491543,-42.26877761960822,-5.529202879346116,-2845.3139923604704,-849.443920889206,-278.484224711316,-2700.810940944764,-972.1355681419225,-179.1775581797932,-2892.367540305793,-910.2629627600738,-331.13527879721903
-2988.7745415803042,-880.8178675217215,-283.9353700845179,-169.0742965824484,-64.46391462330403,-2.940629688121363,-2820.593035152473,-830.5207459136085,-282.7883593686576,-2981.0977684742365,-1117.318820795695,-211.15308929232867,-2803.3378011993696,-777.1849058129706,-207.47511283506122
-2826.532002804546,-798.6060202837314,-256.6022723157087,-162.1138237120304,-7.925548798129239,-2.393643695771086,-2840.492253383713,-841.9007387757528,-289.3218879065939,-3295.3703624873524,-1017.8350192242464,-191.63355329844018,-2738.3150968302093,-787.2987903703968,-267.7470889477924
-2839.0731521158814,-827.245752400454,-279.1905768908549,-195.39589403097295,-7.618471393763867,-3.647305206510151,-2965.6683887972454,-851.3955666355682,-277.27801259715284,-3099.1127716049214,-1086.502819126892,-163.9661530393437,-2931.315582887308,-792.1852870398703,-214.71098439407217
-2761.259690560549,-820.7869769301662,-304.2367265887677,-200.15479852172814,-8.395459833179638,-3.685167801629406,-2930.3014038988586,-829.5370451414714,-286.3335198392995,-2816.5181771613575,-1041.412017243976,-143.6887857014665,-2786.6580655114035,-858.5190902630735,-241.89625576665415
-3080.9470170280215,-830.8067734369338,-288.2351143794766,-410.6441241632579,-59.91095011998137,-3.556906249006081,-2853.5828514160753,-823.4865320717906,-286.1787459255652,-2850.8039892085394,-914.1573457900371,-132.12786118722897,-3214.1310069935225,-872.7253621096307,-243.37789849906844
-3119.304480000254,-849.9363328858798,-272.3821188881525,-193.5934158855549,-8.395459833179638,-3.936599692262597,-2988.7870060361047,-852.5711011675915,-289.79046480462296,-2888.586042407587,-1173.4255958300532,-147.57853910765155,-2550.9090605524398,-817.2184558998766,-222.73463925522145
-2719.0750207399597,-818.0568066204312,-245.17241321536451,-199.78296789311466,-21.833336316511378,-2.6631170188515276,-2885.3614524767413,-855.4283397085972,-306.8846698720473,-3222.387958235831,-893.067565978108,-176.82757483656457,-2982.49485746168,-789.1020859143607,-253.58211127385522
-2699.0913356631427,-898.3325133678505,-300.9667271633393,-208.81032091206612,-57.941692476973145,-3.7305760295381143,-2862.454293462203,-865.2675818406385,-273.56436269438376,-3215.549260224915,-1003.7764344366963,-160.67631289959292,-2615.2595455053734,-788.3375122121224,-228.60989195500207
-2764.435183359246,-828.2047012992659,-299.67531771361956,-214.83800482254534,-8.776022993935374,-4.958492586613381,-2841.689426051168,-858.9783126129433,-267.2023990598772,-2826.404230827669,-981.8323341106527,-190.65731363075187,-2630.570267742705,-802.1087543217058,-243.54376032337032
-2684.6922349357437,-845.3195147053767,-265.2005681210043,-183.85494232449545,-41.82020315620205,-3.9929677397480963,-2848.8941909346336,-852.0331832011409,-289.96162916526987,-2793.3870302534037,-917.0016672489007,-201.7449800906352,-2861.392641895431,-885.542877224501,-203.2389988212296
-3077.4015429264973,-826.6018718335903,-264.32123042601035,-187.9379116673557,-42.974818420648376,-3.895554114445297,-2843.390102179088,-841.587285910386,-276.19363791875395,-3156.9581896103437,-892.8209246929434,-198.3280867494475,-2925.782708608697,-808.9577595251873,-203.5622531749599
-2893.6114452561606,-896.399754986955,-294.1730880630139,-256.97259940609473,-5.724491139008974,-4.65260930688118,-2759.606799746079,-833.4905583623106,-282.87693589550764,-3066.228139374459,-1037.4514844616426,-193.1838557483001,-2887.8797561243114,-903.7584938271152,-259.39203327399497
-3194.475396017584,-833.2684942270831,-277.26229159961133,-186.4154889017724,-60.10563043875389,-2.732905667198688,-2796.6398862219935,-840.8920604775341,-295.5341547229624,-2889.882486788622,-990.8872620064632,-126.32269299739089,-2864.9516778766892,-843.8318588880061,-227.97274361646905
-2878.282221675923,-875.2603148849305,-280.9198604828042,-198.15195106749957,-16.075849626570424,-3.2348725483337177,-2873.110715055958,-849.5177952764453,-296.68030938347874,-2584.000767794329,-912.0280544358603,-179.60947098546066,-3185.939093146042,-772.1155849102807,-248.1587428586053
-2724.2731261101803,-806.3329773098072,-278.6200523721327,-196.45972435588402,-47.2685389000762,-3.7891035323803965,-2939.6568954836875,-847.8892405686585,-293.5193189878252,-2674.9024283742588,-920.4733442143842,-136.33400589591378,-2785.726085494788,-774.7210087094797,-208.29916249450102
-2968.830528127125,-837.411687623072,-281.5369334242432,-195.39589403097295,-7.458506939666118,-3.413158348885612,-2879.275905876124,-844.6723254901981,-279.58082838264943,-2400.5703073664704,-1016.3464654143794,-182.51652303658267,-3092.139041806741,-806.1822723414235,-215.3230612448375
-2901.459614979128,-833.3612067428762,-268.1005493278879,-195.39589403097295,-70.77196523547875,-3.265989824816244,-2898.0619795810885,-810.6367834692595,-273.66807851379656,-3135.237890080358,-882.6926837878453,-160.23235117282044,-2883.7087961350608,-850.0486829128087,-249.833427836026
-2735.1282038832314,-824.2426511308038,-303.74116643776125,-186.52695773994478,-52.84138438680816,-3.5967087696338633,-2899.0568595989153,-851.7055699728702,-292.62799968646544,-3251.414385381536,-897.6250135434389,-209.12514814238037,-3105.207322284697,-763.783971419807,-278.33192610335243
-3045.494559559355,-833.8642660438534,-268.7210200649402,-203.52517634184034,-9.628031566957528,-3.944445672895248,-2981.336462676023,-857.0368273579804,-267.1499939374341,-3595.508292808653,-1046.0819881605667,-161.3560076146086,-3068.6684466819793,-822.7572152326466,-239.60573236227899
-3042.370333289091,-803.1476889111964,-275.8917844755378,-195.06238233985147,-11.709404116363828,-4.184167508712852,-2775.690176444173,-864.4413210562741,-276.5711694093858,-3619.5793887936925,-932.4019859044041,-202.08680891049363,-3043.439864146511,-885.5473035688045,-244.0424746827895
-2976.415402697418,-832.7587547209799,-252.9517965955957,-204.60605778936144,-5.724491139008974,-4.620520574479639,-2823.5682743193565,-831.5687568972786,-272.21211827989686,-2866.6898115691274,-996.684072063707,-169.64901748015117,-3112.554092931775,-842.1494032055177,-284.4457636281575
-2962.5663779950423,-825.4700597603039,-275.6503841769789,-220.14625789627527,-64.47181844827925,-4.147157262487441,-2911.9276395913093,-835.0663520163165,-282.48492631361154,-3118.6399587108795,-984.6664183516343,-199.21503034042718,-2717.5423188072987,-883.4081694076023,-223.7098379043045
-2833.185154989841,-858.8093192721369,-280.7547476686353,-158.9351543076942,-35.263261176126946,-5.2657969097549415,-2876.3324545102546,-831.6121216225278,-295.7790095303977,-2760.9616919033338,-810.4982474215284,-180.00197080913787,-2570.8045562941506,-842.208134454328,-235.9264877837167
-2851.686313055958,-882.6282642772078,-284.7063505314091,-190.35362965129738,-5.724491139008974,-4.33716694570162,-2862.806388220947,-847.8631083252016,-284.02796818840926,-3158.2380738584243,-1054.9368020905183,-154.94646392031945,-2991.894825613296,-804.7040936016109,-251.36076944421194
-2751.7823179814272,-834.6889194835528,-287.5294476876943,-232.618222234701,-21.850631361839508,-3.6783874561447902,-2861.144048459844,-846.4658787897132,-292.43256585060294,-3255.6203911836474,-956.1197637497947,-161.16685590020276,-2689.9034037215247,-769.229553131669,-223.83892086575997
-3133.522219692784,-847.8511780427039,-268.8501288991867,-201.60751599329456,-67.44743665133697,-2.945794372367138,-2727.3200049839893,-827.9603458305064,-275.0871054758411,-3557.7175187653756,-844.2867477557044,-159.82170853074723,-2778.910495799902,-806.7762517155785,-275.6177856909094
-2779.4434922014066,-818.7191266036583,-276.53183651300344,-195.39589403097295,-14.886891806005368,-6.265885273957435,-2805.903789694426,-839.8682063488861,-277.0689496737319,-2519.692901147653,-1160.2670757773467,-155.38880990167954,-2852.5539339707757,-771.0416219779295,-232.3769691661738
-2949.028073873833,-855.7871457701727,-245.69946530887208,-198.6210273963518,-69.27988601395397,-5.42453625298369,-2922.389047698072,-842.1946990005049,-282.5143972612927,-3134.037369529002,-1001.0138395766195,-162.2252030302939,-3362.8918464942362,-809.2843713398945,-242.75550207352978
-2790.1884637936964,-839.8609177894843,-278.0172970546609,-262.35909351529864,-43.266300603150675,-3.6456436133536676,-2872.1661596317554,-826.6979766303388,-283.10693659818367,-3261.992431017508,-940.8518609318351,-151.6797598660566,-2632.5768827935603,-804.7077418293578,-268.1913337591784
-2892.277582727856,-819.6883243901899,-256.1042926607266,-217.5735409066828,-5.724491139008974,-2.0939650019260565,-2813.788560478643,-849.5988987332321,-274.9450014400767,-2862.8828658556395,-875.6788123845749,-198.21879035156388,-2836.680701013059,-824.0417294237196,-264.63560928285705
-2714.688176813587,-858.3768791564984,-298.3870733386738,-152.69277475023,-5.724491139008974,-3.9184395029449766,-2867.907471674857,-853.5890489543549,-285.15471730892347,-2762.077067834108,-799.5084371600394,-167.46857811026769,-2986.5917889281836,-777.5155978640804,-264.1311165278792
-2773.6142164112525,-838.9196781304636,-261.9831510008748,-195.39589403097295,-39.61906332721268,-3.784254405138906,-2930.766465744427,-849.2845162019673,-292.1239117689926,-3135.655879103919,-1066.3731955767048,-190.68017414186116,-3110.946818822022,-873.1557747811846,-277.7917885843945
-3056.2218851851885,-777.5870314371008,-285.1891326896964,-203.52376190011975,-58.81381095276593,-3.524620756621177,-2799.305836532477,-833.086685695124,-295.46197984379035,-2568.7924148910406,-955.9686383863701,-169.16105972734647,-3173.4801966103287,-822.9677932843194,-250.6018257490102
-2866.463073567979,-846.4869117119215,-278.4481533909217,-193.03228514839634,-21.93630435288352,-3.9124231784737997,-2792.0064520600813,-849.6786520001488,-287.3004669778376,-3102.123477151279,-1067.9454261766696,-195.89518921928362,-3012.447245075412,-922.3423800999174,-237.7252876206921
-2961.157075916698,-868.1066454406332,-253.0724527725022,-265.84071909159576,-53.17687710300966,-3.4026858509467064,-2841.3475704244943,-852.4156660562968,-288.33565553251526,-3317.5792538949313,-985.5984351689564,-208.29112351033638,-3055.7926480013334,-773.6628230791879,-234.68760646752307
-3098.111205322156,-850.78496603265,-256.6014784017894,-196.6206969552202,-15.562196287433487,-4.27706634570307,-2890.837388851977,-826.4231802765356,-268.3906989803053,-2844.7017054101198,-914.3241944973223,-127.2612080784375,-2614.3395400151326,-829.3519469893425,-276.8845831132712
-3001.2157152579703,-824.078800267274,-253.2440028095115,-188.1634733757172,-12.21600711840775,-2.8081145787210424,-2800.663278967042,-846.007182644451,-277.3867636617653,-3382.1085352734553,-924.7093681760468,-147.94593244937016,-2739.3345281064944,-912.243814366274,-276.9787855088856
-2918.8562778499845,-815.0705462030343,-289.58744166930546,-259.9127882644608,-39.707891182356,-4.012008263731369,-2798.5383312111517,-830.5375252119019,-278.9673129344361,-3108.513887832851,-899.1569996449365,-152.13561391430946,-2979.555562056673,-817.7623342702877,-193.40881706254606
-2835.559665568863,-851.0029851962594,-265.52207542110835,-191.71578183036965,-15.080471471525886,-2.97757679030403,-2847.0293886561803,-826.5206426866403,-283.1290301647437,-3313.501420192871,-991.9690533021407,-173.76775914377004,-2714.651640627111,-838.279680048743,-288.6529057100269
-2718.987227597919,-857.9756438172241,-285.89137642268,-246.67834919733838,-5.724491139008974,-2.536374673556169,-2854.153962152144,-875.3959120625415,-293.4963964473482,-3069.3056200415745,-856.3507619669375,-152.40998795901666,-2770.9437877189166,-810.0146552687085,-244.6419735796778
-2880.526438990913,-844.3800730917251,-268.37504943231386,-195.39589403097295,-72.53772220920364,-4.807539589466834,-2812.0531437068244,-847.8121508577258,-280.64356982094546,-2726.38341661829,-866.6089622301331,-168.216220909724,-2680.4913441977073,-860.0486609947757,-218.1115254830824
-2801.303894023779,-850.5027980302773,-254.5955936531346,-198.44379917838975,-5.724491139008974,-4.508092526356623,-2926.4968878323166,-840.434000812128,-293.5162674445609,-3337.436805385838,-950.4139837623408,-124.36751899071115,-2776.02847435062,-836.3866128420193,-226.36172467074832
