niter,nc,eff,logl,logwt,logvol,logz,logzerr,h,delta_logz,time_elapsed,logfeh,logdust_med,logNpix,tau,dmod
7.3000e+01,2.0000e+00,1.2586e+01,-1.3605e+05,-1.3606e+05,-1.4585e-01,-1.3606e+05,1.1871e-01,7.0536e+00,1.3314e+05,7.2361e+01,-9.5817e-01,-1.1400e+00,5.4169e+00,4.2631e+00,2.9576e+01
7.4000e+01,1.0000e+00,1.2737e+01,-1.3604e+05,-1.3605e+05,-1.4785e-01,-1.3605e+05,1.1873e-01,7.0555e+00,1.3309e+05,7.3348e+01,-3.3204e-01,-5.3959e-01,5.3933e+00,2.9128e+00,2.9667e+01
7.5000e+01,1.0000e+00,1.2887e+01,-1.3600e+05,-1.3600e+05,-1.4985e-01,-1.3600e+05,1.1875e-01,7.0576e+00,1.3308e+05,7.4333e+01,-1.9701e-01,-1.0850e+00,5.5543e+00,4.1586e+00,2.8784e+01
7.6000e+01,1.0000e+00,1.3036e+01,-1.3587e+05,-1.3588e+05,-1.5185e-01,-1.3588e+05,1.1876e-01,7.0596e+00,1.3304e+05,7.5333e+01,-3.5656e-01,-9.2042e-01,5.3041e+00,2.0242e+00,3.0589e+01
7.7000e+01,2.0000e+00,1.3162e+01,-1.3586e+05,-1.3586e+05,-1.5385e-01,-1.3586e+05,1.1878e-01,7.0611e+00,1.3291e+05,7.7135e+01,-2.0991e-01,-1.0554e+00,5.6445e+00,6.4473e+00,2.8068e+01
7.8000e+01,1.0000e+00,1.3311e+01,-1.3583e+05,-1.3584e+05,-1.5584e-01,-1.3584e+05,1.1880e-01,7.0636e+00,1.3290e+05,7.8128e+01,4.2423e-01,-8.7176e-01,4.9208e+00,2.1629e+00,2.8504e+01
7.9000e+01,1.0000e+00,1.3458e+01,-1.3574e+05,-1.3575e+05,-1.5784e-01,-1.3575e+05,1.1882e-01,7.0656e+00,1.3287e+05,7.9139e+01,-9.6544e-01,-1.2390e+00,5.0597e+00,1.4679e+00,3.0017e+01
8.0000e+01,1.0000e+00,1.3605e+01,-1.3556e+05,-1.3557e+05,-1.5984e-01,-1.3557e+05,1.1883e-01,7.0676e+00,1.3279e+05,8.0195e+01,1.3621e-01,-5.1748e-01,5.4042e+00,3.5054e+00,2.9006e+01
8.1000e+01,1.0000e+00,1.3752e+01,-1.3545e+05,-1.3546e+05,-1.6184e-01,-1.3546e+05,1.1885e-01,7.0696e+00,1.3261e+05,8.1215e+01,4.2785e-02,-6.7302e-01,5.2542e+00,2.7045e+00,2.9523e+01
8.2000e+01,1.0000e+00,1.3898e+01,-1.3534e+05,-1.3535e+05,-1.6384e-01,-1.3535e+05,1.1887e-01,7.0716e+00,1.3249e+05,8.2095e+01,-5.7578e-01,-1.6373e+00,5.6141e+00,3.7342e+00,3.0664e+01
8.3000e+01,2.0000e+00,1.4020e+01,-1.3517e+05,-1.3517e+05,-1.6583e-01,-1.3517e+05,1.1888e-01,7.0736e+00,1.3239e+05,8.3952e+01,4.6710e-01,-1.2909e+00,4.6984e+00,1.5522e+00,2.8299e+01
8.4000e+01,1.0000e+00,1.4165e+01,-1.3515e+05,-1.3516e+05,-1.6783e-01,-1.3516e+05,1.1890e-01,7.0756e+00,1.3221e+05,8.4950e+01,-7.6366e-01,-9.0412e-01,5.9673e+00,7.8195e+00,3.0939e+01
8.5000e+01,1.0000e+00,1.4310e+01,-1.3508e+05,-1.3509e+05,-1.6983e-01,-1.3509e+05,1.1892e-01,7.0776e+00,1.3219e+05,8.5923e+01,-9.2895e-01,-7.3331e-01,4.9970e+00,1.2860e+00,2.9751e+01
8.6000e+01,1.0000e+00,1.4454e+01,-1.3502e+05,-1.3502e+05,-1.7183e-01,-1.3502e+05,1.1893e-01,7.0796e+00,1.3212e+05,8.6790e+01,-7.1257e-01,-1.0425e+00,5.4974e+00,4.7513e+00,2.9741e+01
8.7000e+01,1.0000e+00,1.4597e+01,-1.3499e+05,-1.3499e+05,-1.7383e-01,-1.3499e+05,1.1895e-01,7.0816e+00,1.3206e+05,8.7576e+01,-7.5156e-01,-1.1828e+00,5.6531e+00,7.1469e+00,2.9669e+01
8.8000e+01,1.0000e+00,1.4740e+01,-1.3498e+05,-1.3499e+05,-1.7582e-01,-1.3499e+05,1.1792e-01,6.9597e+00,1.3203e+05,8.8533e+01,-5.5204e-01,-7.0759e-01,5.7174e+00,7.7090e+00,2.8784e+01
8.9000e+01,1.0000e+00,1.4883e+01,-1.3493e+05,-1.3494e+05,-1.7782e-01,-1.3494e+05,1.1898e-01,7.0856e+00,1.3203e+05,8.9288e+01,-8.9517e-01,-6.6823e-01,5.1177e+00,2.2366e+00,3.0168e+01
9.0000e+01,1.0000e+00,1.5025e+01,-1.3485e+05,-1.3485e+05,-1.7982e-01,-1.3485e+05,1.1900e-01,7.0876e+00,1.3197e+05,9.0106e+01,-8.7595e-01,-1.7963e+00,5.7381e+00,8.7321e+00,3.0351e+01
9.1000e+01,1.0000e+00,1.5167e+01,-1.3476e+05,-1.3477e+05,-1.8182e-01,-1.3477e+05,1.1902e-01,7.0896e+00,1.3189e+05,9.1094e+01,-7.8950e-01,-1.4000e+00,5.4813e+00,4.6084e+00,3.0081e+01
9.2000e+01,1.0000e+00,1.5308e+01,-1.3469e+05,-1.3470e+05,-1.8382e-01,-1.3470e+05,1.1903e-01,7.0916e+00,1.3180e+05,9.2043e+01,-2.2933e-02,-1.4042e+00,5.3662e+00,3.2367e+00,2.9704e+01
9.3000e+01,1.0000e+00,1.5449e+01,-1.3469e+05,-1.3469e+05,-1.8581e-01,-1.3469e+05,1.1888e-01,7.0734e+00,1.3174e+05,9.2800e+01,-3.6570e-01,-5.9977e-01,5.9819e+00,5.5236e+00,3.0191e+01
9.4000e+01,1.0000e+00,1.5589e+01,-1.3465e+05,-1.3466e+05,-1.8781e-01,-1.3466e+05,1.1907e-01,7.0956e+00,1.3173e+05,9.3635e+01,2.4263e-01,-6.4245e-01,5.1943e+00,2.7564e+00,2.9416e+01
9.5000e+01,1.0000e+00,1.5728e+01,-1.3455e+05,-1.3455e+05,-1.8981e-01,-1.3455e+05,1.1908e-01,7.0976e+00,1.3169e+05,9.4655e+01,-5.9831e-01,-1.9449e+00,5.4121e+00,3.4046e+00,3.0676e+01
9.6000e+01,1.0000e+00,1.5868e+01,-1.3429e+05,-1.3430e+05,-1.9181e-01,-1.3430e+05,1.1910e-01,7.0996e+00,1.3159e+05,9.5658e+01,-9.1017e-02,-5.5281e-01,5.9028e+00,9.3073e+00,2.8554e+01
9.7000e+01,1.0000e+00,1.6007e+01,-1.3426e+05,-1.3427e+05,-1.9381e-01,-1.3427e+05,1.1912e-01,7.1016e+00,1.3133e+05,9.6635e+01,5.6872e-02,-1.6718e+00,5.7746e+00,4.4772e+00,3.0728e+01
9.8000e+01,1.0000e+00,1.6145e+01,-1.3425e+05,-1.3425e+05,-1.9580e-01,-1.3425e+05,1.1913e-01,7.1035e+00,1.3130e+05,9.7642e+01,-7.7525e-01,-8.8090e-01,5.4930e+00,6.3739e+00,2.9315e+01
9.9000e+01,1.0000e+00,1.6283e+01,-1.3424e+05,-1.3425e+05,-1.9780e-01,-1.3425e+05,1.1897e-01,7.0837e+00,1.3129e+05,9.8593e+01,-9.8598e-01,-1.0081e+00,5.3284e+00,9.2735e+00,2.8328e+01
1.0000e+02,1.0000e+00,1.6420e+01,-1.3423e+05,-1.3423e+05,-1.9980e-01,-1.3423e+05,1.1917e-01,7.1075e+00,1.3128e+05,9.9650e+01,-4.5022e-01,-1.9013e+00,5.3634e+00,5.1726e+00,2.8531e+01
1.0100e+02,1.0000e+00,1.6557e+01,-1.3414e+05,-1.3415e+05,-2.0180e-01,-1.3415e+05,1.1918e-01,7.1096e+00,1.3127e+05,1.0060e+02,-5.0499e-01,-1.0900e+00,5.4665e+00,6.3169e+00,2.8354e+01
1.0200e+02,1.0000e+00,1.6694e+01,-1.3409e+05,-1.3409e+05,-2.0380e-01,-1.3409e+05,1.1920e-01,7.1116e+00,1.3119e+05,1.0155e+02,-9.1346e-01,-1.3243e+00,5.3188e+00,8.3383e+00,2.8200e+01
1.0300e+02,2.0000e+00,1.6803e+01,-1.3405e+05,-1.3406e+05,-2.0579e-01,-1.3406e+05,1.1922e-01,7.1135e+00,1.3113e+05,1.0344e+02,-9.5345e-01,-1.4551e+00,5.1922e+00,4.8081e+00,2.9033e+01
