logfeh,logdust_med,logSFH0,logSFH1,logSFH2,logSFH3,logSFH4,dmod,logl
-9.2415e-01,-1.3070e+00,1.7046e+00,1.4966e+00,1.2724e+00,2.6669e+00,3.2032e+00,2.8212e+01,-9.0361e+02
-8.8626e-01,-1.2143e+00,1.6927e+00,1.2427e+00,2.1638e+00,2.3820e+00,3.1490e+00,2.8106e+01,-9.1878e+02
-7.1167e-01,-1.0147e+00,1.7067e+00,1.7574e+00,9.7172e-01,2.2815e+00,3.2266e+00,2.8073e+01,-8.7527e+02
-8.4435e-01,-1.0686e+00,1.6293e+00,1.7529e+00,1.9264e+00,2.4180e+00,3.1620e+00,2.8109e+01,-9.1901e+02
-7.8501e-01,-1.1752e+00,1.6975e+00,1.0653e+00,9.9985e-01,2.3856e+00,3.2194e+00,2.8031e+01,-9.1427e+02
-8.3286e-01,-1.3470e+00,1.7275e+00,1.0543e+00,2.0145e+00,1.8529e+00,3.3115e+00,2.8172e+01,-9.2300e+02
-8.6249e-01,-1.5350e+00,1.6324e+00,1.7638e+00,1.2030e+00,1.9194e+00,3.3042e+00,2.8174e+01,-8.8436e+02
-7.7909e-01,-1.8440e+00,1.7292e+00,1.1404e+00,7.7326e-01,2.2525e+00,3.3267e+00,2.8199e+01,-9.1466e+02
-8.6642e-01,-1.1128e+00,1.7139e+00,1.7931e+00,6.0165e-01,2.6666e+00,3.2045e+00,2.8263e+01,-9.1371e+02
-8.0033e-01,-1.4587e+00,1.7315e+00,1.6363e+00,1.6525e+00,1.7122e+00,3.3367e+00,2.8242e+01,-8.5734e+02
4.3153e-02,-1.0639e+00,1.7310e+00,1.8832e+00,1.7061e+00,2.9091e+00,3.0048e+00,2.8106e+01,-9.0369e+02
-8.8122e-01,-1.3324e+00,1.7163e+00,4.0848e-01,1.2870e+00,2.6967e+00,3.1586e+00,2.8104e+01,-8.9443e+02
-9.7241e-01,-1.3188e+00,1.7141e+00,1.5195e+00,1.0829e+00,1.8747e+00,3.3514e+00,2.8179e+01,-9.0148e+02
-8.5436e-01,-1.1505e+00,1.7096e+00,8.8942e-01,1.0509e+00,3.0695e+00,2.6981e+00,2.8151e+01,-9.2135e+02
-8.7323e-01,-1.1979e+00,1.6780e+00,1.2772e+00,9.3237e-01,2.3234e+00,3.2530e+00,2.8035e+01,-8.8393e+02
-9.2633e-01,-1.7106e+00,1.6621e+00,1.6091e+00,7.7247e-01,2.1399e+00,3.3252e+00,2.8187e+01,-8.9431e+02
-8.1476e-01,-1.5156e+00,1.7145e+00,4.8334e-01,1.8645e+00,2.3502e+00,3.2370e+00,2.8097e+01,-9.1072e+02
-8.6078e-01,-1.7560e+00,1.7303e+00,2.9124e-01,1.6482e+00,2.1430e+00,3.3400e+00,2.8227e+01,-9.0206e+02
-9.0708e-01,-1.1195e+00,1.7280e+00,1.3590e+00,1.4703e+00,3.0912e+00,2.7806e+00,2.8246e+01,-8.8737e+02
4.1255e-02,-1.1389e+00,1.6078e+00,2.1870e+00,9.9221e-01,2.3397e+00,3.2752e+00,2.8153e+01,-9.2305e+02
-8.5465e-01,-1.7766e+00,1.7239e+00,1.0101e+00,1.7207e+00,2.3719e+00,3.3091e+00,2.8246e+01,-8.7000e+02
-9.3306e-01,-1.4904e+00,1.6687e+00,4.6856e-01,1.3884e+00,2.5609e+00,3.2023e+00,2.8058e+01,-9.0797e+02
-8.0004e-01,-1.0680e+00,1.7036e+00,1.7338e+00,2.0346e+00,1.7205e+00,3.2639e+00,2.8168e+01,-8.6405e+02
-9.3603e-01,-1.9612e+00,1.7017e+00,1.7200e+00,9.2493e-01,2.4815e+00,3.3234e+00,2.8337e+01,-9.1593e+02
-8.2560e-01,-1.3075e+00,1.7230e+00,1.8207e+00,1.7293e+00,2.0693e+00,3.3320e+00,2.8302e+01,-8.9805e+02
-6.9053e-01,-1.1503e+00,1.6788e+00,2.0020e+00,8.7183e-01,2.1918e+00,3.2606e+00,2.8224e+01,-9.2480e+02
-7.0180e-01,-1.5682e+00,1.7260e+00,1.9386e+00,9.5252e-01,2.3162e+00,3.3572e+00,2.8423e+01,-8.8874e+02
-7.3013e-01,-1.7263e+00,1.7249e+00,1.0536e+00,1.8922e+00,2.0581e+00,3.2824e+00,2.8160e+01,-9.2303e+02
-9.2934e-01,-1.0579e+00,1.7024e+00,-1.8588e-01,1.3219e+00,3.0033e+00,2.7874e+00,2.8060e+01,-9.1505e+02
-9.6106e-01,-1.5294e+00,1.7094e+00,9.5326e-01,1.2922e+00,2.1745e+00,3.3375e+00,2.8146e+01,-9.1537e+02
-8.0714e-01,-1.7352e+00,1.6962e+00,1.0136e+00,1.9169e+00,1.7165e+00,3.2929e+00,2.8146e+01,-9.1410e+02
-9.9612e-01,-1.0242e+00,1.7304e+00,1.0519e+00,2.0870e+00,2.5577e+00,3.1879e+00,2.8172e+01,-9.0342e+02
-8.6511e-01,-1.5718e+00,1.6897e+00,-9.3012e-02,1.5673e+00,2.2491e+00,3.2501e+00,2.8028e+01,-9.0274e+02
-8.8967e-01,-1.0482e+00,1.7277e+00,1.2783e+00,5.3508e-01,2.8104e+00,3.1285e+00,2.8134e+01,-8.7153e+02
-8.2935e-01,-1.0397e+00,1.7224e+00,1.6492e+00,1.4682e+00,2.7946e+00,3.0281e+00,2.8127e+01,-8.9966e+02
-9.4510e-01,-1.1970e+00,1.7290e+00,9.9702e-01,1.2992e+00,2.3293e+00,3.2880e+00,2.8089e+01,-8.9292e+02
-8.8379e-01,-1.5388e+00,1.6825e+00,1.1215e+00,1.4738e+00,2.0146e+00,3.3081e+00,2.8123e+01,-8.9912e+02
-8.4429e-01,-1.5049e+00,1.7267e+00,1.1326e+00,4.8608e-01,2.2485e+00,3.3217e+00,2.8136e+01,-9.1908e+02
-9.0993e-01,-1.1990e+00,1.6745e+00,1.3038e+00,2.0549e+00,2.3072e+00,3.1875e+00,2.8058e+01,-8.8508e+02
-8.3578e-01,-1.7420e+00,1.7202e+00,7.6355e-01,1.4484e+00,2.5848e+00,3.2237e+00,2.8160e+01,-8.9334e+02
-7.9818e-01,-1.3658e+00,1.7163e+00,1.2965e+00,4.9496e-01,3.0338e+00,2.8655e+00,2.8217e+01,-9.1446e+02
-1.9050e-02,-1.4405e+00,1.7323e+00,2.0897e+00,1.6961e+00,2.1644e+00,3.3743e+00,2.8322e+01,-9.1371e+02
-8.5319e-01,-1.9781e+00,1.6545e+00,1.7349e+00,1.0701e+00,2.5913e+00,3.2403e+00,2.8248e+01,-9.2464e+02
-8.9575e-01,-1.2001e+00,1.5614e+00,1.9171e+00,6.4841e-01,1.9656e+00,3.2171e+00,2.8004e+01,-8.7039e+02
-8.5157e-01,-1.2380e+00,1.7262e+00,1.7669e+00,4.0119e-01,2.3432e+00,3.3297e+00,2.8271e+01,-8.6935e+02
-8.6635e-01,-1.6834e+00,1.7318e+00,1.5297e+00,1.8124e+00,2.5688e+00,3.3004e+00,2.8363e+01,-8.8825e+02
-8.2076e-01,-1.4869e+00,1.6949e+00,1.3850e+00,1.3902e+00,1.9244e+00,3.2989e+00,2.8113e+01,-8.5500e+02
-9.1279e-01,-1.3485e+00,1.7116e+00,2.1955e-01,1.8745e+00,2.1300e+00,3.2645e+00,2.8090e+01,-9.0426e+02
-8.6737e-01,-1.4157e+00,1.6914e+00,1.5871e+00,1.3500e+00,1.9634e+00,3.3130e+00,2.8177e+01,-8.7356e+02
1.8227e-01,-1.0112e+00,1.6291e+00,2.2595e+00,1.3939e+00,2.7290e+00,3.1365e+00,2.8148e+01,-8.8769e+02
