niter,nc,eff,logl,logwt,logvol,logz,logzerr,h,delta_logz,time_elapsed,logfeh,logdust_med,logSFH0,logSFH1,logSFH2,logSFH3,logSFH4
4.0000e+01,1.0000e+00,9.0703e+00,-1.2127e+05,-1.2127e+05,-9.9875e-02,-1.2127e+05,1.3015e-01,6.7845e+00,1.1489e+05,2.4064e+01,-5.6681e-02,-1.7637e+00,1.8654e+00,3.9020e+00,3.5811e+00,5.3011e+00,5.0770e+00
4.1000e+01,1.0000e+00,9.2760e+00,-1.2111e+05,-1.2112e+05,-1.0237e-01,-1.2112e+05,1.3018e-01,6.7870e+00,1.1463e+05,2.4562e+01,-9.9768e-01,-1.0807e+00,1.1099e+00,3.0682e+00,3.7481e+00,5.1966e+00,4.2970e+00
4.2000e+01,1.0000e+00,9.4808e+00,-1.2109e+05,-1.2109e+05,-1.0487e-01,-1.2109e+05,1.3020e-01,6.7895e+00,1.1448e+05,2.5033e+01,-2.4555e-01,-1.8322e+00,1.3719e+00,2.2094e+00,4.8917e-01,3.8527e+00,5.5057e+00
4.3000e+01,1.0000e+00,9.6847e+00,-1.2056e+05,-1.2057e+05,-1.0737e-01,-1.2057e+05,1.3023e-01,6.7920e+00,1.1445e+05,2.5669e+01,-6.1096e-01,-1.2017e+00,9.1466e-01,3.6755e+00,6.8380e-01,5.2092e+00,3.2176e+00
4.4000e+01,1.0000e+00,9.8876e+00,-1.2027e+05,-1.2028e+05,-1.0986e-01,-1.2028e+05,1.3025e-01,6.7945e+00,1.1393e+05,2.6325e+01,-3.4616e-01,-1.8735e+00,4.5158e-01,3.7268e+00,2.5455e+00,4.5257e+00,5.3035e+00
4.5000e+01,2.0000e+00,1.0067e+01,-1.2019e+05,-1.2020e+05,-1.1236e-01,-1.2020e+05,1.3027e-01,6.7970e+00,1.1364e+05,2.7652e+01,-7.7280e-01,-1.7072e+00,-8.2735e-01,3.6046e+00,3.7848e+00,2.0189e+00,5.3280e+00
4.6000e+01,1.0000e+00,1.0268e+01,-1.1987e+05,-1.1988e+05,-1.1486e-01,-1.1988e+05,1.3030e-01,6.7995e+00,1.1356e+05,2.8288e+01,-9.6088e-02,-1.4160e+00,5.9233e-01,2.0771e+00,3.9658e+00,4.4402e+00,5.2641e+00
4.7000e+01,2.0000e+00,1.0444e+01,-1.1985e+05,-1.1985e+05,-1.1735e-01,-1.1985e+05,1.3032e-01,6.8020e+00,1.1324e+05,2.9263e+01,-4.8052e-01,-1.7272e+00,6.1934e-01,1.0607e+00,6.5897e-01,4.7181e+00,5.1124e+00
4.8000e+01,1.0000e+00,1.0643e+01,-1.1981e+05,-1.1982e+05,-1.1985e-01,-1.1982e+05,1.3035e-01,6.8045e+00,1.1321e+05,2.9774e+01,3.8393e-01,-1.7448e+00,1.8166e+00,3.4248e+00,9.7935e-01,5.2791e+00,4.8741e+00
4.9000e+01,1.0000e+00,1.0841e+01,-1.1978e+05,-1.1978e+05,-1.2235e-01,-1.1978e+05,1.3037e-01,6.8070e+00,1.1318e+05,3.0409e+01,3.5128e-01,-1.7225e+00,-5.5494e-01,3.8727e+00,1.4130e+00,5.1378e+00,3.6570e+00
5.0000e+01,1.0000e+00,1.1038e+01,-1.1977e+05,-1.1978e+05,-1.2484e-01,-1.1978e+05,1.2662e-01,6.4206e+00,1.1314e+05,3.1069e+01,-9.3838e-01,-1.8186e+00,1.7331e+00,1.2512e+00,1.6857e+00,4.8814e+00,5.3161e+00
5.1000e+01,1.0000e+00,1.1233e+01,-1.1967e+05,-1.1968e+05,-1.2734e-01,-1.1968e+05,1.3042e-01,6.8120e+00,1.1314e+05,3.1565e+01,-2.1655e-01,-1.8525e+00,1.7976e+00,3.4818e+00,2.7303e+00,5.3609e+00,2.5722e+00
5.2000e+01,1.0000e+00,1.1429e+01,-1.1955e+05,-1.1956e+05,-1.2984e-01,-1.1956e+05,1.3044e-01,6.8144e+00,1.1304e+05,3.2230e+01,-2.5226e-01,-1.1020e+00,1.4367e-01,1.7927e+00,2.4445e+00,3.7256e+00,5.3358e+00
5.3000e+01,1.0000e+00,1.1623e+01,-1.1945e+05,-1.1946e+05,-1.3233e-01,-1.1946e+05,1.3046e-01,6.8169e+00,1.1292e+05,3.2720e+01,-1.9622e-01,-1.9907e+00,1.4565e-01,1.6932e+00,2.9107e+00,5.0557e+00,4.3602e+00
5.4000e+01,1.0000e+00,1.1816e+01,-1.1898e+05,-1.1899e+05,-1.3483e-01,-1.1899e+05,1.3049e-01,6.8194e+00,1.1282e+05,3.3385e+01,-9.2017e-02,-8.0356e-01,-2.5401e-01,1.0964e+00,3.7758e+00,5.0031e+00,4.7830e+00
5.5000e+01,1.0000e+00,1.2009e+01,-1.1890e+05,-1.1891e+05,-1.3733e-01,-1.1891e+05,1.3051e-01,6.8219e+00,1.1234e+05,3.3900e+01,-9.3715e-01,-1.7387e+00,1.2047e+00,6.3722e-01,2.7286e+00,3.4389e+00,5.3327e+00
5.6000e+01,1.0000e+00,1.2200e+01,-1.1883e+05,-1.1884e+05,-1.3983e-01,-1.1884e+05,1.3054e-01,6.8244e+00,1.1227e+05,3.4546e+01,-5.4377e-01,-9.2751e-01,1.8394e+00,2.0360e-02,1.6054e+00,3.7049e+00,5.5804e+00
5.7000e+01,1.0000e+00,1.2391e+01,-1.1869e+05,-1.1869e+05,-1.4232e-01,-1.1869e+05,1.3056e-01,6.8269e+00,1.1219e+05,3.5034e+01,-4.9724e-01,-1.0137e+00,-7.6355e-01,1.6568e-01,1.7549e+00,3.7449e+00,5.2728e+00
5.8000e+01,2.0000e+00,1.2554e+01,-1.1857e+05,-1.1857e+05,-1.4482e-01,-1.1857e+05,1.3058e-01,6.8294e+00,1.1205e+05,3.6360e+01,-2.5466e-01,-1.5041e+00,4.1999e-01,2.5311e-01,3.5327e+00,5.0920e+00,3.5479e+00
5.9000e+01,1.0000e+00,1.2743e+01,-1.1852e+05,-1.1852e+05,-1.4732e-01,-1.1852e+05,1.3061e-01,6.8319e+00,1.1193e+05,3.6850e+01,2.0792e-01,-1.9157e+00,5.5849e-02,3.6925e+00,3.8157e+00,5.0156e+00,4.2357e+00
6.0000e+01,1.0000e+00,1.2931e+01,-1.1852e+05,-1.1852e+05,-1.4981e-01,-1.1852e+05,1.2083e-01,5.8472e+00,1.1188e+05,3.7390e+01,-3.6923e-01,-1.2121e+00,8.7652e-02,2.5802e+00,8.2331e-01,4.6720e+00,5.0869e+00
6.1000e+01,2.0000e+00,1.3090e+01,-1.1851e+05,-1.1851e+05,-1.5231e-01,-1.1851e+05,1.3065e-01,6.8361e+00,1.1188e+05,3.8424e+01,-7.2732e-01,-1.2215e+00,1.7837e+00,3.6456e+00,2.5786e+00,5.2677e+00,4.0462e+00
6.2000e+01,1.0000e+00,1.3276e+01,-1.1844e+05,-1.1845e+05,-1.5481e-01,-1.1845e+05,1.3068e-01,6.8394e+00,1.1187e+05,3.9094e+01,-1.7824e-01,-9.0465e-01,-9.4498e-01,3.4000e+00,4.4566e+00,2.6842e+00,5.2583e+00
6.3000e+01,1.0000e+00,1.3462e+01,-1.1835e+05,-1.1836e+05,-1.5730e-01,-1.1836e+05,1.3070e-01,6.8419e+00,1.1181e+05,3.9589e+01,2.8874e-01,-1.5116e+00,2.9346e-01,3.6182e+00,3.0109e+00,2.0467e+00,5.3537e+00
6.4000e+01,1.0000e+00,1.3646e+01,-1.1829e+05,-1.1830e+05,-1.5980e-01,-1.1830e+05,1.3073e-01,6.8444e+00,1.1172e+05,4.0083e+01,3.8759e-01,-1.4645e+00,2.2196e+00,2.5062e+00,3.3223e+00,4.3366e+00,5.7412e+00
6.5000e+01,1.0000e+00,1.3830e+01,-1.1819e+05,-1.1820e+05,-1.6230e-01,-1.1820e+05,1.3075e-01,6.8469e+00,1.1166e+05,4.0738e+01,1.4856e-02,-1.7893e+00,-4.3567e-01,2.5439e+00,4.3887e+00,4.1622e+00,4.9051e+00
6.6000e+01,2.0000e+00,1.3983e+01,-1.1815e+05,-1.1815e+05,-1.6479e-01,-1.1815e+05,1.3078e-01,6.8494e+00,1.1156e+05,4.2067e+01,4.1952e-01,-1.0494e+00,1.2684e+00,3.9702e-01,3.0384e+00,3.0657e+00,5.4649e+00
6.7000e+01,1.0000e+00,1.4165e+01,-1.1806e+05,-1.1807e+05,-1.6729e-01,-1.1807e+05,1.3080e-01,6.8519e+00,1.1151e+05,4.2546e+01,-4.4002e-01,-7.5697e-01,-6.9596e-01,2.0167e-01,2.4857e+00,5.1166e+00,2.4531e+00
6.8000e+01,1.0000e+00,1.4346e+01,-1.1786e+05,-1.1787e+05,-1.6979e-01,-1.1787e+05,1.3082e-01,6.8544e+00,1.1143e+05,4.3207e+01,-2.9425e-01,-1.6991e+00,-2.2265e-01,6.5581e-01,1.8791e+00,5.0299e+00,3.5913e+00
6.9000e+01,1.0000e+00,1.4526e+01,-1.1763e+05,-1.1764e+05,-1.7228e-01,-1.1764e+05,1.3085e-01,6.8569e+00,1.1123e+05,4.3890e+01,-8.8172e-01,-1.2769e+00,-2.7170e-01,4.5625e-01,3.1343e+00,4.9085e+00,4.4797e+00
7.0000e+01,1.0000e+00,1.4706e+01,-1.1761e+05,-1.1762e+05,-1.7478e-01,-1.1762e+05,1.3087e-01,6.8594e+00,1.1100e+05,4.4595e+01,-9.9318e-01,-1.1937e+00,-9.9055e-01,2.0877e+00,6.4488e-01,1.9988e+00,5.2293e+00
7.1000e+01,1.0000e+00,1.4885e+01,-1.1751e+05,-1.1752e+05,-1.7728e-01,-1.1752e+05,1.3089e-01,6.8619e+00,1.1098e+05,4.5262e+01,-2.7817e-01,-1.9476e+00,-6.1334e-01,3.5271e+00,4.0305e+00,5.0436e+00,3.0868e+00
7.2000e+01,1.0000e+00,1.5063e+01,-1.1749e+05,-1.1750e+05,-1.7978e-01,-1.1750e+05,1.3092e-01,6.8644e+00,1.1088e+05,4.5932e+01,-8.6733e-01,-1.9150e+00,-6.4383e-01,1.8869e+00,3.1607e+00,1.7465e+00,5.1861e+00
7.3000e+01,1.0000e+00,1.5240e+01,-1.1749e+05,-1.1749e+05,-1.8227e-01,-1.1749e+05,1.2745e-01,6.5053e+00,1.1085e+05,4.6461e+01,-9.8655e-01,-9.3728e-01,1.5442e+00,2.5228e-01,2.4948e+00,5.1408e+00,4.3589e+00
7.4000e+01,2.0000e+00,1.5385e+01,-1.1699e+05,-1.1700e+05,-1.8477e-01,-1.1700e+05,1.3097e-01,6.8694e+00,1.1085e+05,4.7622e+01,-8.6877e-01,-1.6149e+00,1.5036e+00,2.2245e+00,4.0195e+00,5.0555e+00,2.4668e+00
7.5000e+01,1.0000e+00,1.5560e+01,-1.1644e+05,-1.1645e+05,-1.8727e-01,-1.1645e+05,1.3099e-01,6.8719e+00,1.1036e+05,4.8116e+01,3.4945e-01,-1.8476e+00,7.5820e-01,1.5217e+00,3.1487e+00,3.5981e+00,5.2289e+00
7.6000e+01,1.0000e+00,1.5735e+01,-1.1633e+05,-1.1633e+05,-1.8976e-01,-1.1633e+05,1.3101e-01,6.8744e+00,1.0981e+05,4.8765e+01,4.0525e-01,-6.4399e-01,1.8320e+00,2.5620e+00,2.0309e+00,5.2776e+00,4.7013e+00
7.7000e+01,1.0000e+00,1.5909e+01,-1.1632e+05,-1.1633e+05,-1.9226e-01,-1.1633e+05,1.2981e-01,6.7484e+00,1.0969e+05,4.9412e+01,8.1367e-04,-1.7760e+00,8.2675e-01,3.4822e-02,3.5010e+00,2.2056e+00,5.2196e+00
7.8000e+01,1.0000e+00,1.6082e+01,-1.1592e+05,-1.1593e+05,-1.9476e-01,-1.1593e+05,1.3106e-01,6.8794e+00,1.0969e+05,5.0082e+01,4.9084e-01,-1.2176e+00,-6.4621e-01,1.5522e-01,1.7764e+00,3.6220e+00,5.2082e+00
7.9000e+01,1.0000e+00,1.6255e+01,-1.1590e+05,-1.1591e+05,-1.9725e-01,-1.1591e+05,1.3108e-01,6.8819e+00,1.0929e+05,5.0573e+01,1.7421e-01,-1.7084e+00,-4.3865e-02,3.6404e+00,3.2542e+00,3.0848e+00,5.2183e+00
8.0000e+01,1.0000e+00,1.6427e+01,-1.1583e+05,-1.1584e+05,-1.9975e-01,-1.1584e+05,1.3111e-01,6.8844e+00,1.0927e+05,5.1266e+01,-1.1352e-01,-1.3373e+00,1.5023e+00,2.4542e-01,2.2758e+00,2.4797e+00,5.3909e+00
8.1000e+01,2.0000e+00,1.6564e+01,-1.1556e+05,-1.1557e+05,-2.0225e-01,-1.1557e+05,1.3113e-01,6.8869e+00,1.0920e+05,5.2598e+01,-9.7240e-01,-7.0552e-01,-6.1210e-01,9.5393e-01,4.4320e+00,4.6944e+00,2.8374e+00
8.2000e+01,2.0000e+00,1.6701e+01,-1.1551e+05,-1.1552e+05,-2.0474e-01,-1.1552e+05,1.3116e-01,6.8894e+00,1.0893e+05,5.3950e+01,-2.3867e-01,-1.9682e+00,6.7717e-01,1.7309e+00,1.4174e+00,4.7039e+00,4.8363e+00
8.3000e+01,1.0000e+00,1.6870e+01,-1.1546e+05,-1.1547e+05,-2.0724e-01,-1.1547e+05,1.3118e-01,6.8919e+00,1.0888e+05,5.4490e+01,1.8952e-01,-1.9257e+00,1.8084e+00,2.1507e+00,1.8400e+00,5.1486e+00,4.8705e+00
8.4000e+01,1.0000e+00,1.7039e+01,-1.1538e+05,-1.1539e+05,-2.0974e-01,-1.1539e+05,1.3120e-01,6.8943e+00,1.0883e+05,5.5154e+01,1.0974e-01,-8.9261e-01,-6.3379e-01,8.0514e-01,3.7598e+00,2.3686e+00,5.1421e+00
8.5000e+01,1.0000e+00,1.7206e+01,-1.1491e+05,-1.1492e+05,-2.1223e-01,-1.1492e+05,1.3123e-01,6.8968e+00,1.0874e+05,5.5634e+01,1.0778e-01,-1.1190e+00,8.2961e-01,3.7416e-01,1.3790e+00,4.9828e+00,3.5242e+00
8.6000e+01,1.0000e+00,1.7374e+01,-1.1489e+05,-1.1490e+05,-2.1473e-01,-1.1490e+05,1.3125e-01,6.8993e+00,1.0827e+05,5.6288e+01,-1.6817e-01,-1.5024e+00,2.3243e+00,5.6784e-01,1.1411e+00,1.6063e+00,5.7252e+00
8.7000e+01,1.0000e+00,1.7540e+01,-1.1483e+05,-1.1483e+05,-2.1723e-01,-1.1483e+05,1.3127e-01,6.9018e+00,1.0826e+05,5.6933e+01,-5.1909e-01,-1.1115e+00,1.3833e+00,1.9954e+00,1.0411e+00,4.8902e+00,4.8102e+00
8.8000e+01,1.0000e+00,1.7706e+01,-1.1482e+05,-1.1483e+05,-2.1973e-01,-1.1483e+05,1.3048e-01,6.8183e+00,1.0819e+05,5.7594e+01,-9.6526e-01,-1.2389e+00,9.4460e-03,1.7269e+00,4.3565e+00,4.5740e+00,2.9937e+00
8.9000e+01,1.0000e+00,1.7871e+01,-1.1481e+05,-1.1481e+05,-2.2222e-01,-1.1481e+05,1.3132e-01,6.9068e+00,1.0819e+05,5.8072e+01,2.3572e-01,-5.5808e-01,-9.0560e-01,2.9151e+00,3.0393e+00,4.0721e+00,5.2354e+00
9.0000e+01,1.0000e+00,1.8036e+01,-1.1467e+05,-1.1468e+05,-2.2472e-01,-1.1468e+05,1.3135e-01,6.9093e+00,1.0817e+05,5.8754e+01,-8.2762e-02,-1.3383e+00,1.0519e+00,3.0649e+00,1.4675e+00,3.2345e+00,5.2460e+00
9.1000e+01,2.0000e+00,1.8164e+01,-1.1465e+05,-1.1466e+05,-2.2722e-01,-1.1466e+05,1.3137e-01,6.9118e+00,1.0804e+05,5.9749e+01,4.5101e-01,-1.8987e+00,2.1343e-01,2.7331e+00,3.0232e+00,3.9134e+00,5.1722e+00
9.2000e+01,1.0000e+00,1.8327e+01,-1.1446e+05,-1.1447e+05,-2.2971e-01,-1.1447e+05,1.3139e-01,6.9143e+00,1.0801e+05,6.0420e+01,2.5995e-01,-1.1794e+00,1.1220e+00,-1.9085e-02,2.9409e+00,5.0324e+00,2.7076e+00
