logfeh,logdust,logSFH0,logSFH1,logSFH2,dmod,logl
-1.0369e+00,-1.5735e+00,1.5464e+00,1.6111e+00,3.1743e+00,3.1113e+01,-1.3191e+03
-1.0460e+00,-1.5153e+00,2.7607e-01,3.0845e+00,1.4620e+00,3.1212e+01,-1.3192e+03
-1.0880e+00,-1.7044e+00,1.8583e+00,1.8116e+00,3.0873e+00,3.1037e+01,-1.3171e+03
-1.0272e+00,-1.5821e+00,1.9748e-02,2.8902e+00,2.6166e+00,3.1060e+01,-1.3165e+03
-1.1093e+00,-1.6649e+00,6.2834e-01,2.0542e+00,3.1492e+00,3.1118e+01,-1.3150e+03
-1.0718e+00,-1.8795e+00,5.8639e-01,1.5950e+00,3.1793e+00,3.1123e+01,-1.3179e+03
-1.0533e+00,-1.8465e+00,1.1730e+00,2.7017e+00,2.9099e+00,3.1104e+01,-1.3190e+03
-1.1583e+00,-1.7834e+00,1.2082e+00,2.1777e+00,3.0906e+00,3.1064e+01,-1.3170e+03
-1.0765e+00,-1.7137e+00,4.2303e-01,2.2709e+00,3.1326e+00,3.1137e+01,-1.3133e+03
-1.0291e+00,-1.7229e+00,1.3086e+00,2.7114e+00,2.8943e+00,3.1099e+01,-1.3190e+03
-1.1328e+00,-1.5889e+00,1.3241e+00,1.5164e+00,3.1823e+00,3.1132e+01,-1.3183e+03
-1.1375e+00,-1.5982e+00,1.0489e+00,1.6903e+00,3.1704e+00,3.1112e+01,-1.3157e+03
-1.0125e+00,-1.5697e+00,6.0932e-01,2.9177e+00,2.5200e+00,3.1054e+01,-1.3169e+03
-1.0753e+00,-1.5776e+00,9.5559e-01,1.4913e+00,3.1450e+00,3.1023e+01,-1.3139e+03
-1.0142e+00,-1.6109e+00,7.9512e-01,2.7341e+00,2.9160e+00,3.1104e+01,-1.3183e+03
-1.0414e+00,-1.6556e+00,6.3518e-01,2.8249e+00,2.7632e+00,3.1077e+01,-1.3175e+03
-1.1299e+00,-1.5267e+00,1.7820e+00,2.1975e+00,3.0866e+00,3.1085e+01,-1.3182e+03
-1.0047e+00,-1.5612e+00,1.7242e+00,2.5688e+00,2.9480e+00,3.1052e+01,-1.3143e+03
-1.0321e+00,-1.6269e+00,1.6078e+00,2.8812e+00,2.5219e+00,3.1047e+01,-1.3087e+03
-1.0098e+00,-1.5062e+00,7.7344e-01,3.0216e+00,1.7685e+00,3.1089e+01,-1.3175e+03
-1.0227e+00,-1.5845e+00,1.7665e+00,2.8684e+00,2.5829e+00,3.1078e+01,-1.3172e+03
-1.2483e+00,-1.5607e+00,4.7821e-01,1.5425e+00,3.1899e+00,3.1148e+01,-1.3173e+03
-1.0433e+00,-1.5250e+00,1.3639e+00,2.8168e+00,2.7915e+00,3.1091e+01,-1.3149e+03
-1.0190e+00,-1.8536e+00,1.6288e+00,1.7731e+00,3.1362e+00,3.1077e+01,-1.3146e+03
-1.1053e+00,-1.7099e+00,1.1996e+00,1.9679e+00,3.1160e+00,3.1059e+01,-1.3176e+03
-1.0212e+00,-1.6482e+00,1.9359e+00,1.0109e+00,3.1472e+00,3.1115e+01,-1.3169e+03
-1.0455e+00,-1.6428e+00,1.7898e+00,1.3441e+00,3.1548e+00,3.1095e+01,-1.3133e+03
-1.0307e+00,-1.5254e+00,4.1716e-01,3.0527e+00,1.1300e+00,3.1132e+01,-1.3084e+03
-1.0327e+00,-1.7430e+00,1.2040e+00,2.6941e+00,2.9052e+00,3.1084e+01,-1.3192e+03
-1.0382e+00,-1.5646e+00,1.7076e+00,2.7093e+00,2.7999e+00,3.1017e+01,-1.3185e+03
-1.1222e+00,-1.5798e+00,2.1090e+00,2.2044e+00,3.0654e+00,3.1170e+01,-1.3113e+03
-1.0014e+00,-1.8121e+00,1.9823e+00,2.3676e+00,3.0120e+00,3.1089e+01,-1.3180e+03
-1.1411e+00,-1.6301e+00,2.5203e-01,2.2964e+00,3.1417e+00,3.1178e+01,-1.3179e+03
-1.0826e+00,-1.5174e+00,5.3089e-02,2.5647e+00,2.9928e+00,3.1050e+01,-1.3163e+03
-1.0527e+00,-1.5237e+00,7.5566e-01,2.7533e+00,2.8411e+00,3.1048e+01,-1.3093e+03
-1.0036e+00,-1.6092e+00,1.9106e+00,2.5030e+00,2.9656e+00,3.1062e+01,-1.3163e+03
-1.0650e+00,-1.5839e+00,2.5474e-01,2.1604e+00,3.1516e+00,3.1128e+01,-1.3157e+03
-1.0066e+00,-1.9279e+00,1.5679e+00,2.2092e+00,3.1314e+00,3.1162e+01,-1.3184e+03
-1.0453e+00,-1.5847e+00,8.5284e-01,2.9797e+00,2.0676e+00,3.1043e+01,-1.3143e+03
-1.1579e+00,-1.5958e+00,1.1767e+00,1.9661e+00,3.1381e+00,3.1096e+01,-1.3168e+03
-1.0496e+00,-1.6726e+00,1.6056e+00,2.7738e+00,2.8110e+00,3.1093e+01,-1.3157e+03
-1.0524e+00,-1.5376e+00,1.2596e+00,2.8778e+00,2.7258e+00,3.1140e+01,-1.3180e+03
-1.0255e+00,-1.7166e+00,8.3497e-01,2.4461e+00,3.0420e+00,3.1051e+01,-1.3187e+03
-1.0555e+00,-1.5025e+00,1.3812e+00,1.6976e+00,3.1755e+00,3.1113e+01,-1.3182e+03
-1.1661e+00,-1.6337e+00,1.9702e+00,1.7303e+00,3.1248e+00,3.1142e+01,-1.3145e+03
-1.1074e+00,-1.7493e+00,2.5487e-01,1.8246e+00,3.1430e+00,3.1071e+01,-1.3192e+03
-1.0182e+00,-1.5831e+00,8.2313e-01,2.8357e+00,2.7755e+00,3.1097e+01,-1.3167e+03
-1.0027e+00,-1.6988e+00,1.4442e+00,3.0127e+00,1.4611e+00,3.1090e+01,-1.3186e+03
-1.1338e+00,-1.6343e+00,8.9823e-01,2.4177e+00,3.0784e+00,3.1125e+01,-1.3175e+03
-1.0817e+00,-1.6001e+00,1.9495e+00,1.1697e+00,3.1492e+00,3.1135e+01,-1.3179e+03
-1.0370e+00,-1.6104e+00,3.0964e-01,3.0792e+00,1.7179e+00,3.1231e+01,-1.3139e+03
-1.0403e+00,-1.6187e+00,1.2876e+00,2.8040e+00,2.7377e+00,3.1033e+01,-1.3182e+03
-1.2033e+00,-1.5249e+00,1.3095e+00,1.9092e+00,3.1954e+00,3.1220e+01,-1.3169e+03
-1.1071e+00,-1.6164e+00,1.6498e+00,1.7521e+00,3.1644e+00,3.1146e+01,-1.3140e+03
-1.0005e+00,-1.6340e+00,1.3259e+00,3.0023e+00,2.2170e+00,3.1144e+01,-1.3184e+03
-1.2281e+00,-1.6171e+00,4.8342e-01,1.2908e+00,3.2020e+00,3.1164e+01,-1.3129e+03
-1.1103e+00,-1.7515e+00,1.4243e+00,1.6184e+00,3.1417e+00,3.1066e+01,-1.3163e+03
-1.0148e+00,-1.8291e+00,4.2211e-01,1.9828e+00,3.1033e+00,3.0987e+01,-1.3168e+03
-1.0189e+00,-1.6576e+00,7.6993e-01,3.0097e+00,1.8471e+00,3.1086e+01,-1.3094e+03
-1.0487e+00,-1.6171e+00,7.7562e-03,3.0600e+00,1.6014e+00,3.1176e+01,-1.3172e+03
-1.0309e+00,-1.5810e+00,1.3338e+00,2.7133e+00,2.9410e+00,3.1143e+01,-1.3159e+03
-1.1423e+00,-1.5550e+00,7.7243e-01,2.4107e+00,3.0888e+00,3.1127e+01,-1.3155e+03
-1.0084e+00,-1.5383e+00,1.6172e+00,2.9862e+00,1.9632e+00,3.1084e+01,-1.3163e+03
-1.0213e+00,-1.5740e+00,4.1250e-01,2.9708e+00,1.6099e+00,3.0965e+01,-1.3137e+03
-1.0027e+00,-1.5722e+00,1.2262e+00,3.0168e+00,1.7994e+00,3.1099e+01,-1.3176e+03
-1.0778e+00,-1.7977e+00,1.1903e+00,1.7887e+00,3.1508e+00,3.1097e+01,-1.3181e+03
-1.1968e+00,-1.6185e+00,9.3884e-01,2.2591e+00,3.1154e+00,3.1130e+01,-1.3181e+03
-1.0101e+00,-1.8310e+00,7.5764e-01,2.7331e+00,2.9051e+00,3.1123e+01,-1.3173e+03
-1.0406e+00,-1.5983e+00,2.0878e+00,1.6566e+00,3.0988e+00,3.1089e+01,-1.3155e+03
-1.1279e+00,-1.6358e+00,2.2975e-01,2.2225e+00,3.1048e+00,3.1078e+01,-1.3148e+03
-1.0744e+00,-1.5129e+00,3.7789e-01,3.0135e+00,1.5548e+00,3.1057e+01,-1.3172e+03
-1.0173e+00,-1.6408e+00,7.7011e-01,2.9710e+00,2.1883e+00,3.1048e+01,-1.3154e+03
-1.0255e+00,-1.5924e+00,1.8164e-01,3.0088e+00,1.3252e+00,3.1026e+01,-1.3125e+03
-1.0468e+00,-1.5542e+00,1.2358e+00,2.9956e+00,2.3868e+00,3.1180e+01,-1.3184e+03
-1.0635e+00,-1.5561e+00,1.6609e+00,1.3235e+00,3.1443e+00,3.1057e+01,-1.3150e+03
-1.1394e+00,-1.5637e+00,1.6221e+00,2.4295e+00,3.0123e+00,3.1054e+01,-1.3191e+03
-1.1413e+00,-1.6342e+00,1.5351e+00,2.0995e+00,3.1193e+00,3.1111e+01,-1.3161e+03
-1.0808e+00,-1.9726e+00,1.0457e-01,1.8612e+00,3.1462e+00,3.1072e+01,-1.3123e+03
-1.0962e+00,-1.5146e+00,9.9883e-01,2.7423e+00,2.8777e+00,3.1076e+01,-1.3175e+03
-1.0925e+00,-1.7367e+00,1.3120e+00,2.2916e+00,3.0664e+00,3.1060e+01,-1.3181e+03
-1.0120e+00,-1.6450e+00,1.9080e+00,2.4096e+00,2.9794e+00,3.1024e+01,-1.3158e+03
-1.0027e+00,-1.5742e+00,1.3997e+00,1.4985e+00,3.1649e+00,3.1080e+01,-1.3191e+03
-1.0085e+00,-1.5904e+00,8.8402e-01,3.0112e+00,1.4494e+00,3.1052e+01,-1.3175e+03
-1.1315e+00,-1.5407e+00,1.3495e+00,2.1310e+00,3.1432e+00,3.1136e+01,-1.3080e+03
-1.0427e+00,-1.7083e+00,3.3102e-01,3.0543e+00,1.2470e+00,3.1156e+01,-1.3106e+03
-1.1887e+00,-1.6276e+00,1.8975e+00,2.1350e+00,3.0787e+00,3.1111e+01,-1.3190e+03
-1.0006e+00,-1.5084e+00,8.5064e-01,2.8889e+00,2.7227e+00,3.1121e+01,-1.3187e+03
-1.0792e+00,-1.5003e+00,1.1730e+00,2.5329e+00,3.0021e+00,3.1055e+01,-1.3143e+03
-1.0390e+00,-1.5886e+00,1.1226e+00,2.9290e+00,2.5631e+00,3.1121e+01,-1.3153e+03
-1.0999e+00,-1.5476e+00,1.2286e+00,2.8277e+00,2.8274e+00,3.1163e+01,-1.3147e+03
-1.0709e+00,-1.7765e+00,1.2396e+00,2.6493e+00,2.9952e+00,3.1179e+01,-1.3167e+03
-1.0314e+00,-1.7932e+00,1.1359e+00,1.6573e+00,3.1175e+00,3.0974e+01,-1.3166e+03
-1.1735e+00,-1.6817e+00,1.8401e+00,1.6777e+00,3.1520e+00,3.1165e+01,-1.3192e+03
-1.0434e+00,-1.6881e+00,1.1366e+00,3.0075e+00,2.1618e+00,3.1143e+01,-1.3092e+03
-1.2102e+00,-1.5464e+00,6.5010e-01,2.1143e+00,3.1794e+00,3.1226e+01,-1.3179e+03
-1.1113e+00,-1.6691e+00,1.1048e+00,2.1985e+00,3.1754e+00,3.1227e+01,-1.3176e+03
-1.0603e+00,-1.5103e+00,1.7526e+00,2.4762e+00,2.9770e+00,3.1023e+01,-1.3168e+03
-1.0259e+00,-1.5998e+00,9.3599e-01,2.6286e+00,3.0053e+00,3.1122e+01,-1.3189e+03
-1.0559e+00,-1.5692e+00,1.3153e+00,2.7419e+00,2.8183e+00,3.1034e+01,-1.3135e+03
-1.0504e+00,-1.5439e+00,6.4407e-01,2.5093e+00,3.0598e+00,3.1122e+01,-1.3146e+03
-1.0048e+00,-1.5675e+00,2.1901e+00,2.1435e+00,3.0131e+00,3.1061e+01,-1.3180e+03
-1.0773e+00,-1.5437e+00,1.0426e+00,2.8464e+00,2.7684e+00,3.1115e+01,-1.3172e+03
-1.0653e+00,-1.9599e+00,1.3491e+00,1.4550e+00,3.1807e+00,3.1152e+01,-1.3159e+03
-1.1103e+00,-1.6591e+00,7.3399e-01,2.2740e+00,3.1080e+00,3.1101e+01,-1.3178e+03
-1.0377e+00,-1.5671e+00,1.9009e+00,2.5015e+00,2.9014e+00,3.0985e+01,-1.3158e+03
-1.0323e+00,-1.9104e+00,8.1469e-01,1.5226e+00,3.1465e+00,3.1035e+01,-1.3170e+03
-1.0223e+00,-1.6813e+00,2.4741e-01,3.0697e+00,1.4194e+00,3.1198e+01,-1.3176e+03
-1.0256e+00,-1.6299e+00,1.1638e+00,3.0185e+00,2.1120e+00,3.1149e+01,-1.3104e+03
-1.0099e+00,-1.5713e+00,1.6720e+00,1.8053e+00,3.1303e+00,3.1058e+01,-1.3190e+03
-1.0180e+00,-1.6349e+00,1.4750e+00,2.8450e+00,2.6747e+00,3.1060e+01,-1.3171e+03
-1.0464e+00,-1.5915e+00,1.7452e+00,2.4651e+00,3.0425e+00,3.1120e+01,-1.3135e+03
-1.0317e+00,-1.9568e+00,1.1769e-01,1.3272e+00,3.2023e+00,3.1156e+01,-1.3137e+03
-1.0355e+00,-1.7707e+00,1.0983e+00,2.7877e+00,2.7683e+00,3.1048e+01,-1.3188e+03
-1.0174e+00,-1.8026e+00,6.0368e-01,2.9755e+00,1.5374e+00,3.0989e+01,-1.3185e+03
-1.0266e+00,-1.9904e+00,1.5689e-01,2.6275e+00,2.9176e+00,3.1026e+01,-1.3139e+03
-1.0010e+00,-1.6659e+00,5.3297e-01,2.5168e+00,2.9810e+00,3.0995e+01,-1.3172e+03
-1.0497e+00,-1.6575e+00,1.9804e+00,2.7892e+00,2.6573e+00,3.1063e+01,-1.3191e+03
-1.2232e+00,-1.6026e+00,6.3392e-01,1.9755e+00,3.1987e+00,3.1240e+01,-1.3154e+03
-1.0075e+00,-1.5701e+00,1.2129e+00,2.0319e+00,3.1479e+00,3.1090e+01,-1.3139e+03
-1.0130e+00,-1.5119e+00,6.7434e-01,2.7177e+00,2.8807e+00,3.1038e+01,-1.3131e+03
-1.0195e+00,-1.9314e+00,1.1242e-01,1.7672e+00,3.1511e+00,3.1063e+01,-1.3188e+03
-1.0328e+00,-1.5246e+00,3.4993e-01,2.8004e+00,2.7200e+00,3.0978e+01,-1.3103e+03
-1.0188e+00,-1.5046e+00,5.5062e-01,3.0217e+00,1.0758e+00,3.1035e+01,-1.3183e+03
-1.0752e+00,-1.7981e+00,1.3462e+00,1.4037e+00,3.2158e+00,3.1219e+01,-1.3183e+03
-1.0923e+00,-1.8829e+00,5.3683e-01,1.6969e+00,3.1546e+00,3.1078e+01,-1.3156e+03
-1.0092e+00,-1.7037e+00,1.3128e+00,2.4628e+00,3.0537e+00,3.1112e+01,-1.3171e+03
-1.0001e+00,-1.7498e+00,1.3743e+00,2.5229e+00,3.0055e+00,3.1069e+01,-1.3181e+03
-1.1000e+00,-1.5115e+00,3.0910e-01,3.0454e+00,1.7815e+00,3.1149e+01,-1.3190e+03
-1.0299e+00,-1.8663e+00,1.2545e+00,1.3980e+00,3.1725e+00,3.1092e+01,-1.3180e+03
-1.0379e+00,-1.8507e+00,3.8324e-01,2.2843e+00,3.1520e+00,3.1180e+01,-1.3174e+03
-1.0012e+00,-1.6333e+00,3.2894e-01,2.7593e+00,2.7948e+00,3.1006e+01,-1.3112e+03
-1.0829e+00,-1.6051e+00,1.3850e+00,2.3688e+00,3.0661e+00,3.1081e+01,-1.3154e+03
-1.0470e+00,-1.9009e+00,1.4482e+00,2.5200e+00,3.0505e+00,3.1156e+01,-1.3171e+03
-1.0061e+00,-1.6146e+00,2.0346e+00,2.3398e+00,3.0230e+00,3.1102e+01,-1.3186e+03
-1.0197e+00,-1.6908e+00,1.7570e+00,2.4373e+00,2.9783e+00,3.1011e+01,-1.3188e+03
-1.1132e+00,-1.6257e+00,1.4111e-01,2.0205e+00,3.1322e+00,3.1061e+01,-1.3145e+03
-1.0296e+00,-1.5722e+00,5.6931e-01,3.0333e+00,1.6922e+00,3.1103e+01,-1.3169e+03
-1.0294e+00,-1.6444e+00,1.0296e+00,3.0263e+00,1.6642e+00,3.1111e+01,-1.3167e+03
-1.0159e+00,-1.7271e+00,1.3321e+00,2.4922e+00,3.0677e+00,3.1161e+01,-1.3153e+03
-1.0492e+00,-1.6948e+00,1.8956e+00,1.5282e+00,3.1083e+00,3.1043e+01,-1.3162e+03
-1.1427e+00,-1.5989e+00,1.0301e+00,1.3774e+00,3.2099e+00,3.1186e+01,-1.3188e+03
-1.0708e+00,-1.7443e+00,3.0080e-01,1.7028e+00,3.1568e+00,3.1065e+01,-1.3179e+03
-1.0392e+00,-1.6790e+00,1.3221e+00,2.9941e+00,1.7800e+00,3.1071e+01,-1.3173e+03
-1.0666e+00,-1.6798e+00,5.3000e-01,2.2288e+00,3.1094e+00,3.1075e+01,-1.3111e+03
-1.0759e+00,-1.6228e+00,8.7861e-01,2.4303e+00,3.0853e+00,3.1125e+01,-1.3181e+03
-1.0066e+00,-1.7817e+00,7.5230e-01,1.6563e+00,3.1612e+00,3.1066e+01,-1.3108e+03
-1.0817e+00,-1.8684e+00,1.8464e+00,1.6077e+00,3.1166e+00,3.1094e+01,-1.3149e+03
-1.0353e+00,-1.6453e+00,4.6491e-01,2.5750e+00,3.0287e+00,3.1118e+01,-1.3184e+03
-1.0429e+00,-1.6690e+00,4.6841e-01,2.3848e+00,3.0714e+00,3.1063e+01,-1.3139e+03
-1.0807e+00,-1.8808e+00,1.0203e+00,1.9318e+00,3.1418e+00,3.1094e+01,-1.3184e+03
-1.1008e+00,-1.6029e+00,1.2888e+00,1.0782e+00,3.1982e+00,3.1139e+01,-1.3178e+03
-1.0966e+00,-1.5283e+00,6.5978e-01,1.7843e+00,3.1777e+00,3.1125e+01,-1.3186e+03
-1.1245e+00,-1.5562e+00,1.4205e+00,1.9918e+00,3.1217e+00,3.1054e+01,-1.3178e+03
-1.1170e+00,-1.5717e+00,1.2907e+00,1.5120e+00,3.1770e+00,3.1105e+01,-1.3189e+03
-1.0332e+00,-1.7596e+00,6.2898e-01,1.0174e+00,3.1932e+00,3.1116e+01,-1.3191e+03
-1.0503e+00,-1.6463e+00,6.6671e-01,2.5039e+00,3.0608e+00,3.1127e+01,-1.3141e+03
-1.0738e+00,-1.7793e+00,1.3089e+00,2.4010e+00,3.0855e+00,3.1157e+01,-1.3113e+03
-1.0781e+00,-1.5486e+00,1.7231e+00,2.7755e+00,2.7709e+00,3.1071e+01,-1.3184e+03
-1.0385e+00,-1.6408e+00,8.4720e-01,2.7338e+00,2.9167e+00,3.1111e+01,-1.3175e+03
-1.0133e+00,-1.5083e+00,4.4475e-01,3.0532e+00,1.4441e+00,3.1130e+01,-1.3113e+03
-1.0030e+00,-1.5604e+00,1.0328e+00,2.5177e+00,3.0116e+00,3.1029e+01,-1.3129e+03
-1.0085e+00,-1.9675e+00,1.7289e+00,2.1005e+00,3.0576e+00,3.1008e+01,-1.3171e+03
-1.1734e+00,-1.5245e+00,1.4569e+00,1.8671e+00,3.1380e+00,3.1093e+01,-1.3164e+03
-1.0498e+00,-1.6329e+00,1.4647e+00,2.7184e+00,2.9122e+00,3.1132e+01,-1.3143e+03
-1.0156e+00,-1.5749e+00,1.4514e+00,2.9885e+00,1.9720e+00,3.1081e+01,-1.3187e+03
-1.0867e+00,-1.5778e+00,1.1367e+00,2.5073e+00,3.1024e+00,3.1226e+01,-1.3191e+03
-1.0692e+00,-1.5014e+00,8.1384e-01,2.7465e+00,2.9741e+00,3.1201e+01,-1.3175e+03
-1.1323e+00,-1.5090e+00,1.1169e+00,2.3621e+00,3.0801e+00,3.1099e+01,-1.3183e+03
-1.0621e+00,-1.5615e+00,7.8981e-01,2.7040e+00,2.9536e+00,3.1142e+01,-1.3187e+03
-1.0397e+00,-1.8432e+00,1.5832e+00,2.5549e+00,3.0168e+00,3.1152e+01,-1.3162e+03
-1.0671e+00,-1.7234e+00,6.3453e-01,2.1955e+00,3.1078e+00,3.1062e+01,-1.3178e+03
-1.0611e+00,-1.5241e+00,2.5620e-01,2.6027e+00,3.0054e+00,3.1089e+01,-1.3134e+03
-1.1422e+00,-1.6249e+00,1.0835e+00,1.6291e+00,3.2053e+00,3.1191e+01,-1.3189e+03
-1.0431e+00,-1.6189e+00,1.1473e+00,2.5358e+00,2.9371e+00,3.0969e+01,-1.3192e+03
-1.0751e+00,-1.5069e+00,1.6671e-01,2.7807e+00,2.8506e+00,3.1105e+01,-1.3151e+03
-1.0506e+00,-1.5749e+00,2.0000e+00,1.3012e+00,3.1414e+00,3.1136e+01,-1.3183e+03
-1.1591e+00,-1.5293e+00,1.4707e+00,1.6983e+00,3.1665e+00,3.1126e+01,-1.3192e+03
-1.0240e+00,-1.5087e+00,1.3313e+00,3.0422e+00,1.4886e+00,3.1140e+01,-1.3181e+03
-1.0469e+00,-1.6839e+00,1.1596e+00,1.3570e+00,3.1807e+00,3.1088e+01,-1.3192e+03
-1.0845e+00,-1.5725e+00,2.1520e+00,1.5674e+00,3.0644e+00,3.1053e+01,-1.3174e+03
-1.0121e+00,-1.7758e+00,1.9420e+00,2.7504e+00,2.7620e+00,3.1100e+01,-1.3152e+03
-1.0670e+00,-1.5343e+00,1.2613e+00,1.1797e+00,3.2034e+00,3.1132e+01,-1.3170e+03
-1.1790e+00,-1.5860e+00,3.7832e-01,1.1593e+00,3.1946e+00,3.1126e+01,-1.3158e+03
-1.0016e+00,-1.6024e+00,9.9631e-01,3.0267e+00,1.3042e+00,3.1095e+01,-1.3125e+03
-1.0261e+00,-1.5613e+00,4.4816e-02,3.0255e+00,1.3543e+00,3.1065e+01,-1.3176e+03
-1.0605e+00,-1.5807e+00,2.0824e+00,2.1711e+00,3.0416e+00,3.1091e+01,-1.3150e+03
-1.0190e+00,-1.5867e+00,1.1209e+00,2.5584e+00,3.0511e+00,3.1153e+01,-1.3126e+03
-1.0392e+00,-1.6309e+00,1.1297e+00,3.0184e+00,1.5563e+00,3.1081e+01,-1.3151e+03
-1.0676e+00,-1.7460e+00,5.0134e-01,2.1979e+00,3.1136e+00,3.1094e+01,-1.3027e+03
-1.0952e+00,-1.7224e+00,1.2803e+00,1.8195e+00,3.2023e+00,3.1221e+01,-1.3185e+03
-1.0331e+00,-1.5681e+00,1.3732e+00,2.6946e+00,2.9468e+00,3.1140e+01,-1.3141e+03
-1.0301e+00,-1.5677e+00,1.0909e+00,3.0386e+00,1.4100e+00,3.1117e+01,-1.3151e+03
-1.0689e+00,-1.6206e+00,1.1243e+00,2.5096e+00,3.0054e+00,3.1049e+01,-1.3139e+03
-1.0396e+00,-1.5735e+00,1.3676e+00,2.9987e+00,2.2483e+00,3.1147e+01,-1.3108e+03
-1.0790e+00,-1.7965e+00,4.7253e-01,2.7232e+00,2.9296e+00,3.1144e+01,-1.3185e+03
-1.0024e+00,-1.6155e+00,1.1590e+00,2.7754e+00,2.9258e+00,3.1185e+01,-1.3183e+03
-1.0516e+00,-1.7707e+00,2.0951e+00,1.7557e+00,3.1094e+00,3.1140e+01,-1.3185e+03
-1.0549e+00,-1.5099e+00,1.4546e+00,2.5722e+00,3.0184e+00,3.1138e+01,-1.3147e+03
-1.0206e+00,-1.5299e+00,1.0001e+00,3.0578e+00,1.8180e+00,3.1185e+01,-1.3188e+03
-1.0312e+00,-1.9261e+00,1.6825e+00,1.0198e+00,3.1476e+00,3.1076e+01,-1.3142e+03
-1.0982e+00,-1.5241e+00,8.0198e-01,2.5996e+00,3.0259e+00,3.1157e+01,-1.3152e+03
-1.0331e+00,-1.5025e+00,1.3903e+00,2.8282e+00,2.6021e+00,3.0967e+01,-1.3158e+03
-1.0847e+00,-1.6668e+00,1.7813e+00,1.2706e+00,3.1415e+00,3.1094e+01,-1.3124e+03
-1.0787e+00,-1.5824e+00,1.4400e+00,1.8725e+00,3.1273e+00,3.1063e+01,-1.3184e+03
-1.1185e+00,-1.5194e+00,7.7279e-01,1.8776e+00,3.1674e+00,3.1116e+01,-1.3136e+03
-1.0326e+00,-1.5813e+00,5.4926e-01,3.0206e+00,1.4383e+00,3.1061e+01,-1.3181e+03
-1.0116e+00,-1.8817e+00,4.6389e-01,2.7142e+00,2.8938e+00,3.1078e+01,-1.3175e+03
-1.0667e+00,-1.5065e+00,1.1748e+00,2.5401e+00,2.9556e+00,3.0985e+01,-1.3126e+03
-1.0142e+00,-1.6753e+00,1.6543e+00,1.6015e+00,3.1217e+00,3.1019e+01,-1.3180e+03
-1.0630e+00,-1.7284e+00,1.4311e+00,2.5441e+00,3.0189e+00,3.1124e+01,-1.3191e+03
-1.0628e+00,-1.6967e+00,2.0908e+00,1.9814e+00,3.1021e+00,3.1174e+01,-1.3184e+03
-1.0870e+00,-1.7822e+00,1.0073e+00,1.1136e+00,3.1668e+00,3.1065e+01,-1.3157e+03
-1.0015e+00,-1.5467e+00,1.6053e+00,1.1764e+00,3.1292e+00,3.0996e+01,-1.3184e+03
-1.0118e+00,-1.5769e+00,1.4221e+00,2.8118e+00,2.8716e+00,3.1176e+01,-1.3186e+03
-1.0530e+00,-1.8301e+00,3.9090e-01,2.4819e+00,3.0538e+00,3.1121e+01,-1.3190e+03
-1.0977e+00,-1.5807e+00,1.1102e+00,1.4834e+00,3.1442e+00,3.1027e+01,-1.3160e+03
-1.0005e+00,-1.5810e+00,1.4042e+00,2.8058e+00,2.8856e+00,3.1188e+01,-1.3108e+03
-1.0164e+00,-1.6148e+00,3.7677e-02,2.5647e+00,3.0579e+00,3.1152e+01,-1.3077e+03
-1.1455e+00,-1.8226e+00,1.5723e-01,2.1996e+00,3.1297e+00,3.1142e+01,-1.3191e+03
