logfeh,logdust,logSFH0,logSFH1,logSFH2,dmod,logl
-1.0853e+00,-1.8177e+00,8.2271e-01,1.5396e+00,3.1491e+00,3.1040e+01,-1.3167e+03
-1.0245e+00,-1.6042e+00,1.6314e-01,1.3266e+00,3.1207e+00,3.0918e+01,-1.3076e+03
-1.0520e+00,-1.5183e+00,1.8950e+00,2.6748e+00,2.8659e+00,3.1076e+01,-1.3179e+03
-1.0800e+00,-1.5780e+00,1.4400e+00,1.3496e+00,3.1741e+00,3.1098e+01,-1.3172e+03
-1.0411e+00,-1.5263e+00,1.4051e+00,2.9156e+00,2.5605e+00,3.1091e+01,-1.3143e+03
-1.0370e+00,-1.5979e+00,5.9502e-01,2.7252e+00,2.8402e+00,3.1016e+01,-1.3156e+03
-1.0380e+00,-1.6166e+00,1.9848e+00,2.0789e+00,3.1013e+00,3.1131e+01,-1.3182e+03
-1.0002e+00,-1.6984e+00,1.7014e+00,1.9315e+00,3.1109e+00,3.1050e+01,-1.3187e+03
-1.0076e+00,-1.5434e+00,1.9346e+00,2.6163e+00,2.9127e+00,3.1085e+01,-1.3191e+03
-1.0231e+00,-1.8044e+00,1.0567e+00,3.0256e+00,1.3291e+00,3.1112e+01,-1.3179e+03
-1.1051e+00,-1.6092e+00,1.1260e-03,1.7639e+00,3.1759e+00,3.1118e+01,-1.3127e+03
-1.0673e+00,-1.6278e+00,8.7336e-01,2.9060e+00,2.7393e+00,3.1196e+01,-1.3162e+03
-1.0470e+00,-1.6403e+00,1.0757e+00,2.7914e+00,2.7635e+00,3.1020e+01,-1.3190e+03
-1.0791e+00,-1.5431e+00,3.3183e-01,2.5034e+00,3.0559e+00,3.1101e+01,-1.3171e+03
-1.0285e+00,-1.8380e+00,7.0928e-01,1.1767e+00,3.1490e+00,3.1012e+01,-1.3174e+03
-1.1603e+00,-1.6034e+00,1.2282e+00,2.0690e+00,3.1666e+00,3.1176e+01,-1.3149e+03
-1.0595e+00,-1.7274e+00,5.0478e-01,2.5475e+00,3.0104e+00,3.1086e+01,-1.3165e+03
-1.1114e+00,-1.5693e+00,5.2441e-01,2.3783e+00,3.1117e+00,3.1140e+01,-1.3104e+03
-1.0230e+00,-1.6058e+00,1.5667e-01,1.6473e+00,3.1577e+00,3.1037e+01,-1.3185e+03
-1.0400e+00,-1.6734e+00,1.5761e+00,2.8620e+00,2.6824e+00,3.1125e+01,-1.3160e+03
-1.0505e+00,-1.8339e+00,7.0362e-01,1.4445e+00,3.1901e+00,3.1129e+01,-1.3160e+03
-1.0387e+00,-1.5268e+00,2.9053e-01,3.0116e+00,1.0106e+00,3.1022e+01,-1.3180e+03
-1.0781e+00,-1.7062e+00,2.4488e-01,1.5413e+00,3.1369e+00,3.1001e+01,-1.3174e+03
-1.0384e+00,-1.5044e+00,1.9058e+00,2.3393e+00,3.0434e+00,3.1079e+01,-1.3158e+03
-1.0230e+00,-1.5532e+00,5.7522e-01,2.8967e+00,2.7815e+00,3.1187e+01,-1.3174e+03
-1.0826e+00,-1.5494e+00,1.1654e+00,2.7474e+00,2.8569e+00,3.1086e+01,-1.3191e+03
-1.1094e+00,-1.5350e+00,1.2579e+00,1.9790e+00,3.1264e+00,3.1050e+01,-1.3187e+03
-1.0268e+00,-1.6981e+00,1.5105e+00,1.7730e+00,3.1221e+00,3.1026e+01,-1.3135e+03
