logfeh_scale,logdust_med,logSFH0,logSFH1,logSFH2,logSFH3,logSFH4,dmod,logl
-7.6925e-01,-7.0765e-01,2.3937e+00,1.2667e-01,1.6202e+00,2.3275e+00,3.9113e+00,2.9645e+01,-7.8357e+02
-4.6008e-01,-6.4788e-01,2.5280e+00,1.7741e+00,7.9447e-01,1.8834e+00,4.0592e+00,2.9958e+01,-7.4913e+02
-2.7882e-01,-1.0214e+00,2.2510e+00,1.7169e+00,1.5913e+00,2.9174e+00,3.7700e+00,2.9420e+01,-8.0282e+02
-8.5711e-01,-5.2477e-01,2.3111e+00,2.8398e-02,2.5850e+00,2.7412e+00,3.7057e+00,2.9364e+01,-7.5331e+02
-6.6503e-01,-5.9492e-01,2.4059e+00,5.2414e-01,9.6764e-01,1.8458e+00,3.9145e+00,2.9604e+01,-7.1234e+02
-7.0250e-01,-6.1842e-01,2.2672e+00,9.9707e-01,1.1774e+00,3.6082e+00,2.7780e+00,2.9327e+01,-7.8728e+02
-5.3651e-01,-5.8968e-01,2.4024e+00,1.2986e+00,9.7903e-01,3.3900e+00,3.7003e+00,2.9668e+01,-7.6997e+02
-2.2611e-01,-6.6379e-01,2.3061e+00,6.6938e-01,1.6408e+00,3.6569e+00,1.9295e+00,2.9395e+01,-7.9414e+02
-2.4992e-01,-6.0269e-01,2.7912e+00,1.3814e+00,2.1906e+00,2.2397e+00,4.3031e+00,3.0628e+01,-8.0580e+02
-3.6240e-01,-6.2439e-01,2.2817e+00,9.6266e-01,1.7748e+00,1.6144e+00,3.7580e+00,2.9177e+01,-7.6300e+02
-5.6486e-01,-5.4412e-01,2.1793e+00,1.9532e+00,1.5578e+00,2.1238e+00,3.6784e+00,2.9031e+01,-7.9304e+02
-3.7929e-01,-7.6222e-01,2.5425e+00,9.4002e-01,1.5551e+00,2.0191e+00,4.1132e+00,3.0089e+01,-8.1266e+02
-2.2580e-01,-1.0534e+00,2.2095e+00,5.1436e-01,1.7910e+00,2.2842e+00,3.7811e+00,2.9244e+01,-8.1294e+02
-4.4708e-01,-6.1054e-01,2.4731e+00,7.7987e-01,1.6828e+00,3.2419e+00,3.8418e+00,2.9741e+01,-7.8590e+02
-4.1334e-01,-6.4163e-01,2.7908e+00,4.2950e-01,1.9743e+00,2.7857e+00,4.2991e+00,3.0687e+01,-8.0951e+02
-2.0095e-02,-6.1725e-01,2.4193e+00,1.0837e+00,1.3651e+00,2.4020e+00,3.9234e+00,2.9539e+01,-7.8177e+02
-8.2424e-01,-6.6739e-01,2.1729e+00,5.2953e-01,1.7829e+00,2.0742e+00,3.7068e+00,2.9045e+01,-7.6437e+02
-4.5814e-01,-5.9017e-01,2.5285e+00,1.5827e+00,1.2730e+00,1.8115e+00,4.0482e+00,2.9956e+01,-7.8246e+02
-1.3941e-01,-6.3752e-01,2.4464e+00,1.1433e+00,2.5993e+00,2.8816e+00,3.8651e+00,2.9720e+01,-7.9964e+02
-3.5211e-01,-5.7097e-01,2.2925e+00,7.8503e-01,7.2005e-01,3.5259e+00,3.1122e+00,2.9258e+01,-7.6981e+02
-9.7546e-01,-6.2689e-01,1.8981e+00,1.1786e+00,1.5067e+00,2.9923e+00,3.1456e+00,2.8353e+01,-7.8353e+02
-3.4271e-01,-7.0999e-01,2.3753e+00,2.0297e+00,7.5795e-01,2.4527e+00,3.8876e+00,2.9633e+01,-7.8494e+02
-7.6266e-02,-7.2177e-01,2.4330e+00,3.3077e-01,2.0063e+00,3.4041e+00,3.7323e+00,2.9693e+01,-7.7016e+02
-6.2200e-01,-7.5668e-01,2.1002e+00,1.3403e+00,8.4644e-01,2.2227e+00,3.6252e+00,2.8894e+01,-7.7657e+02
-3.8753e-01,-6.1529e-01,2.0727e+00,2.0618e+00,1.6869e+00,2.2612e+00,3.5527e+00,2.8831e+01,-8.0595e+02
-4.4059e-01,-6.1634e-01,2.4381e+00,1.5046e+00,1.0100e+00,2.2392e+00,3.9401e+00,2.9679e+01,-7.1758e+02
-8.0727e-01,-5.8228e-01,2.2966e+00,9.6783e-01,2.2534e+00,2.7176e+00,3.7692e+00,2.9369e+01,-7.3525e+02
-8.7268e-01,-7.1630e-01,2.1008e+00,1.3339e+00,1.5194e+00,2.0086e+00,3.6355e+00,2.8874e+01,-7.6320e+02
-3.6548e-01,-8.1738e-01,2.5079e+00,1.1868e+00,1.1580e+00,3.2065e+00,4.0027e+00,3.0048e+01,-7.8963e+02
-2.4925e-01,-1.0078e+00,2.3533e+00,1.0681e+00,2.0622e+00,2.6941e+00,3.8754e+00,2.9606e+01,-8.2318e+02
-2.9088e-01,-7.1841e-01,2.1682e+00,1.8927e+00,2.1325e+00,2.8785e+00,3.5388e+00,2.9077e+01,-8.1911e+02
-4.8980e-01,-8.4312e-01,2.2956e+00,8.4977e-01,2.2015e+00,1.4752e+00,3.8093e+00,2.9398e+01,-7.7954e+02
-4.2336e-01,-5.2230e-01,2.2294e+00,1.9318e+00,6.7174e-01,2.6615e+00,3.6174e+00,2.9028e+01,-7.9414e+02
-2.0367e-02,-5.4138e-01,2.5412e+00,9.0767e-01,1.5179e+00,2.8326e+00,3.9917e+00,2.9784e+01,-8.1413e+02
-4.2030e-01,-8.3503e-01,2.2449e+00,4.9628e-01,1.3172e+00,3.4488e+00,3.3354e+00,2.9329e+01,-7.8384e+02
-1.2483e-01,-8.6510e-01,2.2271e+00,1.0638e+00,1.1775e+00,2.4857e+00,3.7412e+00,2.9134e+01,-8.1290e+02
-4.9486e-01,-8.0737e-01,2.3663e+00,6.7698e-01,2.2732e+00,2.0169e+00,3.8822e+00,2.9568e+01,-8.2337e+02
-8.5183e-01,-6.2961e-01,2.4195e+00,3.4021e-01,1.0815e+00,2.8245e+00,3.9361e+00,2.9710e+01,-7.9588e+02
-7.7043e-01,-5.1877e-01,2.4843e+00,1.1913e+00,1.2109e+00,2.0347e+00,4.0080e+00,2.9836e+01,-8.1942e+02
-4.8875e-01,-9.5342e-01,2.3178e+00,1.0758e+00,1.8597e+00,2.0252e+00,3.8822e+00,2.9568e+01,-7.9790e+02
-3.5678e-01,-7.2400e-01,2.3464e+00,1.4189e-01,7.8348e-01,2.9100e+00,3.8231e+00,2.9521e+01,-8.0193e+02
-5.7764e-01,-6.7239e-01,2.6513e+00,9.2235e-01,2.6709e+00,2.4290e+00,4.1603e+00,3.0378e+01,-8.2168e+02
-8.1904e-02,-6.4429e-01,2.4966e+00,1.0939e+00,1.5269e+00,2.6071e+00,4.0109e+00,2.9809e+01,-7.9464e+02
-7.9418e-01,-6.8149e-01,2.1891e+00,1.5751e+00,1.8981e+00,1.7500e+00,3.7109e+00,2.9099e+01,-7.3996e+02
1.8363e-01,-6.0070e-01,2.5575e+00,1.4070e+00,4.6808e-01,2.9218e+00,4.0427e+00,2.9893e+01,-8.1470e+02
-8.2208e-01,-5.4663e-01,2.4676e+00,9.9722e-01,8.8809e-01,1.3836e+00,3.9880e+00,2.9723e+01,-7.5215e+02
1.8860e-01,-6.7974e-01,2.5854e+00,9.1118e-01,5.9814e-01,2.8083e+00,4.1116e+00,3.0029e+01,-8.1768e+02
-5.5051e-01,-7.0298e-01,2.3629e+00,9.6021e-01,5.4260e-01,3.6552e+00,3.1842e+00,2.9590e+01,-8.1137e+02
-6.7082e-01,-7.0487e-01,2.3830e+00,8.4779e-01,1.0162e+00,3.6548e+00,3.3910e+00,2.9709e+01,-8.1584e+02
-4.4620e-01,-6.4133e-01,2.2199e+00,1.4598e+00,9.5096e-01,1.5183e+00,3.6887e+00,2.8988e+01,-8.2441e+02
-4.3630e-01,-5.1299e-01,2.5184e+00,9.5037e-01,1.3790e+00,1.7979e+00,3.9884e+00,2.9812e+01,-7.6411e+02
-5.3851e-01,-5.7096e-01,2.0362e+00,1.0432e+00,9.4368e-01,3.1482e+00,3.1440e+00,2.8564e+01,-7.9781e+02
-3.7985e-02,-7.6350e-01,2.3999e+00,2.0624e-01,1.7523e+00,1.5474e+00,3.9611e+00,2.9632e+01,-8.0419e+02
-5.7834e-01,-5.1127e-01,2.3207e+00,1.4256e+00,2.3833e+00,3.3721e+00,3.3790e+00,2.9380e+01,-7.9774e+02
-8.5525e-01,-7.6216e-01,2.1613e+00,1.0459e+00,5.2642e-01,2.4277e+00,3.6862e+00,2.9036e+01,-7.7970e+02
-6.7308e-02,-6.5532e-01,2.3789e+00,2.3973e-01,9.9488e-01,3.4392e+00,3.6190e+00,2.9526e+01,-8.0573e+02
-5.2844e-01,-8.9468e-01,2.1499e+00,4.9951e-01,1.5215e+00,3.2636e+00,3.3897e+00,2.9112e+01,-8.1900e+02
-5.5303e-01,-5.2165e-01,2.1747e+00,1.2775e+00,1.0658e+00,3.4689e+00,2.5742e+00,2.8955e+01,-7.5947e+02
-2.1783e-01,-6.9539e-01,2.6957e+00,1.2615e+00,1.3957e+00,2.7981e+00,4.2164e+00,3.0415e+01,-7.9898e+02
-7.9430e-01,-6.1657e-01,1.7842e+00,1.5355e+00,1.2639e+00,2.8270e+00,3.0679e+00,2.8061e+01,-8.2382e+02
-3.2326e-01,-6.6352e-01,2.2154e+00,7.5295e-01,1.0660e+00,3.4436e+00,3.1520e+00,2.9145e+01,-7.9250e+02
-6.2716e-01,-5.9900e-01,2.4645e+00,4.3890e-01,1.9543e+00,3.7277e+00,3.1969e+00,2.9838e+01,-7.9242e+02
-5.7728e-01,-7.7584e-01,2.3351e+00,1.0595e+00,2.5271e+00,2.8949e+00,3.7545e+00,2.9551e+01,-7.8182e+02
-9.2607e-01,-5.1626e-01,1.9995e+00,1.8229e+00,1.3364e+00,3.0290e+00,3.1919e+00,2.8515e+01,-8.1503e+02
-8.1633e-01,-9.4498e-01,2.0813e+00,6.3939e-01,1.6548e+00,2.8284e+00,3.5810e+00,2.8979e+01,-8.0786e+02
-9.3966e-01,-5.8838e-01,1.9562e+00,1.9396e+00,2.0783e+00,1.6952e+00,3.5010e+00,2.8629e+01,-7.8584e+02
-3.1509e-01,-5.0469e-01,2.3321e+00,1.0215e+00,6.3535e-01,3.5987e+00,2.7526e+00,2.9290e+01,-7.9870e+02
-7.2804e-02,-5.9635e-01,2.4149e+00,1.0799e+00,6.2992e-01,2.1847e+00,3.9120e+00,2.9540e+01,-8.0697e+02
-6.1568e-01,-6.8672e-01,2.2936e+00,1.1729e+00,6.8887e-01,3.0585e+00,3.6725e+00,2.9330e+01,-7.8246e+02
-9.4379e-01,-6.8284e-01,2.0633e+00,-4.0171e-02,2.1959e+00,3.0630e+00,3.3291e+00,2.8815e+01,-7.9902e+02
-5.2789e-02,-6.2752e-01,2.6397e+00,1.3692e+00,1.0392e+00,2.8884e+00,4.1260e+00,3.0183e+01,-8.0124e+02
-5.9750e-01,-5.0061e-01,2.1134e+00,1.4879e+00,4.8347e-01,3.0552e+00,3.3597e+00,2.8772e+01,-8.0970e+02
-4.0858e-01,-5.6854e-01,2.3853e+00,1.9648e+00,1.2928e+00,3.2886e+00,3.7312e+00,2.9608e+01,-8.0690e+02
-4.7742e-01,-5.7790e-01,2.3636e+00,7.7394e-01,1.9251e+00,3.3745e+00,3.5694e+00,2.9495e+01,-7.7592e+02
-8.1190e-01,-7.1463e-01,1.9803e+00,1.2072e+00,1.0985e+00,3.1982e+00,3.0511e+00,2.8585e+01,-8.1786e+02
-7.0406e-01,-6.0539e-01,2.1104e+00,1.8149e+00,1.2715e+00,1.8234e+00,3.6109e+00,2.8803e+01,-7.9008e+02
-1.9002e-01,-6.1785e-01,2.1897e+00,1.3859e+00,1.6204e+00,2.5370e+00,3.6464e+00,2.8974e+01,-8.2284e+02
-5.8233e-01,-6.7854e-01,2.1285e+00,2.0382e+00,1.2012e+00,2.3581e+00,3.6591e+00,2.9046e+01,-7.5204e+02
-3.5983e-01,-5.9724e-01,2.2616e+00,1.2309e+00,2.4368e+00,3.0279e+00,3.5328e+00,2.9176e+01,-7.5162e+02
-4.9557e-01,-5.3216e-01,2.7473e+00,3.8672e-01,1.0521e+00,2.0363e+00,4.2357e+00,3.0419e+01,-7.9956e+02
-1.7366e-01,-7.6534e-01,2.4463e+00,1.5471e+00,2.0050e+00,3.3641e+00,3.7821e+00,2.9773e+01,-7.9840e+02
4.2066e-02,-7.7923e-01,2.2568e+00,1.7493e+00,1.2394e+00,1.6383e+00,3.8005e+00,2.9217e+01,-8.2259e+02
-3.6747e-01,-9.5881e-01,2.5158e+00,9.3982e-01,6.8098e-01,1.6927e+00,4.1210e+00,3.0109e+01,-8.1900e+02
-6.4094e-01,-5.2913e-01,2.5742e+00,2.6328e-01,2.5801e+00,2.8635e+00,3.9763e+00,3.0028e+01,-8.2071e+02
-7.3312e-01,-6.7660e-01,2.4143e+00,5.6817e-01,2.7179e+00,2.2313e+00,3.9127e+00,2.9770e+01,-7.8390e+02
4.5080e-02,-8.2263e-01,2.3606e+00,8.5193e-01,1.5097e+00,3.1673e+00,3.8139e+00,2.9534e+01,-8.1580e+02
-7.6159e-01,-5.1141e-01,2.3172e+00,8.2794e-01,1.2591e+00,3.5965e+00,2.5450e+00,2.9286e+01,-8.1918e+02
-8.6020e-01,-5.9932e-01,2.2844e+00,5.4007e-02,1.9298e+00,1.4515e+00,3.8393e+00,2.9359e+01,-8.2140e+02
-3.5715e-01,-6.7689e-01,2.5742e+00,1.8991e+00,9.3113e-01,1.7209e+00,4.1210e+00,3.0125e+01,-7.8730e+02
-7.0880e-01,-5.6286e-01,2.1750e+00,1.4378e+00,2.5810e+00,2.7688e+00,3.4743e+00,2.8992e+01,-7.8628e+02
-5.1527e-01,-7.9446e-01,2.1761e+00,9.8935e-01,1.1676e+00,2.1943e+00,3.7019e+00,2.9082e+01,-7.6808e+02
-6.2506e-01,-6.9599e-01,2.4031e+00,2.0009e+00,1.1022e+00,3.3056e+00,3.7826e+00,2.9764e+01,-7.5652e+02
-5.4764e-01,-7.0680e-01,2.6469e+00,4.7515e-01,9.5657e-01,2.5548e+00,4.1959e+00,3.0343e+01,-7.9216e+02
-3.6866e-01,-5.0175e-01,2.5915e+00,7.8567e-02,2.5919e+00,3.0280e+00,3.9223e+00,2.9974e+01,-7.6741e+02
-5.9643e-01,-6.6960e-01,2.4161e+00,2.9418e-01,8.4886e-01,1.5552e+00,3.9453e+00,2.9658e+01,-7.2198e+02
-1.4619e-01,-5.8143e-01,2.2706e+00,1.7526e+00,1.9088e+00,3.1004e+00,3.5862e+00,2.9194e+01,-7.9775e+02
-1.8589e-01,-6.3086e-01,2.7060e+00,1.5318e+00,1.6901e+00,3.5108e+00,4.0796e+00,3.0425e+01,-7.9480e+02
-1.0842e-01,-6.2028e-01,2.4279e+00,2.1179e+00,1.1922e+00,3.6718e+00,3.2898e+00,2.9717e+01,-8.1938e+02
-2.9397e-01,-6.9698e-01,2.3304e+00,6.0561e-01,2.5440e+00,3.0214e+00,3.6781e+00,2.9435e+01,-8.2269e+02
-6.4797e-01,-6.3833e-01,2.3615e+00,1.3580e+00,2.6911e+00,1.7593e+00,3.8312e+00,2.9577e+01,-7.8891e+02
-2.8937e-01,-8.1944e-01,2.3807e+00,1.0775e+00,1.0484e+00,3.6154e+00,3.5045e+00,2.9740e+01,-8.0712e+02
-6.2430e-01,-8.1587e-01,2.2507e+00,7.5558e-01,1.7680e+00,2.1661e+00,3.7889e+00,2.9280e+01,-8.2063e+02
-2.0639e-02,-6.8324e-01,2.3382e+00,1.0863e+00,8.3410e-01,2.3691e+00,3.8370e+00,2.9329e+01,-8.1260e+02
-3.9416e-01,-1.0067e+00,1.9872e+00,1.5813e+00,4.6775e-01,1.5642e+00,3.5703e+00,2.8671e+01,-8.2102e+02
-2.3207e-01,-6.2058e-01,2.1729e+00,2.1148e+00,1.4033e+00,2.1433e+00,3.6871e+00,2.9090e+01,-8.1554e+02
-6.4958e-01,-7.0314e-01,2.3602e+00,7.9115e-01,1.1362e+00,2.1398e+00,3.8595e+00,2.9509e+01,-8.2437e+02
-7.2050e-01,-6.7425e-01,2.0305e+00,1.2492e+00,1.2189e+00,3.2886e+00,2.9199e+00,2.8700e+01,-7.8197e+02
-8.5474e-01,-6.8807e-01,2.1543e+00,1.3162e+00,2.5686e+00,1.9592e+00,3.6050e+00,2.9039e+01,-8.0679e+02
-5.2559e-01,-6.9887e-01,2.1898e+00,6.0379e-01,1.1654e+00,1.3951e+00,3.6840e+00,2.8951e+01,-8.1839e+02
-5.5629e-01,-7.1369e-01,2.3815e+00,1.5155e-01,8.7538e-01,3.0666e+00,3.8300e+00,2.9603e+01,-7.2177e+02
-3.4155e-01,-9.2587e-01,2.1869e+00,1.5647e+00,1.0575e+00,2.5529e+00,3.7358e+00,2.9218e+01,-7.9466e+02
2.2550e-02,-9.1890e-01,2.2972e+00,5.9998e-01,1.5325e+00,3.3785e+00,3.6000e+00,2.9401e+01,-8.1796e+02
-8.6137e-01,-5.3055e-01,2.2787e+00,9.7672e-01,8.5215e-01,3.6177e+00,2.3532e+00,2.9287e+01,-7.8037e+02
-7.5944e-01,-7.0377e-01,2.2841e+00,1.1837e+00,1.4134e+00,3.2594e+00,3.6200e+00,2.9389e+01,-7.5010e+02
-6.6549e-01,-5.4878e-01,2.3297e+00,1.8567e+00,1.0937e+00,2.7186e+00,3.8030e+00,2.9408e+01,-7.3197e+02
-6.7334e-01,-5.9217e-01,2.4477e+00,2.8023e-01,2.2499e+00,3.3345e+00,3.7316e+00,2.9734e+01,-7.7688e+02
-1.3231e-01,-5.7532e-01,2.4416e+00,3.5415e-01,8.7322e-01,1.7328e+00,3.9615e+00,2.9625e+01,-7.9871e+02
-9.0780e-02,-6.9817e-01,2.5341e+00,1.6522e-01,8.9318e-01,1.7957e+00,4.0630e+00,2.9890e+01,-7.9361e+02
-3.7328e-02,-6.5214e-01,2.4429e+00,1.1568e+00,1.1774e+00,2.3342e+00,3.9567e+00,2.9602e+01,-8.0854e+02
-3.4549e-01,-5.5741e-01,2.2582e+00,1.2123e+00,1.7498e+00,3.4679e+00,3.0995e+00,2.9166e+01,-7.9118e+02
-6.1807e-01,-8.3014e-01,2.4407e+00,1.3988e+00,2.5166e+00,2.7204e+00,3.9341e+00,2.9877e+01,-8.1321e+02
-2.0675e-01,-1.0384e+00,2.2255e+00,7.1809e-01,2.0305e+00,3.1642e+00,3.6061e+00,2.9294e+01,-8.2322e+02
-5.6470e-01,-6.8735e-01,2.1727e+00,1.1616e+00,1.7807e+00,2.9603e+00,3.5334e+00,2.8981e+01,-7.9800e+02
-3.8123e-01,-7.4029e-01,2.3584e+00,1.8965e+00,1.5263e+00,3.0175e+00,3.8276e+00,2.9610e+01,-7.5789e+02
-3.3524e-01,-5.5647e-01,2.6111e+00,6.9919e-01,2.0188e+00,3.8898e+00,2.8687e+00,3.0131e+01,-8.1679e+02
-4.1424e-01,-7.7176e-01,2.1060e+00,5.6641e-01,2.1489e+00,2.5836e+00,3.5536e+00,2.8858e+01,-8.2336e+02
4.6324e-02,-6.2588e-01,2.4994e+00,1.5672e-01,2.5771e+00,2.2328e+00,3.9664e+00,2.9780e+01,-7.9011e+02
-6.4016e-01,-7.2514e-01,2.4451e+00,3.2500e-01,1.3144e+00,2.6264e+00,3.9811e+00,2.9842e+01,-8.1888e+02
-4.2477e-01,-6.7793e-01,2.7156e+00,8.6543e-01,2.8101e+00,2.4394e+00,4.2045e+00,3.0528e+01,-8.1476e+02
9.9661e-03,-5.9093e-01,2.5001e+00,1.8218e+00,1.9021e+00,1.6271e+00,4.0244e+00,2.9796e+01,-7.9888e+02
-6.8657e-01,-9.7204e-01,2.1572e+00,1.2750e-01,1.9436e+00,2.7143e+00,3.6699e+00,2.9180e+01,-8.0878e+02
-1.7146e-01,-7.3254e-01,2.5753e+00,1.1622e+00,1.5509e+00,3.0077e+00,4.0715e+00,3.0070e+01,-8.1776e+02
-6.0988e-01,-6.7217e-01,2.3632e+00,-2.7960e-03,2.3672e+00,3.1919e+00,3.7007e+00,2.9590e+01,-7.9480e+02
-8.4073e-01,-8.1395e-01,2.1664e+00,2.8186e-01,1.5666e+00,2.0837e+00,3.7250e+00,2.9138e+01,-8.1583e+02
-1.3878e-01,-5.5962e-01,2.6558e+00,8.6857e-02,2.6382e+00,1.3912e+00,4.1309e+00,3.0234e+01,-7.9159e+02
-6.7797e-01,-5.9622e-01,2.2154e+00,8.1873e-01,1.5188e+00,2.1429e+00,3.7042e+00,2.9025e+01,-7.6004e+02
-2.5388e-01,-5.4435e-01,2.3377e+00,1.2803e-01,2.1117e+00,3.5386e+00,3.1500e+00,2.9367e+01,-8.0221e+02
-2.0218e-01,-7.9514e-01,2.6265e+00,1.0570e+00,1.5157e+00,2.7999e+00,4.1556e+00,3.0291e+01,-8.1138e+02
-2.7049e-01,-5.2838e-01,2.4476e+00,8.5939e-01,8.7790e-01,1.7395e+00,3.9212e+00,2.9553e+01,-7.3347e+02
-3.9272e-01,-5.6809e-01,2.4099e+00,1.0304e+00,9.3276e-01,1.7105e+00,3.9268e+00,2.9557e+01,-7.8603e+02
-3.1385e-01,-7.7826e-01,2.1631e+00,1.3325e+00,1.3692e+00,2.9872e+00,3.5680e+00,2.9053e+01,-7.9001e+02
-3.3291e-02,-7.1058e-01,2.6721e+00,5.7076e-01,2.0301e+00,2.4133e+00,4.2074e+00,3.0327e+01,-8.1868e+02
-8.1493e-02,-8.8786e-01,2.4456e+00,2.5186e-01,1.2580e+00,3.5232e+00,3.7903e+00,2.9873e+01,-8.1169e+02
-2.0005e-01,-7.9303e-01,2.0995e+00,1.8575e+00,1.1087e+00,1.4185e+00,3.6339e+00,2.8852e+01,-8.2380e+02
-2.7083e-01,-6.5999e-01,2.3574e+00,1.0998e+00,1.6976e+00,1.5038e+00,3.8730e+00,2.9424e+01,-8.2125e+02
-4.0904e-01,-7.8559e-01,2.0760e+00,1.5291e+00,1.1253e+00,1.5404e+00,3.5888e+00,2.8752e+01,-8.2436e+02
-3.3233e-01,-5.1317e-01,2.4942e+00,1.4368e+00,1.1456e+00,3.3315e+00,3.7756e+00,2.9719e+01,-7.3807e+02
-6.7244e-01,-5.1268e-01,2.5584e+00,6.8962e-01,2.1910e+00,2.2311e+00,4.0404e+00,2.9969e+01,-7.2216e+02
-4.2943e-01,-5.7210e-01,2.1901e+00,2.0222e+00,1.6040e+00,1.5241e+00,3.6985e+00,2.9091e+01,-7.9423e+02
-8.3674e-01,-5.3029e-01,2.4040e+00,1.6168e+00,1.7578e+00,2.9036e+00,3.8539e+00,2.9602e+01,-7.5149e+02
-4.2262e-01,-5.4903e-01,2.3759e+00,7.8753e-01,6.5035e-01,3.6046e+00,3.2223e+00,2.9489e+01,-7.5306e+02
-3.9459e-02,-5.0208e-01,2.4575e+00,1.5476e+00,1.6195e+00,3.6155e+00,3.4625e+00,2.9614e+01,-8.0936e+02
-5.0148e-02,-6.6368e-01,2.2377e+00,6.1147e-01,1.0843e+00,3.5279e+00,2.9099e+00,2.9133e+01,-8.0317e+02
-5.9872e-01,-6.1898e-01,2.2528e+00,2.0521e+00,8.2274e-01,3.1880e+00,3.6300e+00,2.9379e+01,-7.8012e+02
-2.2887e-02,-8.8894e-01,2.3109e+00,4.5554e-01,1.0800e+00,1.5735e+00,3.8971e+00,2.9406e+01,-8.1535e+02
-8.0474e-01,-5.7458e-01,2.3808e+00,3.1325e-01,1.5796e+00,1.5301e+00,3.9324e+00,2.9599e+01,-8.2279e+02
-9.0313e-01,-5.9784e-01,2.1051e+00,1.6988e-01,2.3237e+00,2.0007e+00,3.5863e+00,2.8864e+01,-7.5689e+02
-4.6716e-01,-5.1772e-01,2.8346e+00,5.3147e-02,2.5327e+00,2.8089e+00,4.2883e+00,3.0679e+01,-8.0350e+02
-5.9243e-01,-6.3236e-01,2.3101e+00,5.2985e-01,1.7339e+00,3.6491e+00,2.6204e+00,2.9443e+01,-7.5273e+02
-8.7767e-02,-6.5363e-01,2.3124e+00,1.1376e+00,1.2166e+00,2.0208e+00,3.8045e+00,2.9228e+01,-7.9540e+02
-5.7916e-01,-6.8561e-01,2.0100e+00,-1.1140e-02,9.7667e-01,2.2743e+00,3.4898e+00,2.8509e+01,-8.1412e+02
-5.5102e-01,-8.1214e-01,2.1642e+00,8.3316e-01,2.2876e+00,3.4257e+00,3.0409e+00,2.9191e+01,-8.0092e+02
-3.8220e-01,-5.7137e-01,2.1829e+00,5.5550e-01,1.0501e+00,3.1806e+00,3.3942e+00,2.8903e+01,-7.7841e+02
-5.6422e-01,-7.8113e-01,2.4041e+00,1.7745e+00,1.8590e+00,2.4861e+00,3.9365e+00,2.9722e+01,-8.0880e+02
-9.3812e-01,-5.5339e-01,1.8328e+00,1.5792e+00,2.2529e+00,1.5434e+00,3.2764e+00,2.8127e+01,-8.0169e+02
-3.5305e-01,-8.8233e-01,2.2463e+00,1.4069e+00,1.3280e+00,3.6206e+00,2.9760e+00,2.9460e+01,-8.2013e+02
-8.9491e-01,-6.7369e-01,2.2321e+00,9.1256e-01,2.1415e+00,1.4992e+00,3.7383e+00,2.9174e+01,-7.8573e+02
-7.3567e-01,-5.8638e-01,2.0958e+00,1.2603e+00,1.8529e+00,3.1823e+00,3.1627e+00,2.8734e+01,-8.0522e+02
