logfeh,logdust_med,logSFH0,logSFH1,logSFH2,logSFH3,logSFH4,dmod,logl
1.5976e-01,-8.3869e-01,2.4480e+00,1.4574e+00,3.2590e+00,2.0305e+00,4.2415e+00,3.0536e+01,-3.8503e+02
2.7386e-01,-5.4371e-01,2.4638e+00,2.2037e+00,1.5149e+00,2.0212e+00,4.3213e+00,3.0307e+01,-3.9148e+02
2.2908e-01,-5.1499e-01,2.7598e+00,1.1218e+00,2.6449e+00,1.9205e+00,4.6139e+00,3.1045e+01,-3.8757e+02
2.8407e-01,-6.5126e-01,2.2755e+00,5.5855e-02,3.6124e+00,3.0318e+00,3.2670e+00,3.0086e+01,-3.9248e+02
2.5325e-01,-5.2049e-01,2.3592e+00,2.4525e+00,1.9078e+00,4.0221e+00,2.7660e+00,3.0164e+01,-3.7851e+02
1.8830e-01,-7.3654e-01,2.3002e+00,1.3649e+00,3.1889e+00,3.8333e+00,2.5273e+00,3.0121e+01,-3.9406e+02
2.6123e-01,-7.2615e-01,2.4601e+00,1.9816e+00,1.4210e+00,3.7352e+00,4.1450e+00,3.0415e+01,-3.9638e+02
2.7070e-01,-6.3317e-01,2.4136e+00,1.6483e+00,2.6661e+00,4.0657e+00,2.7006e+00,3.0309e+01,-3.8969e+02
1.0024e-01,-1.1252e+00,2.4234e+00,1.0394e+00,2.3659e+00,3.3571e+00,4.2450e+00,3.0508e+01,-3.9708e+02
1.3173e-01,-8.5456e-01,2.4069e+00,9.6539e-01,7.7974e-01,4.1009e+00,2.4025e+00,3.0397e+01,-3.9101e+02
1.9129e-01,-1.0493e+00,2.3351e+00,1.8558e+00,2.9259e+00,2.5923e+00,4.2100e+00,3.0309e+01,-3.7805e+02
