logfeh,logdust_med,logSFH0,logSFH1,logSFH2,logSFH3,logSFH4,logl
-1.1570e-01,-1.1373e+00,8.4595e-01,2.3233e+00,1.8853e+00,1.7124e+00,3.8887e+00,-5.0133e+02
-7.5442e-02,-1.0238e+00,7.2246e-01,2.3648e+00,2.2470e+00,1.8867e+00,3.8738e+00,-5.0086e+02
-6.8265e-02,-1.0340e+00,7.6088e-01,2.3749e+00,1.9620e+00,2.2680e+00,3.8872e+00,-5.0415e+02
-8.0920e-02,-1.0560e+00,8.3288e-01,2.3504e+00,2.0405e+00,2.2337e+00,3.8798e+00,-5.0133e+02
-6.6647e-02,-1.0036e+00,8.3112e-01,2.3564e+00,2.3112e+00,1.8056e+00,3.8751e+00,-5.0344e+02
-8.2490e-02,-1.0116e+00,7.5241e-01,2.3779e+00,1.9189e+00,1.6366e+00,3.8976e+00,-5.0242e+02
-9.6791e-02,-1.0397e+00,7.5587e-01,2.3705e+00,1.8777e+00,1.6671e+00,3.8923e+00,-5.0063e+02
-1.1508e-01,-1.0518e+00,7.7375e-01,2.3471e+00,1.9999e+00,1.6986e+00,3.8855e+00,-5.0398e+02
-1.1550e-01,-1.0241e+00,7.8574e-01,2.3602e+00,1.8063e+00,1.8004e+00,3.8913e+00,-5.0135e+02
-1.1275e-01,-1.0342e+00,8.2184e-01,2.3528e+00,1.7885e+00,1.9308e+00,3.8924e+00,-5.0370e+02
-8.9331e-02,-1.1010e+00,8.0987e-01,2.3427e+00,2.0788e+00,1.8430e+00,3.8841e+00,-5.0381e+02
-7.8027e-02,-1.0453e+00,8.1939e-01,2.3640e+00,1.8253e+00,2.0887e+00,3.8963e+00,-5.0012e+02
-6.5482e-02,-1.0222e+00,6.8716e-01,2.3989e+00,1.7418e+00,2.1052e+00,3.8961e+00,-5.0279e+02
-9.5076e-02,-1.0232e+00,7.8401e-01,2.3764e+00,1.7669e+00,1.9978e+00,3.8930e+00,-5.0261e+02
-1.2671e-01,-1.0530e+00,8.6429e-01,2.3448e+00,1.8033e+00,1.9639e+00,3.8864e+00,-5.0399e+02
-6.6352e-02,-1.0037e+00,7.0641e-01,2.3937e+00,1.7737e+00,2.1492e+00,3.8978e+00,-5.0251e+02
-6.5765e-02,-1.0334e+00,7.6255e-01,2.3763e+00,1.9850e+00,2.1404e+00,3.8897e+00,-5.0206e+02
-6.7527e-02,-1.0656e+00,8.4217e-01,2.3471e+00,2.2567e+00,1.9658e+00,3.8752e+00,-4.9883e+02
-8.5194e-02,-1.0084e+00,7.6058e-01,2.3808e+00,1.7773e+00,2.2556e+00,3.8894e+00,-4.8902e+02
-1.1270e-01,-1.0325e+00,7.7892e-01,2.3575e+00,1.8738e+00,1.7436e+00,3.8901e+00,-5.0440e+02
-1.0947e-01,-1.0216e+00,7.5593e-01,2.3732e+00,1.4639e+00,2.1289e+00,3.8947e+00,-5.0019e+02
-8.4263e-02,-1.0645e+00,8.6050e-01,2.3607e+00,1.5022e+00,2.0434e+00,3.9015e+00,-5.0285e+02
-8.8141e-02,-1.0108e+00,7.9711e-01,2.3691e+00,1.9294e+00,1.6894e+00,3.8977e+00,-5.0422e+02
-5.1168e-02,-1.0151e+00,7.0661e-01,2.3952e+00,1.9333e+00,2.1148e+00,3.8952e+00,-5.0397e+02
-6.6549e-02,-1.1700e+00,7.2345e-01,2.3396e+00,2.1491e+00,1.9355e+00,3.8809e+00,-5.0419e+02
-1.0554e-01,-1.0131e+00,8.4643e-01,2.3681e+00,1.7005e+00,1.8761e+00,3.8960e+00,-4.9934e+02
-7.5219e-02,-1.0084e+00,7.2717e-01,2.3766e+00,2.1505e+00,2.2996e+00,3.8710e+00,-5.0277e+02
-8.9152e-02,-1.0378e+00,8.1067e-01,2.3699e+00,1.5202e+00,2.1594e+00,3.8985e+00,-5.0105e+02
-6.6939e-02,-1.0002e+00,8.0946e-01,2.3769e+00,2.1093e+00,1.7013e+00,3.8926e+00,-5.0025e+02
-1.1211e-01,-1.0117e+00,8.5356e-01,2.3562e+00,1.8664e+00,1.8110e+00,3.8885e+00,-5.0152e+02
-7.9046e-02,-1.0078e+00,8.1350e-01,2.3602e+00,2.2015e+00,2.1302e+00,3.8738e+00,-4.9663e+02
-9.6959e-02,-1.0200e+00,8.9934e-01,2.3561e+00,1.8586e+00,2.0189e+00,3.8927e+00,-5.0029e+02
-7.3125e-02,-1.0416e+00,7.6812e-01,2.3807e+00,1.8704e+00,1.6285e+00,3.9006e+00,-4.9926e+02
-1.0531e-01,-1.0151e+00,7.3957e-01,2.3762e+00,1.6433e+00,1.6534e+00,3.8999e+00,-5.0117e+02
-6.2057e-02,-1.0048e+00,7.3819e-01,2.3938e+00,1.9620e+00,2.1352e+00,3.8886e+00,-4.9307e+02
-1.0324e-01,-1.0648e+00,7.4871e-01,2.3639e+00,1.9055e+00,1.8647e+00,3.8885e+00,-5.0390e+02
-1.1889e-01,-1.0034e+00,7.9653e-01,2.3668e+00,1.7719e+00,1.7479e+00,3.8926e+00,-5.0138e+02
-1.0811e-01,-1.0050e+00,7.9402e-01,2.3726e+00,1.5445e+00,1.9803e+00,3.8987e+00,-5.0079e+02
-8.1278e-02,-1.0797e+00,7.4553e-01,2.3686e+00,1.4675e+00,2.2010e+00,3.8980e+00,-5.0196e+02
-7.4992e-02,-1.0866e+00,8.2586e-01,2.3530e+00,1.8464e+00,2.2251e+00,3.8920e+00,-5.0145e+02
-1.1987e-01,-1.0368e+00,7.8323e-01,2.3605e+00,1.3916e+00,2.0159e+00,3.8958e+00,-5.0325e+02
-1.1199e-01,-1.0375e+00,8.1549e-01,2.3551e+00,1.7956e+00,2.2483e+00,3.8832e+00,-5.0413e+02
-6.8548e-02,-1.0304e+00,8.4489e-01,2.3478e+00,2.2556e+00,2.0319e+00,3.8754e+00,-5.0377e+02
