logfeh,logdust_med,logSFH0,logSFH1,logSFH2,logSFH3,logSFH4,logl
1.6668e-01,-6.6439e-01,1.4430e+00,2.5439e+00,2.7201e+00,3.4639e+00,2.7917e+00,-5.0989e+02
-5.9342e-02,-1.0882e+00,1.4466e+00,2.3868e+00,7.6962e-01,3.3033e+00,3.4762e+00,-4.5158e+02
-6.0667e-02,-1.7592e+00,1.4592e+00,2.3177e+00,1.6147e+00,1.9681e+00,3.7887e+00,-4.9242e+02
-1.1001e-01,-1.3833e+00,1.4885e+00,2.3112e+00,7.6646e-01,2.7651e+00,3.7300e+00,-4.7992e+02
-1.7752e-02,-1.3852e+00,1.4335e+00,2.2578e+00,2.6566e+00,3.3014e+00,3.2795e+00,-4.9987e+02
1.0276e-01,-8.6742e-01,1.4831e+00,2.4465e+00,1.3184e+00,3.5200e+00,3.1592e+00,-4.8696e+02
-4.7359e-02,-1.4573e+00,1.2777e+00,2.4593e+00,1.1536e+00,2.0259e+00,3.7840e+00,-4.9051e+02
7.8035e-02,-1.6224e+00,1.4084e+00,2.4059e+00,1.8937e+00,1.8808e+00,3.8037e+00,-5.0066e+02
-3.9946e-02,-5.1164e-01,1.5673e+00,2.6142e+00,1.2393e+00,1.8743e+00,3.7982e+00,-3.9096e+02
1.2605e-02,-6.9922e-01,1.5369e+00,2.3538e+00,3.0268e+00,1.4727e+00,3.5079e+00,-4.9712e+02
5.0150e-02,-6.5063e-01,1.6166e+00,2.5211e+00,1.6085e+00,2.6727e+00,3.7711e+00,-4.6714e+02
-7.3557e-02,-1.0770e+00,1.4594e+00,2.4218e+00,1.7848e+00,2.4048e+00,3.7517e+00,-4.3272e+02
5.0167e-02,-1.5407e+00,1.4657e+00,2.3838e+00,1.5903e+00,2.4202e+00,3.7837e+00,-4.8119e+02
1.0833e-01,-7.8934e-01,1.5254e+00,2.4305e+00,2.6455e+00,3.4111e+00,3.1181e+00,-4.6784e+02
3.4766e-02,-7.7924e-01,1.5172e+00,2.3372e+00,2.8620e+00,3.3900e+00,2.5680e+00,-4.6885e+02
2.3314e-03,-1.2110e+00,1.4922e+00,2.3797e+00,9.6140e-01,2.8508e+00,3.7268e+00,-4.9391e+02
1.1265e-01,-5.3046e-01,1.5937e+00,2.5022e+00,2.6191e+00,3.5390e+00,2.3207e+00,-4.4008e+02
-9.7504e-02,-1.4887e+00,1.4177e+00,2.2780e+00,4.8167e-01,3.4065e+00,3.3499e+00,-4.3703e+02
2.6966e-02,-6.4110e-01,1.5013e+00,2.5801e+00,1.1459e+00,2.9831e+00,3.6905e+00,-4.9650e+02
-1.3073e-04,-5.1179e-01,1.6073e+00,2.5022e+00,1.3307e+00,3.6158e+00,2.3181e+00,-4.6936e+02
7.4776e-02,-7.1797e-01,1.5182e+00,2.3387e+00,3.1007e+00,3.1179e+00,2.8233e+00,-4.8827e+02
2.7735e-02,-1.3144e+00,1.3613e+00,2.4276e+00,1.1417e+00,2.6445e+00,3.7591e+00,-5.0290e+02
-1.3304e-02,-1.4175e+00,1.3641e+00,2.3182e+00,1.7326e+00,3.5510e+00,2.8705e+00,-4.8449e+02
1.7799e-01,-6.7557e-01,1.6093e+00,2.2045e+00,3.2669e+00,2.9760e+00,2.2733e+00,-4.9145e+02
-1.3653e-02,-8.5830e-01,1.5228e+00,2.3919e+00,1.1292e+00,3.4986e+00,3.1796e+00,-4.6626e+02
