niter,nc,eff,logl,logwt,logvol,logz,logzerr,h,delta_logz,time_elapsed,logfeh,logdust,logSFH0,logSFH1,logSFH2,dmod
6.5600e+02,1.0000e+00,3.4382e+01,-8.3858e+03,-8.3941e+03,-1.3107e+00,-8.3941e+03,1.2814e-01,8.2184e+00,7.4229e+03,6.4445e+02,-1.0928e+00,-1.5354e+00,5.2432e-01,1.9445e+00,2.6455e+00,3.0705e+01
6.5700e+02,1.0000e+00,3.4416e+01,-8.3646e+03,-8.3729e+03,-1.3127e+00,-8.3729e+03,1.2816e-01,8.2204e+00,7.3835e+03,6.4497e+02,-1.1043e+00,-1.6001e+00,7.3247e-01,1.8445e+00,1.3632e+00,3.0380e+01
6.5800e+02,1.0000e+00,3.4450e+01,-8.3207e+03,-8.3289e+03,-1.3147e+00,-8.3289e+03,1.2817e-01,8.2224e+00,7.3623e+03,6.4549e+02,-1.2184e+00,-1.5446e+00,1.9946e+00,2.5796e+00,2.6038e+00,3.1526e+01
6.5900e+02,3.0000e+00,3.4449e+01,-8.3168e+03,-8.3250e+03,-1.3167e+00,-8.3250e+03,1.2667e-01,8.0303e+00,7.3184e+03,6.4661e+02,-1.1522e+00,-1.8569e+00,1.6855e+00,1.8034e+00,1.4304e+00,3.0977e+01
6.6000e+02,1.0000e+00,3.4483e+01,-8.2786e+03,-8.2868e+03,-1.3187e+00,-8.2868e+03,1.2820e-01,8.2264e+00,7.3144e+03,6.4702e+02,-1.0252e+00,-1.5344e+00,9.8764e-01,1.8839e+00,1.8044e+00,3.0775e+01
6.6100e+02,1.0000e+00,3.4517e+01,-8.2756e+03,-8.2838e+03,-1.3207e+00,-8.2838e+03,1.2518e-01,7.8424e+00,7.2762e+03,6.4756e+02,-1.1147e+00,-1.8734e+00,2.0340e+00,2.2932e+00,1.0002e+00,3.1935e+01
6.6200e+02,2.0000e+00,3.4533e+01,-8.1575e+03,-8.1658e+03,-1.3227e+00,-8.1658e+03,1.2824e-01,8.2304e+00,7.2732e+03,6.4845e+02,-1.1726e+00,-1.7126e+00,1.0583e+00,1.7833e+00,3.1239e+00,3.1763e+01
6.6300e+02,1.0000e+00,3.4567e+01,-8.1393e+03,-8.1475e+03,-1.3247e+00,-8.1475e+03,1.2825e-01,8.2324e+00,7.1552e+03,6.4897e+02,-1.1746e+00,-1.7470e+00,1.6142e+00,2.9619e+00,1.2217e+00,3.1773e+01
6.6400e+02,2.0000e+00,3.4583e+01,-8.0657e+03,-8.0739e+03,-1.3267e+00,-8.0739e+03,1.2827e-01,8.2344e+00,7.1370e+03,6.4986e+02,-1.2177e+00,-1.7422e+00,2.8917e-02,1.8269e+00,2.6623e+00,3.1988e+01
6.6500e+02,1.0000e+00,3.4617e+01,-8.0182e+03,-8.0264e+03,-1.3287e+00,-8.0264e+03,1.2828e-01,8.2364e+00,7.0634e+03,6.5037e+02,-1.1495e+00,-1.8628e+00,1.1927e+00,1.4281e+00,1.9063e+00,3.0520e+01
6.6600e+02,1.9000e+01,3.4330e+01,-7.9571e+03,-7.9654e+03,-1.3307e+00,-7.9654e+03,1.2830e-01,8.2384e+00,7.0159e+03,6.5911e+02,-1.1897e+00,-1.5353e+00,1.8202e+00,1.9205e+00,1.8492e+00,3.0130e+01
6.6700e+02,3.0000e+00,3.4328e+01,-7.8481e+03,-7.8564e+03,-1.3327e+00,-7.8564e+03,1.2831e-01,8.2404e+00,6.9548e+03,6.6049e+02,-1.1021e+00,-1.5275e+00,7.3268e-02,2.2531e+00,1.3871e+00,3.1191e+01
6.6800e+02,1.0000e+00,3.4362e+01,-7.8127e+03,-7.8209e+03,-1.3347e+00,-7.8209e+03,1.2833e-01,8.2424e+00,6.8458e+03,6.6098e+02,-1.0874e+00,-1.6441e+00,2.3689e+00,2.8908e+00,1.9381e+00,3.1961e+01
6.6900e+02,1.0000e+00,3.4396e+01,-7.7992e+03,-7.8074e+03,-1.3367e+00,-7.8074e+03,1.2834e-01,8.2444e+00,6.8104e+03,6.6136e+02,-1.0142e+00,-1.8216e+00,7.9503e-02,2.1838e+00,1.1686e+00,3.0999e+01
6.7000e+02,1.0000e+00,3.4430e+01,-7.7712e+03,-7.7794e+03,-1.3387e+00,-7.7794e+03,1.2836e-01,8.2464e+00,6.7968e+03,6.6178e+02,-1.1802e+00,-1.5904e+00,1.5712e+00,2.4671e+00,2.4755e+00,3.1121e+01
6.7100e+02,4.0000e+00,3.4410e+01,-7.7573e+03,-7.7655e+03,-1.3407e+00,-7.7655e+03,1.2838e-01,8.2484e+00,6.7689e+03,6.6355e+02,-1.0222e+00,-1.9477e+00,8.6345e-02,1.8347e+00,2.8773e+00,3.1184e+01
6.7200e+02,2.0000e+00,3.4426e+01,-7.7175e+03,-7.7258e+03,-1.3427e+00,-7.7258e+03,1.2839e-01,8.2504e+00,6.7550e+03,6.6443e+02,-1.2330e+00,-1.9492e+00,1.5417e+00,1.5052e+00,3.1996e+00,3.1994e+01
6.7300e+02,1.0000e+00,3.4460e+01,-7.7148e+03,-7.7229e+03,-1.3447e+00,-7.7229e+03,1.2503e-01,7.8242e+00,6.7152e+03,6.6495e+02,-1.0161e+00,-1.9311e+00,1.6015e+00,1.6315e+00,2.5108e+00,3.1754e+01
6.7400e+02,2.0000e+00,3.4476e+01,-7.6839e+03,-7.6922e+03,-1.3467e+00,-7.6922e+03,1.2842e-01,8.2544e+00,6.7123e+03,6.6597e+02,-1.0847e+00,-1.6119e+00,2.3165e+00,1.2735e+00,1.1747e+00,3.1776e+01
6.7500e+02,1.0000e+00,3.4509e+01,-7.5913e+03,-7.5996e+03,-1.3487e+00,-7.5996e+03,1.2844e-01,8.2564e+00,6.6816e+03,6.6650e+02,-1.0929e+00,-1.6977e+00,2.0839e-01,1.7061e+00,2.1278e+00,3.0843e+01
6.7600e+02,2.0000e+00,3.4525e+01,-7.5903e+03,-7.5982e+03,-1.3506e+00,-7.5980e+03,1.2074e-01,7.2968e+00,6.5890e+03,6.6755e+02,-1.1266e+00,-1.7908e+00,2.2059e+00,1.8638e+00,2.9787e+00,3.1749e+01
6.7700e+02,2.0000e+00,3.4541e+01,-7.5332e+03,-7.5415e+03,-1.3526e+00,-7.5415e+03,1.2847e-01,8.2604e+00,6.5874e+03,6.6846e+02,-1.0879e+00,-1.6823e+00,1.6920e+00,1.5637e+00,2.3723e+00,3.1543e+01
6.7800e+02,9.0000e+00,3.4434e+01,-7.5287e+03,-7.5370e+03,-1.3546e+00,-7.5370e+03,1.2754e-01,8.1411e+00,6.5309e+03,6.7263e+02,-1.1951e+00,-1.9844e+00,2.3069e+00,1.4615e+00,3.0757e+00,3.1971e+01
6.7900e+02,6.0000e+00,3.4380e+01,-7.5256e+03,-7.5338e+03,-1.3566e+00,-7.5338e+03,1.2575e-01,7.9149e+00,6.5264e+03,6.7538e+02,-1.1608e+00,-1.5904e+00,1.6004e+00,2.7876e+00,2.8461e+00,3.1942e+01
6.8000e+02,2.0000e+00,3.4396e+01,-7.5140e+03,-7.5222e+03,-1.3586e+00,-7.5222e+03,1.2851e-01,8.2662e+00,6.5232e+03,6.7649e+02,-1.0052e+00,-1.8146e+00,2.0803e+00,2.2796e+00,1.6785e+00,3.1972e+01
6.8100e+02,3.0000e+00,3.4394e+01,-7.4861e+03,-7.4944e+03,-1.3606e+00,-7.4944e+03,1.2853e-01,8.2684e+00,6.5117e+03,6.7788e+02,-1.0638e+00,-1.6279e+00,2.1076e+00,2.2858e+00,1.2932e+00,3.0751e+01
6.8200e+02,3.0000e+00,3.4392e+01,-7.4712e+03,-7.4795e+03,-1.3626e+00,-7.4795e+03,1.2855e-01,8.2704e+00,6.4838e+03,6.7912e+02,-1.0489e+00,-1.7844e+00,6.0565e-01,2.0982e+00,2.4543e+00,3.1726e+01
6.8300e+02,1.0000e+00,3.4425e+01,-7.4097e+03,-7.4180e+03,-1.3646e+00,-7.4180e+03,1.2856e-01,8.2724e+00,6.4689e+03,6.7966e+02,-1.0539e+00,-1.7263e+00,2.3775e+00,2.9175e+00,1.1512e+00,3.1978e+01
6.8400e+02,5.0000e+00,3.4389e+01,-7.4071e+03,-7.4153e+03,-1.3666e+00,-7.4152e+03,1.2486e-01,7.8033e+00,6.4074e+03,6.8210e+02,-1.1741e+00,-1.9328e+00,2.2970e+00,1.8794e+00,1.0246e+00,3.0734e+01
6.8500e+02,5.0000e+00,3.4353e+01,-7.4057e+03,-7.4138e+03,-1.3686e+00,-7.4136e+03,1.2067e-01,7.2877e+00,6.4046e+03,6.8408e+02,-1.2278e+00,-1.7737e+00,2.2750e+00,1.2555e+00,1.5685e+00,3.1753e+01
6.8600e+02,3.0000e+00,3.4352e+01,-7.3935e+03,-7.4018e+03,-1.3706e+00,-7.4018e+03,1.2861e-01,8.2782e+00,6.4030e+03,6.8544e+02,-1.0456e+00,-1.8465e+00,1.8363e+00,2.3122e+00,2.4488e+00,3.1014e+01
6.8700e+02,2.0000e+00,3.4367e+01,-7.3463e+03,-7.3546e+03,-1.3726e+00,-7.3546e+03,1.2862e-01,8.2804e+00,6.3912e+03,6.8631e+02,-1.0464e+00,-1.5194e+00,1.6596e+00,1.1149e+00,3.1889e+00,3.1886e+01
6.8800e+02,2.0000e+00,3.4383e+01,-7.3305e+03,-7.3388e+03,-1.3746e+00,-7.3388e+03,1.2864e-01,8.2824e+00,6.3440e+03,6.8731e+02,-1.0787e+00,-1.6079e+00,1.7321e+00,1.9134e+00,2.5023e+00,3.0701e+01
6.8900e+02,1.0000e+00,3.4416e+01,-7.3186e+03,-7.3269e+03,-1.3766e+00,-7.3269e+03,1.2865e-01,8.2842e+00,6.3282e+03,6.8767e+02,-1.0622e+00,-1.9720e+00,1.5466e+00,1.8658e+00,1.4546e+00,3.0838e+01
6.9000e+02,6.0000e+00,3.4363e+01,-7.2991e+03,-7.3074e+03,-1.3786e+00,-7.3074e+03,1.2867e-01,8.2864e+00,6.3163e+03,6.9061e+02,-1.2340e+00,-1.7866e+00,1.7651e+00,2.7954e+00,1.4836e+00,3.1480e+01
6.9100e+02,4.0000e+00,3.4344e+01,-7.1847e+03,-7.1930e+03,-1.3806e+00,-7.1930e+03,1.2869e-01,8.2884e+00,6.2968e+03,6.9253e+02,-1.0747e+00,-1.9227e+00,9.4343e-01,2.5830e+00,2.7141e+00,3.1490e+01
6.9200e+02,3.0000e+00,3.4342e+01,-7.1800e+03,-7.1883e+03,-1.3826e+00,-7.1882e+03,1.2792e-01,8.1896e+00,6.1824e+03,6.9392e+02,-1.2495e+00,-1.9790e+00,3.5447e-01,2.4956e+00,1.2662e+00,3.0594e+01
6.9300e+02,1.0000e+00,3.4375e+01,-7.1531e+03,-7.1614e+03,-1.3846e+00,-7.1614e+03,1.2872e-01,8.2924e+00,6.1776e+03,6.9429e+02,-1.0930e+00,-1.5463e+00,1.7356e-01,2.3760e+00,1.3865e+00,3.1437e+01
6.9400e+02,1.5000e+01,3.4170e+01,-7.1274e+03,-7.1357e+03,-1.3866e+00,-7.1357e+03,1.2873e-01,8.2944e+00,6.1508e+03,7.0103e+02,-1.0471e+00,-1.6849e+00,1.8697e+00,1.0857e+00,1.6851e+00,3.0871e+01
6.9500e+02,3.0000e+00,3.4169e+01,-7.1117e+03,-7.1199e+03,-1.3886e+00,-7.1199e+03,1.2875e-01,8.2964e+00,6.1250e+03,7.0229e+02,-1.1188e+00,-1.8477e+00,1.5741e+00,2.5294e+00,1.3177e+00,3.0818e+01
6.9600e+02,5.0000e+00,3.4134e+01,-7.0968e+03,-7.1051e+03,-1.3906e+00,-7.1051e+03,1.2876e-01,8.2984e+00,6.1093e+03,7.0457e+02,-1.1676e+00,-1.9831e+00,1.8237e+00,1.6663e+00,1.7628e+00,3.1115e+01
6.9700e+02,5.0000e+00,3.4100e+01,-7.0585e+03,-7.0668e+03,-1.3926e+00,-7.0668e+03,1.2878e-01,8.3004e+00,6.0944e+03,7.0671e+02,-1.0471e+00,-1.7411e+00,2.3688e+00,1.3588e+00,1.1379e+00,3.1870e+01
6.9800e+02,2.0000e+00,3.4115e+01,-7.0461e+03,-7.0544e+03,-1.3946e+00,-7.0544e+03,1.2879e-01,8.3022e+00,6.0562e+03,7.0748e+02,-1.0446e+00,-1.8461e+00,2.3251e+00,2.8505e+00,2.2077e+00,3.1935e+01
6.9900e+02,5.0000e+00,3.4081e+01,-7.0085e+03,-7.0168e+03,-1.3966e+00,-7.0168e+03,1.2881e-01,8.3044e+00,6.0438e+03,7.1006e+02,-1.0123e+00,-1.7089e+00,9.7733e-01,2.2470e+00,2.0422e+00,3.0304e+01
7.0000e+02,7.0000e+00,3.4014e+01,-6.9847e+03,-6.9930e+03,-1.3986e+00,-6.9930e+03,1.2883e-01,8.3064e+00,6.0062e+03,7.1366e+02,-1.2302e+00,-1.5415e+00,1.9155e+00,2.3020e+00,1.8315e+00,3.1850e+01
7.0100e+02,4.0000e+00,3.3996e+01,-6.9629e+03,-6.9712e+03,-1.4006e+00,-6.9712e+03,1.2884e-01,8.3084e+00,5.9824e+03,7.1575e+02,-1.0461e+00,-1.9434e+00,7.7905e-01,1.2499e+00,2.1353e+00,3.0577e+01
7.0200e+02,9.0000e+00,3.3897e+01,-6.8782e+03,-6.8865e+03,-1.4026e+00,-6.8865e+03,1.2886e-01,8.3104e+00,5.9606e+03,7.2005e+02,-1.0517e+00,-1.9752e+00,1.7909e+00,2.3782e+00,1.8612e+00,3.1883e+01
7.0300e+02,1.0000e+00,3.3929e+01,-6.8608e+03,-6.8691e+03,-1.4046e+00,-6.8691e+03,1.2887e-01,8.3124e+00,5.8759e+03,7.2058e+02,-1.2126e+00,-1.9573e+00,1.8553e-01,2.0037e+00,1.7519e+00,3.0805e+01
7.0400e+02,2.0000e+00,3.3944e+01,-6.8338e+03,-6.8421e+03,-1.4066e+00,-6.8421e+03,1.2889e-01,8.3143e+00,5.8585e+03,7.2149e+02,-1.0288e+00,-1.6932e+00,6.1906e-01,1.3365e+00,2.6023e+00,3.0447e+01
7.0500e+02,1.0000e+00,3.3976e+01,-6.8197e+03,-6.8281e+03,-1.4086e+00,-6.8281e+03,1.2890e-01,8.3163e+00,5.8315e+03,7.2199e+02,-1.0243e+00,-1.6651e+00,1.0456e+00,2.5469e+00,1.1606e+00,3.1844e+01
7.0600e+02,4.0000e+00,3.3959e+01,-6.8162e+03,-6.8245e+03,-1.4106e+00,-6.8245e+03,1.2697e-01,8.0687e+00,5.8174e+03,7.2380e+02,-1.0731e+00,-1.6053e+00,8.1161e-02,1.4106e+00,2.4454e+00,3.1239e+01
7.0700e+02,8.0000e+00,3.3876e+01,-6.8002e+03,-6.8085e+03,-1.4126e+00,-6.8085e+03,1.2893e-01,8.3203e+00,5.8138e+03,7.2743e+02,-1.0011e+00,-1.8771e+00,2.4442e+00,1.1698e+00,2.0750e+00,3.1056e+01
7.0800e+02,8.0000e+00,3.3795e+01,-6.7933e+03,-6.8016e+03,-1.4146e+00,-6.8016e+03,1.2882e-01,8.3062e+00,5.7979e+03,7.3092e+02,-1.0071e+00,-1.9871e+00,6.6028e-01,1.7607e+00,1.3215e+00,3.0079e+01
7.0900e+02,4.0000e+00,3.3778e+01,-6.7703e+03,-6.7787e+03,-1.4166e+00,-6.7787e+03,1.2897e-01,8.3243e+00,5.7910e+03,7.3272e+02,-1.0208e+00,-1.5277e+00,2.3802e+00,2.4891e+00,2.7790e+00,3.1849e+01
7.1000e+02,1.0000e+00,3.3810e+01,-6.7464e+03,-6.7548e+03,-1.4186e+00,-6.7548e+03,1.2898e-01,8.3263e+00,5.7680e+03,7.3313e+02,-1.0432e+00,-1.7368e+00,1.6087e+00,1.4704e+00,1.0001e+00,3.0298e+01
7.1100e+02,3.0000e+00,3.3809e+01,-6.7434e+03,-6.7517e+03,-1.4206e+00,-6.7517e+03,1.2615e-01,7.9646e+00,5.7441e+03,7.3455e+02,-1.0917e+00,-1.9082e+00,1.3994e+00,1.4811e+00,2.8175e+00,3.1086e+01
7.1200e+02,5.0000e+00,3.3776e+01,-6.7267e+03,-6.7350e+03,-1.4226e+00,-6.7350e+03,1.2901e-01,8.3303e+00,5.7410e+03,7.3686e+02,-1.0134e+00,-1.5188e+00,1.8380e+00,2.5497e+00,2.5111e+00,3.1338e+01
7.1300e+02,1.0000e+00,3.3807e+01,-6.7206e+03,-6.7289e+03,-1.4246e+00,-6.7289e+03,1.2879e-01,8.3015e+00,5.7244e+03,7.3737e+02,-1.2024e+00,-1.6765e+00,1.8035e+00,1.2342e+00,1.0155e+00,3.0570e+01
7.1400e+02,1.0000e+00,3.3839e+01,-6.6263e+03,-6.6346e+03,-1.4266e+00,-6.6346e+03,1.2904e-01,8.3343e+00,5.7183e+03,7.3788e+02,-1.0135e+00,-1.8414e+00,1.5376e+00,1.5778e+00,2.4544e+00,3.1520e+01
7.1500e+02,8.0000e+00,3.3758e+01,-6.6140e+03,-6.6224e+03,-1.4286e+00,-6.6224e+03,1.2906e-01,8.3362e+00,5.6240e+03,7.4185e+02,-1.0507e+00,-1.6163e+00,1.4045e+00,1.3440e+00,2.3079e+00,3.1115e+01
7.1600e+02,4.0000e+00,3.3742e+01,-6.5274e+03,-6.5357e+03,-1.4306e+00,-6.5357e+03,1.2907e-01,8.3383e+00,5.6117e+03,7.4375e+02,-1.0520e+00,-1.5218e+00,2.5812e-01,2.1388e+00,1.3548e+00,3.0823e+01
7.1700e+02,5.0000e+00,3.3709e+01,-6.5269e+03,-6.5347e+03,-1.4326e+00,-6.5344e+03,1.2051e-01,7.2680e+00,5.5251e+03,7.4592e+02,-1.0064e+00,-1.5136e+00,2.5963e-01,1.9291e+00,1.9910e+00,3.0802e+01
7.1800e+02,2.0000e+00,3.3725e+01,-6.5254e+03,-6.5336e+03,-1.4346e+00,-6.5332e+03,1.1890e-01,7.0762e+00,5.5238e+03,7.4681e+02,-1.1908e+00,-1.8317e+00,2.1549e+00,1.1746e+00,1.2362e+00,3.1357e+01
7.1900e+02,1.0000e+00,3.3756e+01,-6.4814e+03,-6.4898e+03,-1.4366e+00,-6.4898e+03,1.2912e-01,8.3443e+00,5.5226e+03,7.4732e+02,-1.2098e+00,-1.9161e+00,2.7615e-01,2.6575e+00,1.0295e+00,3.1005e+01
7.2000e+02,1.0000e+00,3.3787e+01,-6.4786e+03,-6.4869e+03,-1.4386e+00,-6.4868e+03,1.2596e-01,7.9411e+00,5.4791e+03,7.4780e+02,-1.1974e+00,-1.9713e+00,2.3047e+00,2.6241e+00,1.3074e+00,3.1512e+01
7.2100e+02,1.0000e+00,3.3818e+01,-6.4412e+03,-6.4495e+03,-1.4406e+00,-6.4495e+03,1.2915e-01,8.3483e+00,5.4762e+03,7.4817e+02,-1.0288e+00,-1.9830e+00,4.7429e-02,1.8908e+00,2.4081e+00,3.1391e+01
7.2200e+02,8.0000e+00,3.3738e+01,-6.4040e+03,-6.4124e+03,-1.4426e+00,-6.4124e+03,1.2917e-01,8.3503e+00,5.4389e+03,7.5199e+02,-1.0307e+00,-1.8145e+00,2.0162e-01,2.4470e+00,2.0311e+00,3.0661e+01
7.2300e+02,2.0000e+00,3.3754e+01,-6.3966e+03,-6.4050e+03,-1.4446e+00,-6.4050e+03,1.2910e-01,8.3417e+00,5.4017e+03,7.5289e+02,-1.1828e+00,-1.9773e+00,1.5678e+00,1.4167e+00,1.0440e+00,3.0204e+01
7.2400e+02,1.0000e+00,3.3784e+01,-6.3817e+03,-6.3900e+03,-1.4466e+00,-6.3900e+03,1.2920e-01,8.3543e+00,5.3943e+03,7.5325e+02,-1.1137e+00,-1.5877e+00,6.5428e-01,2.2455e+00,1.2568e+00,3.1079e+01
7.2500e+02,2.0000e+00,3.3800e+01,-6.3788e+03,-6.3871e+03,-1.4486e+00,-6.3870e+03,1.2620e-01,7.9717e+00,5.3794e+03,7.5414e+02,-1.1437e+00,-1.6476e+00,3.9769e-01,2.0985e+00,2.5733e+00,3.1850e+01
7.2600e+02,1.3000e+01,3.3642e+01,-6.3517e+03,-6.3601e+03,-1.4505e+00,-6.3601e+03,1.2923e-01,8.3583e+00,5.3763e+03,7.6026e+02,-1.0744e+00,-1.9009e+00,1.3422e+00,1.5319e+00,1.6859e+00,3.0337e+01
7.2700e+02,4.0000e+00,3.3626e+01,-6.3480e+03,-6.3563e+03,-1.4525e+00,-6.3563e+03,1.2760e-01,8.1486e+00,5.3494e+03,7.6214e+02,-1.1772e+00,-1.6371e+00,9.3260e-01,1.6175e+00,1.5907e+00,3.0079e+01
7.2800e+02,1.1000e+01,3.3502e+01,-6.3082e+03,-6.3166e+03,-1.4545e+00,-6.3166e+03,1.2926e-01,8.3623e+00,5.3456e+03,7.6679e+02,-1.0456e+00,-1.8432e+00,1.6762e+00,1.9396e+00,2.0334e+00,3.1271e+01
7.2900e+02,3.0000e+00,3.3502e+01,-6.2623e+03,-6.2707e+03,-1.4565e+00,-6.2707e+03,1.2927e-01,8.3643e+00,5.3059e+03,7.6805e+02,-1.1453e+00,-1.7220e+00,9.6361e-01,1.4500e+00,2.2452e+00,3.0886e+01
7.3000e+02,4.0000e+00,3.3486e+01,-6.2496e+03,-6.2580e+03,-1.4585e+00,-6.2580e+03,1.2929e-01,8.3662e+00,5.2600e+03,7.6999e+02,-1.0949e+00,-1.6929e+00,6.2595e-01,2.5922e+00,1.1447e+00,3.1902e+01
7.3100e+02,4.0000e+00,3.3471e+01,-6.2148e+03,-6.2232e+03,-1.4605e+00,-6.2232e+03,1.2931e-01,8.3683e+00,5.2473e+03,7.7177e+02,-1.0486e+00,-1.7579e+00,2.1917e+00,1.3806e+00,1.5493e+00,3.1467e+01
7.3200e+02,3.0000e+00,3.3471e+01,-6.1632e+03,-6.1715e+03,-1.4625e+00,-6.1715e+03,1.2932e-01,8.3703e+00,5.2125e+03,7.7292e+02,-1.0689e+00,-1.8819e+00,1.4634e+00,1.9478e+00,1.2078e+00,3.0731e+01
7.3300e+02,1.0000e+00,3.3501e+01,-6.1250e+03,-6.1334e+03,-1.4645e+00,-6.1334e+03,1.2934e-01,8.3723e+00,5.1608e+03,7.7344e+02,-1.0047e+00,-1.9186e+00,1.9872e+00,1.7290e+00,1.7893e+00,3.1306e+01
7.3400e+02,1.0000e+00,3.3531e+01,-6.0932e+03,-6.1016e+03,-1.4665e+00,-6.1016e+03,1.2935e-01,8.3743e+00,5.1227e+03,7.7395e+02,-1.0456e+00,-1.9315e+00,3.8255e-01,1.8981e+00,1.6337e+00,3.0438e+01
7.3500e+02,3.0000e+00,3.3531e+01,-5.9955e+03,-6.0039e+03,-1.4685e+00,-6.0039e+03,1.2937e-01,8.3763e+00,5.0909e+03,7.7534e+02,-1.1220e+00,-1.5023e+00,8.0413e-01,1.9775e+00,2.2664e+00,3.1229e+01
7.3600e+02,5.0000e+00,3.3500e+01,-5.9842e+03,-5.9926e+03,-1.4705e+00,-5.9926e+03,1.2938e-01,8.3780e+00,4.9932e+03,7.7778e+02,-1.0326e+00,-1.7051e+00,2.3966e+00,2.0265e+00,2.4065e+00,3.1333e+01
7.3700e+02,5.0000e+00,3.3470e+01,-5.9552e+03,-5.9636e+03,-1.4725e+00,-5.9636e+03,1.2940e-01,8.3803e+00,4.9819e+03,7.8008e+02,-1.1468e+00,-1.6211e+00,7.4917e-01,1.2559e+00,3.1302e+00,3.1771e+01
7.3800e+02,5.0000e+00,3.3439e+01,-5.8948e+03,-5.9032e+03,-1.4745e+00,-5.9032e+03,1.2941e-01,8.3823e+00,4.9529e+03,7.8236e+02,-1.1302e+00,-1.7749e+00,9.1273e-01,1.5435e+00,1.9807e+00,3.0428e+01
7.3900e+02,2.0000e+00,3.3454e+01,-5.7714e+03,-5.7798e+03,-1.4765e+00,-5.7798e+03,1.2943e-01,8.3843e+00,4.8925e+03,7.8337e+02,-1.1034e+00,-1.7536e+00,1.2184e+00,1.6669e+00,2.5125e+00,3.1507e+01
7.4000e+02,1.0000e+00,3.3484e+01,-5.7713e+03,-5.7790e+03,-1.4785e+00,-5.7786e+03,1.2066e-01,7.2872e+00,4.7691e+03,7.8393e+02,-1.1760e+00,-1.9724e+00,2.0972e+00,1.0684e+00,2.2061e+00,3.1585e+01
7.4100e+02,1.1000e+01,3.3363e+01,-5.7603e+03,-5.7687e+03,-1.4805e+00,-5.7687e+03,1.2945e-01,8.3875e+00,4.7679e+03,7.8918e+02,-1.0541e+00,-1.6970e+00,2.1794e+00,1.2148e+00,2.3641e+00,3.1831e+01
7.4200e+02,6.0000e+00,3.3318e+01,-5.7563e+03,-5.7647e+03,-1.4825e+00,-5.7646e+03,1.2808e-01,8.2107e+00,4.7580e+03,7.9197e+02,-1.0897e+00,-1.7052e+00,6.4353e-01,2.4423e+00,1.5536e+00,3.1552e+01
7.4300e+02,4.0000e+00,3.3303e+01,-5.7424e+03,-5.7508e+03,-1.4845e+00,-5.7508e+03,1.2949e-01,8.3922e+00,4.7539e+03,7.9389e+02,-1.1590e+00,-1.5544e+00,2.0040e+00,1.8976e+00,1.5672e+00,3.0308e+01
7.4400e+02,2.0000e+00,3.3318e+01,-5.7368e+03,-5.7452e+03,-1.4865e+00,-5.7452e+03,1.2914e-01,8.3465e+00,4.7401e+03,7.9462e+02,-1.1638e+00,-1.8741e+00,1.6680e+00,1.3733e+00,2.1773e+00,3.0045e+01
7.4500e+02,3.0000e+00,3.3318e+01,-5.7310e+03,-5.7393e+03,-1.4885e+00,-5.7393e+03,1.2921e-01,8.3557e+00,4.7344e+03,7.9589e+02,-1.1934e+00,-1.8661e+00,2.3165e+00,1.8901e+00,2.4214e+00,3.1235e+01
7.4600e+02,1.2000e+01,3.3185e+01,-5.7220e+03,-5.7304e+03,-1.4905e+00,-5.7304e+03,1.2952e-01,8.3957e+00,4.7286e+03,8.0109e+02,-1.1924e+00,-1.9500e+00,5.6987e-01,1.3085e+00,2.2243e+00,3.0691e+01
7.4700e+02,3.0000e+00,3.3185e+01,-5.6848e+03,-5.6932e+03,-1.4925e+00,-5.6932e+03,1.2955e-01,8.4003e+00,4.7197e+03,8.0236e+02,-1.1028e+00,-1.7134e+00,1.4383e+00,2.1545e+00,1.8751e+00,3.0231e+01
7.4800e+02,5.0000e+00,3.3156e+01,-5.6467e+03,-5.6551e+03,-1.4945e+00,-5.6551e+03,1.2957e-01,8.4023e+00,4.6825e+03,8.0462e+02,-1.0195e+00,-1.9324e+00,3.7338e-01,2.1882e+00,1.9000e+00,3.1133e+01
7.4900e+02,5.0000e+00,3.3127e+01,-5.5993e+03,-5.6077e+03,-1.4965e+00,-5.6077e+03,1.2958e-01,8.4043e+00,4.6443e+03,8.0651e+02,-1.1259e+00,-1.7045e+00,1.1045e+00,2.5995e+00,1.1874e+00,3.0907e+01
7.5000e+02,2.0000e+00,3.3142e+01,-5.5804e+03,-5.5888e+03,-1.4985e+00,-5.5888e+03,1.2960e-01,8.4063e+00,4.5970e+03,8.0757e+02,-1.1537e+00,-1.7193e+00,2.0762e+00,2.5648e+00,1.2509e+00,3.1206e+01
7.5100e+02,3.0000e+00,3.3142e+01,-5.5734e+03,-5.5818e+03,-1.5005e+00,-5.5818e+03,1.2950e-01,8.3933e+00,4.5781e+03,8.0910e+02,-1.1434e+00,-1.6695e+00,2.9686e-01,1.5092e+00,1.8384e+00,3.0038e+01
7.5200e+02,1.5000e+01,3.2968e+01,-5.5679e+03,-5.5763e+03,-1.5025e+00,-5.5763e+03,1.2922e-01,8.3567e+00,4.5711e+03,8.1602e+02,-1.0154e+00,-1.8732e+00,1.5166e+00,2.5904e+00,1.0425e+00,3.0945e+01
7.5300e+02,3.0000e+00,3.2968e+01,-5.5334e+03,-5.5418e+03,-1.5045e+00,-5.5418e+03,1.2964e-01,8.4123e+00,4.5656e+03,8.1732e+02,-1.0874e+00,-1.5918e+00,2.4684e-01,2.2739e+00,1.9190e+00,3.0276e+01
