niter,nc,eff,logl,logwt,logvol,logz,logzerr,h,delta_logz,time_elapsed,logfeh,logdust,logSFH0,logSFH1,logSFH2,dmod
9.9000e+01,1.0000e+00,1.6176e+01,-1.0689e+05,-1.0690e+05,-1.9780e-01,-1.0690e+05,1.1915e-01,7.1056e+00,1.0604e+05,5.1633e+01,-1.2360e+00,-1.5525e+00,2.2395e+00,2.1306e+00,3.2623e+00,3.0306e+01
1.0000e+02,2.0000e+00,1.6287e+01,-1.0688e+05,-1.0689e+05,-1.9980e-01,-1.0689e+05,1.1917e-01,7.1074e+00,1.0589e+05,5.2559e+01,-1.0534e+00,-1.5374e+00,8.4396e-01,2.8002e+00,3.0593e+00,3.0935e+01
1.0100e+02,1.0000e+00,1.6423e+01,-1.0687e+05,-1.0688e+05,-2.0180e-01,-1.0688e+05,1.1914e-01,7.1047e+00,1.0588e+05,5.2932e+01,-1.1494e+00,-1.7714e+00,9.5748e-01,2.6452e+00,3.2030e+00,3.1145e+01
1.0200e+02,1.0000e+00,1.6558e+01,-1.0674e+05,-1.0674e+05,-2.0380e-01,-1.0674e+05,1.1920e-01,7.1116e+00,1.0587e+05,5.3432e+01,-1.0929e+00,-1.8059e+00,1.1841e-01,3.1111e+00,2.6642e+00,3.0240e+01
1.0300e+02,1.0000e+00,1.6694e+01,-1.0672e+05,-1.0673e+05,-2.0579e-01,-1.0673e+05,1.1922e-01,7.1136e+00,1.0573e+05,5.3791e+01,-1.1678e+00,-1.7273e+00,5.9484e-01,3.1795e+00,1.4418e+00,3.0741e+01
1.0400e+02,1.0000e+00,1.6828e+01,-1.0665e+05,-1.0666e+05,-2.0779e-01,-1.0666e+05,1.1923e-01,7.1155e+00,1.0572e+05,5.4151e+01,-1.1405e+00,-1.9645e+00,2.0406e+00,3.1653e+00,1.3278e+00,3.0386e+01
1.0500e+02,1.0000e+00,1.6963e+01,-1.0659e+05,-1.0659e+05,-2.0979e-01,-1.0659e+05,1.1925e-01,7.1175e+00,1.0565e+05,5.4525e+01,-1.2476e+00,-1.8875e+00,2.1048e-01,3.0649e+00,2.7869e+00,3.0489e+01
1.0600e+02,2.0000e+00,1.7069e+01,-1.0657e+05,-1.0657e+05,-2.1179e-01,-1.0657e+05,1.1927e-01,7.1195e+00,1.0558e+05,5.5407e+01,-1.0488e+00,-1.7901e+00,1.1626e+00,2.8910e+00,3.0254e+00,3.0283e+01
1.0700e+02,1.0000e+00,1.7203e+01,-1.0655e+05,-1.0655e+05,-2.1379e-01,-1.0655e+05,1.1928e-01,7.1215e+00,1.0556e+05,5.5905e+01,-1.1953e+00,-1.6269e+00,1.1353e+00,2.0207e+00,3.3066e+00,3.0301e+01
1.0800e+02,1.0000e+00,1.7335e+01,-1.0654e+05,-1.0654e+05,-2.1578e-01,-1.0654e+05,1.1925e-01,7.1170e+00,1.0554e+05,5.6415e+01,-1.2021e+00,-1.6889e+00,1.0943e+00,2.9634e+00,2.9499e+00,3.0545e+01
1.0900e+02,1.0000e+00,1.7468e+01,-1.0652e+05,-1.0652e+05,-2.1778e-01,-1.0652e+05,1.1932e-01,7.1255e+00,1.0553e+05,5.6780e+01,-1.2165e+00,-1.5089e+00,3.8469e-01,3.0518e+00,2.6938e+00,3.0808e+01
1.1000e+02,1.0000e+00,1.7600e+01,-1.0642e+05,-1.0642e+05,-2.1978e-01,-1.0642e+05,1.1933e-01,7.1275e+00,1.0551e+05,5.7330e+01,-1.2291e+00,-1.7007e+00,2.1152e+00,1.4581e+00,3.2824e+00,3.0207e+01
1.1100e+02,4.0000e+00,1.7647e+01,-1.0633e+05,-1.0634e+05,-2.2178e-01,-1.0634e+05,1.1935e-01,7.1295e+00,1.0541e+05,5.9053e+01,-1.0485e+00,-1.9849e+00,1.3383e+00,2.5250e+00,3.1286e+00,3.0820e+01
1.1200e+02,1.0000e+00,1.7778e+01,-1.0624e+05,-1.0625e+05,-2.2378e-01,-1.0625e+05,1.1937e-01,7.1315e+00,1.0532e+05,5.9558e+01,-1.2179e+00,-1.9434e+00,5.5699e-01,3.2246e+00,2.1273e+00,3.1394e+01
1.1300e+02,1.0000e+00,1.7908e+01,-1.0621e+05,-1.0622e+05,-2.2577e-01,-1.0622e+05,1.1939e-01,7.1335e+00,1.0524e+05,6.0067e+01,-1.2059e+00,-1.6808e+00,2.0996e-01,3.0851e+00,2.6831e+00,3.0381e+01
1.1400e+02,1.0000e+00,1.8038e+01,-1.0615e+05,-1.0616e+05,-2.2777e-01,-1.0616e+05,1.1940e-01,7.1355e+00,1.0521e+05,6.0429e+01,-1.0158e+00,-1.5821e+00,2.4315e+00,3.0579e+00,1.0828e+00,3.1139e+01
1.1500e+02,1.0000e+00,1.8167e+01,-1.0607e+05,-1.0608e+05,-2.2977e-01,-1.0608e+05,1.1942e-01,7.1375e+00,1.0515e+05,6.0930e+01,-1.0674e+00,-1.8803e+00,2.2539e+00,1.8213e+00,3.1851e+00,3.0473e+01
1.1600e+02,1.0000e+00,1.8297e+01,-1.0589e+05,-1.0590e+05,-2.3177e-01,-1.0590e+05,1.1944e-01,7.1395e+00,1.0507e+05,6.1427e+01,-1.0898e+00,-1.8350e+00,1.5167e+00,3.0554e+00,2.5699e+00,3.0236e+01
1.1700e+02,1.0000e+00,1.8425e+01,-1.0574e+05,-1.0575e+05,-2.3377e-01,-1.0575e+05,1.1945e-01,7.1415e+00,1.0489e+05,6.1786e+01,-1.0602e+00,-1.7671e+00,1.1036e+00,3.2433e+00,1.7997e+00,3.1418e+01
1.1800e+02,1.0000e+00,1.8553e+01,-1.0566e+05,-1.0567e+05,-2.3576e-01,-1.0567e+05,1.1947e-01,7.1435e+00,1.0474e+05,6.2296e+01,-1.2243e+00,-1.7124e+00,7.9069e-01,3.1141e+00,1.2421e+00,3.0912e+01
1.1900e+02,1.0000e+00,1.8681e+01,-1.0564e+05,-1.0565e+05,-2.3776e-01,-1.0565e+05,1.1949e-01,7.1455e+00,1.0466e+05,6.2796e+01,-1.0968e+00,-1.7203e+00,8.2226e-01,3.0815e+00,1.6129e+00,3.0576e+01
1.2000e+02,1.0000e+00,1.8809e+01,-1.0560e+05,-1.0561e+05,-2.3976e-01,-1.0561e+05,1.1950e-01,7.1475e+00,1.0464e+05,6.3207e+01,-1.0117e+00,-1.6935e+00,1.8670e+00,3.1046e+00,1.0436e+00,3.0196e+01
1.2100e+02,1.0000e+00,1.8936e+01,-1.0558e+05,-1.0559e+05,-2.4176e-01,-1.0559e+05,1.1952e-01,7.1495e+00,1.0460e+05,6.3700e+01,-1.0914e+00,-1.7030e+00,1.6332e+00,1.3979e+00,3.2232e+00,3.0860e+01
1.2200e+02,1.0000e+00,1.9062e+01,-1.0553e+05,-1.0554e+05,-2.4376e-01,-1.0554e+05,1.1954e-01,7.1515e+00,1.0458e+05,6.4201e+01,-1.0880e+00,-1.7282e+00,1.1595e+00,2.9503e+00,2.6047e+00,3.0711e+01
1.2300e+02,1.0000e+00,1.9189e+01,-1.0544e+05,-1.0545e+05,-2.4575e-01,-1.0545e+05,1.1955e-01,7.1535e+00,1.0453e+05,6.4556e+01,-1.0644e+00,-1.8422e+00,2.1133e+00,2.3364e+00,3.0814e+00,3.0372e+01
1.2400e+02,1.0000e+00,1.9315e+01,-1.0539e+05,-1.0540e+05,-2.4775e-01,-1.0540e+05,1.1957e-01,7.1555e+00,1.0444e+05,6.5082e+01,-1.1963e+00,-1.8645e+00,2.0804e+00,2.9428e+00,2.4303e+00,3.0608e+01
1.2500e+02,1.0000e+00,1.9440e+01,-1.0534e+05,-1.0535e+05,-2.4975e-01,-1.0535e+05,1.1959e-01,7.1575e+00,1.0439e+05,6.5594e+01,-1.2111e+00,-1.5020e+00,2.2242e+00,3.0094e+00,2.0287e+00,3.0426e+01
1.2600e+02,1.0000e+00,1.9565e+01,-1.0534e+05,-1.0535e+05,-2.5175e-01,-1.0535e+05,1.1767e-01,6.9301e+00,1.0434e+05,6.6105e+01,-1.0329e+00,-1.8352e+00,1.3387e-01,2.9851e+00,2.6085e+00,3.0892e+01
1.2700e+02,1.0000e+00,1.9690e+01,-1.0520e+05,-1.0521e+05,-2.5375e-01,-1.0521e+05,1.1962e-01,7.1615e+00,1.0434e+05,6.6483e+01,-1.0713e+00,-1.7524e+00,2.4369e+00,2.8174e+00,2.2422e+00,3.0661e+01
1.2800e+02,1.0000e+00,1.9814e+01,-1.0519e+05,-1.0520e+05,-2.5574e-01,-1.0520e+05,1.1952e-01,7.1491e+00,1.0420e+05,6.6856e+01,-1.2131e+00,-1.7100e+00,2.0873e-01,2.1382e+00,3.1479e+00,3.0651e+01
1.2900e+02,1.0000e+00,1.9938e+01,-1.0510e+05,-1.0511e+05,-2.5774e-01,-1.0511e+05,1.1965e-01,7.1655e+00,1.0419e+05,6.7379e+01,-1.1940e+00,-1.7064e+00,2.0876e+00,2.9812e+00,1.8231e+00,3.0714e+01
1.3000e+02,1.0000e+00,2.0062e+01,-1.0509e+05,-1.0510e+05,-2.5974e-01,-1.0510e+05,1.1967e-01,7.1671e+00,1.0410e+05,6.8045e+01,-1.1197e+00,-1.5205e+00,1.9017e+00,3.0086e+00,1.8239e+00,3.0754e+01
1.3100e+02,1.0000e+00,2.0185e+01,-1.0505e+05,-1.0506e+05,-2.6174e-01,-1.0506e+05,1.1969e-01,7.1695e+00,1.0409e+05,6.8414e+01,-1.1518e+00,-1.9297e+00,1.3034e-01,1.2318e+00,3.2175e+00,3.0336e+01
1.3200e+02,1.0000e+00,2.0308e+01,-1.0494e+05,-1.0495e+05,-2.6374e-01,-1.0495e+05,1.1970e-01,7.1715e+00,1.0405e+05,6.8942e+01,-1.2400e+00,-1.5828e+00,2.9264e-01,2.3078e+00,3.1826e+00,3.0077e+01
1.3300e+02,2.0000e+00,2.0399e+01,-1.0466e+05,-1.0467e+05,-2.6573e-01,-1.0467e+05,1.1972e-01,7.1735e+00,1.0394e+05,6.9836e+01,-1.1008e+00,-1.6858e+00,2.4566e+00,1.4408e+00,2.9999e+00,3.0311e+01
1.3400e+02,1.0000e+00,2.0521e+01,-1.0466e+05,-1.0467e+05,-2.6773e-01,-1.0467e+05,1.1906e-01,7.0950e+00,1.0366e+05,7.0346e+01,-1.1111e+00,-1.9012e+00,1.9765e+00,1.2190e+00,3.0948e+00,3.0483e+01
1.3500e+02,1.0000e+00,2.0642e+01,-1.0465e+05,-1.0466e+05,-2.6973e-01,-1.0466e+05,1.1969e-01,7.1697e+00,1.0366e+05,7.0880e+01,-1.1133e+00,-1.8777e+00,1.1090e+00,3.0250e+00,1.2597e+00,3.0460e+01
1.3600e+02,2.0000e+00,2.0732e+01,-1.0463e+05,-1.0464e+05,-2.7173e-01,-1.0464e+05,1.1977e-01,7.1795e+00,1.0365e+05,7.1781e+01,-1.1656e+00,-1.5409e+00,1.5930e+00,1.4149e+00,3.1853e+00,3.0191e+01
1.3700e+02,1.0000e+00,2.0852e+01,-1.0457e+05,-1.0457e+05,-2.7373e-01,-1.0457e+05,1.1979e-01,7.1815e+00,1.0363e+05,7.2281e+01,-1.0208e+00,-1.9811e+00,7.1462e-01,3.0573e+00,1.6868e+00,3.0103e+01
1.3800e+02,2.0000e+00,2.0941e+01,-1.0453e+05,-1.0454e+05,-2.7572e-01,-1.0454e+05,1.1980e-01,7.1835e+00,1.0356e+05,7.3181e+01,-1.1810e+00,-1.7085e+00,2.3249e+00,1.1432e+00,3.0457e+00,3.0329e+01
1.3900e+02,1.0000e+00,2.1061e+01,-1.0441e+05,-1.0442e+05,-2.7772e-01,-1.0442e+05,1.1982e-01,7.1855e+00,1.0353e+05,7.3702e+01,-1.1428e+00,-1.6401e+00,1.9201e+00,1.4859e+00,3.1572e+00,3.0057e+01
1.4000e+02,1.0000e+00,2.1180e+01,-1.0440e+05,-1.0440e+05,-2.7972e-01,-1.0440e+05,1.1984e-01,7.1874e+00,1.0341e+05,7.4250e+01,-1.1401e+00,-1.8167e+00,1.6445e-01,2.9695e+00,2.2810e+00,3.0354e+01
1.4100e+02,2.0000e+00,2.1267e+01,-1.0438e+05,-1.0438e+05,-2.8172e-01,-1.0438e+05,1.1985e-01,7.1895e+00,1.0339e+05,7.5003e+01,-1.0227e+00,-1.6922e+00,1.9360e+00,2.3117e+00,3.1065e+00,3.0892e+01
1.4200e+02,1.0000e+00,2.1386e+01,-1.0424e+05,-1.0425e+05,-2.8372e-01,-1.0425e+05,1.1987e-01,7.1915e+00,1.0337e+05,7.5525e+01,-1.0114e+00,-1.5602e+00,2.1649e+00,2.7801e+00,2.6594e+00,3.0770e+01
1.4300e+02,1.0000e+00,2.1504e+01,-1.0421e+05,-1.0421e+05,-2.8571e-01,-1.0421e+05,1.1989e-01,7.1935e+00,1.0324e+05,7.5891e+01,-1.1212e+00,-1.5952e+00,2.2044e+00,2.9067e+00,2.1611e+00,3.0148e+01
1.4400e+02,1.0000e+00,2.1622e+01,-1.0418e+05,-1.0418e+05,-2.8771e-01,-1.0418e+05,1.1990e-01,7.1955e+00,1.0320e+05,7.6424e+01,-1.1811e+00,-1.7376e+00,1.4896e+00,1.9160e+00,3.1490e+00,3.0065e+01
1.4500e+02,1.0000e+00,2.1739e+01,-1.0393e+05,-1.0394e+05,-2.8971e-01,-1.0394e+05,1.1992e-01,7.1975e+00,1.0317e+05,7.6924e+01,-1.2136e+00,-1.6765e+00,2.2099e+00,2.8534e+00,2.2893e+00,3.0271e+01
1.4600e+02,1.0000e+00,2.1856e+01,-1.0388e+05,-1.0389e+05,-2.9171e-01,-1.0389e+05,1.1994e-01,7.1995e+00,1.0293e+05,7.7301e+01,-1.0832e+00,-1.7301e+00,2.1561e-01,2.4197e+00,3.0490e+00,3.0008e+01
1.4700e+02,1.0000e+00,2.1973e+01,-1.0372e+05,-1.0372e+05,-2.9371e-01,-1.0372e+05,1.1995e-01,7.2015e+00,1.0287e+05,7.7679e+01,-1.0541e+00,-1.6374e+00,7.1803e-01,2.7928e+00,2.6268e+00,3.0270e+01
1.4800e+02,1.0000e+00,2.2090e+01,-1.0366e+05,-1.0367e+05,-2.9570e-01,-1.0367e+05,1.1997e-01,7.2035e+00,1.0271e+05,7.8200e+01,-1.2086e+00,-1.7495e+00,2.4755e+00,1.9850e+00,2.7850e+00,3.0352e+01
1.4900e+02,1.0000e+00,2.2206e+01,-1.0364e+05,-1.0365e+05,-2.9770e-01,-1.0365e+05,1.1999e-01,7.2055e+00,1.0266e+05,7.8573e+01,-1.1434e+00,-1.5861e+00,1.6264e+00,1.0472e+00,3.2617e+00,3.1061e+01
1.5000e+02,2.0000e+00,2.2288e+01,-1.0354e+05,-1.0355e+05,-2.9970e-01,-1.0355e+05,1.2000e-01,7.2075e+00,1.0264e+05,7.9505e+01,-1.0049e+00,-1.9278e+00,2.2580e+00,2.8648e+00,1.8711e+00,3.0019e+01
1.5100e+02,2.0000e+00,2.2370e+01,-1.0350e+05,-1.0350e+05,-3.0170e-01,-1.0350e+05,1.2002e-01,7.2095e+00,1.0254e+05,8.0406e+01,-1.0892e+00,-1.7277e+00,7.9564e-01,2.9705e+00,2.4111e+00,3.0831e+01
1.5200e+02,1.0000e+00,2.2485e+01,-1.0345e+05,-1.0346e+05,-3.0370e-01,-1.0346e+05,1.2004e-01,7.2115e+00,1.0249e+05,8.0776e+01,-1.0132e+00,-1.5715e+00,6.5092e-02,1.2947e+00,3.0734e+00,3.0277e+01
1.5300e+02,1.0000e+00,2.2600e+01,-1.0343e+05,-1.0344e+05,-3.0569e-01,-1.0344e+05,1.2005e-01,7.2134e+00,1.0245e+05,8.1156e+01,-1.0878e+00,-1.8272e+00,1.3583e+00,3.1937e+00,3.1765e+00,3.1953e+01
1.5400e+02,1.0000e+00,2.2714e+01,-1.0340e+05,-1.0340e+05,-3.0769e-01,-1.0340e+05,1.2007e-01,7.2154e+00,1.0242e+05,8.1675e+01,-1.0444e+00,-1.5963e+00,4.7904e-01,2.5958e+00,3.0812e+00,3.0940e+01
1.5500e+02,2.0000e+00,2.2794e+01,-1.0332e+05,-1.0333e+05,-3.0969e-01,-1.0333e+05,1.2009e-01,7.2174e+00,1.0239e+05,8.2560e+01,-1.2297e+00,-1.8212e+00,2.4220e+00,2.7293e+00,1.0566e+00,3.0426e+01
1.5600e+02,1.0000e+00,2.2907e+01,-1.0328e+05,-1.0329e+05,-3.1169e-01,-1.0329e+05,1.2010e-01,7.2194e+00,1.0232e+05,8.3075e+01,-1.1032e+00,-1.7686e+00,9.1637e-01,2.6899e+00,2.7807e+00,3.0513e+01
1.5700e+02,1.0000e+00,2.3021e+01,-1.0319e+05,-1.0319e+05,-3.1369e-01,-1.0319e+05,1.2012e-01,7.2214e+00,1.0228e+05,8.3578e+01,-1.1596e+00,-1.6689e+00,1.8648e+00,2.1610e+00,3.3842e+00,3.1563e+01
1.5800e+02,2.0000e+00,2.3099e+01,-1.0314e+05,-1.0315e+05,-3.1568e-01,-1.0315e+05,1.2014e-01,7.2234e+00,1.0218e+05,8.4437e+01,-1.2360e+00,-1.5577e+00,4.1827e-01,2.9605e+00,1.3394e+00,3.0490e+01
1.5900e+02,2.0000e+00,2.3178e+01,-1.0301e+05,-1.0301e+05,-3.1768e-01,-1.0301e+05,1.2015e-01,7.2254e+00,1.0214e+05,8.5298e+01,-1.0864e+00,-1.8664e+00,6.6116e-01,2.6928e+00,2.8037e+00,3.0019e+01
1.6000e+02,1.0000e+00,2.3290e+01,-1.0286e+05,-1.0286e+05,-3.1968e-01,-1.0286e+05,1.2017e-01,7.2274e+00,1.0200e+05,8.5843e+01,-1.2148e+00,-1.6720e+00,2.8535e-01,2.8668e+00,2.3804e+00,3.0111e+01
1.6100e+02,1.0000e+00,2.3401e+01,-1.0285e+05,-1.0286e+05,-3.2168e-01,-1.0286e+05,1.1998e-01,7.2044e+00,1.0185e+05,8.6200e+01,-1.0925e+00,-1.7790e+00,2.4905e+00,1.1972e+00,2.8405e+00,3.0601e+01
1.6200e+02,2.0000e+00,2.3478e+01,-1.0281e+05,-1.0282e+05,-3.2368e-01,-1.0282e+05,1.2020e-01,7.2314e+00,1.0185e+05,8.6944e+01,-1.0270e+00,-1.7455e+00,1.4131e+00,3.0713e+00,1.1867e+00,3.0968e+01
1.6300e+02,1.0000e+00,2.3589e+01,-1.0269e+05,-1.0269e+05,-3.2567e-01,-1.0269e+05,1.2022e-01,7.2334e+00,1.0181e+05,8.7446e+01,-1.0943e+00,-1.7532e+00,2.1013e+00,2.7802e+00,2.1098e+00,3.0062e+01
1.6400e+02,1.0000e+00,2.3699e+01,-1.0268e+05,-1.0269e+05,-3.2767e-01,-1.0269e+05,1.1935e-01,7.1299e+00,1.0168e+05,8.7943e+01,-1.2185e+00,-1.6405e+00,1.5387e+00,1.9668e+00,2.9630e+00,3.0203e+01
1.6500e+02,1.0000e+00,2.3810e+01,-1.0213e+05,-1.0213e+05,-3.2967e-01,-1.0213e+05,1.2025e-01,7.2374e+00,1.0168e+05,8.8313e+01,-1.2430e+00,-1.5682e+00,2.4966e+00,1.8133e+00,3.1257e+00,3.1223e+01
1.6600e+02,1.0000e+00,2.3919e+01,-1.0200e+05,-1.0200e+05,-3.3167e-01,-1.0200e+05,1.2027e-01,7.2394e+00,1.0112e+05,8.8819e+01,-1.2130e+00,-1.9918e+00,1.9560e+00,1.8728e+00,2.8742e+00,3.0110e+01
1.6700e+02,1.0000e+00,2.4029e+01,-1.0180e+05,-1.0180e+05,-3.3367e-01,-1.0180e+05,1.2028e-01,7.2414e+00,1.0099e+05,8.9332e+01,-1.2404e+00,-1.7768e+00,3.8776e-01,2.9152e+00,1.1631e+00,3.0472e+01
1.6800e+02,3.0000e+00,2.4069e+01,-1.0180e+05,-1.0180e+05,-3.3566e-01,-1.0180e+05,1.1241e-01,6.3249e+00,1.0079e+05,9.0726e+01,-1.0886e+00,-1.7933e+00,1.5276e+00,2.4639e+00,3.1224e+00,3.1047e+01
1.6900e+02,1.0000e+00,2.4177e+01,-1.0172e+05,-1.0173e+05,-3.3766e-01,-1.0173e+05,1.2032e-01,7.2454e+00,1.0079e+05,9.1280e+01,-1.2496e+00,-1.7767e+00,1.2633e+00,1.2025e+00,3.0568e+00,3.0480e+01
1.7000e+02,1.0000e+00,2.4286e+01,-1.0165e+05,-1.0165e+05,-3.3966e-01,-1.0165e+05,1.2033e-01,7.2474e+00,1.0071e+05,9.1703e+01,-1.2450e+00,-1.9472e+00,1.0346e+00,2.8539e+00,3.1016e+00,3.1394e+01
1.7100e+02,1.0000e+00,2.4394e+01,-1.0156e+05,-1.0157e+05,-3.4166e-01,-1.0157e+05,1.2035e-01,7.2494e+00,1.0064e+05,9.2227e+01,-1.1961e+00,-1.6325e+00,9.1405e-01,3.0040e+00,2.9568e+00,3.1403e+01
1.7200e+02,1.0000e+00,2.4501e+01,-1.0141e+05,-1.0142e+05,-3.4366e-01,-1.0142e+05,1.2037e-01,7.2514e+00,1.0056e+05,9.2609e+01,-1.1213e+00,-1.8124e+00,1.3929e+00,2.1382e+00,3.3615e+00,3.1494e+01
1.7300e+02,1.0000e+00,2.4609e+01,-1.0140e+05,-1.0141e+05,-3.4565e-01,-1.0141e+05,1.2038e-01,7.2531e+00,1.0041e+05,9.3145e+01,-1.2155e+00,-1.6638e+00,9.8279e-02,2.0794e+00,3.1357e+00,3.0845e+01
1.7400e+02,1.0000e+00,2.4716e+01,-1.0139e+05,-1.0139e+05,-3.4765e-01,-1.0139e+05,1.2040e-01,7.2554e+00,1.0040e+05,9.3530e+01,-1.2357e+00,-1.5426e+00,2.0767e+00,1.3975e+00,3.1693e+00,3.1015e+01
1.7500e+02,1.0000e+00,2.4823e+01,-1.0134e+05,-1.0134e+05,-3.4965e-01,-1.0134e+05,1.2042e-01,7.2574e+00,1.0038e+05,9.4078e+01,-1.0805e+00,-1.8161e+00,3.4496e-01,2.0070e+00,3.3282e+00,3.1346e+01
1.7600e+02,1.0000e+00,2.4929e+01,-1.0084e+05,-1.0085e+05,-3.5165e-01,-1.0085e+05,1.2043e-01,7.2594e+00,1.0033e+05,9.4459e+01,-1.2160e+00,-1.5436e+00,2.1798e+00,2.9592e+00,2.7871e+00,3.1341e+01
1.7700e+02,1.0000e+00,2.5035e+01,-1.0082e+05,-1.0082e+05,-3.5365e-01,-1.0082e+05,1.2045e-01,7.2614e+00,9.9839e+04,9.4998e+01,-1.1669e+00,-1.5106e+00,5.0804e-01,2.6676e+00,2.4370e+00,3.0104e+01
1.7800e+02,4.0000e+00,2.5035e+01,-1.0034e+05,-1.0035e+05,-3.5564e-01,-1.0035e+05,1.2047e-01,7.2634e+00,9.9813e+04,9.6680e+01,-1.1754e+00,-1.8192e+00,5.3001e-02,2.9046e+00,1.6987e+00,3.0549e+01
1.7900e+02,1.0000e+00,2.5140e+01,-1.0022e+05,-1.0023e+05,-3.5764e-01,-1.0023e+05,1.2048e-01,7.2654e+00,9.9335e+04,9.7200e+01,-1.1690e+00,-1.9536e+00,4.6057e-01,3.0734e+00,1.1904e+00,3.1043e+01
1.8000e+02,3.0000e+00,2.5175e+01,-1.0013e+05,-1.0014e+05,-3.5964e-01,-1.0014e+05,1.2050e-01,7.2674e+00,9.9218e+04,9.8799e+01,-1.0906e+00,-1.8962e+00,1.3770e-01,2.8323e+00,1.4219e+00,3.0286e+01
1.8100e+02,2.0000e+00,2.5244e+01,-1.0003e+05,-1.0004e+05,-3.6164e-01,-1.0004e+05,1.2052e-01,7.2694e+00,9.9126e+04,9.9581e+01,-1.0251e+00,-1.5566e+00,7.1520e-01,3.3315e+00,2.7330e+00,3.1919e+01
1.8200e+02,3.0000e+00,2.5278e+01,-9.8954e+04,-9.8961e+04,-3.6364e-01,-9.8961e+04,1.2053e-01,7.2714e+00,9.9026e+04,1.0071e+02,-1.0005e+00,-1.7994e+00,2.2083e+00,2.4228e+00,3.3831e+00,3.1771e+01
1.8300e+02,1.0000e+00,2.5381e+01,-9.8926e+04,-9.8934e+04,-3.6563e-01,-9.8934e+04,1.2055e-01,7.2734e+00,9.7951e+04,1.0124e+02,-1.1760e+00,-1.9045e+00,1.7015e+00,1.4603e+00,3.1900e+00,3.1039e+01
1.8400e+02,1.0000e+00,2.5485e+01,-9.8815e+04,-9.8823e+04,-3.6763e-01,-9.8823e+04,1.2057e-01,7.2754e+00,9.7923e+04,1.0174e+02,-1.2064e+00,-1.8243e+00,1.0739e+00,1.2947e+00,2.9416e+00,3.0232e+01
1.8500e+02,1.0000e+00,2.5588e+01,-9.8533e+04,-9.8540e+04,-3.6963e-01,-9.8540e+04,1.2058e-01,7.2774e+00,9.7812e+04,1.0212e+02,-1.2306e+00,-1.7980e+00,1.2837e+00,3.0177e+00,1.2474e+00,3.0945e+01
1.8600e+02,1.0000e+00,2.5691e+01,-9.8511e+04,-9.8518e+04,-3.7163e-01,-9.8518e+04,1.2060e-01,7.2794e+00,9.7530e+04,1.0251e+02,-1.1783e+00,-1.7538e+00,1.7048e+00,2.2749e+00,2.9205e+00,3.0600e+01
1.8700e+02,1.0000e+00,2.5793e+01,-9.8468e+04,-9.8475e+04,-3.7363e-01,-9.8475e+04,1.2062e-01,7.2814e+00,9.7508e+04,1.0304e+02,-1.0278e+00,-1.9165e+00,2.4506e+00,1.8205e+00,2.7757e+00,3.0672e+01
1.8800e+02,1.0000e+00,2.5895e+01,-9.8128e+04,-9.8135e+04,-3.7562e-01,-9.8135e+04,1.2063e-01,7.2834e+00,9.7465e+04,1.0341e+02,-1.0213e+00,-1.7795e+00,1.7149e+00,1.9769e+00,2.9191e+00,3.0426e+01
1.8900e+02,1.0000e+00,2.5997e+01,-9.7673e+04,-9.7680e+04,-3.7762e-01,-9.7680e+04,1.2065e-01,7.2854e+00,9.7125e+04,1.0392e+02,-1.0028e+00,-1.6419e+00,1.1612e+00,2.6133e+00,2.4014e+00,3.0142e+01
1.9000e+02,1.0000e+00,2.6099e+01,-9.7224e+04,-9.7231e+04,-3.7962e-01,-9.7231e+04,1.2067e-01,7.2874e+00,9.6670e+04,1.0448e+02,-1.0888e+00,-1.5438e+00,1.3837e+00,2.9202e+00,1.1096e+00,3.0656e+01
1.9100e+02,1.0000e+00,2.6200e+01,-9.6498e+04,-9.6506e+04,-3.8162e-01,-9.6506e+04,1.2068e-01,7.2894e+00,9.6220e+04,1.0485e+02,-1.1487e+00,-1.9866e+00,1.4135e+00,1.2015e+00,3.3529e+00,3.1473e+01
1.9200e+02,1.0000e+00,2.6301e+01,-9.6216e+04,-9.6223e+04,-3.8362e-01,-9.6223e+04,1.2070e-01,7.2914e+00,9.5495e+04,1.0537e+02,-1.1294e+00,-1.5696e+00,1.9918e+00,3.0569e+00,2.7853e+00,3.1516e+01
1.9300e+02,1.0000e+00,2.6402e+01,-9.6084e+04,-9.6091e+04,-3.8561e-01,-9.6091e+04,1.2072e-01,7.2934e+00,9.5213e+04,1.0587e+02,-1.0580e+00,-1.5913e+00,2.3169e+00,1.5176e+00,2.5024e+00,3.0069e+01
1.9400e+02,1.0000e+00,2.6503e+01,-9.6043e+04,-9.6050e+04,-3.8761e-01,-9.6050e+04,1.2073e-01,7.2954e+00,9.5081e+04,1.0640e+02,-1.1542e+00,-1.6761e+00,1.5982e+00,1.5453e+00,3.2170e+00,3.1127e+01
1.9500e+02,1.0000e+00,2.6603e+01,-9.5713e+04,-9.5721e+04,-3.8961e-01,-9.5721e+04,1.2075e-01,7.2974e+00,9.5040e+04,1.0690e+02,-1.1073e+00,-1.7237e+00,1.9399e+00,3.0514e+00,2.0196e+00,3.1228e+01
1.9600e+02,1.0000e+00,2.6703e+01,-9.5222e+04,-9.5230e+04,-3.9161e-01,-9.5230e+04,1.2076e-01,7.2994e+00,9.4710e+04,1.0743e+02,-1.0719e+00,-1.5200e+00,2.4136e+00,3.0092e+00,3.1658e+00,3.1931e+01
