# Imag Gmag-Imag
# F814W F475W-F814W
# Vega apparent mags
# Bulge region extracted by Charlie
24.93428 1.66712
24.71751 1.73971
24.61978 1.77230
24.69277 1.68719
24.74473 1.70287
24.69635 1.67752
24.50820 1.66963
24.76389 1.64334
25.04050 1.66215
25.01129 1.70521
24.81935 1.80701
24.43788 2.03094
24.20868 2.12966
24.61088 1.92471
25.07976 1.72575
25.20793 1.67321
25.25020 1.70096
25.26064 1.71200
25.12611 1.67062
24.94670 1.69753
24.98469 1.73295
25.04568 1.84557
24.77539 2.04613
24.29832 2.30921
24.62688 1.95861
25.01190 1.65894
25.00124 1.63543
25.08617 1.59075
25.18586 1.70573
25.18735 1.73889
25.01482 1.81903
24.95408 1.82145
25.14887 1.72927
25.17727 1.66343
25.13485 1.67681
25.23310 1.66997
25.23356 1.61182
25.06010 1.71470
24.88032 1.86136
24.50963 2.08866
24.19142 2.32360
24.63372 1.94988
25.05156 1.71070
25.08818 1.66554
25.05061 1.68044
25.00620 1.70108
24.88018 1.64108
24.89879 1.55206
25.05959 1.56871
25.10327 1.70213
25.03337 1.88994
25.07584 1.84785
25.06405 1.87464
25.12797 1.77415
25.14464 1.79013
25.20404 1.75999
25.21996 1.73156
25.16897 1.68999
25.08009 1.58413
25.00910 1.63860
25.00225 1.61928
24.68207 1.77744
24.65729 1.75273
24.84176 1.75709
24.95530 1.71371
25.04816 1.64942
25.03257 1.64094
24.99952 1.69374
24.98342 1.70373
25.00610 1.68983
24.93888 1.71817
24.87152 1.81141
24.99935 1.71337
25.03320 1.73382
24.92849 1.70526
25.03085 1.70972
25.09027 1.73729
24.86214 1.85778
24.46955 2.04971
24.78382 1.85998
24.78498 1.96681
24.64643 2.09003
24.13260 2.48792
23.80439 2.64036
24.44595 2.11638
24.76755 1.90039
24.82556 1.87360
24.57848 2.05578
24.33144 2.22253
24.69502 2.03868
24.76638 1.97975
24.63997 1.90061
24.28860 1.86956
23.99526 1.85349
24.38629 1.75919
24.79713 1.79987
24.77822 1.84415
24.78157 1.92611
24.89609 1.87447
25.00940 1.72042
25.00293 1.58853
25.08256 1.59313
25.12433 1.63259
25.13814 1.63728
24.96323 1.76311
24.86067 1.74645
24.51715 2.01372
24.35681 2.10646
24.80687 1.80650
24.96215 1.73609
24.72076 1.80549
24.48373 1.90906
24.41320 1.89863
24.58068 1.73207
24.59882 1.75949
24.83080 1.80004
24.77857 1.77386
24.84075 1.74145
24.89397 1.73039
24.88070 1.72892
24.87135 1.72341
25.02296 1.61660
25.05915 1.56652
25.11001 1.61266
25.20015 1.66237
25.24799 1.70232
25.32664 1.72568
25.30089 1.74492
25.17201 1.73291
24.99101 1.75799
24.81661 1.86499
25.07770 1.69052
25.04496 1.68836
25.01958 1.61537
24.97387 1.74692
24.95974 1.73869
24.78251 1.81024
24.75525 1.82597
24.65689 1.92457
24.51133 1.95440
24.36471 2.03076
24.52163 1.97336
24.76415 1.82318
24.85269 1.76141
24.67975 1.72249
24.49663 1.65115
24.65200 1.54545
25.06966 1.60905
25.20439 1.70553
25.17534 1.71919
25.23263 1.68473
25.21668 1.71807
25.05679 1.73586
24.82493 1.79951
24.52167 1.96331
24.56126 1.97355
24.50082 2.03350
24.53577 2.00796
24.74058 1.93600
25.05801 1.78124
25.18959 1.69870
25.10144 1.70910
25.00112 1.70077
24.73365 1.69636
24.49219 1.66689
24.53303 1.69650
24.61109 1.62600
24.93063 1.61592
24.99891 1.73274
24.90913 1.69373
24.77218 1.70042
24.71430 1.81998
24.68766 1.86323
24.69498 1.93765
24.68434 1.99667
24.93769 1.85597
24.90130 1.81393
24.77560 1.80697
24.70982 1.81435
24.49378 1.78890
24.53857 1.73559
24.67284 1.77195
24.83578 1.71867
25.03214 1.71220
25.13542 1.74909
24.93853 1.94668
24.74214 1.95378
24.18404 2.33385
24.26283 2.19551
24.78421 1.89658
24.89824 1.85485
24.82255 1.85322
24.86953 1.73066
24.94938 1.71220
24.99626 1.74433
24.94326 1.74258
24.89931 1.74584
24.92075 1.80087
25.00642 1.78423
25.07865 1.70806
25.02742 1.71054
24.91396 1.72173
24.63292 1.84349
24.51917 1.81628
24.67490 1.73970
24.72533 1.87964
24.59916 2.11883
24.29806 2.35957
24.05342 2.44577
24.31794 2.14439
24.75808 1.89766
24.85004 1.93759
25.00112 1.83956
25.12456 1.80877
25.08988 1.84385
25.17320 1.74445
25.23475 1.67944
25.21568 1.64800
25.14081 1.67866
25.16679 1.69722
25.19094 1.68712
25.04499 1.80441
25.01736 1.78165
24.89015 1.79601
24.68795 1.82543
24.65223 1.81287
24.71816 1.82053
24.79232 1.82027
24.82380 1.81596
24.90117 1.81919
24.93941 1.81434
25.04432 1.72946
25.11854 1.68939
24.99005 1.81169
24.91731 1.90880
25.14600 1.71669
25.21992 1.63888
25.13600 1.69402
24.92502 1.75995
24.84101 1.78036
24.71038 1.84223
24.59408 1.81167
24.65701 1.67848
24.55303 1.78342
24.34616 1.91458
24.63088 1.82588
24.93212 1.74310
24.97297 1.73074
24.88543 1.79207
24.64387 1.96468
24.41019 2.11043
24.77835 1.89206
25.16172 1.63645
25.22415 1.58824
25.30445 1.62990
25.29411 1.64278
25.17992 1.67658
25.04575 1.73193
25.02637 1.76521
24.99010 1.87070
24.83752 1.99993
24.46073 2.28914
24.67667 2.05350
24.96159 1.76820
24.88516 1.84116
24.89728 1.83412
25.08159 1.73861
25.15913 1.69868
25.10427 1.59996
25.09446 1.58272
25.07301 1.66435
25.19867 1.58277
25.22983 1.58009
25.27758 1.59238
25.10894 1.65447
24.96887 1.68000
24.89411 1.87506
24.58970 2.07221
24.29216 2.31502
24.64091 1.99406
24.97320 1.67466
24.89841 1.65352
24.84791 1.64068
24.88930 1.66826
24.79246 1.63714
24.74238 1.56496
24.95469 1.55318
25.15841 1.63670
25.25393 1.70562
25.25673 1.66133
25.16250 1.77884
25.22879 1.77551
25.19184 1.82238
25.13749 1.79111
25.12396 1.74404
25.09667 1.66115
25.05139 1.63024
25.07949 1.66581
25.05040 1.66705
24.86948 1.59740
24.72923 1.45005
24.89430 1.43852
24.97422 1.59400
24.99526 1.60506
24.96011 1.74602
24.97163 1.81066
25.03246 1.78583
25.03415 1.71115
25.02988 1.64765
25.13115 1.62144
25.14361 1.63750
25.12404 1.62279
24.97095 1.61544
25.02081 1.59372
25.11763 1.71517
24.99156 1.78599
24.71584 1.92000
24.77673 1.82203
24.53070 2.01371
24.46770 2.05657
23.89979 2.57796
23.55785 2.79446
24.29951 2.18692
24.78308 1.90844
24.88450 1.84403
24.79946 1.97059
24.59496 2.16053
24.84839 1.95531
24.87558 1.94260
24.72156 1.90731
24.36446 2.01078
24.07550 2.15318
24.38389 1.96151
24.69820 1.74359
24.76914 1.73887
24.92524 1.70773
25.04784 1.67054
25.04604 1.66020
25.08587 1.61833
25.07945 1.67929
25.11502 1.61736
25.18829 1.57146
25.07232 1.73821
24.97524 1.77312
24.99367 1.75814
24.94701 1.80415
25.00425 1.76890
25.06768 1.73413
24.94566 1.82151
24.81829 1.87854
24.65247 1.90663
24.60950 1.83113
24.53420 1.86319
24.74105 1.78595
24.99251 1.66093
24.99567 1.75239
24.97958 1.62780
24.99844 1.50322
24.82861 1.73158
24.87381 1.73384
24.96961 1.63505
24.81607 1.60364
24.99909 1.51417
25.24423 1.57906
25.34155 1.63661
25.34212 1.62875
25.25038 1.75576
25.10310 1.76363
24.81313 1.88145
24.55129 2.08833
24.91546 1.75431
24.84659 1.62426
24.71575 1.58320
24.87458 1.57422
24.83980 1.71655
24.61205 1.86200
24.57117 1.87202
24.41077 1.95612
24.26858 2.04995
24.02208 2.27448
24.25858 2.08589
24.50611 1.93135
24.73018 1.81611
24.61678 1.78061
24.39527 1.79130
24.53644 1.73421
24.93128 1.64369
25.09677 1.68099
25.05831 1.75862
25.15379 1.68681
25.26241 1.68253
25.19658 1.71882
25.00496 1.76048
24.87225 1.80313
24.81939 1.81638
24.70694 1.81274
24.83872 1.74794
24.94951 1.74688
25.10366 1.69887
25.23016 1.61389
25.11550 1.68089
25.01448 1.68522
24.65557 1.84617
24.34233 1.90449
24.36462 1.89090
24.54231 1.86354
24.91504 1.58455
24.91817 1.57305
24.74130 1.73330
24.58005 1.88850
24.68811 1.90253
24.79121 1.93176
24.63552 2.11393
24.43454 2.22487
24.76289 1.99357
24.94383 1.84939
24.84314 1.88843
24.78263 1.92912
24.34457 2.17137
24.39351 2.02704
24.65733 1.90478
24.85540 1.78993
25.05221 1.73078
25.12708 1.74023
24.94911 1.96188
24.76691 2.01117
24.07883 2.50682
24.10799 2.32053
24.63050 1.92555
24.89801 1.77260
24.84400 1.83095
24.70848 1.82530
24.79936 1.76248
25.03873 1.76869
25.13644 1.70361
25.12901 1.68897
25.20444 1.67063
25.25954 1.70629
25.21437 1.66820
25.05649 1.76146
24.89789 1.80626
24.49552 2.03132
24.34138 2.07643
24.59652 1.86252
24.70510 1.79516
24.68994 1.93087
24.57868 2.10385
24.30174 2.30828
24.48980 1.99742
24.79717 1.81533
24.85778 1.84012
24.88081 1.78115
25.04275 1.74238
25.11837 1.70124
25.19181 1.66932
25.10698 1.63207
25.14406 1.58445
25.19195 1.60960
25.13837 1.65063
25.05831 1.64011
24.97005 1.70421
24.99440 1.77444
24.93265 1.79520
24.80832 1.79923
24.82210 1.72841
24.84742 1.70897
24.92341 1.71870
24.99033 1.76059
25.13704 1.75200
25.16227 1.69530
25.09027 1.63932
25.12020 1.59449
25.05164 1.58165
25.03955 1.59498
25.10609 1.62532
25.14612 1.64291
25.16502 1.64035
24.92374 1.83079
24.92531 1.79997
24.96640 1.74463
24.68523 1.83358
24.60090 1.85082
24.56863 1.89358
24.53684 1.98155
24.46282 2.13797
24.73358 1.93826
25.04064 1.75587
24.99808 1.80084
24.88786 1.78154
24.77496 1.84086
25.00619 1.75219
25.18447 1.68166
25.16625 1.63180
25.18957 1.61429
25.19222 1.59352
25.12047 1.65984
25.09362 1.74509
25.08731 1.79298
24.99826 1.80372
24.96680 1.80533
24.89051 1.87472
24.88196 1.80738
24.88820 1.85626
24.82783 1.98488
24.61250 2.05718
24.77306 1.89936
25.01358 1.76158
24.92451 1.72946
24.95003 1.61397
24.90091 1.65173
25.08366 1.53229
25.09140 1.54912
25.21761 1.53073
25.05815 1.74470
24.94069 1.73002
24.96215 1.69587
24.89224 1.72563
24.78806 1.76586
24.91267 1.71319
24.93493 1.68241
24.64149 1.82257
24.53880 1.76125
24.52643 1.78376
24.59431 1.72925
24.65010 1.73381
24.90677 1.67502
25.15243 1.63402
25.26159 1.66143
25.21610 1.65115
25.06321 1.73127
25.15098 1.74059
25.16403 1.74842
24.91152 1.81104
24.90679 1.72836
24.99984 1.65069
25.06686 1.65430
25.13332 1.64567
25.02806 1.67100
24.89057 1.51062
24.55642 1.49764
24.70449 1.41708
24.91722 1.57017
25.01135 1.62975
25.05515 1.76688
25.13182 1.81217
25.20592 1.77143
25.15951 1.76748
25.13070 1.70494
25.19484 1.62254
25.16582 1.63686
25.13008 1.62095
24.95666 1.64770
24.97301 1.63341
25.10392 1.65665
25.06713 1.75413
24.95841 1.84314
24.80079 1.85993
24.52982 1.95640
24.48917 2.02005
24.31078 2.13259
24.01611 2.24800
24.44026 1.88564
24.78236 1.73574
24.93986 1.72279
25.04032 1.76330
24.90319 1.78093
24.89862 1.70544
24.84343 1.79343
24.72569 1.83828
24.63375 1.95006
24.42165 2.05502
24.51424 1.93589
24.64816 1.82118
24.70500 1.76372
24.79985 1.69107
24.84910 1.65323
24.90429 1.64667
25.05560 1.66234
25.10961 1.65419
25.05274 1.57612
25.08923 1.51874
25.10863 1.64500
25.04543 1.62044
25.05429 1.69316
25.08444 1.68059
25.10745 1.71037
25.15814 1.66555
25.11332 1.71958
24.97789 1.71274
24.81907 1.69128
24.64804 1.74495
24.71109 1.73011
24.78443 1.66870
24.84255 1.59954
24.94978 1.63769
24.87615 1.56669
24.84788 1.45434
24.94449 1.50864
25.04469 1.60365
25.13583 1.69975
25.08956 1.79691
24.83630 1.87728
24.92185 1.64325
25.20321 1.53304
25.28657 1.55719
25.23141 1.61736
25.18388 1.66229
24.97496 1.76805
24.85172 1.79994
24.76892 1.94504
24.93351 1.68533
24.66516 1.67325
24.41282 1.71771
24.68856 1.67981
24.65845 1.81424
24.43707 1.87194
24.35559 1.84089
23.84419 2.09986
24.07192 2.01300
24.17706 2.28873
24.33104 2.09125
24.47410 2.04958
24.67342 1.87804
24.64293 1.83919
24.43563 1.86091
24.54255 1.76194
24.77642 1.69524
24.98107 1.66111
25.12641 1.71506
25.18813 1.71409
25.24798 1.61118
25.22400 1.58845
25.01982 1.62494
24.93955 1.59097
24.90620 1.65685
24.72593 1.77967
24.88451 1.70171
24.92795 1.78996
25.01868 1.72406
25.10189 1.55260
25.07371 1.66591
25.06348 1.72074
24.78514 1.93513
24.42503 2.14486
24.56219 2.02605
24.79464 1.80765
24.88350 1.55141
24.80992 1.52396
24.70554 1.78875
24.64732 1.91526
24.86118 1.88559
24.92963 1.85650
24.69798 1.94697
24.52206 2.07140
24.78286 1.93543
25.04603 1.75621
25.04290 1.85914
25.02790 1.93685
24.67804 2.21417
24.61667 2.16888
24.75730 1.96750
24.88343 1.80701
25.03413 1.70535
25.09975 1.67061
24.96807 1.81109
24.86934 1.93805
24.49503 2.13951
24.41791 2.01206
24.63647 1.89823
24.83223 1.85423
24.63133 1.97798
24.38197 1.99622
24.57940 1.92930
24.88846 1.86940
25.14783 1.74281
25.21852 1.59856
25.27034 1.57663
25.34189 1.67431
25.31266 1.69077
25.18202 1.78056
25.04017 1.84122
24.78809 1.94974
24.64553 1.98955
24.69633 1.87561
24.57470 1.85020
24.60141 1.86980
24.73603 1.94016
24.66036 1.97584
24.60936 1.93621
24.69617 1.83630
24.68045 1.82319
24.49739 1.96885
24.63941 1.92919
24.98690 1.76442
25.12815 1.76380
25.00424 1.76636
25.03520 1.69985
25.08927 1.65271
25.03329 1.65528
24.78974 1.77088
24.62373 1.83896
24.85088 1.78073
24.85417 1.80079
24.86463 1.87849
24.95607 1.85802
24.99095 1.76918
25.11239 1.68710
25.16221 1.67853
25.24284 1.67628
25.18869 1.70988
25.02415 1.67891
25.05289 1.63977
24.87811 1.74682
24.83433 1.74616
24.98903 1.65445
25.05688 1.64671
25.10543 1.65675
24.98682 1.75111
25.05779 1.69683
25.13257 1.66825
24.94766 1.68677
24.80203 1.81717
24.71110 1.94493
24.78132 1.96637
24.46623 2.27357
24.71010 2.04145
25.11931 1.70141
25.08375 1.68332
24.94243 1.63393
24.75938 1.66669
24.99205 1.61631
25.22857 1.66685
25.19409 1.72026
25.10282 1.70664
25.05868 1.61300
25.03367 1.62196
25.09985 1.65094
25.15662 1.73130
25.03662 1.74697
24.88791 1.76122
24.83023 1.78115
24.78891 1.85916
24.69912 1.98803
24.54291 2.18640
23.95862 2.53973
24.24485 2.24790
24.87055 1.88673
24.90206 1.86486
24.85116 1.67679
24.87284 1.61694
25.00464 1.58417
24.92135 1.66401
25.13182 1.62586
25.16797 1.65578
24.99391 1.72985
24.91898 1.68274
24.84020 1.64849
24.71359 1.67794
24.84809 1.64983
24.90579 1.71624
24.62031 1.87121
24.47478 1.90237
24.37163 1.92827
24.51954 1.80573
24.73195 1.79588
24.97688 1.70196
25.15505 1.62053
25.19140 1.63997
25.13066 1.62275
24.96640 1.74505
25.00652 1.74898
24.94757 1.79113
24.53589 2.00220
24.61214 1.94332
24.91648 1.78642
25.09843 1.74058
25.16309 1.72542
24.95619 1.71692
24.89693 1.59091
24.61695 1.66759
24.75103 1.55793
24.93892 1.60739
25.02013 1.60336
25.18764 1.62242
25.28705 1.66071
25.32461 1.64738
25.27953 1.64297
25.18865 1.65887
25.17913 1.61884
25.16764 1.64185
25.12424 1.64029
24.98231 1.69910
25.00169 1.63834
25.09546 1.64558
25.04753 1.66976
24.97283 1.66350
24.73697 1.76749
24.58249 1.75596
24.59276 1.80266
24.59171 1.85144
24.41196 1.99596
24.49743 1.92561
24.66906 1.77114
24.82243 1.70764
25.02421 1.67529
24.87043 1.78274
24.75783 1.72422
24.64713 1.87107
24.62588 1.90749
24.69019 1.91256
24.42485 2.02812
24.47093 1.99159
24.74176 1.88615
24.72696 1.81156
24.52132 1.81115
24.37894 1.79362
24.53237 1.75257
24.82463 1.75805
25.05430 1.69978
24.97170 1.73963
25.01161 1.67683
25.06249 1.73506
24.97006 1.68825
24.86794 1.75451
24.87321 1.70455
25.02472 1.65898
25.09099 1.63002
25.04576 1.64781
24.87055 1.68882
24.73372 1.70555
24.59402 1.79858
24.72578 1.76678
24.59271 1.73561
24.48925 1.64146
24.69973 1.67182
24.56623 1.74031
24.58985 1.71513
24.76973 1.69988
24.77280 1.74646
24.93655 1.69692
25.05375 1.76523
24.86556 1.89103
24.34100 2.13172
23.95189 2.21138
24.83920 1.74704
24.83317 1.75575
24.98094 1.69702
24.96188 1.67565
24.68985 1.79219
24.50127 1.89166
24.77084 1.73754
24.66202 1.87537
24.36192 1.97839
24.23019 1.97749
23.57707 2.42564
23.98733 2.20103
24.51623 2.16119
24.63180 2.08808
24.69913 1.98745
24.73737 1.91804
24.78207 1.90346
24.57220 1.93994
24.59820 1.84572
24.76861 1.86079
24.96311 1.79534
25.16861 1.70152
25.18439 1.62651
25.14572 1.51592
25.12364 1.56206
24.87848 1.73311
24.81013 1.77745
24.91349 1.71032
24.83323 1.79733
24.93492 1.72005
24.99621 1.74910
24.91285 1.70704
24.73836 1.65359
24.91503 1.60346
24.99346 1.69115
24.92749 1.84849
24.79329 2.08116
24.94349 1.93429
25.05142 1.71892
24.99593 1.65148
24.94445 1.66944
24.88728 1.83660
24.80650 1.89314
24.99141 1.77371
24.97888 1.74562
24.70112 1.76367
24.72871 1.70098
24.92827 1.73935
25.08409 1.69541
25.18081 1.70005
25.16533 1.75010
24.98861 1.89455
24.74710 1.95754
24.62962 1.94297
24.66179 1.81547
24.84501 1.69592
24.92023 1.67504
24.82580 1.69596
24.87528 1.80521
24.78091 1.84625
24.64001 1.79434
24.72544 1.78360
24.82705 1.83233
24.53624 2.09903
24.23884 2.20805
24.41653 2.10983
24.62456 2.11918
25.01179 1.85730
25.15392 1.63980
25.20021 1.54187
25.33365 1.54916
25.35027 1.63379
25.27337 1.71201
25.12332 1.70769
24.94650 1.67380
24.87375 1.70862
24.82504 1.79786
24.58855 1.95020
24.58217 2.00725
24.72326 1.99930
24.69359 1.96336
24.60072 1.94106
24.43809 1.93133
24.45101 1.89387
24.23552 2.17579
24.32569 2.19464
24.83518 1.95624
25.08607 1.81060
25.08662 1.77039
25.05750 1.69166
24.94093 1.66570
24.91318 1.69403
24.63849 1.96580
24.28747 2.16673
24.60674 1.90303
24.75849 1.81707
24.97848 1.85055
25.20437 1.80764
25.21863 1.73546
25.24520 1.68538
25.21726 1.71233
25.22137 1.73795
25.18274 1.70000
25.04884 1.73283
25.05095 1.74822
24.94761 1.85870
24.76567 1.92212
24.68389 1.87464
24.85716 1.72227
25.02864 1.70566
24.96699 1.79452
25.04480 1.64057
25.12972 1.62132
24.98057 1.72847
24.99739 1.73588
24.98885 1.83129
25.04766 1.83909
24.86573 1.95260
24.94362 1.82904
25.09169 1.66888
25.10721 1.63010
24.93236 1.63042
24.67605 1.77914
24.93090 1.73409
25.22066 1.62866
25.21112 1.67994
25.07932 1.63025
24.93587 1.57990
24.86739 1.60784
24.96930 1.65568
25.08578 1.65790
24.96372 1.63271
24.77594 1.75077
24.68664 1.88992
24.76955 2.01152
24.69615 2.16595
24.38641 2.40588
23.65411 2.96230
24.02026 2.59128
24.83148 1.94981
25.02580 1.77495
24.91330 1.69836
24.90920 1.60282
25.00388 1.65102
24.99152 1.78460
25.12871 1.72229
25.06899 1.68084
24.86663 1.75299
24.89663 1.75187
24.77274 1.80215
24.64027 1.85562
24.78112 1.78224
24.93786 1.73490
24.78131 1.84322
24.70509 1.86166
24.57179 1.94939
24.64184 1.86443
24.83896 1.80895
24.96987 1.73937
25.12728 1.65061
25.13955 1.63363
25.02504 1.66647
24.95074 1.70934
24.98031 1.76453
24.77539 1.90371
24.36950 2.22789
24.57043 2.15181
25.00364 1.89817
25.13755 1.75658
25.13696 1.65465
24.89188 1.73734
24.95868 1.62484
24.88676 1.71789
24.91305 1.68129
24.94757 1.66885
24.89166 1.61352
25.10363 1.54248
25.19439 1.53331
25.24740 1.57404
25.18647 1.58102
25.06610 1.63103
25.03236 1.68459
25.10579 1.63607
25.09166 1.62116
25.00652 1.63499
24.98500 1.65103
24.97096 1.69600
24.83875 1.72621
24.77284 1.69175
24.59734 1.70887
24.45807 1.81523
24.53905 1.84805
24.62712 1.84244
24.66730 1.99353
24.69813 1.96781
24.68921 1.89543
24.66060 1.85394
24.92292 1.71507
24.85918 1.83967
24.74745 1.81337
24.58627 1.92713
24.58233 1.92792
24.66496 1.85188
24.48054 2.01303
24.53847 1.92175
24.81673 1.80518
24.65875 1.99693
24.25495 2.08091
23.94369 2.01277
24.04833 1.89253
24.53155 1.82306
24.96046 1.75628
25.06176 1.74826
25.09560 1.72247
25.02275 1.78811
24.89346 1.80639
24.65601 1.92349
24.61984 1.90385
24.83235 1.74844
25.00845 1.61243
25.01708 1.62160
24.90513 1.70148
24.81854 1.74057
24.74280 1.80933
24.78112 1.82559
24.50505 1.91869
24.31858 1.87085
24.50501 1.85682
24.38541 2.02342
24.46626 1.98498
24.64506 1.98450
24.67480 2.01144
24.83958 1.88106
25.03335 1.78464
24.95453 1.87200
24.63855 1.99151
24.33060 2.13312
24.94667 1.63232
24.87370 1.67240
24.82574 1.69072
24.78222 1.80487
24.51182 1.99554
24.39289 1.97546
24.00764 2.36785
24.31051 2.28186
24.46514 2.36879
24.70493 2.21827
24.95820 1.92103
24.91122 1.96604
24.97852 1.82209
24.80823 1.84675
24.78714 1.83451
24.94007 1.76100
25.07805 1.67613
25.21878 1.69951
25.14762 1.75287
25.08040 1.71752
25.11849 1.70780
24.97059 1.79590
24.95883 1.82611
25.07616 1.76328
24.95686 1.74863
24.90371 1.71555
25.00761 1.70039
24.74695 1.82289
24.48008 1.88443
24.72106 1.65663
24.68864 1.65278
24.72628 1.75097
24.80466 1.97852
24.97133 1.92583
25.06290 1.72707
25.10907 1.61489
25.10934 1.67682
25.12278 1.79223
24.93438 1.87396
24.97427 1.73743
25.01772 1.67902
24.69563 1.85633
24.70395 1.77973
24.95260 1.67780
25.08751 1.62518
25.14179 1.60410
25.04991 1.65156
24.79052 1.94005
24.44081 2.04345
24.10889 2.12285
24.16182 2.06429
24.53602 1.89982
24.60836 1.80123
24.48480 1.75953
24.70267 1.79827
24.75504 1.82989
24.53829 1.77660
24.58157 1.68720
24.77656 1.74431
24.74696 1.92100
24.48384 2.19353
24.48699 2.23630
24.52091 2.28928
24.87822 2.00843
25.00936 1.76835
25.00443 1.64704
25.15866 1.56201
25.20864 1.61808
25.12685 1.61403
24.95605 1.64099
24.68669 1.64918
24.66601 1.63728
24.80135 1.71943
24.69150 1.88691
24.67756 1.99699
24.65059 2.11161
24.47317 2.16949
24.41542 2.05610
24.17456 2.12364
24.30187 2.00844
24.38918 2.07790
24.44752 2.13489
24.77627 1.95739
24.95644 1.84486
25.08392 1.74318
25.09218 1.63707
24.90885 1.60587
24.84940 1.59699
24.68494 1.93036
24.29397 2.34667
24.55373 2.00290
24.78864 1.81332
25.13523 1.71717
25.32193 1.68906
25.30119 1.66657
25.27650 1.69030
25.25570 1.66958
25.20477 1.74090
25.18602 1.70015
25.11785 1.69583
25.04196 1.76844
24.98942 1.77816
24.61509 2.01060
24.32837 2.11986
24.56926 1.79702
24.91478 1.62055
25.01195 1.62869
24.96297 1.62586
25.05582 1.62156
25.01170 1.75521
25.10717 1.70491
25.17327 1.68069
25.10927 1.72025
25.13233 1.68456
25.06237 1.75585
25.10810 1.76071
25.15396 1.68959
25.02543 1.70503
24.89897 1.86397
25.07651 1.73819
25.18761 1.64651
25.20459 1.64309
25.09789 1.63501
24.86174 1.67271
24.77006 1.78887
24.91220 1.79703
24.96860 1.68637
24.78958 1.66103
24.76578 1.67802
24.81038 1.79277
24.96371 1.89050
24.89262 2.10673
24.70575 2.29890
24.18822 2.73609
24.47185 2.41037
24.94733 1.94453
25.10409 1.69381
25.04432 1.59425
24.89051 1.66817
25.02685 1.63187
25.16367 1.69108
25.16748 1.68988
24.82506 1.80492
24.67852 1.86726
25.02160 1.72370
25.03315 1.79422
24.97961 1.84151
25.00914 1.86057
25.08736 1.79076
24.97912 1.74902
24.89548 1.72993
24.83809 1.84782
24.84659 1.85816
24.93899 1.78689
24.93445 1.81327
25.07327 1.73118
25.14087 1.70708
25.06493 1.73779
25.02346 1.75731
25.02376 1.75476
24.88814 1.90861
24.69211 2.13408
24.92280 1.96885
25.17675 1.83164
25.19293 1.68708
24.97546 1.67141
24.75815 1.70404
24.93987 1.63760
24.97823 1.75584
24.94562 1.72921
24.89774 1.69873
24.71509 1.68222
24.88829 1.54790
25.01286 1.51656
25.06939 1.63860
25.01759 1.70497
24.94335 1.71389
24.85614 1.74153
24.96650 1.66170
24.95894 1.64036
24.95644 1.63291
24.87371 1.75374
24.80903 1.79404
24.71509 1.80648
24.58212 1.78570
24.48385 1.73426
24.54098 1.88148
24.60888 1.98104
24.62447 1.86304
24.73529 1.90215
24.60940 2.04687
24.43728 2.10281
24.59020 1.96527
24.87006 1.82587
24.92725 1.87236
24.86665 1.82797
24.70491 1.81177
24.67143 1.86187
24.67866 1.87666
24.64152 1.93257
24.64320 1.85586
24.78325 1.77091
24.56977 2.07901
24.16900 2.16424
23.47817 2.23374
23.32746 2.11156
24.07967 1.97548
24.82492 1.83155
25.07088 1.70944
25.11164 1.66438
24.93426 1.64467
24.87728 1.60642
24.79990 1.74258
24.79469 1.86734
24.85565 1.76343
24.88657 1.56984
24.93277 1.51525
24.99118 1.56502
24.97788 1.65620
24.91238 1.80051
24.80527 1.82792
24.50393 1.85894
24.22375 1.84100
24.43121 1.88716
24.53432 2.10085
24.37384 2.22362
24.19806 2.36031
24.56284 2.16392
24.95045 1.89259
25.04055 1.76882
25.02361 1.72824
24.91105 1.82402
24.81745 1.94075
24.54040 1.99653
24.53368 2.07165
24.59523 2.16985
24.17308 2.69773
24.50677 2.35676
25.04460 1.88500
25.07608 1.83893
25.04511 1.69104
24.86216 1.67392
24.86843 1.68278
24.95309 1.67333
25.00343 1.62884
25.23854 1.64596
25.27156 1.75048
25.23790 1.76472
25.24458 1.75390
25.13400 1.76848
25.07630 1.76464
25.10194 1.76576
24.89082 1.82926
24.82033 1.82115
25.00490 1.79551
24.84696 1.88068
24.64011 1.92743
24.63639 1.83559
24.41652 1.84010
24.22744 2.14111
24.13949 2.55265
24.60843 2.13585
24.94051 1.79547
25.00828 1.66052
25.03781 1.71115
25.19964 1.74461
25.03264 1.89158
24.98247 1.83909
25.10504 1.69701
24.95133 1.79622
24.88400 1.81729
25.01818 1.79575
25.06022 1.66569
24.98225 1.66386
24.81945 1.75151
24.51215 2.09291
24.10131 2.23513
23.44645 2.46174
23.49004 2.38934
24.19368 2.16113
24.44209 1.96812
24.34755 1.97608
24.61648 1.92845
24.76284 1.81889
24.38803 1.88132
24.36515 1.86532
24.69546 1.80888
24.83543 1.84001
24.72667 1.98564
24.57860 2.09202
24.22482 2.38212
24.51862 2.17896
24.83126 1.82813
24.80885 1.79375
24.98005 1.68262
25.02627 1.74352
24.88976 1.74115
24.72092 1.71855
24.43853 1.78140
24.43031 1.80037
24.67141 1.78246
24.60004 1.94417
24.64259 2.02167
24.41961 2.31949
24.01332 2.60541
24.20040 2.40964
24.31067 2.28305
24.43969 2.08699
24.59187 1.89366
24.59821 1.90783
24.54310 2.09983
24.60168 2.05990
24.93676 1.82006
25.10208 1.69527
